id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,assist
2506233213,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-11T14:15:26.655Z,2023-02-11T14:15:26Z,4024413459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024413467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024413451,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4024413455,130,4,4024413465,197,16220,4024413463,194,dypefa5ubw9m9xefxdd4365lh,4024413449,30,"c23tcl4dl40wu4i8vntbv0tm1, 5ykgwunfc9pg5iq8h5cihg3xl, 541yhibvfn0fv2izdfudm7651, dypefa5ubw9m9xefxdd4365lh, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, f4l762ob8j0izfocnmofytcyd, dlfoufhh8dc14s10vnbjrfvmd, 6d9maq3oecwobp2t2220vf4r9, eswokn90i34kdbfvax0y7365l, dgl4fbdrmolqgg0xzejl7ve8l, 89wk8a6aqw64nub8dgdj7zjl5, 41cihaqh4lxje5nx17g0rbgt1, 2iy84h1v8wt8l6prv701uohk9, 33h8s55zcj0j535g2dyz9tnqi, 3zmb22ct3lkf04kbpuxr22hud, a70y8ayeh05hzo5yc8gotsbh0, 2dpsl9g5lkbafz9a389xo9st0",4024413453,59,"21, 28, 6, 7, 20, 34, 8, 16, 9, 15, 24, 3, 10, 18, 19, 23, 29, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506233779,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-02-11T14:15:57.468Z,2023-02-11T14:15:57Z,4024416405,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024416397,130,18,4024416391,30,"82h98ebusz83rox95oi9kafh1, 5udpap0himq2ggsw4f0o5hqdx, 8dcdul1txdibvq7liaagnc9ka, 5a86e1pl8b7ibmrkz3h6gs1yh, oe0lbxtc4qftnd886dzfm385, 4cyf8fcefkz6433g76okyd65m, ab9z3kubalp5l33vbi4a8n0iy, 9llmzvk9nw1kwy73o8z9f8usp, 944ptuekuetkjifbeaycqcoh5, 4xxoasz03erxlyonu2t8y5fqh, 9w0nk2mz77jqc62v4gv1h0vkl, 3z9ioxbv8oeyqrbw5k8e3dec5, alhqwxs7t2pxxxuztmvy1ibpx, ba8qp1eswz0kzcr0245r7q8kp, 4lz9m2nwif7tql9hqsv2u7vft, 6q0zzgnbbzsbubnekye5dunai, e713hl3clivldop8wln53rsyy, 4mjzjj2p0pzyw0hcq4no9y0o9",4024416401,194,5udpap0himq2ggsw4f0o5hqdx,4024416395,59,"25, 8, 14, 3, 5, 21, 20, 7, 26, 16, 9, 2, 10, 32, 17, 28, 23, 18",4024416393,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4024416403,197,16120,4024416399,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275309,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-11T15:01:38.025Z,2023-02-11T15:01:39Z,4024621203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275297,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-02-11T15:01:38.025Z,2023-02-14T01:22:42Z,4024621151,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275947,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,49.7,50.1,2023-02-11T15:01:38.134Z,2023-02-14T07:26:40Z,4024624073,56,Back,4024624075,140,44.2,4024624077,141,50.5,4031843695,178,,4024624081,213,3.1,4024624083,279,S,4024624079,212,5.8,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275957,4,1,1,0,1,5g1fnexeromjl0lvnxp8hpnhi,1,43.2,50.3,2023-02-11T15:01:39.484Z,2023-02-14T07:26:43Z,4024624129,213,0.8,4024655321,1,,4031843723,178,,4024624127,212,35.1,4024624121,140,67.5,4024624125,141,85.7,4024624115,155,,4024624117,56,Left,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276037,5,44,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,1,73.8,89.8,2023-02-11T15:01:42.811Z,2023-02-14T10:22:47Z,4024624457,233,3,4024624449,286,,4024624447,56,Left,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276035,3,44,1,0,4,80jtkz2echk6yyyb9e2595cxr,0,26.2,10.2,2023-02-11T15:01:42.812Z,2023-02-14T07:26:59Z,4024624437,56,Back,4024624439,285,,4024624501,233,5,,,,,,,,,,,,,,,,5ykgwunfc9pg5iq8h5cihg3xl,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276059,6,1,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,0,70.9,86.3,2023-02-11T15:01:42.911Z,2023-02-14T10:22:47Z,4024624569,56,Left,4024624573,141,85.9,4024624575,212,1.0,4024624577,213,6.0,4031843773,388,,4024624571,140,71.8,4024624567,3,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507492791,884,61,1,0,4,80jtkz2echk6yyyb9e2595cxr,1,25.9,13.3,2023-02-11T15:01:42.927Z,2023-02-14T07:26:53Z,4030975013,56,Back,4031843807,15,,4031843809,388,,,,,,,,,,,,,,,,,5ykgwunfc9pg5iq8h5cihg3xl,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
