id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/15/value,qualifier/18/value
2492081349,87,1,1,8,25,3ptd7zlc5isrongig0wij2id4,0,29.6,12.2,2022-12-17T15:08:37.867Z,2022-12-19T04:48:35Z,3949950387,140,33.8,3949950389,141,20.7,3949950385,56,Back,3951590407,178,,3949950391,212,7.3,3949950393,213,0.9,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081391,82,61,1,8,25,17zuelixesst1z59fwcix2dil,1,61.5,82.6,2022-12-17T15:08:37.947Z,2022-12-19T04:48:40Z,3951590439,178,,3949950573,56,Left,,,,,,,,,,,,,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081431,88,1,1,8,28,3ptd7zlc5isrongig0wij2id4,1,44.8,26.1,2022-12-17T15:08:40.473Z,2022-12-19T04:49:46Z,3949950805,213,3.1,3949950799,140,36.8,3949950803,212,8.4,3951590729,178,,3949950801,141,26.1,3949950797,56,Back,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081559,89,1,1,8,30,3ptd7zlc5isrongig0wij2id4,1,32,28.9,2022-12-17T15:08:42.815Z,2022-12-19T04:49:49Z,3949951497,213,1.4,3949951487,155,,3949951495,212,31.3,3949951489,56,Back,3949951491,140,37.3,3949951493,141,74.2,3951590741,178,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081583,90,1,1,8,37,3ptd7zlc5isrongig0wij2id4,1,57.7,85.4,2022-12-17T15:08:49.607Z,2022-12-19T04:49:55Z,3949951635,213,0.6,3951590769,178,,3949951633,212,8.0,3949951629,140,64.0,3949951631,141,92.1,3949951627,56,Left,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081621,91,1,1,8,38,3ptd7zlc5isrongig0wij2id4,0,65.2,92.9,2022-12-17T15:08:51.143Z,2022-12-19T04:50:00Z,3949951819,140,85.0,3951590809,178,,3949951817,56,Left,3949951821,141,100.0,3949951823,212,21.6,3949951825,213,0.3,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081771,83,5,1,8,41,17zuelixesst1z59fwcix2dil,1,18.2,-1.4,2022-12-17T15:08:54.309Z,2022-12-19T04:50:05Z,3949952765,56,Back,3949952769,233,92,3949952767,347,,,,,,,,,,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081623,92,5,1,8,41,3ptd7zlc5isrongig0wij2id4,0,81.8,101.4,2022-12-17T15:08:54.309Z,2022-12-19T04:50:05Z,3949951833,347,,3949952773,233,83,3949951831,56,Left,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081797,84,1,1,9,0,17zuelixesst1z59fwcix2dil,0,20.3,0,2022-12-17T15:09:13.259Z,2022-12-19T04:50:08Z,3949952919,56,Back,3949952917,107,,3949952921,140,35.7,3949952923,141,8.2,3949952927,213,0.4,3949952925,212,17.4,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492389991,1126,67,1,9,2,3ptd7zlc5isrongig0wij2id4,1,73.8,91.1,2022-12-17T15:09:14.586Z,2022-12-19T08:34:29Z,3951600737,233,919,,,,,,,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492389989,919,67,1,9,2,17zuelixesst1z59fwcix2dil,0,26.2,8.9,2022-12-17T15:09:14.587Z,2022-12-19T05:29:28Z,3951600745,233,1126,,,,,,,,,,,,,,,,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081805,93,8,1,9,2,3ptd7zlc5isrongig0wij2id4,1,78,91.5,2022-12-17T15:09:14.604Z,2022-12-19T08:34:30Z,3951396671,384,,3951590917,178,,3949952943,56,Left,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081813,94,49,1,9,3,3ptd7zlc5isrongig0wij2id4,1,78.2,89,2022-12-17T15:09:15.876Z,2022-12-19T04:50:27Z,,,,,,,,,,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081845,95,1,1,9,4,3ptd7zlc5isrongig0wij2id4,1,78.7,88.7,2022-12-17T15:09:16.435Z,2022-12-19T04:50:31Z,3951590955,178,,3949953161,56,Left,3949953163,140,80.2,3949953167,212,5.2,3949953165,141,96.0,3949953169,213,1.3,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081869,96,1,1,9,7,3ptd7zlc5isrongig0wij2id4,0,82.7,96.3,2022-12-17T15:09:19.467Z,2022-12-19T04:50:36Z,3951590971,178,,3949953295,212,10.8,3949953289,56,Left,3949953297,213,4.3,3949953293,141,81.8,3949953291,140,78.4,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081891,85,1,1,9,7,17zuelixesst1z59fwcix2dil,0,24.6,11.6,2022-12-17T15:09:20.248Z,2022-12-19T08:13:27Z,3951591017,178,,3949953389,141,9.5,3949953385,56,Back,3949953387,140,27.8,3949953393,213,5.9,3949953391,212,3.7,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492081909,97,61,1,9,7,3ptd7zlc5isrongig0wij2id4,1,76.9,85.6,2022-12-17T15:09:20.310Z,2022-12-19T08:13:31Z,3949953449,56,Left,3951591053,178,,,,,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082215,86,5,1,9,8,17zuelixesst1z59fwcix2dil,1,24.8,-1.4,2022-12-17T15:09:21.378Z,2022-12-19T04:51:08Z,3949955621,233,98,3949955139,56,Back,3949955141,347,,,,,,,,,,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082249,98,5,1,9,8,3ptd7zlc5isrongig0wij2id4,0,75.2,101.4,2022-12-17T15:09:21.378Z,2022-12-19T04:51:08Z,3949955629,233,86,3949955373,347,,3949955371,56,Left,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082257,87,1,1,9,33,17zuelixesst1z59fwcix2dil,0,28.7,0,2022-12-17T15:09:45.704Z,2022-12-19T04:51:13Z,3949955405,107,,3949955417,1,,3949955409,140,58.6,3949955415,213,0.1,3949955407,56,Right,3949955411,141,4.9,3949955413,212,31.7,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082259,99,61,1,9,35,3ptd7zlc5isrongig0wij2id4,0,42.4,93.2,2022-12-17T15:09:47.531Z,2022-12-19T04:51:21Z,3951591145,178,,3949955421,56,Back,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082579,88,5,1,9,36,17zuelixesst1z59fwcix2dil,1,54.5,-1,2022-12-17T15:09:48.565Z,2022-12-19T04:51:25Z,3949957237,347,,3949957243,233,100,3949957235,56,Right,,,,,,,,,,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082263,100,5,1,9,36,3ptd7zlc5isrongig0wij2id4,0,45.5,101,2022-12-17T15:09:48.565Z,2022-12-19T04:51:25Z,3949955459,347,,3949957249,233,88,3949955457,56,Back,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082611,89,1,1,9,59,17zuelixesst1z59fwcix2dil,1,54.5,0,2022-12-17T15:10:11.771Z,2022-12-19T04:51:27Z,3949957415,107,,3949957419,140,73.6,3949957417,56,Right,3949957423,141,9.5,3949957427,212,21.3,3949957429,213,0.3,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082621,90,44,1,10,0,17zuelixesst1z59fwcix2dil,1,76.6,12.4,2022-12-17T15:10:13.115Z,2022-12-19T08:34:30Z,3949957471,56,Right,3949957487,233,101,3949957473,286,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082605,101,44,1,10,0,3ptd7zlc5isrongig0wij2id4,0,23.4,87.6,2022-12-17T15:10:13.116Z,2022-12-19T04:51:33Z,3949957389,56,Back,3949957497,233,90,3949957391,285,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082665,91,1,1,10,0,17zuelixesst1z59fwcix2dil,1,73.6,9.5,2022-12-17T15:10:13.204Z,2022-12-19T08:34:30Z,3949957687,56,Right,3949957695,213,0.3,3949957689,140,90.1,3949957685,168,,3949957691,141,16.5,3951591213,388,,3949957693,212,18.0,3949957683,3,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082689,92,1,1,10,3,17zuelixesst1z59fwcix2dil,0,92.3,16.7,2022-12-17T15:10:15.615Z,2022-12-19T04:51:43Z,3949957815,213,1.8,3949957807,56,Center,3949957805,155,,3949957809,140,87.0,3949957813,212,23.7,3951397337,20,,3951591243,178,,3949957803,2,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,3949957811,141,50.6,3951397335,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082697,102,1,1,10,5,3ptd7zlc5isrongig0wij2id4,1,12.8,43.1,2022-12-17T15:10:17.416Z,2022-12-20T04:39:44Z,3949957853,3,,3949957863,141,45.8,3949957861,140,6.6,3949957865,212,6.8,3949957867,213,2.9,3949957857,56,Back,3952037111,178,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082703,103,52,1,10,6,3ptd7zlc5isrongig0wij2id4,1,6.6,46,2022-12-17T15:10:18.741Z,2022-12-19T04:51:58Z,3951397345,377,,3951591309,178,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082873,104,1,1,10,15,3ptd7zlc5isrongig0wij2id4,1,14.7,50.1,2022-12-17T15:10:27.869Z,2022-12-19T04:52:05Z,3949958785,123,,3949958789,140,32.7,3949958795,213,1.0,3949958797,1,,3949958787,56,Back,3949958793,212,34.2,3949958791,141,92.0,3951591343,178,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,3949958823,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082921,105,61,1,10,18,3ptd7zlc5isrongig0wij2id4,0,34.4,90.2,2022-12-17T15:10:30.909Z,2022-12-19T04:52:11Z,3951591373,178,,3949959065,56,Back,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082941,93,49,1,10,21,17zuelixesst1z59fwcix2dil,1,54.5,14.9,2022-12-17T15:10:33.540Z,2022-12-19T04:52:17Z,,,,,,,,,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492390185,937,43,1,10,21,17zuelixesst1z59fwcix2dil,1,0,0,2022-12-17T15:10:33.666Z,2022-12-19T08:18:16Z,3951601495,399,421194,3951620797,144,83,,,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082985,94,4,1,10,21,17zuelixesst1z59fwcix2dil,1,57.2,12.7,2022-12-17T15:10:34.062Z,2022-12-19T04:52:25Z,3949959427,295,,3949959431,152,,3949959425,13,,3949959433,286,,3949959429,56,Right,3949959435,233,106,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492082977,106,4,1,10,21,3ptd7zlc5isrongig0wij2id4,0,42.8,87.3,2022-12-17T15:10:34.063Z,2022-12-19T04:52:24Z,3949959467,233,94,3951591433,178,,3949959387,285,,3949959385,152,,3949959381,295,,3949959383,56,Back,3949959379,13,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083111,95,1,1,10,29,17zuelixesst1z59fwcix2dil,1,51.2,6.8,2022-12-17T15:10:42.085Z,2022-12-19T04:52:31Z,3951591457,178,,3949960197,56,Back,3949960201,141,14.9,3949960195,152,,3949960203,212,19.9,3949960199,140,33.0,3949960205,213,2.9,3949960193,5,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083151,96,1,1,10,31,17zuelixesst1z59fwcix2dil,1,32.7,14,2022-12-17T15:10:43.759Z,2022-12-19T04:52:35Z,3949960417,56,Back,3949960419,140,21.7,3951591483,178,,3949960423,212,16.7,3949960421,141,31.8,3949960425,213,2.3,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083199,97,1,1,10,33,17zuelixesst1z59fwcix2dil,1,21.3,33.4,2022-12-17T15:10:46.080Z,2022-12-19T04:52:39Z,3949960673,212,22.9,3949960667,56,Back,3949960671,141,65.8,3949960669,140,15.4,3951591503,178,,3949960675,213,1.8,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083217,98,1,1,10,36,17zuelixesst1z59fwcix2dil,1,14.3,61.1,2022-12-17T15:10:48.760Z,2022-12-19T04:52:43Z,3951591533,178,,3949960779,212,22.9,3949960775,140,27.6,3949960781,213,0.9,3949960777,141,87.7,3949960773,56,Back,,,,,,,535ecbyyd28elesvxtvbxurpx,L. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083239,99,1,1,10,38,17zuelixesst1z59fwcix2dil,0,30.5,96.5,2022-12-17T15:10:50.812Z,2022-12-19T04:52:47Z,3951591549,178,,3949960861,56,Left,3949960863,140,60.0,3949960867,212,32.0,3949960869,213,6.0,3949960865,141,84.8,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083251,107,8,1,10,40,3ptd7zlc5isrongig0wij2id4,1,46.2,24.4,2022-12-17T15:10:52.449Z,2022-12-19T04:52:56Z,3949960951,56,Back,3951397363,384,,3951591581,178,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083327,100,1,1,10,42,17zuelixesst1z59fwcix2dil,0,44.6,54.3,2022-12-17T15:10:54.725Z,2022-12-19T04:53:01Z,3949961279,212,28.6,3949961275,140,67.1,3949961277,141,30.6,3949961281,213,5.7,3949961273,56,Center,3951591593,178,,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083323,108,49,1,10,44,3ptd7zlc5isrongig0wij2id4,1,33,69.1,2022-12-17T15:10:56.924Z,2022-12-19T04:53:05Z,,,,,,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083411,109,1,1,10,46,3ptd7zlc5isrongig0wij2id4,0,34.4,74.8,2022-12-17T15:10:58.688Z,2022-12-19T04:54:34Z,3949961727,155,,3949961731,140,66.8,3949961729,56,Center,3951591939,178,,3949961733,141,70.3,3949961737,213,6.2,3949961739,1,,3949961735,212,34.2,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492084411,113,44,1,10,48,17zuelixesst1z59fwcix2dil,1,47.9,30.2,2022-12-17T15:11:00.927Z,2022-12-19T08:34:31Z,3949967483,233,110,3949967487,285,,3949967455,56,Back,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083415,110,44,1,10,48,3ptd7zlc5isrongig0wij2id4,0,52.1,69.8,2022-12-17T15:11:00.928Z,2022-12-19T04:54:40Z,3949967519,233,113,3949961763,286,,3949961761,56,Center,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083439,101,1,1,10,48,17zuelixesst1z59fwcix2dil,1,31.8,28,2022-12-17T15:11:01.013Z,2022-12-19T08:34:31Z,3951591973,388,,3949961879,213,0.2,3949961875,141,30.7,3949961877,212,11.5,3949961873,140,42.6,3949961869,3,,3949961871,56,Back,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083447,102,49,1,10,49,17zuelixesst1z59fwcix2dil,1,42.6,30.7,2022-12-17T15:11:01.635Z,2022-12-19T04:54:47Z,,,,,,,,,,,,,,,,,,,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083479,103,1,1,10,51,17zuelixesst1z59fwcix2dil,1,42.8,30.7,2022-12-17T15:11:04.204Z,2022-12-19T04:54:51Z,3949962083,213,2.2,3951592007,178,,3949962075,141,45.8,3949962079,212,13.1,3949962065,56,Back,3949962071,140,35.0,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083523,104,1,1,10,53,17zuelixesst1z59fwcix2dil,1,34.7,45.4,2022-12-17T15:11:06.111Z,2022-12-19T04:54:57Z,3949962297,56,Back,3949962299,140,24.3,3951592029,178,,3949962303,212,11.1,3949962301,141,42.4,3949962305,213,3.3,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083585,105,1,1,10,56,17zuelixesst1z59fwcix2dil,1,24.3,39.1,2022-12-17T15:11:08.541Z,2022-12-19T04:55:02Z,3949962657,212,23.6,3949962655,141,73.8,3949962659,213,1.5,3949962651,56,Back,3949962653,140,24.9,3951592059,178,,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083625,106,1,1,10,59,17zuelixesst1z59fwcix2dil,1,24.7,75.9,2022-12-17T15:11:11.508Z,2022-12-19T04:55:07Z,3951592073,178,,3949962853,213,6.1,3949962847,141,71.5,3949962845,140,44.4,3949962849,212,20.9,3949962843,56,Back,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083659,107,1,1,11,1,17zuelixesst1z59fwcix2dil,1,44.9,71.4,2022-12-17T15:11:13.787Z,2022-12-19T04:55:10Z,3949963047,56,Back,3949963051,141,96.8,3949963049,140,47.9,3949963053,212,17.6,3951592077,178,,3949963055,213,1.4,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083679,108,1,1,11,3,17zuelixesst1z59fwcix2dil,0,49.5,96.6,2022-12-17T15:11:15.880Z,2022-12-19T04:55:13Z,3949963143,56,Left,3949963151,213,6.1,3949963147,141,89.7,3951592105,178,,3949963149,212,22.6,3949963145,140,70.6,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083675,111,49,1,11,5,3ptd7zlc5isrongig0wij2id4,1,29.4,8,2022-12-17T15:11:17.679Z,2022-12-19T04:55:18Z,,,,,,,,,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083731,112,1,1,11,5,3ptd7zlc5isrongig0wij2id4,0,29.5,8.3,2022-12-17T15:11:17.734Z,2022-12-19T04:55:21Z,3949963411,56,Right,3951592133,178,,3949963413,140,53.6,3949963417,212,25.4,3949963415,141,12.2,3949963419,213,0.1,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083735,109,8,1,11,6,17zuelixesst1z59fwcix2dil,1,44.2,80.8,2022-12-17T15:11:19.372Z,2022-12-19T04:55:30Z,3951592169,178,,3949963445,56,Back,3951397411,384,,,,,,,,,,,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083769,113,61,1,11,7,3ptd7zlc5isrongig0wij2id4,1,56.6,13.4,2022-12-17T15:11:19.504Z,2022-12-19T04:55:37Z,3951592189,178,,3949963607,56,Right,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083793,110,49,1,11,8,17zuelixesst1z59fwcix2dil,1,34.9,86.8,2022-12-17T15:11:20.508Z,2022-12-19T04:55:44Z,,,,,,,,,,,,,,,,,,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083827,111,1,1,11,8,17zuelixesst1z59fwcix2dil,1,34.9,86.8,2022-12-17T15:11:20.589Z,2022-12-19T04:55:50Z,3949963907,212,16.9,3949963905,141,88.4,3949963909,213,0.1,3949963901,56,Left,3949963903,140,51.0,3951592271,178,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083847,112,1,1,11,11,17zuelixesst1z59fwcix2dil,0,52.7,89.6,2022-12-17T15:11:23.779Z,2022-12-19T04:55:53Z,3951592287,178,,3949964043,155,,3949964047,140,72.8,3949964045,56,Center,3949964049,141,67.0,3949964051,212,26.1,3949964053,213,5.7,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083877,114,1,1,11,13,3ptd7zlc5isrongig0wij2id4,1,24.2,33.7,2022-12-17T15:11:25.806Z,2022-12-19T04:55:57Z,3951592305,388,,3949964241,213,0.3,3949964233,56,Back,3949964231,3,,3949964235,140,35.0,3949964239,212,12.0,3949964237,141,39.4,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083887,115,1,1,11,14,3ptd7zlc5isrongig0wij2id4,1,35.1,39.4,2022-12-17T15:11:26.788Z,2022-12-19T04:56:01Z,3951592317,388,,3949964287,213,2.2,3949964285,212,13.1,3949964277,3,,3949964281,140,27.9,3949964279,56,Back,3949964283,141,55.1,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492083895,116,49,1,11,15,3ptd7zlc5isrongig0wij2id4,1,28.6,55.8,2022-12-17T15:11:28.199Z,2022-12-19T04:56:19Z,,,,,,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
