id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,keyPass
2488607961,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-02T19:00:20.550Z,2022-12-02T20:42:56Z,3931518219,194,49ca952ot1c3ytut2s281ds6h,3931518211,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3931518209,30,"c3nbdw1440h1uwwmixrjxwclx, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5r55bc61sgthojep749axb6y1, cruhiz25b3bbd4unocpu9bvf9, canpue729cozt0cw6a1dpi7ai, 878xi84rsiw5uj1doiy894lwp, 32crcj18u4qnf8f07fbsopvpx, 1iy0goeaf5btyw09tr2ywbe8l, a97lovkim5o3xqd92bc80l5ux, 1r9aj50371x6f0xf7mmvldz9x, 4nph9aqyr2kz1gmdh7v9n3w89, 23gglwejp456bifnwkk9xi0a, d25ilw75uqbnk15v383e1kxrd, i1bzoqwi1u382l4yx3n864x6, 2evuc5me085gt0aeky191cduc",3931518221,197,16170,3931518217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3931518223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3931518215,130,12,3931518213,59,"40, 2, 7, 5, 6, 3, 30, 48, 27, 44, 8, 1, 9, 10, 14, 24, 26, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488608395,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-12-02T19:02:10.533Z,2022-12-02T20:42:57Z,3931520649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3931520645,59,"1, 23, 3, 8, 6, 4, 7, 24, 9, 11, 10, 5, 12, 14, 16, 17, 22, 28",3931520643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3931520651,194,dxndu5lwom3srja7xhiadmdw5,3931520655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3931520641,30,"2f49etxdi4l2tsobpmsg5i5pm, kxfjnow9ky2mxefjujv392ol, 2k02tiy3x2a7o11h0kxw33fmd, 4y9ghbncgfgpv4qd604g8jw15, 6cfr9qa1khqzv5oxsi8d3ug9h, em0i6q0h6q80melaxwx2nvz3e, 9iwkidg6lykej8vrhfz6z4ct1, 1zpxu396rz1b3gymuheg69h3p, dxndu5lwom3srja7xhiadmdw5, 37ea7qzvbzt3zr4y2q4o5boq, 6ictgtdi9ogl7n8dqh4dm1fxl, azp9bk80ozwjy2xx7tvqot5gp, 93hm64q02lz37wj7xzbkv1m1h, e8whj7tdfmuk66shr30htmhud, czsjz7u9u01z5a4pyue7tu5wq, 3e79d5436l57bfj3ywbjvfr6y, ewtroels9b5fc9hv9c2laj90q, 45i2fz3wya2x8gsa1hn8yd65m",3931520653,197,16178,3931520647,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615643,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-02T19:45:36.759Z,2022-12-02T19:45:39Z,3931564431,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615637,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-12-02T19:45:36.759Z,2022-12-04T18:22:41Z,3931564403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615655,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,49.7,50.1,2022-12-02T19:45:36.808Z,2022-12-05T04:26:57Z,3931564481,141,59.7,3931564479,140,40.0,3934868949,178,,3931564487,279,S,3931564477,56,Back,3931564485,213,2.6,3931564483,212,12.1,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615659,4,1,1,0,1,5jjqm8h6qm1w4s5f93uubhdrj,1,39,61.7,2022-12-02T19:45:37.836Z,2022-12-05T04:27:05Z,3934869053,178,,3931564507,141,61.4,3931564509,212,4.3,3931564511,213,3.2,3931564503,56,Back,3931564505,140,34.9,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615677,5,1,1,0,1,5jjqm8h6qm1w4s5f93uubhdrj,0,34.1,60.8,2022-12-02T19:45:38.659Z,2022-12-05T04:27:08Z,3931564661,213,5.6,3931564651,157,,3934869073,178,,3931564657,141,11.1,3931564659,212,51.9,3931564663,1,,3931564653,56,Right,3931564655,140,71.6,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615685,3,44,1,0,4,9db4t34qy4owglhvvgwf5l22i,1,23.6,91.9,2022-12-02T19:45:41.609Z,2022-12-05T05:52:49Z,3931564699,56,Back,3931564711,233,6,3931564701,285,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615681,6,44,1,0,4,5jjqm8h6qm1w4s5f93uubhdrj,0,76.4,8.1,2022-12-02T19:45:41.610Z,2022-12-05T04:27:12Z,3931564737,233,3,3931564693,286,,3931564691,56,Right,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615689,4,1,1,0,4,9db4t34qy4owglhvvgwf5l22i,1,17.9,90.3,2022-12-02T19:45:41.700Z,2022-12-05T05:52:50Z,3931564723,140,35.5,3931564725,141,95.6,3931564729,213,0.2,3931564719,3,,3934869137,388,,3931564727,212,18.8,3931564721,56,Back,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
