id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/17/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2533627265,5,7,1,0,11,jv3jh5m5t7qy5t37vwwmnj16,0,22.4,39.7,2023-04-15T14:00:36.840Z,2023-04-18T00:17:23Z,4198560115,384,,4190265121,233,8,4190264979,285,,4199283335,389,,4190264977,56,Back,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627319,9,1,1,0,14,8xeuwzxnm7hdlbjjuezgfkz3w,1,69.1,68.8,2023-04-15T14:00:40.032Z,2023-04-18T00:17:36Z,4190265291,213,1.9,4190265285,140,65.4,4190265283,56,Left,4190265289,212,12.5,4190265287,141,86.3,4199283499,178,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627365,10,1,1,0,15,8xeuwzxnm7hdlbjjuezgfkz3w,1,65.7,85.7,2023-04-15T14:00:41.203Z,2023-04-18T00:17:46Z,4190265491,212,13.2,4190265485,56,Left,4190265489,141,87.0,4199283541,178,,4190265487,140,78.2,4190265493,213,0.1,,,,,,,bydqclpl0ph9brgu0esubx0ph,P. Souaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627385,11,1,1,0,18,8xeuwzxnm7hdlbjjuezgfkz3w,1,70.1,97.7,2023-04-15T14:00:43.682Z,2023-04-18T00:18:06Z,4190265631,56,Left,4199283775,389,,4190265639,213,3.3,4190265633,140,55.3,4190265635,141,93.6,4190265637,212,15.8,,,,,,,2ykne43vtv8c00rvviyr3rre2,C. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627417,12,1,1,0,20,8xeuwzxnm7hdlbjjuezgfkz3w,1,53.8,87.2,2023-04-15T14:00:45.854Z,2023-04-18T00:18:12Z,4190265757,56,Back,4190265761,141,76.3,4190265759,140,42.2,4190265763,212,14.3,4190265765,213,3.7,4199283833,178,,,,,,,,bydqclpl0ph9brgu0esubx0ph,P. Souaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627491,13,1,1,0,23,8xeuwzxnm7hdlbjjuezgfkz3w,0,42.6,85.1,2023-04-15T14:00:48.823Z,2023-04-18T00:18:19Z,4190266063,213,5.9,4190266051,155,,4190266067,1,,4199283899,178,,4190266057,141,52.0,4190266055,140,89.9,4190266059,212,54.5,4190266053,56,Center,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627507,6,52,1,0,35,jv3jh5m5t7qy5t37vwwmnj16,1,12,47.3,2023-04-15T14:01:01.056Z,2023-04-18T03:55:08Z,4198560919,376,,4199284237,178,,,,,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627847,7,1,1,0,39,jv3jh5m5t7qy5t37vwwmnj16,0,15.2,47,2023-04-15T14:01:04.793Z,2023-04-18T00:18:49Z,4190267655,199,,4190267659,140,59.9,4190267657,56,Center,4190267661,141,64.8,4190267667,1,,4190267663,212,48.5,4190267665,213,0.3,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627995,14,1,1,0,41,8xeuwzxnm7hdlbjjuezgfkz3w,0,32.8,41.5,2023-04-15T14:01:06.939Z,2023-04-18T00:18:58Z,4190268375,1,,4190268373,213,0.6,4199284467,178,,4190268367,140,91.0,4190268371,212,73.5,4190268365,56,Left,4198561381,155,,4190268363,196,,dqgptypyedqzff38kn24en3s9,D. Love,4190268369,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628443,8,5,1,0,45,jv3jh5m5t7qy5t37vwwmnj16,1,15.1,-1.2,2023-04-15T14:01:11.255Z,2023-04-18T00:19:21Z,4190270373,56,Back,4190270379,347,,4190270407,233,15,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628009,15,5,1,0,45,8xeuwzxnm7hdlbjjuezgfkz3w,0,84.9,101.2,2023-04-15T14:01:11.255Z,2023-04-18T00:19:22Z,4190268423,347,,4190270471,233,8,4190268421,56,Left,,,,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628619,9,1,1,1,1,jv3jh5m5t7qy5t37vwwmnj16,1,27.1,0,2023-04-15T14:01:26.856Z,2023-04-18T00:19:29Z,4190271181,213,0.3,4190271171,107,,4190271177,141,11.0,4190271183,1,,4190271175,140,56.0,4190271179,212,31.6,4190271173,56,Right,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628701,10,1,1,1,5,jv3jh5m5t7qy5t37vwwmnj16,1,60.3,11.6,2023-04-15T14:01:31.236Z,2023-04-18T00:19:34Z,4190271597,212,13.3,4190271593,140,48.0,4190271599,213,2.9,4190271595,141,16.5,4199284875,178,,4190271591,56,Back,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628777,11,1,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,0,56.1,12.8,2023-04-15T14:01:31.877Z,2023-04-18T00:19:43Z,4190271997,1,,4190271995,213,0.0,4190271993,212,34.6,4199284969,178,,4190271987,56,Right,4190271991,141,15.2,4190271989,140,89.0,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535196963,686,49,1,1,9,8xeuwzxnm7hdlbjjuezgfkz3w,1,7.4,85,2023-04-15T14:01:35.178Z,2023-04-18T07:27:03Z,,,,,,,,,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628979,16,1,1,1,12,8xeuwzxnm7hdlbjjuezgfkz3w,0,4.7,81.7,2023-04-15T14:01:38.087Z,2023-04-18T00:20:03Z,4190272983,140,14.2,4190272989,213,0.9,4190272985,141,100.0,4199285229,178,,4190272987,212,16.5,4198562305,1,,4198562303,157,,4190272981,56,Back,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629579,12,5,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,1,87.4,-1.4,2023-04-15T14:01:39.246Z,2023-04-18T00:20:18Z,4190275615,347,,4190275637,233,17,4190275611,56,Right,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628993,17,5,1,1,13,8xeuwzxnm7hdlbjjuezgfkz3w,0,12.6,101.4,2023-04-15T14:01:39.246Z,2023-04-18T00:20:18Z,4190275679,233,12,4190273031,347,,4190273027,56,Back,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629627,13,1,1,1,35,jv3jh5m5t7qy5t37vwwmnj16,1,87.9,0,2023-04-15T14:02:00.647Z,2023-04-18T00:20:24Z,4190275843,213,2.5,4190275835,56,Right,4190275841,212,10.4,4190275833,107,,4190275839,141,7.4,4190275837,140,79.7,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629675,14,1,1,1,36,jv3jh5m5t7qy5t37vwwmnj16,1,79.7,7.4,2023-04-15T14:02:01.618Z,2023-04-18T00:20:31Z,4190276103,141,4.4,4190276105,212,9.3,4190276107,213,6.1,4190276099,56,Right,4190276101,140,88.3,4199285583,388,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629731,15,1,1,1,36,jv3jh5m5t7qy5t37vwwmnj16,1,88.3,4.4,2023-04-15T14:02:02.477Z,2023-04-18T00:20:37Z,4199285627,178,,4190276371,212,8.9,4190276373,213,3.2,4190276367,140,79.8,4190276369,141,4.1,4190276365,56,Right,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629753,16,1,1,1,38,jv3jh5m5t7qy5t37vwwmnj16,0,79.8,4.1,2023-04-15T14:02:03.739Z,2023-04-18T00:20:44Z,4190276463,56,Center,4190276465,140,88.1,4199285679,178,,4190276471,212,20.4,4190276467,141,31.3,4190276461,155,,4198562655,20,,4198562653,224,,93kxb8ch3auv9li22mh1aidey,L. Wing,4190276459,2,,4190276475,213,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535197149,687,12,1,1,39,8xeuwzxnm7hdlbjjuezgfkz3w,1,10.6,66.9,2023-04-15T14:02:04.702Z,2023-04-18T00:20:58Z,4198563477,140,5.6,4198563483,213,2.2,4198563475,56,Back,4198563479,141,78.1,4199285779,178,,4198563481,212,9.3,,,,,,,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629883,18,1,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,0,96.9,22.3,2023-04-15T14:02:06.929Z,2023-04-18T00:21:05Z,4190277131,56,Center,4190277127,2,,4199285889,178,,4198563501,20,,4198563497,225,,4190277135,141,49.3,4190277133,140,95.9,4190277139,213,1.6,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,4198563499,386,,4190277137,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629869,17,43,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-15T14:02:07.059Z,2023-04-15T14:02:18Z,4190277061,286,0,4190278469,144,7,4190277059,56,Center,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535197245,688,12,1,1,42,8xeuwzxnm7hdlbjjuezgfkz3w,1,4,43.2,2023-04-15T14:02:07.735Z,2023-04-18T00:22:07Z,4198564165,140,7.6,4198564163,56,Back,4198564169,212,5.3,4198564167,141,48.7,4198564171,213,0.8,4199286229,178,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535197327,813,50,1,1,43,jv3jh5m5t7qy5t37vwwmnj16,1,88.6,46.6,2023-04-15T14:02:08.747Z,2023-04-18T00:23:11Z,4198658597,233,18,4198564703,56,Center,4198564705,286,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629985,18,7,1,1,43,8xeuwzxnm7hdlbjjuezgfkz3w,0,11.4,53.4,2023-04-15T14:02:08.798Z,2023-04-18T00:22:53Z,4198658593,233,813,4199286967,178,,4190277585,56,Back,4198564747,285,,4198564781,383,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630039,19,1,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,1,85.2,46.1,2023-04-15T14:02:10.588Z,2023-04-18T00:23:48Z,4190330247,210,15,4190277827,213,2.5,4190277817,56,Center,4190277825,212,9.0,4190330249,154,,4190277823,141,53.9,4190277821,140,78.3,4199287179,178,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630047,20,15,1,1,46,jv3jh5m5t7qy5t37vwwmnj16,1,79.1,64.5,2023-04-15T14:02:12.369Z,2023-04-18T00:24:07Z,4198565547,78,,4190294881,328,,4190330303,55,19,4190294887,147,63.5,4190294885,146,80.6,4190294889,230,98.9,4190277865,56,Center,4190330299,29,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,4199287435,178,,4190294879,215,,,4190294875,102,51.0,4190277861,22,4190293919,72,4190293923,82,4190294877,103,19,4190277863,18,4190294891,231,52.7,4190330301,154,4190293969,233,19,,,,,,,,,,,
2533630071,19,10,1,1,46,8xeuwzxnm7hdlbjjuezgfkz3w,1,15.9,48.7,2023-04-15T14:02:12.482Z,2023-04-18T00:24:07Z,4190277985,94,,4199287443,178,,4190294007,233,20,4190277987,56,Back,,,,,,,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535356771,838,67,1,1,49,8xeuwzxnm7hdlbjjuezgfkz3w,1,33.7,49.8,2023-04-15T14:02:15.162Z,2023-04-18T08:45:50Z,4199453701,233,920,,,,,,,,,,,,,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535356769,920,67,1,1,49,jv3jh5m5t7qy5t37vwwmnj16,0,66.3,50.2,2023-04-15T14:02:15.163Z,2023-04-18T04:00:35Z,4199453711,233,838,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630203,20,50,1,1,50,8xeuwzxnm7hdlbjjuezgfkz3w,1,38.5,51,2023-04-15T14:02:16.519Z,2023-04-18T00:24:09Z,4190278587,286,,4190279543,233,21,4190278585,56,Back,,,,,,,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630361,21,7,1,1,51,jv3jh5m5t7qy5t37vwwmnj16,1,61.5,49,2023-04-15T14:02:16.604Z,2023-04-18T00:24:18Z,4190279397,56,Center,4190279399,285,,4190279461,233,20,4199287607,389,,4198566077,384,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630555,22,1,1,1,56,jv3jh5m5t7qy5t37vwwmnj16,1,70.5,75.8,2023-04-15T14:02:21.980Z,2023-04-18T00:24:26Z,4199287663,178,,4190280435,213,1.5,4190280429,141,96.4,4190280425,56,Left,4190280431,212,14.1,4190280427,140,71.8,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630625,23,1,1,2,3,jv3jh5m5t7qy5t37vwwmnj16,1,89.3,86,2023-04-15T14:02:28.569Z,2023-04-18T00:24:46Z,4190282675,154,,4190280793,141,62.4,4199287731,178,,4190280785,2,,4190280791,140,90.8,4190280789,56,Center,4190282673,210,13,4198566379,72,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,4190280795,212,16.1,4198566377,224,,1,4190280797,213,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630685,24,13,1,2,4,jv3jh5m5t7qy5t37vwwmnj16,1,91.6,57.1,2023-04-15T14:02:29.569Z,2023-04-18T00:24:46Z,4190282765,103,8.3,4190282769,328,,4190282753,55,23,4190282773,231,53.1,4190282761,102,61.0,4190281031,22,,4190282745,29,,4190282771,230,98.5,99uiqjteov3qby19bs8kozill,B. Hanlan,4190282747,154,,4190281627,72,,,4190281039,56,Center,4190281035,17,4190282741,73,4199287899,178,,,,,,,,,,,,,,,,,,,,,,,,
2533630677,21,5,1,2,4,8xeuwzxnm7hdlbjjuezgfkz3w,1,-1,40.6,2023-04-15T14:02:30.215Z,2023-04-18T00:24:54Z,4190281169,233,25,4190281015,346,,4190281013,56,Back,,,,,,,,,,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630697,25,5,1,2,4,jv3jh5m5t7qy5t37vwwmnj16,0,101,59.4,2023-04-15T14:02:30.215Z,2023-04-18T00:24:53Z,4190281257,233,21,4190281103,56,Center,4190281105,346,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631755,22,1,1,2,29,8xeuwzxnm7hdlbjjuezgfkz3w,0,4.4,45.4,2023-04-15T14:02:54.642Z,2023-04-18T00:24:58Z,4190286371,56,Left,4190286369,124,,4190286381,1,,4190286379,213,0.5,4190286373,140,64.2,4190286375,141,90.3,4190286385,74,,4190286377,212,69.8,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535197729,689,50,1,2,32,8xeuwzxnm7hdlbjjuezgfkz3w,1,63,92.2,2023-04-15T14:02:58.282Z,2023-04-18T00:25:13Z,4198567359,56,Left,4198658605,233,814,4198567361,286,,,,,,,,,,,,,,,,,2ykne43vtv8c00rvviyr3rre2,C. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
