id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/16/value,qualifier/12/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495523921,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-01-07T14:11:44.780Z,2023-01-07T14:11:44Z,3968163703,194,6fd57izyk7hteztf9lnd1a6l1,3968163695,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3968163707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968163705,197,4631,3968163697,59,"25, 2, 42, 4, 15, 5, 18, 27, 10, 26, 7, 9, 13, 14, 17, 22, 28, 35",3968163701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968163699,130,8,3968163693,30,"886i2kpcsn38tt7wqios1ip5, 61aryp2zoj2ymcd318t9i70lx, c48yjuxzle51y3k7kr1fcyk4q, e3ff2af2lxs0rl8c4r5ns4wd1, bkpr0uwpx5kbu2ms41uxoljah, 6fd57izyk7hteztf9lnd1a6l1, 4lws9jepuxzs33zbt3w1ff9ih, 2u4m2ja4yhgtqjgwns2om5y7e, 5kyyaapya2gv5awlfgckmwpux, b3cehdu46pljqap9xw1j7pcyx, 2oqi7v6d676hbe9i9agdl9ckp, aral6zvx8qxkfqkqwb7ldfk5x, 7xt0zamdkelc77pnx0hwgmeei, 7b7ca1dklnp7reqcs5s4aauei, 6zl8z33wsnss7q7p8ybh19n56, 68emhvrwqi5m0q155ww2bzn1m, 58yhuku61yc06xpc55v5cdtec, 4nsgb4snwjg25mqitp3e0vf2s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495526141,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-01-07T14:17:01.186Z,2023-01-07T15:01:52Z,3968175951,59,"1, 30, 7, 28, 2, 37, 6, 15, 10, 40, 18, 3, 9, 21, 22, 23, 25, 32",3968175961,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968175955,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968175957,194,fjnzx6b57qsj6o7hdm6r0mhh,3968175949,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3968175959,197,4819,3968175953,130,18,3968175947,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, 9s6ec1a12gozqwjlsyo7y8gr9, c651trgr0pihuppxxd31z6go9, 6wax1hh875vpvfi1fbetwmtey, 5raent8a0bdt01n7769n3dw16, 6q5iqhaxdzqhj3jt0eptjvbv9, fjnzx6b57qsj6o7hdm6r0mhh, bdquc37ytagmw19zgrehnryz9, 5pafzbbuucga9ut20l6ckj7u2, bgly2zwf7qro0phmd6hkry6ll, f0sa0skucdf742t06hsmi8ne2, dz04k2zt87y78ku9g14sxm21h, 4n37rih2qtphgtjxzo2id5f55, ax2mraa85fs9ihyhk7qnmm489, ct9ifm9mk702lkhhmlf12nlxx, 44mf0jzuwreljhmqth0w60iqd, ah31ge07jvte4y161aut0uthx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541103,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-01-07T15:00:23.983Z,2023-01-07T15:00:25Z,3968256595,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541087,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-01-07T15:00:23.983Z,2023-01-09T20:38:13Z,3968256543,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541131,3,1,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,50,50,2023-01-07T15:00:24.012Z,2023-01-10T04:16:27Z,3968256737,56,Back,3968256743,212,19.4,3968256739,140,31.6,3968256747,279,S,3972200551,178,,3968256745,213,3.1,3968256741,141,52.5,,,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541141,4,1,1,0,1,dmz37633qbsvl7gncq5s51yjw,0,31.6,52.5,2023-01-07T15:00:25.957Z,2023-01-10T04:16:31Z,3972200583,178,,3968256793,1,,3968256785,140,37.7,3968256853,233,3,3968256783,56,Back,3968256781,157,,3968256851,236,,3968256857,286,,4lws9jepuxzs33zbt3w1ff9ih,S. Tracey,3968256787,141,50.9,3968256791,213,6.1,3968256789,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541145,3,74,1,0,2,5pfqedkme2kabtqhkln35pf3l,1,67.5,47.2,2023-01-07T15:00:26.090Z,2023-01-10T04:16:40Z,3972200665,21,,3968256859,233,4,3968256815,285,,3968256813,56,Center,3972200667,388,,,,,,,,,,,bgly2zwf7qro0phmd6hkry6ll,R. Loft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496197403,673,1,1,0,4,dmz37633qbsvl7gncq5s51yjw,0,28.1,35.2,2023-01-07T15:00:28.075Z,2023-01-10T04:16:48Z,3971714875,56,Back,3971714883,213,1.0,3971714877,140,36.5,3971714881,212,15.3,3971714879,141,53.6,3972200755,178,,3971714873,3,,,,,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541175,4,49,1,0,5,5pfqedkme2kabtqhkln35pf3l,1,70.9,47,2023-01-07T15:00:29.936Z,2023-01-10T04:16:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496290935,729,83,1,0,9,dmz37633qbsvl7gncq5s51yjw,1,26.4,41.7,2023-01-07T15:00:33.009Z,2023-01-10T04:45:25Z,3972217111,399,197394,,,,,,,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
