id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/18/value,keyPass,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2521505223,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-03-18T14:15:00.499Z,2023-03-18T14:15:00Z,4105102179,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4105102195,194,a1muz32ocg2650ll5kjc02u39,4105102183,59,"1, 7, 27, 5, 6, 15, 14, 10, 22, 20, 23, 9, 13, 17, 19, 24, 25, 33",4105102197,197,4680,4105102173,30,"41lv87i23sxmdyrs4xxh96m3u, 6ln898p7stih8l7ikzloet0b9, 8nzkkwhmox9lgbmwomq1rruju, 89agv6797txmlw6m4nyhhsa2, 6xjftfuwhkbs39xfc3phdbyl1, 5n4s7vdp0dx0ndkph7oyg7v1l, agvyoqarq5zhflge7bm1hn36d, a1muz32ocg2650ll5kjc02u39, bojsqjfaoi810xuyz0qeqs0r9, 5lngv6xyqc7xanqv8ytifc3px, 4y3hm9ljv62c5jswanl0gk5, b0l7hknmc27qttjxv094mi5zp, 71pv32h5sxhopm6aetxjm50ph, bybpo6v76mntngcl9xwpil7u1, 1yzyn48jb8yd8bc0xywrhg0r9, 8tjvmh45ea9wy42siytdtkmzu, 1etperk4v88ohoddjdb5dj2l1, 1788amerrk9fg3f9qddyxz8x5",4105102199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105102191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4105102187,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521507451,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-03-18T14:16:46.554Z,2023-03-18T14:56:42Z,4105114503,197,4823,4105114495,59,"34, 2, 44, 12, 5, 16, 7, 17, 8, 11, 10, 14, 24, 25, 28, 38, 27, 41",4105114499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4105114501,194,8nudzikxeestbjz4yww8r13v9,4105114497,130,17,4105114491,30,"biwjsmk8ytz2k4d9f141jw15h, 8nudzikxeestbjz4yww8r13v9, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 102xw59l2wg2jsd03w6vkgine, 8wnv741y7ghjolf8g5c7psru1, h4g0ji8lk43f7zcpl79henai, 4eg87cdkpgishec2gc9stm8oa, 5djouum2kdazpcjf79gbk2ju1, 1uqgky0sxqjs8bqd2h75rnmjt, 8fx84vh2k1x9c0dn66tivtzop, bbmhqdyxk4tx05jrnv9m64rje, a6w8k42asmtixpi0orgxh7aj8, 50kftihqeteiwadw28i1vzu38, 3gecp9ekr3ge4dk1zl4gt8amt, d870rph6krqat2rbwc8ac62hg, bhz5cbhvuexqlvggvpu9b1ct0",4105114505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105114493,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560423,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-03-18T15:01:54.529Z,2023-03-18T15:01:57Z,4105383523,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560393,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-03-18T15:01:54.529Z,2023-03-20T22:44:10Z,4105383377,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560551,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,50,50,2023-03-18T15:01:54.534Z,2023-03-21T05:36:14Z,4105384223,213,3.2,4105384221,212,15.1,4113684913,178,,4105384219,141,49.7,4105384217,140,35.6,4105384225,279,S,4105384215,56,Back,,,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560645,4,1,1,0,2,ejm092fnt9zoxbpuklzd52ji8,0,35.7,49.9,2023-03-18T15:01:57.026Z,2023-03-21T05:36:19Z,4105384761,212,55.8,4113684965,178,,4105384757,141,26.1,4105384739,155,,4105384767,213,6.0,4105384745,56,Center,4105384751,140,86.6,4105384771,1,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560685,3,12,1,0,5,8mbtyq0has0uu0565fm9t5cdo,1,14.2,69.9,2023-03-18T15:02:00.162Z,2023-03-21T05:36:22Z,4105384935,213,0.5,4105385009,15,,4105384921,56,Back,4105384923,140,31.3,4105384925,141,83.2,4105384931,212,20.1,4113685001,178,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560741,5,44,1,0,7,ejm092fnt9zoxbpuklzd52ji8,1,72.6,20,2023-03-18T15:02:02.387Z,2023-03-21T11:42:27Z,4105385165,286,,4105385163,56,Right,4105385351,233,4,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560759,4,44,1,0,7,8mbtyq0has0uu0565fm9t5cdo,0,27.4,80,2023-03-18T15:02:02.388Z,2023-03-21T05:36:25Z,4105385237,285,,4105385399,233,5,4105385235,56,Back,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560767,6,1,1,0,7,ejm092fnt9zoxbpuklzd52ji8,0,71.3,18,2023-03-18T15:02:02.451Z,2023-03-21T11:42:27Z,4105385265,56,Center,4105385273,141,35.5,4105385281,213,1.1,4105385261,3,,4113685061,388,,4105385277,212,13.0,4105385269,140,76.4,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
