id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/19/value
2537019941,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-04-22T13:15:18.265Z,2023-04-22T14:00:48Z,4208267111,130,4,4208284399,197,16448,4208267101,30,"401czina66h20pz9fg2d8l6y2, c651trgr0pihuppxxd31z6go9, f0sa0skucdf742t06hsmi8ne2, 9jj7t00bb5zflz78nlz3bvllg, 6wax1hh875vpvfi1fbetwmtey, 6hq92cx2829wfuzxmfhg1xpm1, 3pxdg41xbkbajeuxovusa2v9x, 6q5iqhaxdzqhj3jt0eptjvbv9, 5pafzbbuucga9ut20l6ckj7u2, 9s6ec1a12gozqwjlsyo7y8gr9, bdquc37ytagmw19zgrehnryz9, byo7r7emgxz5oiauh2z75vpp1, c4hif6j7tldh0w7oeq8v9pcve, dz04k2zt87y78ku9g14sxm21h, f4qyrav5wfp55jyprdoq1upcl, 4n37rih2qtphgtjxzo2id5f55, ct9ifm9mk702lkhhmlf12nlxx, ejmi6qqszz1509excckyj3n1m",4208448041,194,6q5iqhaxdzqhj3jt0eptjvbv9,4208267103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4208267113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208267107,59,"31, 28, 3, 22, 2, 17, 8, 6, 40, 7, 10, 1, 5, 9, 19, 21, 23, 30",4208267117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537019975,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-22T13:15:20.182Z,2023-04-24T12:24:08Z,4208267347,194,4y3hm9ljv62c5jswanl0gk5,4208267349,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208267343,130,13,4208267339,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4208267341,59,"1, 7, 11, 5, 6, 15, 14, 23, 22, 19, 9, 10, 13, 20, 25, 26, 27, 29",4208267337,30,"41lv87i23sxmdyrs4xxh96m3u, 6ln898p7stih8l7ikzloet0b9, 5ozfcga88glwzazkg65ahwa8l, 89agv6797txmlw6m4nyhhsa2, 6xjftfuwhkbs39xfc3phdbyl1, 5n4s7vdp0dx0ndkph7oyg7v1l, agvyoqarq5zhflge7bm1hn36d, 4y3hm9ljv62c5jswanl0gk5, bojsqjfaoi810xuyz0qeqs0r9, 1yzyn48jb8yd8bc0xywrhg0r9, b0l7hknmc27qttjxv094mi5zp, a1muz32ocg2650ll5kjc02u39, 71pv32h5sxhopm6aetxjm50ph, 5lngv6xyqc7xanqv8ytifc3px, 1etperk4v88ohoddjdb5dj2l1, 4m9vn1q30f1c8ksiyxtei63ft, 8nzkkwhmox9lgbmwomq1rruju, 3avfwbde1n5ti7w690ve0cges",4208284161,197,4680,4208267345,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057619,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-04-22T14:01:57.601Z,2023-04-22T14:02:00Z,4208457411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057599,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-22T14:01:57.601Z,2023-04-24T20:26:43Z,4208457303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057699,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,50,50,2023-04-22T14:01:57.785Z,2023-04-25T07:59:00Z,4208457789,141,45.5,4208457787,140,33.8,4218922677,178,,4208457795,279,S,4208457793,213,3.3,4208457785,56,Back,4208457791,212,17.3,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057771,4,1,1,0,2,ejm092fnt9zoxbpuklzd52ji8,0,34.6,51.3,2023-04-22T14:02:00.429Z,2023-04-25T07:59:02Z,4208458097,155,,4208458099,56,Right,4208458107,213,5.8,4208458109,1,,4208458103,141,15.9,4208458101,140,78.0,4218922739,178,,4208458105,212,51.5,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057859,3,1,1,0,5,5pfqedkme2kabtqhkln35pf3l,0,22,78.1,2023-04-22T14:02:03.281Z,2023-04-25T07:59:07Z,4208458567,141,100.0,4218922871,178,,4208458563,140,38.1,4208458569,212,23.3,4208458571,213,0.8,4208458553,3,,4208458557,56,Back,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057873,4,5,1,0,10,5pfqedkme2kabtqhkln35pf3l,0,41.3,101.8,2023-04-22T14:02:07.698Z,2023-04-25T07:59:09Z,4208459721,233,6,4208458617,56,Back,4208458619,347,,,,,,,,,,,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058123,6,5,1,0,10,ejm092fnt9zoxbpuklzd52ji8,1,58.7,-1.8,2023-04-22T14:02:07.698Z,2023-04-25T07:59:08Z,4208459637,56,Right,4208459671,233,4,4208459643,347,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057885,5,43,1,0,10,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-22T14:02:07.918Z,2023-04-24T12:14:29Z,4217306481,144,56,4208458669,56,Right,,,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
