id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2484557783,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-11-12T14:15:00.317Z,2022-11-12T15:38:24Z,3910238659,130,8,3910238657,59,"1, 2, 3, 22, 20, 6, 12, 28, 9, 7, 11, 10, 13, 16, 17, 18, 23, 26",3910238667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910238665,197,16167,3910238655,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3910238661,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910238649,30,"1sw0ywyl0cgn97mu65tnzv0t1, f5zei3x0mg1i5q3soziuy579, 5bkjye9thnohmdgzwsrsy1n9, 40wbrqny2ekenyy37ver8dyol, ex186m2z3yp666b1g219a8ted, 4uywqjm0i2ik5cwhulbmzxi39, 4oogur7f8tfx3z011ap58ao5x, 7pia2vfewavgyc8d7pvgr7owl, am0ggkrw8rzw5shdvaceyr3kl, bbrx2s4fcp7uplly4hpbt3xed, 7yqdri2a1wz80jfzbcyfc904p, 93kxb8ch3auv9li22mh1aidey, corxqfn0yjgdo7vdctaraxv8q, s2phyy6eoysnxu96rw2ivnx1, 90bk4lcfnlqtvwlttwybhs4wl, 99uiqjteov3qby19bs8kozill, 1kw6qz2pi7wlam068oeirztud, 7fvj3ev8ov0cnalck9x48z3kl",3910238663,194,5bkjye9thnohmdgzwsrsy1n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484557803,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-11-12T14:15:00.750Z,2022-11-12T14:15:02Z,3910238797,130,18,3910238799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3910238805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910238791,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3910238803,197,16115,3910238787,30,"dirgn9z2tdz1603md8x3dni6t, 5kg7eu8b1wktru5ohpid8e9qt, 91mshvbc4rk9cf0chhgukakiy, dv9gm9ueox7uah9yt3fstc8dm, 3dy32ujo7srhl6rq7vb9e97xm, 3x8j3d4oygoxsu75ipz0idt6, 67xd8llko9zszuwg63ffopje2, 693vankfkq50hufuwcz7hu8r9, cqgg8fu39fn7k9blog2zjpk2x, cjko3mlflwj59pxh7zma03bh1, 8rjkn8s6e4s60167zdyukj9w5, 535ecbyyd28elesvxtvbxurpx, ekcfj2t6pzdz36uzpw9q6c7vt, 88ltcmthybimleezmuyyrmqga, 6jzp1qnjkhc65t5e4te0ec50q, 43knl3z17afypz27sz4qzkxnu, 2r64ekro7ydonu8jg7s12xyei",3910238801,194,8rjkn8s6e4s60167zdyukj9w5,3910238795,59,"24, 2, 11, 23, 5, 3, 27, 8, 17, 21, 14, 1, 10, 18, 19, 25, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601269,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-11-12T15:03:41.971Z,2022-11-12T15:03:42Z,3910460631,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601283,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-11-12T15:03:41.971Z,2022-11-14T22:57:19Z,3910460701,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601413,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,49.8,49.9,2022-11-12T15:03:42.012Z,2022-11-14T23:03:10Z,3910461257,56,Back,3910461267,213,2.7,3910461259,140,29.7,3910461269,279,S,3917227381,178,,3910461261,141,63.0,3910461265,212,22.9,,,,40wbrqny2ekenyy37ver8dyol,N. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601533,4,1,1,0,2,jv3jh5m5t7qy5t37vwwmnj16,0,27.3,66.7,2022-11-12T15:03:44.596Z,2022-11-14T23:03:13Z,3910461871,155,,3910461891,1,,3910461873,196,,3910461875,56,Right,3910461887,213,5.6,3910461883,212,68.9,3910461877,140,76.3,3910461879,141,0.0,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,3917227385,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602053,3,5,1,0,5,17zuelixesst1z59fwcix2dil,1,24.1,101,2022-11-12T15:03:47.646Z,2022-11-14T23:03:16Z,3910464693,56,Back,3910464737,233,5,3910464695,347,,,,,,,,,,,,,,,,,8rjkn8s6e4s60167zdyukj9w5,J. Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601539,5,5,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,0,75.9,-1,2022-11-12T15:03:47.646Z,2022-11-14T23:03:17Z,3910461923,347,,3910464783,233,3,3910461919,56,Right,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602187,4,1,1,0,20,17zuelixesst1z59fwcix2dil,1,24.4,100,2022-11-12T15:04:02.727Z,2022-11-14T23:03:20Z,3910465319,1,,3910465317,213,6.1,3910465313,141,88.9,3910465309,56,Left,3910465311,140,61.4,3910465307,107,,3910465315,212,39.8,,,,dv9gm9ueox7uah9yt3fstc8dm,Christian Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485879159,850,67,1,0,22,17zuelixesst1z59fwcix2dil,1,59.6,89.2,2022-11-12T15:04:04.370Z,2022-11-15T05:00:12Z,3917230737,233,696,,,,,,,,,,,,,,,,,,,,,,8rjkn8s6e4s60167zdyukj9w5,J. Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
