id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2510366203,833,1,1,0,21,5jjqm8h6qm1w4s5f93uubhdrj,1,65.5,4.9,2023-02-18T15:00:57.589Z,2023-02-21T06:07:01Z,4047179825,178,,4046166067,140,77.1,4046166063,3,,4046166065,56,Right,4046166069,141,7.8,4046166073,213,0.2,4046166071,212,12.3,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125533,26,44,1,0,22,5jjqm8h6qm1w4s5f93uubhdrj,1,70.6,15,2023-02-18T15:00:58.848Z,2023-02-21T09:21:37Z,4039632813,286,,4039632811,56,Right,4039643537,233,12,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123791,12,44,1,0,22,8xeuwzxnm7hdlbjjuezgfkz3w,0,29.4,85,2023-02-18T15:00:58.849Z,2023-02-21T06:07:05Z,4039624189,56,Back,4039643547,233,26,4039624191,285,,,,,,,,,,,,,,,,,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122081,7,1,1,0,22,5jjqm8h6qm1w4s5f93uubhdrj,1,69.2,8.3,2023-02-18T15:00:58.901Z,2023-02-21T09:21:37Z,4039616023,212,6.4,4047179865,388,,4039616021,141,17.7,4039616027,213,1.6,4039616015,3,,4039616017,56,Right,4039644137,210,15,4039616019,140,69.0,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509353513,754,43,1,0,23,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-02-18T15:00:59.252Z,2023-02-20T12:30:49Z,4040843859,141,95.1,4046166465,144,1,4040843857,140,32.4,4040843855,56,Back,4040843853,3,0,4040843865,213,6.1,4040843861,212,6.7,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122043,6,43,1,0,23,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-02-18T15:00:59.375Z,2023-02-18T16:59:56Z,4039615889,213,0.1,4039615879,56,Right,4039615877,3,0,4040842813,144,1,4039615881,140,70.0,4039615885,212,6.5,4039615883,141,8.5,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122093,8,49,1,0,23,5jjqm8h6qm1w4s5f93uubhdrj,1,69.8,20.9,2023-02-18T15:01:00.229Z,2023-02-21T06:07:16Z,,,,,,,,,,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122167,9,15,1,0,25,5jjqm8h6qm1w4s5f93uubhdrj,1,77.6,29.3,2023-02-18T15:01:01.832Z,2023-02-21T06:07:24Z,4039644181,102,49.2,4040232869,78,,4039616399,22,,4039644159,29,,4039643313,72,,4039644185,103,19,4039644199,230,99.1,4039616405,56,Center,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,4039643325,82,4039644187,215,4039644195,147,30.7,4039644171,55,7,4039643437,233,6,4039644191,146,79.2,4039644203,231,49.3,4039616403,18,4047179967,178,,,,,,,,,,
2509122173,6,10,1,0,25,8xeuwzxnm7hdlbjjuezgfkz3w,1,18.4,69.1,2023-02-18T15:01:01.845Z,2023-02-21T06:07:28Z,4047179989,178,,4039616449,56,Back,4039643503,233,9,4039616447,94,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122269,7,49,1,0,27,8xeuwzxnm7hdlbjjuezgfkz3w,1,37.3,95.7,2023-02-18T15:01:03.275Z,2023-02-21T06:07:34Z,,,,,,,,,,,,,,,,,,,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122411,8,1,1,0,33,8xeuwzxnm7hdlbjjuezgfkz3w,1,72.5,96.5,2023-02-18T15:01:09.754Z,2023-02-21T06:07:47Z,4039617639,213,3.3,4047180095,178,,4039617635,141,94.8,4039617633,140,65.7,4039617637,212,7.2,4039617631,56,Left,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122609,9,1,1,0,35,8xeuwzxnm7hdlbjjuezgfkz3w,1,65.1,95,2023-02-18T15:01:12.132Z,2023-02-21T06:07:50Z,4039618605,155,,4039618619,1,,4039618611,140,72.9,4039618617,213,4.8,4039618609,56,Right,4039618607,196,,4039618613,141,2.0,4039618615,212,63.8,3ft5brlvxvw8otiyjppxkk6ad,C. Stockton,,4047180113,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122621,10,61,1,0,40,8xeuwzxnm7hdlbjjuezgfkz3w,0,72.9,2,2023-02-18T15:01:16.620Z,2023-02-21T06:07:57Z,4039618671,56,Right,4047180153,388,,,,,,,,,,,,,,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122773,10,5,1,0,41,5jjqm8h6qm1w4s5f93uubhdrj,1,30.4,102,2023-02-18T15:01:17.496Z,2023-02-21T06:07:59Z,4039619261,347,,4039619257,56,Back,4039619415,233,11,,,,,,,,,,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122685,11,5,1,0,41,8xeuwzxnm7hdlbjjuezgfkz3w,0,69.6,-2,2023-02-18T15:01:17.496Z,2023-02-21T06:08:00Z,4039618901,56,Right,4039619507,233,10,4039618903,347,,,,,,,,,,,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123209,11,1,1,0,46,5jjqm8h6qm1w4s5f93uubhdrj,1,32.5,100,2023-02-18T15:01:22.648Z,2023-02-21T06:08:02Z,4039621489,213,4.2,4039621479,107,,4039621487,212,19.7,4039621481,56,Back,4039621485,141,76.9,4039621483,140,23.1,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123271,12,1,1,0,58,5jjqm8h6qm1w4s5f93uubhdrj,1,28.8,63.3,2023-02-18T15:01:35.205Z,2023-02-21T06:08:07Z,4047180209,178,,4039621757,56,Back,4039621759,140,32.6,4039621773,1,,4039621761,141,14.6,4039621767,213,4.8,4039621763,212,33.4,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123409,13,1,1,1,1,5jjqm8h6qm1w4s5f93uubhdrj,1,31.2,13.1,2023-02-18T15:01:38.040Z,2023-02-21T06:08:12Z,4039622389,141,7.9,4039622399,213,5.8,4039622393,212,8.3,4047180231,178,,4039622383,56,Back,4039622385,140,38.4,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123459,14,1,1,1,3,5jjqm8h6qm1w4s5f93uubhdrj,1,37.1,6.5,2023-02-18T15:01:39.775Z,2023-02-21T06:08:23Z,4039622651,213,2.9,4047180239,178,,4039622643,56,Back,4039622645,140,25.6,4039622647,141,10.9,4039622649,212,12.4,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123667,15,1,1,1,6,5jjqm8h6qm1w4s5f93uubhdrj,1,25.4,10.7,2023-02-18T15:01:42.318Z,2023-02-21T06:08:27Z,4039623579,212,18.3,4039623575,140,13.3,4039623573,56,Back,4039623577,141,30.0,4039623581,213,2.3,4047180299,178,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123697,16,1,1,1,10,5jjqm8h6qm1w4s5f93uubhdrj,1,18,28.3,2023-02-18T15:01:46.692Z,2023-02-21T06:08:32Z,4039623713,56,Back,4039623715,140,25.2,4039623719,141,42.8,4047180327,178,,4039623723,213,0.9,4039623721,212,12.4,,,,,,,azp9bk80ozwjy2xx7tvqot5gp,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123745,17,1,1,1,11,5jjqm8h6qm1w4s5f93uubhdrj,1,25.5,42.8,2023-02-18T15:01:47.614Z,2023-02-21T06:08:42Z,4039623979,212,13.0,4047180373,178,,4039623981,213,4.0,4039623977,141,28.2,4039623973,56,Back,4039623975,140,17.5,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123891,18,1,1,1,14,5jjqm8h6qm1w4s5f93uubhdrj,1,15.3,25.5,2023-02-18T15:01:50.927Z,2023-02-21T06:09:02Z,4039624705,213,5.9,4039624691,56,Back,4039624703,212,25.1,4039624695,140,37.5,4039624699,141,12.0,4047180437,178,,,,,,,,azp9bk80ozwjy2xx7tvqot5gp,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123899,19,4,1,1,17,5jjqm8h6qm1w4s5f93uubhdrj,1,35.2,7.2,2023-02-18T15:01:53.669Z,2023-02-21T06:09:21Z,4039624729,286,,4039624727,265,,4039624721,13,,4039625271,233,13,4039624725,152,,4039624723,56,Back,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123991,13,4,1,1,17,8xeuwzxnm7hdlbjjuezgfkz3w,0,64.8,92.8,2023-02-18T15:01:53.670Z,2023-02-21T06:09:20Z,4039625177,13,,4039625181,56,Left,4039625185,285,,4039625183,152,,4039625319,233,19,4047180483,178,,4039626145,265,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124201,20,1,1,1,23,5jjqm8h6qm1w4s5f93uubhdrj,1,37,8.6,2023-02-18T15:01:59.431Z,2023-02-21T06:09:29Z,4047180515,178,,4039626189,141,4.4,4039626169,5,,4039626191,212,10.3,4039626183,140,46.4,4039626173,152,,4039626177,56,Back,4039626195,213,6.0,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124315,21,1,1,1,26,5jjqm8h6qm1w4s5f93uubhdrj,1,58.8,8,2023-02-18T15:02:02.749Z,2023-02-21T06:09:33Z,4039626741,141,39.2,4039626745,213,1.3,4039626743,212,21.9,4047180531,178,,4039626735,140,64.1,4039626733,56,Center,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124441,22,1,1,1,29,5jjqm8h6qm1w4s5f93uubhdrj,1,67.6,55.1,2023-02-18T15:02:05.584Z,2023-02-21T06:09:38Z,4047180561,178,,4039627371,140,76.5,4039627377,213,1.0,4039627373,141,74.8,4039627375,212,16.3,4039627369,56,Center,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124569,23,1,1,1,33,5jjqm8h6qm1w4s5f93uubhdrj,0,93.2,81.6,2023-02-18T15:02:09.471Z,2023-02-21T06:09:41Z,4039628055,56,Center,4039628047,2,,4046171345,72,,4047180579,178,,4046171343,224,,4039628065,212,16.0,4039628063,141,58.1,4039628051,155,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,4039628059,140,4039628067,213,,,,,,,,,,,,,,,,,,,,93.7,4.7,,,,,,,,
2509241265,371,61,1,1,33,8xeuwzxnm7hdlbjjuezgfkz3w,1,7,38.2,2023-02-18T15:02:09.989Z,2023-02-21T06:09:56Z,4040247323,56,Back,4047180687,15,,4047180689,388,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124579,24,13,1,1,34,5jjqm8h6qm1w4s5f93uubhdrj,1,91.7,47.8,2023-02-18T15:02:10.722Z,2023-02-21T06:10:15Z,4039630803,75,,4039630829,103,13.9,4039630841,231,50,4039630839,230,99.4,4040248923,458,,4039628093,17,,4039628095,56,Center,4039630825,102,36.1,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,4039628089,22,4039628493,20,4047180857,178,,4039630833,328,,,,,,,,,,,,,,,,,,,,,,,,
2509124593,14,5,1,1,37,8xeuwzxnm7hdlbjjuezgfkz3w,1,-0.9,67.8,2023-02-18T15:02:13.431Z,2023-02-21T06:10:17Z,4039628789,233,25,4039628163,56,Back,4039628165,346,,,,,,,,,,,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124693,25,5,1,1,37,5jjqm8h6qm1w4s5f93uubhdrj,0,100.9,32.2,2023-02-18T15:02:13.431Z,2023-02-21T06:10:17Z,4039628631,346,,4039629303,233,14,4039628629,56,Center,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125973,15,1,1,2,10,8xeuwzxnm7hdlbjjuezgfkz3w,0,5,56.9,2023-02-18T15:02:46.936Z,2023-02-21T06:10:28Z,4039634849,74,,4039634843,212,54.9,4039634845,213,0.4,4039634841,141,85.1,4039634847,1,,4039634839,140,54.0,4039634837,56,Left,4039634835,124,,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126111,27,1,1,2,14,5jjqm8h6qm1w4s5f93uubhdrj,1,45.5,15.9,2023-02-18T15:02:50.743Z,2023-02-21T06:10:34Z,4039635619,56,Right,4039635633,213,6.1,4039635617,3,,4039635627,141,12.3,4039635623,140,59.0,4047181013,388,,4039635629,212,14.4,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126125,28,49,1,2,15,5jjqm8h6qm1w4s5f93uubhdrj,1,61.6,14,2023-02-18T15:02:51.506Z,2023-02-21T06:10:43Z,,,,,,,,,,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126157,29,1,1,2,16,5jjqm8h6qm1w4s5f93uubhdrj,1,61.6,14,2023-02-18T15:02:52.601Z,2023-02-21T06:10:56Z,4047181095,178,,4039635837,56,Center,4039635839,140,61.6,4039635845,213,1.6,4039635843,212,6.3,4039635841,141,23.3,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126237,30,1,1,2,18,5jjqm8h6qm1w4s5f93uubhdrj,1,63,23.9,2023-02-18T15:02:54.444Z,2023-02-21T06:11:00Z,4039636245,212,27.0,4039636243,141,62.6,4039636247,213,1.3,4039636241,140,68.9,4047181175,178,,4039636239,56,Center,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126405,31,1,1,2,20,5jjqm8h6qm1w4s5f93uubhdrj,1,72.5,66.4,2023-02-18T15:02:56.534Z,2023-02-21T06:11:06Z,4039637129,140,75.6,4047181199,178,,4039637127,56,Center,4039637135,213,0.9,4039637133,212,5.5,4039637131,141,72.9,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126477,16,45,1,2,24,8xeuwzxnm7hdlbjjuezgfkz3w,0,15.2,40.2,2023-02-18T15:03:00.918Z,2023-02-21T06:12:33Z,4039637483,56,Back,4039637685,233,32,4039637487,285,,,,,,,,,,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126425,32,3,1,2,24,5jjqm8h6qm1w4s5f93uubhdrj,1,84.8,59.8,2023-02-18T15:03:00.918Z,2023-02-21T06:12:33Z,4039637631,233,16,4047181923,178,,4039637247,286,,4046174855,465,,4039637245,56,Center,,,,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126565,33,1,1,2,26,5jjqm8h6qm1w4s5f93uubhdrj,1,87.8,65.7,2023-02-18T15:03:02.339Z,2023-02-21T06:12:36Z,4039637989,141,75.3,4039637979,56,Center,4039637999,213,0.9,4039637995,212,8.4,4047181949,178,,4039637985,140,92.8,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126657,34,1,1,2,29,5jjqm8h6qm1w4s5f93uubhdrj,0,99.4,73.5,2023-02-18T15:03:05.509Z,2023-02-21T06:12:42Z,4047181997,178,,4039638509,213,4.3,4039638505,141,60.6,4046175135,386,,4046175133,225,,4046175137,72,,4039638507,212,9.6,4039638501,140,95.6,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,4039638497,56,4039638489,2,,,,,,,,,,,,,,,,,,,,Center,,,,,,,,,
2510553693,823,67,1,2,29,8xeuwzxnm7hdlbjjuezgfkz3w,1,4.9,40.7,2023-02-18T15:03:06.025Z,2023-02-21T09:21:37Z,4047197089,233,924,,,,,,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510553691,924,67,1,2,29,5jjqm8h6qm1w4s5f93uubhdrj,0,95.1,59.3,2023-02-18T15:03:06.026Z,2023-02-21T08:31:33Z,4047197099,233,823,,,,,,,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126921,17,8,1,2,29,8xeuwzxnm7hdlbjjuezgfkz3w,1,4.2,39.7,2023-02-18T15:03:06.080Z,2023-02-21T09:21:38Z,4039639763,56,Back,4047182033,178,,4046175163,385,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
