id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2472007947,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-15T13:15:06.344Z,2022-10-15T16:11:02Z,3844144393,130,4,3844144389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3844144387,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 50flg4aoq4l0glnh61yzngc7p, 6fphke4c1tsj6xvvp7aki65sl, 5lngv6xyqc7xanqv8ytifc3px, 33ci88veciqvd4w5y145dyooa, 8g19rw3eni5p8jt5v1j9skwdl, 8lcnj37j5nswqsqzud3t1a6l1, dq21r0ge09ug4d2crb9j6q6dx, 5qek4jlkgmuv5vcda1hkiagnp, dp1q81h7kbbf9qokm7osub0et, exrh01dw52b651aet2am7v015, 4z5onwcaou5pjcz3kxncn8wl, cz30ywnq6p6dig7x3hu6h7cnp",3844144391,59,"13, 2, 16, 8, 5, 4, 18, 17, 9, 22, 11, 6, 7, 10, 15, 21, 23, 33",3844144397,194,bsrhtxhpnlxho2o4zvli5qmeh,3844144401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844144399,197,17269,3844144395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472011373,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-10-15T13:18:03.984Z,2022-10-15T16:11:04Z,3844162629,194,4qg1mpymeaajx8gu7jycw5wph,3844162627,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3844162631,197,16180,3844162633,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844162623,130,18,3844162619,59,"18, 2, 3, 5, 26, 16, 8, 6, 20, 10, 9, 7, 14, 15, 19, 40, 45",3844162609,30,"3swij7ntrn9x9voc9clilgmvp, 7qnu4sb2a2vj7nw8gkvv1pxw5, c1hj1hth3xj2f0ax3x6fdwj8q, eg2xijdgtcaa44x57pjezy3ft, 4qg1mpymeaajx8gu7jycw5wph, enfxh6b65c9hx1rs0scszi2y2, 3j78tgfptah530cydckvfsauh, ev42016zwnwiow3lbefukrbvt, a65axspsu3w38f0dob3aibk5x, 81d38h08s97e8kl7kxew6si5l, adfgsbp3tv9wgatujcr9mfuju, 7djse28rpo31xno7d0exe5pzp, a993483h57leyjrkw3q0th905, 2nvu4o5lbowvig5ddb4563n8q, 3lapm496pz9bbe7mgeezqncpg, 1k0d01dfbht3wy742smob0bf9, dx71a0uw547urw50vqb3r9dzo",3844162615,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055399,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-15T14:01:48.621Z,2022-10-15T14:01:53Z,3844390675,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055355,2,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-10-15T14:01:48.621Z,2022-10-17T19:38:07Z,3844390459,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055559,3,1,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,49.6,50,2022-10-15T14:01:48.641Z,2022-10-18T04:46:48Z,3844391483,212,20.3,3844391477,56,Back,3844391487,279,S,3844391479,140,30.3,3844391481,141,47.6,3844391485,213,3.2,3853145941,178,,,,,a65axspsu3w38f0dob3aibk5x,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055661,4,1,1,0,3,dv9l02o316cd9hbkxaho2u12f,0,31.8,48.4,2022-10-15T14:01:51.737Z,2022-10-18T04:46:55Z,3853146009,178,,3844391945,212,53.5,3844391943,141,7.7,3844391949,1,,3844391937,155,,3844391939,56,Right,3844391941,140,75.4,3844391947,213,5.7,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055627,3,44,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,1,26.6,89.1,2022-10-15T14:01:54.685Z,2022-10-18T08:18:15Z,3844391791,285,,3844391787,56,Back,3844392259,233,5,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055703,5,44,1,0,6,dv9l02o316cd9hbkxaho2u12f,0,73.4,10.9,2022-10-15T14:01:54.686Z,2022-10-18T04:47:06Z,3844392309,233,3,3844392187,286,,3844392185,56,Right,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055687,4,1,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,0,28.7,85.9,2022-10-15T14:01:54.791Z,2022-10-18T08:18:15Z,3844392107,212,7.0,3844392101,140,35.0,3853146199,388,,3844392097,3,,3844392099,56,Back,3844392103,141,89.4,3844392113,213,0.3,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473716473,830,43,1,0,7,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-10-15T14:01:56.022Z,2022-10-18T05:43:24Z,3853193035,388,0,3853193119,144,82,,,,,,,,,,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
