id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2531692061,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-10T13:15:03.731Z,2023-04-10T14:07:28Z,4179938827,197,2084,4179938819,59,"1, 22, 33, 3, 19, 2, 42, 6, 10, 12, 11, 8, 9, 14, 16, 23, 28, 29",4179938817,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4179938823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4179938829,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179938821,130,13,4179938825,194,5obqs1ezswoc3ns0c9k4qai8l,4179938815,30,"32sqctjujedqsab4xwy1pwlbd, 8bx76kurepj0yqe9iixa0zyp6, 9r28zj6fz3z8dzojktwambsut, 5obqs1ezswoc3ns0c9k4qai8l, 53y4n4h9zi3d1l1f9jb9ytxhx, 4k2uxd5rl1u8ctyxh3d765fqh, 3nwvlft28lt3fiirchylvwtm1, 8uch2zjj8vxmfi2l544j5ipxx, 2uids8ea8jv4r62psqj37x3e2, am8ws7w5mpzvbnb8bvvztbpwp, 299g43uwcj4dblia1bihagmol, 5v9byi3v430ysdqb058eww3c9, 6evqqxq5e0y1uvigg6bss4frp, 9qeg65oa5skmypxvt73vckfrp, 9mgcugydtvdr5wk7qii9wpd2i, enjlm4kjscxmu04a1tz7vo3fu, bhtwzoyaqug2p0ezr7c6wxuui, 12zn29b1dqhexzrkvm43yuiac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531692267,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-10T13:15:12.707Z,2023-04-10T13:15:12Z,4179939951,194,f2d0i9t2qeyppfqrdv6xzc3px,4179939939,30,"2xd9g0s3888o99iq0eb5j6ead, e2sj7bhk2s9du1bs1vza1b4k5, ddc712ebtmrrpvj4shekecus5, h4x8lz5ou8esdao80mvls9yi, 69lg8jmug501h6biol5itk02y, akatb6qaa078a72zvl8gapoiy, 8thtb5uqqv63f880cwhpc5zv9, 8y3obwxpwckjfl7hkrrg97sgl, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, 1la1hsnuheliwojwmcbxroy96, ebsspe8jslej9a253w4xpf55h, bwu80wn3lca4x2txuelku0a21, 85vh43wsin67z2dj0iod12fop, 6kxph7ulzz58v8tm3aaomy1ka, 6ge15340tp9n57m88z6rli6i2, 535ecbyyd28elesvxtvbxurpx, 6kz7c7i4wzph7qlzi9nzt266t",4179939945,59,"1, 11, 7, 15, 6, 34, 12, 4, 9, 10, 38, 3, 8, 17, 18, 23, 32, 33",4179939947,130,16,4179939955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179939949,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4179939953,197,4925,4179939941,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727893,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-10T14:01:42.818Z,2023-04-12T11:31:59Z,4180144403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727919,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-10T14:01:42.818Z,2023-04-10T14:01:45Z,4180144515,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727965,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,50.1,50.1,2023-04-10T14:01:42.838Z,2023-04-12T21:07:06Z,4180144751,212,26.0,4180144745,56,Back,4180144757,279,S,4180144747,140,25.4,4180144749,141,46.7,4180144753,213,3.2,4185068963,178,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728067,4,1,1,0,3,8w89tsles26jm12aoelwvlttt,0,26.4,42.5,2023-04-10T14:01:45.971Z,2023-04-12T21:07:11Z,4180145227,1,,4180145221,141,71.1,4185069009,178,,4180145219,140,51.9,4180145223,212,33.1,4180145217,56,Center,4180145225,213,0.6,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532650737,1042,67,1,0,4,3ptd7zlc5isrongig0wij2id4,1,44.7,21.6,2023-04-10T14:01:47.692Z,2023-04-12T22:57:06Z,4185082251,233,786,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532650735,786,67,1,0,4,8w89tsles26jm12aoelwvlttt,0,55.3,78.4,2023-04-10T14:01:47.693Z,2023-04-12T21:38:33Z,4185082259,233,1042,,,,,,,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728077,3,8,1,0,4,3ptd7zlc5isrongig0wij2id4,1,53.9,24.9,2023-04-10T14:01:47.697Z,2023-04-12T22:57:06Z,4182959975,383,,4180145273,56,Center,4185069065,178,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728137,5,1,1,0,6,8w89tsles26jm12aoelwvlttt,0,41,77.2,2023-04-10T14:01:49.327Z,2023-04-12T21:07:18Z,4180145571,56,Left,4180145579,213,0.6,4180145577,212,28.7,4185069117,178,,4180145575,141,100.0,4180145573,140,63.3,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
