id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2540698527,6,1,1,0,8,jv3jh5m5t7qy5t37vwwmnj16,0,70.9,47.8,2023-04-29T14:01:25.384Z,2023-05-02T14:10:17Z,4234821031,213,0.6,4234821023,56,Center,4234821027,141,48.9,4234821029,212,1.3,4234821025,140,71.9,4244413121,178,,4234821021,168,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542202325,716,61,1,0,8,fvr504m6gaxsfmtx4fwm7iq1,1,26.5,49.3,2023-04-29T14:01:25.437Z,2023-05-02T09:54:01Z,4242823391,56,Back,4244413269,178,,,,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698587,7,1,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,0,74.2,49.9,2023-04-29T14:01:27.146Z,2023-05-02T09:54:08Z,4244413395,178,,4242823539,213,0.5,4242823537,212,1.7,4242823533,140,75.6,4242823535,141,51.1,4234821277,56,Center,4242823531,168,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698529,3,49,1,0,10,fvr504m6gaxsfmtx4fwm7iq1,1,23,47.9,2023-04-29T14:01:27.582Z,2023-05-02T11:25:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698675,4,1,1,0,11,fvr504m6gaxsfmtx4fwm7iq1,0,21.5,57.9,2023-04-29T14:01:28.989Z,2023-05-02T09:54:17Z,4234821717,213,1.0,4234821719,1,,4234821713,141,100.0,4244413527,178,,4234821711,140,39.7,4234821707,157,,4234821709,56,Back,4234821715,212,35.6,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698683,5,5,1,0,17,fvr504m6gaxsfmtx4fwm7iq1,0,36.8,101.6,2023-04-29T14:01:34.231Z,2023-05-02T09:54:19Z,4234821761,56,Back,4234823853,233,8,4234821763,347,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699101,8,5,1,0,17,jv3jh5m5t7qy5t37vwwmnj16,1,63.2,-1.6,2023-04-29T14:01:34.231Z,2023-05-02T09:54:18Z,4234823817,233,5,4234823745,347,,4234823739,56,Right,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699149,9,1,1,0,32,jv3jh5m5t7qy5t37vwwmnj16,1,69.6,0,2023-04-29T14:01:50.011Z,2023-05-02T09:54:22Z,4234823955,141,13.4,4234823949,56,Right,4234823961,213,1.9,4234823947,107,,4234823951,140,66.3,4234823957,212,10.6,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699183,10,1,1,0,33,jv3jh5m5t7qy5t37vwwmnj16,1,66.3,13.4,2023-04-29T14:01:51.064Z,2023-05-02T09:54:24Z,4234824141,140,69.8,4234824145,212,6.0,4234824147,213,5.4,4234824139,56,Right,4234824143,141,6.4,4244413669,178,,,,,,,,d22nvvj315b99fncrui6ezzkl,D. Gape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699203,11,1,1,0,35,jv3jh5m5t7qy5t37vwwmnj16,1,70.6,6.2,2023-04-29T14:01:52.151Z,2023-05-02T09:54:28Z,4234824229,212,9.3,4244413771,178,,4234824227,141,19.1,4234824223,56,Right,4234824231,213,1.9,4234824225,140,67.7,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699211,12,1,1,0,36,jv3jh5m5t7qy5t37vwwmnj16,0,67.7,19.1,2023-04-29T14:01:53.705Z,2023-05-02T09:54:30Z,4234824261,56,Right,4244413831,178,,4234824265,141,10.0,4234824263,140,78.4,4234824267,212,12.8,4234824269,213,5.8,,,,,,,d22nvvj315b99fncrui6ezzkl,D. Gape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699301,6,1,1,0,37,fvr504m6gaxsfmtx4fwm7iq1,1,14.6,89.3,2023-04-29T14:01:54.742Z,2023-05-02T09:54:33Z,4234824697,141,88.9,4234824699,212,10.5,4234824693,56,Back,4244413919,178,,4234824703,213,6.3,4234824695,140,24.6,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542202959,717,49,1,0,38,fvr504m6gaxsfmtx4fwm7iq1,1,26.7,90.5,2023-04-29T14:01:55.431Z,2023-05-02T09:54:38Z,,,,,,,,,,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699313,7,50,1,0,38,fvr504m6gaxsfmtx4fwm7iq1,1,26.2,88.2,2023-04-29T14:01:55.901Z,2023-05-02T09:54:41Z,4234825125,233,13,4234824743,285,,4234824739,56,Back,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699367,13,7,1,0,38,jv3jh5m5t7qy5t37vwwmnj16,1,73.8,11.8,2023-04-29T14:01:55.917Z,2023-05-02T09:54:47Z,4234825035,56,Right,4244414217,178,,4242826389,384,,4234825093,233,7,4234825037,286,,,,,,,,,,,d22nvvj315b99fncrui6ezzkl,D. Gape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542203109,801,61,1,0,39,jv3jh5m5t7qy5t37vwwmnj16,0,84.9,10.4,2023-04-29T14:01:56.848Z,2023-05-02T09:54:57Z,4242827295,56,Right,4244414383,178,,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699421,8,56,1,0,42,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-29T14:01:59.981Z,2023-05-02T09:54:58Z,4234825259,56,Back,,,,,,,,,,,,,,,,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699375,14,43,1,0,43,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-29T14:02:00.522Z,2023-04-29T14:02:43Z,4234832095,144,61,4234825085,56,Right,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699471,9,5,1,0,43,fvr504m6gaxsfmtx4fwm7iq1,1,-0.6,90.8,2023-04-29T14:02:00.680Z,2023-05-02T09:55:01Z,4234825491,233,15,4234825487,56,Back,4234825489,346,,,,,,,,,,,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699391,15,5,1,0,43,jv3jh5m5t7qy5t37vwwmnj16,0,100.6,9.2,2023-04-29T14:02:00.680Z,2023-05-02T09:55:01Z,4234825153,346,,4234825151,56,Right,4234825507,233,9,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700421,10,1,1,1,10,fvr504m6gaxsfmtx4fwm7iq1,0,4.7,58.5,2023-04-29T14:02:27.275Z,2023-05-02T09:55:04Z,4234830095,212,70.1,4234830101,74,,4234830091,140,69.7,4234830089,56,Left,4234830087,124,,4234830093,141,81.8,4234830097,213,0.2,4234830099,1,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700529,16,1,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,0,37.1,18.6,2023-04-29T14:02:30.903Z,2023-05-02T09:55:06Z,4234830699,212,33.0,4234830705,213,5.9,4234830689,140,65.6,4244414581,178,,4234830691,141,0.0,4234830685,56,Right,4234830679,3,,4234830711,1,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701079,11,5,1,1,16,fvr504m6gaxsfmtx4fwm7iq1,1,33.4,101.7,2023-04-29T14:02:33.783Z,2023-05-02T09:55:09Z,4234833373,233,17,4234833343,347,,4234833339,56,Back,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700553,17,5,1,1,16,jv3jh5m5t7qy5t37vwwmnj16,0,66.6,-1.7,2023-04-29T14:02:33.783Z,2023-05-02T09:55:09Z,4234830795,56,Right,4234833379,233,11,4234830797,347,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701151,12,1,1,1,33,fvr504m6gaxsfmtx4fwm7iq1,0,30.8,100,2023-04-29T14:02:50.665Z,2023-05-02T09:55:12Z,4234833721,107,,4234833733,1,,4234833725,140,54.7,4234833727,141,90.9,4234833729,212,26.0,4234833731,213,6.0,4234833723,56,Left,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701239,18,1,1,1,35,jv3jh5m5t7qy5t37vwwmnj16,0,40.4,5.8,2023-04-29T14:02:52.523Z,2023-05-02T09:55:17Z,4234834145,140,54.4,4244414851,388,,4234834151,213,0.5,4234834143,56,Right,4234834147,141,17.4,4234834141,3,,4234834149,212,16.7,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701343,13,1,1,1,40,fvr504m6gaxsfmtx4fwm7iq1,0,41.9,85.9,2023-04-29T14:02:57.821Z,2023-05-02T09:55:19Z,4234834911,236,,4234834609,56,Back,4234834611,140,43.7,4234834615,212,2.1,4234834915,233,19,4234834613,141,84.5,4234834617,213,5.8,4234834921,286,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,4244414909,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701385,19,74,1,1,40,jv3jh5m5t7qy5t37vwwmnj16,1,54.4,7.4,2023-04-29T14:02:57.888Z,2023-05-02T09:55:24Z,4234834819,285,,4234834817,56,Right,4234834943,233,13,4244414975,178,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701431,20,61,1,1,40,jv3jh5m5t7qy5t37vwwmnj16,1,48,5.3,2023-04-29T14:02:58.051Z,2023-05-02T09:55:29Z,4244415101,178,,4234835027,56,Back,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701505,21,61,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,1,49.3,7.4,2023-04-29T14:02:58.314Z,2023-05-02T09:55:37Z,4244415265,178,,4234835285,56,Back,,,,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701529,14,1,1,1,43,fvr504m6gaxsfmtx4fwm7iq1,0,65.6,95,2023-04-29T14:03:00.633Z,2023-05-02T09:55:41Z,4234835409,212,30.6,4234835399,155,,4234835411,213,5.3,4234835407,141,56.7,4234835403,56,Center,4244415333,178,,4234835405,140,80.9,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701573,22,1,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,0,25.1,41.9,2023-04-29T14:03:02.447Z,2023-05-02T09:55:44Z,4234835609,56,Back,4234835611,140,32.9,4234835607,3,,4244415385,388,,4234835617,212,11.2,4234835613,141,30.7,4234835621,213,5.5,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701675,15,61,1,1,46,fvr504m6gaxsfmtx4fwm7iq1,1,69.8,58.1,2023-04-29T14:03:03.580Z,2023-05-02T09:55:55Z,4234836033,56,Center,4244415647,178,,,,,,,,,,,,,,,,,,,,4hcjk936uj5hm4bmnnin5nsh5,A. Keena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542204645,718,1,1,1,47,fvr504m6gaxsfmtx4fwm7iq1,0,64.3,53.3,2023-04-29T14:03:04.822Z,2023-05-02T09:55:57Z,4242835919,141,52.4,4242835917,140,75.1,4242835913,3,,4242835921,212,11.4,4244415663,388,,4242835915,56,Center,4242835923,213,6.2,,,,cjwflve6ukph4h2az1irm099l,R. Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701695,23,49,1,1,49,jv3jh5m5t7qy5t37vwwmnj16,1,25.3,42.5,2023-04-29T14:03:06.116Z,2023-05-02T09:55:59Z,,,,,,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701765,24,1,1,1,49,jv3jh5m5t7qy5t37vwwmnj16,1,25.3,42.5,2023-04-29T14:03:06.156Z,2023-05-02T09:56:01Z,4244415793,178,,4234836491,213,4.5,4234836485,140,21.8,4234836487,141,21.5,4234836489,212,14.7,4234836483,56,Back,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701927,25,1,1,1,51,jv3jh5m5t7qy5t37vwwmnj16,1,21.8,21.5,2023-04-29T14:03:08.226Z,2023-05-02T09:56:04Z,4234837221,56,Back,4244415851,178,,4234837229,212,11.7,4234837227,141,5.0,4234837223,140,24.8,4234837231,213,5.0,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702017,26,1,1,1,53,jv3jh5m5t7qy5t37vwwmnj16,0,24.6,4.6,2023-04-29T14:03:10.159Z,2023-05-02T09:56:07Z,4234837641,212,33.5,4244415915,178,,4234837635,56,Right,4234837649,1,,4234837639,141,0.7,4234837637,140,56.4,4234837633,155,,4234837643,213,6.2,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702107,16,1,1,1,56,fvr504m6gaxsfmtx4fwm7iq1,1,37.7,92,2023-04-29T14:03:13.151Z,2023-05-02T09:56:12Z,4234838113,141,88.4,4234838117,213,6.2,4234838111,140,58.7,4234838107,3,,4234838109,56,Left,4244416005,178,,4234838115,212,22.2,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702577,19,4,1,1,57,fvr504m6gaxsfmtx4fwm7iq1,1,62,80.8,2023-04-29T14:03:14.764Z,2023-05-02T09:56:19Z,4234840461,294,,4234840465,152,,4234840467,286,,4234840463,56,Left,4234840457,13,,4234840485,233,28,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702415,28,4,1,1,57,jv3jh5m5t7qy5t37vwwmnj16,0,38,19.2,2023-04-29T14:03:14.765Z,2023-05-02T09:56:18Z,4244416133,388,,4234839659,294,,4234839663,152,,4234839657,13,,4234840567,233,19,4234839661,56,Back,4234839665,285,,,,,d22nvvj315b99fncrui6ezzkl,D. Gape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702125,17,43,1,1,59,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-29T14:03:16.241Z,2023-04-29T14:03:35Z,4234841835,144,44,4234838209,286,0,4234838205,56,Left,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702173,27,43,1,1,59,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-29T14:03:16.242Z,2023-04-29T14:03:26Z,4234840117,144,44,4234838637,233,17,4234838443,285,0,4234838441,56,Back,,,,,,,,,,,,,d22nvvj315b99fncrui6ezzkl,D. Gape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702557,18,43,1,1,59,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-29T14:03:16.721Z,2023-04-29T14:03:36Z,4234840341,140,57.6,4234840345,212,8.0,4234840339,56,Center,4234842089,144,1,4234840347,213,4.6,4234840337,3,0,4234840343,141,76.7,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703907,20,1,1,2,40,fvr504m6gaxsfmtx4fwm7iq1,1,55.6,88.1,2023-04-29T14:03:57.387Z,2023-05-02T09:56:23Z,4244416233,178,,4234847093,1,,4234847083,56,Center,4234847089,212,48.8,4234847087,141,28.8,4234847085,140,81.8,4234847091,213,5.3,4234847079,155,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,4234847077,5,4234847081,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540704003,21,1,1,2,45,fvr504m6gaxsfmtx4fwm7iq1,0,86.5,23.3,2023-04-29T14:04:02.442Z,2023-05-02T09:56:27Z,4234847527,213,1.1,4242837967,20,,4242837965,386,,4234847525,212,35.3,4244416351,178,,4234847521,140,100.0,4234852813,1,,4242837963,225,,75c432elegprf4f6hn72icset,S. Long,4234847523,141,4234851497,2,70.1,4234851185,155,4234847519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
