id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2543120143,6,1,1,0,25,8mbtyq0has0uu0565fm9t5cdo,1,68.4,29.5,2023-05-03T18:45:26.854Z,2023-05-06T07:30:04Z,4247753221,213,5.5,4247753211,168,,4247753213,56,Right,4247753219,212,17.3,4247753215,140,80.5,4253198135,388,,4247753217,141,12.2,4247753209,3,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543872243,783,3,1,0,31,8mbtyq0has0uu0565fm9t5cdo,0,92.6,5.2,2023-05-03T18:45:33.029Z,2023-05-06T04:34:56Z,4251778657,465,,4251778653,56,Right,4253198191,178,,4251778655,286,,4251778659,467,8x2yublirj5430deybqft0xxx,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544192947,1283,83,1,0,33,dmz37633qbsvl7gncq5s51yjw,1,9.4,90.8,2023-05-03T18:45:34.281Z,2023-05-06T09:13:45Z,4253488027,399,223810,,,,,,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120145,7,61,1,0,33,8mbtyq0has0uu0565fm9t5cdo,0,90,6.5,2023-05-03T18:45:34.303Z,2023-05-06T04:35:20Z,4247753225,56,Right,4253198217,178,,,,,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120367,6,5,1,0,34,dmz37633qbsvl7gncq5s51yjw,1,6.9,101.2,2023-05-03T18:45:35.972Z,2023-05-06T04:35:29Z,4247754361,56,Back,4247754363,347,,4247754389,233,8,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120165,8,5,1,0,34,8mbtyq0has0uu0565fm9t5cdo,0,93.1,-1.2,2023-05-03T18:45:35.972Z,2023-05-06T04:35:29Z,4247753281,347,,4247753279,56,Right,4247754407,233,6,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120409,7,1,1,0,51,dmz37633qbsvl7gncq5s51yjw,0,5.6,100,2023-05-03T18:45:52.467Z,2023-05-06T04:35:36Z,4247754551,107,,4247754553,56,Back,4247754557,141,91.7,4247754555,140,21.5,4247754559,212,18.0,4247754561,213,5.9,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120423,9,1,1,0,53,8mbtyq0has0uu0565fm9t5cdo,0,65.4,8,2023-05-03T18:45:54.150Z,2023-05-06T04:35:42Z,4247754651,212,18.2,4247754653,213,6.3,4253198541,388,,4247754643,3,,4247754647,140,82.7,4247754645,56,Right,4247754649,141,7.6,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120463,8,1,1,0,54,dmz37633qbsvl7gncq5s51yjw,0,13.5,91.5,2023-05-03T18:45:55.496Z,2023-05-06T04:35:45Z,4247754847,56,Left,4247754857,1,,4247754853,212,48.7,4247754851,141,83.2,4247754855,213,6.2,4247754845,157,,4253198555,178,,4247754849,140,59.6,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120513,10,1,1,0,57,8mbtyq0has0uu0565fm9t5cdo,0,42.5,33.3,2023-05-03T18:45:58.336Z,2023-05-06T04:35:53Z,4247755105,56,Center,4247755117,212,18.2,4247755113,141,32.7,4247755121,213,6.3,4247755109,140,59.8,4253198609,178,,4247755101,3,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120533,9,44,1,0,59,dmz37633qbsvl7gncq5s51yjw,1,38,70.8,2023-05-03T18:46:01.069Z,2023-05-06T07:30:04Z,4247755211,285,,4247755209,56,Back,4247755253,233,11,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120523,11,44,1,0,59,8mbtyq0has0uu0565fm9t5cdo,0,62,29.2,2023-05-03T18:46:01.070Z,2023-05-06T04:35:58Z,4247755149,286,,4247755147,56,Center,4247755283,233,9,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120547,10,1,1,1,0,dmz37633qbsvl7gncq5s51yjw,0,35.8,74.2,2023-05-03T18:46:01.142Z,2023-05-06T07:30:05Z,4247755319,213,5.7,4253198657,388,,4247755315,141,69.7,4247755309,3,,4247755317,212,5.5,4247755311,56,Back,4247755313,140,40.1,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120565,12,1,1,1,1,8mbtyq0has0uu0565fm9t5cdo,1,54.7,34.5,2023-05-03T18:46:02.342Z,2023-05-06T04:36:09Z,4247755413,3,,4247755417,56,Center,4253198705,178,,4247755425,212,11.4,4247755421,140,65.1,4247755423,141,29.5,4247755427,213,6.0,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120583,13,1,1,1,3,8mbtyq0has0uu0565fm9t5cdo,0,65.1,29.5,2023-05-03T18:46:04.645Z,2023-05-06T04:36:18Z,4247755489,140,68.2,4247755493,212,4.3,4247755491,141,33.6,4247755495,213,0.7,4247755485,3,,4253198755,178,,4247755487,56,Center,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120653,11,1,1,1,4,dmz37633qbsvl7gncq5s51yjw,0,30.4,83.6,2023-05-03T18:46:06.003Z,2023-05-06T04:36:22Z,4247755827,56,Center,4253198783,178,,4247755825,157,,4247755833,212,39.8,4247755837,1,,4247755831,141,65.5,4247755829,140,66.4,4247755835,213,6.0,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120651,14,44,1,1,6,8mbtyq0has0uu0565fm9t5cdo,1,37.8,34.6,2023-05-03T18:46:07.991Z,2023-05-06T07:30:05Z,4247755821,285,,4247757467,233,12,4247755817,56,Back,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120811,12,44,1,1,6,dmz37633qbsvl7gncq5s51yjw,0,62.2,65.4,2023-05-03T18:46:07.992Z,2023-05-06T04:36:26Z,4247756725,286,,4247757493,233,14,4247756723,56,Center,,,,,,,,,,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120685,15,1,1,1,6,8mbtyq0has0uu0565fm9t5cdo,1,42,34.8,2023-05-03T18:46:08.076Z,2023-05-06T07:30:06Z,4253198831,388,,4247756049,141,33.1,4247756047,140,61.7,4247756045,56,Center,4247756053,213,6.2,4247756051,212,20.7,4247756043,3,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120687,16,1,1,1,8,8mbtyq0has0uu0565fm9t5cdo,1,61.7,33.1,2023-05-03T18:46:09.943Z,2023-05-06T04:36:33Z,4253198863,178,,4247756071,140,58.9,4247756077,213,4.0,4247756073,141,27.7,4247756069,56,Center,4247756075,212,4.7,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120693,17,49,1,1,9,8mbtyq0has0uu0565fm9t5cdo,1,58.9,27.7,2023-05-03T18:46:10.466Z,2023-05-06T04:36:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120755,18,1,1,1,11,8mbtyq0has0uu0565fm9t5cdo,1,58.3,27.6,2023-05-03T18:46:12.442Z,2023-05-06T04:36:39Z,4247756425,141,12.6,4247756429,213,3.8,4247756423,140,44.8,4247756427,212,17.5,4247756421,56,Back,4253198905,178,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120793,19,1,1,1,13,8mbtyq0has0uu0565fm9t5cdo,0,45.3,10.4,2023-05-03T18:46:14.735Z,2023-05-06T04:36:41Z,4247756655,140,73.1,4247756653,56,Right,4247756657,141,10.3,4253198917,178,,4247756649,155,,4247756661,213,6.3,4247756659,212,29.2,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120843,13,1,1,1,16,dmz37633qbsvl7gncq5s51yjw,1,22.3,85.3,2023-05-03T18:46:17.247Z,2023-05-06T04:36:48Z,4247756885,3,,4253198965,388,,4247756887,56,Back,4247756889,140,34.1,4247756891,141,89.7,4247756893,212,12.7,4247756895,213,0.2,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120865,14,1,1,1,17,dmz37633qbsvl7gncq5s51yjw,0,34.1,89.7,2023-05-03T18:46:18.151Z,2023-05-06T04:36:57Z,4247756979,212,37.0,4247756981,213,5.7,4247756983,1,,4247756975,140,63.0,4253198993,178,,4247756977,141,58.5,4247756971,157,,4247756973,56,Center,b3cehdu46pljqap9xw1j7pcyx,H. Knibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543120977,20,1,1,1,21,8mbtyq0has0uu0565fm9t5cdo,1,34,38.6,2023-05-03T18:46:22.343Z,2023-05-06T04:37:02Z,4247757597,140,14.0,4247757603,213,2.8,4247757601,212,22.5,4247757595,56,Back,4253199035,178,,4247757599,141,50.6,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121049,21,1,1,1,25,8mbtyq0has0uu0565fm9t5cdo,1,10,47.5,2023-05-03T18:46:26.432Z,2023-05-06T04:37:05Z,4247758041,1,,4247758039,213,6.2,4253199051,178,,4247758029,155,,4247758035,141,36.4,4247758037,212,61.8,4247758033,140,68.4,4247758031,56,Center,bbmhqdyxk4tx05jrnv9m64rje,J. Amissah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121061,15,4,1,1,28,dmz37633qbsvl7gncq5s51yjw,1,30.2,67.4,2023-05-03T18:46:29.448Z,2023-05-06T04:37:27Z,4247758089,265,,4247758085,56,Back,4247758091,285,,4247758107,233,22,4247758087,152,,4247758083,13,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121053,22,4,1,1,28,8mbtyq0has0uu0565fm9t5cdo,0,69.8,32.6,2023-05-03T18:46:29.449Z,2023-05-06T04:37:27Z,4247758061,265,,4247758063,286,,4247758059,152,,4247758127,233,15,4247758055,56,Center,4253199165,178,,4247758051,13,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121693,16,1,1,2,6,dmz37633qbsvl7gncq5s51yjw,0,26.2,70.2,2023-05-03T18:47:07.819Z,2023-05-06T04:37:30Z,4247761417,1,,4247761409,140,77.4,4247761415,213,0.0,4247761405,152,,4247761407,56,Center,4247761411,141,73.0,4247761413,212,53.8,4251794025,155,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,4253199185,178,4247761401,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121771,23,1,1,2,9,8mbtyq0has0uu0565fm9t5cdo,0,19.1,34.8,2023-05-03T18:47:10.981Z,2023-05-06T04:37:36Z,4247761881,140,35.4,4247761887,213,5.3,4247761883,141,0.0,4253199235,388,,4247761885,212,29.8,4247761879,56,Back,4247761877,3,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121875,17,5,1,2,13,dmz37633qbsvl7gncq5s51yjw,1,65.1,101.5,2023-05-03T18:47:14.879Z,2023-05-06T04:37:40Z,4247762385,56,Left,4247762413,233,24,4247762387,347,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121779,24,5,1,2,13,8mbtyq0has0uu0565fm9t5cdo,0,34.9,-1.5,2023-05-03T18:47:14.879Z,2023-05-06T04:37:40Z,4247762465,233,17,4247761931,347,,4247761929,56,Back,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121899,18,1,1,2,18,dmz37633qbsvl7gncq5s51yjw,1,61.6,100,2023-05-03T18:47:20.094Z,2023-05-06T04:37:44Z,4247762561,212,8.9,4247762563,213,4.2,4247762547,56,Left,4247762543,107,,4247762551,140,57.5,4247762557,141,89.9,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121927,19,1,1,2,19,dmz37633qbsvl7gncq5s51yjw,1,57.5,89.9,2023-05-03T18:47:20.756Z,2023-05-06T04:37:47Z,4247762729,56,Left,4247762735,212,5.9,4253199303,178,,4247762733,141,94.2,4247762737,213,0.5,4247762731,140,62.4,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121939,20,1,1,2,21,dmz37633qbsvl7gncq5s51yjw,0,65.1,94.1,2023-05-03T18:47:23.032Z,2023-05-06T04:37:49Z,4253199325,178,,4247762811,213,5.9,4247762913,236,,4247762919,233,25,4247762805,141,91.2,4247762797,56,Left,4247762801,140,70.0,4247762807,212,5.5,8x2yublirj5430deybqft0xxx,H. Dunk,4247762923,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543121947,25,74,1,2,22,8mbtyq0has0uu0565fm9t5cdo,1,27.3,8.8,2023-05-03T18:47:23.145Z,2023-05-06T04:37:52Z,4247762881,285,,4247762879,56,Back,4253199357,178,,4247762971,233,20,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122003,21,1,1,2,24,dmz37633qbsvl7gncq5s51yjw,1,63.7,87.8,2023-05-03T18:47:25.430Z,2023-05-06T04:37:56Z,4253199373,178,,4247763251,213,3.8,4247763247,141,60.6,4247763243,56,Back,4247763245,140,43.1,4247763249,212,28.5,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122077,22,1,1,2,27,dmz37633qbsvl7gncq5s51yjw,1,45.7,54.3,2023-05-03T18:47:28.695Z,2023-05-06T04:38:00Z,4247763669,213,1.6,4253199401,178,,4247763661,56,Back,4247763667,212,10.0,4247763663,140,45.7,4247763665,141,69.0,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122093,23,1,1,2,32,dmz37633qbsvl7gncq5s51yjw,0,47.8,83.2,2023-05-03T18:47:33.485Z,2023-05-06T04:38:02Z,4253199417,178,,4247763775,213,5.8,4247763763,56,Center,4247763773,212,24.8,4247763765,140,68.8,4247763769,141,66.4,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122097,26,49,1,2,33,8mbtyq0has0uu0565fm9t5cdo,1,34.3,34.3,2023-05-03T18:47:34.484Z,2023-05-06T04:38:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122149,27,1,1,2,34,8mbtyq0has0uu0565fm9t5cdo,0,35.3,30.3,2023-05-03T18:47:35.294Z,2023-05-06T04:38:10Z,4247764049,140,57.2,4253199477,178,,4247764051,141,33.1,4247764053,212,23.1,4247764057,213,0.1,4247764047,56,Center,4247764045,155,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122171,24,49,1,2,36,dmz37633qbsvl7gncq5s51yjw,1,39.3,68.5,2023-05-03T18:47:37.780Z,2023-05-06T04:38:16Z,,,,,,,,,,,,,,,,,,,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122193,25,1,1,2,36,dmz37633qbsvl7gncq5s51yjw,0,39.3,68.5,2023-05-03T18:47:37.838Z,2023-05-06T04:38:20Z,4253199567,178,,4247764227,213,0.0,4247764223,141,69.7,4247764221,140,69.7,4251796709,155,,4247764225,212,31.9,4247764219,56,Center,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122243,28,1,1,2,39,8mbtyq0has0uu0565fm9t5cdo,1,37.5,33.6,2023-05-03T18:47:40.223Z,2023-05-06T04:38:24Z,4247764509,213,5.3,4247764499,3,,4247764505,141,20.4,4253199597,388,,4247764507,212,11.1,4247764501,56,Back,4247764503,140,43.7,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122249,29,49,1,2,41,8mbtyq0has0uu0565fm9t5cdo,1,43.7,20.4,2023-05-03T18:47:42.189Z,2023-05-06T04:38:29Z,,,,,,,,,,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122267,30,1,1,2,41,8mbtyq0has0uu0565fm9t5cdo,0,43.7,20.4,2023-05-03T18:47:42.269Z,2023-05-06T04:38:38Z,4253199687,178,,4247764595,212,15.8,4247764589,56,Back,4247764593,141,0.0,4247764597,213,4.4,4247764591,140,39.8,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543122325,26,5,1,2,42,dmz37633qbsvl7gncq5s51yjw,1,62.8,101.5,2023-05-03T18:47:43.807Z,2023-05-06T04:38:40Z,4247764847,56,Left,4247764881,233,31,4247764849,347,,,,,,,,,,,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
