id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2539976293,641,67,1,0,46,5pfqedkme2kabtqhkln35pf3l,1,30.1,9.4,2023-04-25T18:45:24.080Z,2023-04-28T01:56:59Z,4230699097,233,1009,,,,,,,,,,,,,,,,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539976291,1009,67,1,0,46,5g1fnexeromjl0lvnxp8hpnhi,0,69.9,90.6,2023-04-25T18:45:24.081Z,2023-04-28T01:04:07Z,4230699113,233,641,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187803,19,8,1,0,46,5pfqedkme2kabtqhkln35pf3l,1,33,5.2,2023-04-25T18:45:24.100Z,2023-04-28T01:57:00Z,4219868891,56,Back,4230680887,178,,4220878851,383,,,,,,,,,,,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187355,9,49,1,0,47,5pfqedkme2kabtqhkln35pf3l,1,34.1,4,2023-04-25T18:45:25.143Z,2023-04-28T00:43:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187381,10,1,1,0,47,5pfqedkme2kabtqhkln35pf3l,1,34.1,4,2023-04-25T18:45:25.177Z,2023-04-28T00:43:15Z,4230681185,178,,4219866787,213,0.8,4219866783,141,8.2,4219866779,56,Back,4219866785,212,4.1,4219866781,140,36.9,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187397,11,1,1,0,48,5pfqedkme2kabtqhkln35pf3l,0,36.9,8.3,2023-04-25T18:45:26.412Z,2023-04-28T00:43:25Z,4219866879,212,27.3,4219866859,155,,4230681319,178,,4219866881,213,6.2,4219866873,141,6.8,4219866869,140,62.9,4219866865,56,Right,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187405,12,1,1,0,51,5g1fnexeromjl0lvnxp8hpnhi,1,32.8,80.8,2023-04-25T18:45:29.353Z,2023-04-28T00:43:29Z,4219866927,56,Back,4230681427,178,,4219866935,141,86.5,4219866923,3,,4219866939,212,12.1,4219866931,140,43.7,4219866943,213,0.3,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187411,13,49,1,0,53,5g1fnexeromjl0lvnxp8hpnhi,1,43,85.9,2023-04-25T18:45:31.337Z,2023-04-28T00:43:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187455,14,1,1,0,55,5g1fnexeromjl0lvnxp8hpnhi,0,41.4,92.6,2023-04-25T18:45:33.442Z,2023-04-28T00:43:37Z,4219867163,212,35.2,4230681567,178,,4219867157,56,Left,4219867165,213,0.2,4219867161,141,100.0,4219867159,140,74.4,4219867155,157,,4219867167,1,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187559,12,5,1,0,59,5pfqedkme2kabtqhkln35pf3l,1,33,-1.6,2023-04-25T18:45:37.238Z,2023-04-28T00:43:43Z,4219867659,233,15,4219867645,347,,4219867643,56,Back,,,,,,,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187457,15,5,1,0,59,5g1fnexeromjl0lvnxp8hpnhi,0,67,101.6,2023-04-25T18:45:37.238Z,2023-04-28T00:43:43Z,4219867171,347,,4219867169,56,Left,4219867663,233,12,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187651,13,1,1,1,14,5pfqedkme2kabtqhkln35pf3l,1,40.4,0,2023-04-25T18:45:51.707Z,2023-04-28T00:43:47Z,4219868141,56,Back,4219868149,213,2.6,4219868145,141,24.7,4219868143,140,10.4,4219868139,107,,4219868151,1,,4219868147,212,36.4,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187685,14,1,1,1,22,5pfqedkme2kabtqhkln35pf3l,1,12.9,41.9,2023-04-25T18:46:00.162Z,2023-04-28T00:43:52Z,4219868353,1,,4219868347,141,62.1,4219868351,213,0.3,4219868343,56,Center,4219868345,140,60.9,4219868341,155,,4230681745,178,,4219868349,212,52.2,byo7r7emgxz5oiauh2z75vpp1,J. Belshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187693,15,44,1,1,25,5pfqedkme2kabtqhkln35pf3l,1,70.6,72.7,2023-04-25T18:46:03.195Z,2023-04-28T01:57:00Z,4219868389,286,,4219868437,233,16,4219868387,56,Center,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187697,16,44,1,1,25,5g1fnexeromjl0lvnxp8hpnhi,0,29.4,27.3,2023-04-25T18:46:03.196Z,2023-04-28T00:44:13Z,4219868411,56,Back,4219868451,233,15,4219868413,285,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187763,16,1,1,1,25,5pfqedkme2kabtqhkln35pf3l,1,60.9,62.1,2023-04-25T18:46:03.204Z,2023-04-28T01:57:01Z,4219868709,140,70.0,4219868711,141,83.6,4230681919,388,,4219868705,168,,4219868703,3,,4219868715,213,1.0,4219868707,56,Left,4219868713,212,17.5,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539976767,646,67,1,1,28,5pfqedkme2kabtqhkln35pf3l,1,71.2,85.4,2023-04-25T18:46:05.925Z,2023-04-28T01:57:01Z,4230702321,233,1012,,,,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539976765,1012,67,1,1,28,5g1fnexeromjl0lvnxp8hpnhi,0,28.8,14.6,2023-04-25T18:46:05.926Z,2023-04-28T01:09:05Z,4230702325,233,646,,,,,,,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187769,17,61,1,1,28,5pfqedkme2kabtqhkln35pf3l,0,68.8,87.1,2023-04-25T18:46:05.995Z,2023-04-28T01:57:01Z,4219868755,56,Left,4230682473,178,,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187891,17,5,1,1,29,5g1fnexeromjl0lvnxp8hpnhi,1,30.2,-2,2023-04-25T18:46:07.309Z,2023-04-28T00:44:48Z,4219869317,56,Back,4219869319,347,,4219869321,233,18,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187785,18,5,1,1,29,5pfqedkme2kabtqhkln35pf3l,0,69.8,102,2023-04-25T18:46:07.309Z,2023-04-28T00:44:49Z,4219868821,347,,4219869337,233,17,4219868819,56,Left,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187973,18,1,1,1,44,5g1fnexeromjl0lvnxp8hpnhi,1,31.7,0,2023-04-25T18:46:21.897Z,2023-04-28T00:44:52Z,4219869727,212,29.4,4219869731,1,,4219869723,140,58.2,4219869719,107,,4219869721,56,Right,4219869729,213,0.3,4219869725,141,12.8,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187977,19,61,1,1,47,5g1fnexeromjl0lvnxp8hpnhi,0,58.1,5,2023-04-25T18:46:25.286Z,2023-04-28T00:45:01Z,4219869747,56,Right,4230682987,178,,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187969,20,49,1,1,48,5pfqedkme2kabtqhkln35pf3l,1,39.7,95.6,2023-04-25T18:46:26.176Z,2023-04-28T00:45:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187991,21,1,1,1,48,5pfqedkme2kabtqhkln35pf3l,0,40.2,96,2023-04-25T18:46:26.242Z,2023-04-28T00:45:13Z,4219869797,140,56.2,4219869795,56,Left,4219869801,212,17.4,4219869799,141,89.3,4219869793,155,,4230683183,178,,4219869803,213,6.0,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188003,20,1,1,1,50,5g1fnexeromjl0lvnxp8hpnhi,1,32.3,16.4,2023-04-25T18:46:28.149Z,2023-04-28T00:45:23Z,4230683367,178,,4219869861,212,13.2,4219869863,213,0.8,4219869857,140,41.4,4219869853,3,,4219869859,141,29.8,4219869855,56,Back,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539379139,981,49,1,1,51,5g1fnexeromjl0lvnxp8hpnhi,1,39.6,29.4,2023-04-25T18:46:29.301Z,2023-04-28T00:45:35Z,,,,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188015,21,1,1,1,51,5g1fnexeromjl0lvnxp8hpnhi,1,41.4,29.8,2023-04-25T18:46:29.303Z,2023-04-28T00:45:39Z,4219869925,213,6.0,4219869921,141,22.2,4219869919,140,56.0,4219869923,212,16.2,4219869915,155,,4230683679,178,,4219869917,56,Center,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188049,22,61,1,1,53,5g1fnexeromjl0lvnxp8hpnhi,0,59,16.4,2023-04-25T18:46:30.504Z,2023-04-28T00:45:46Z,4219870095,56,Right,4230683805,178,,4230683803,21,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539379183,629,49,1,1,55,5pfqedkme2kabtqhkln35pf3l,1,31.5,92.8,2023-04-25T18:46:33.183Z,2023-04-28T00:45:54Z,,,,,,,,,,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188079,22,1,1,1,55,5pfqedkme2kabtqhkln35pf3l,1,37.4,91.4,2023-04-25T18:46:33.193Z,2023-04-28T00:45:58Z,4219870247,141,85.4,4219870251,213,3.7,4219870245,140,30.6,4219870249,212,8.2,4219870243,56,Back,4230684107,178,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188095,23,1,1,1,56,5pfqedkme2kabtqhkln35pf3l,1,30.6,85.4,2023-04-25T18:46:34.045Z,2023-04-28T00:46:02Z,4219870329,56,Center,4219870333,141,67.9,4219870331,140,57.9,4230684209,178,,4219870335,212,31.0,4219870327,155,,4219870337,213,5.9,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188121,24,1,1,2,0,5pfqedkme2kabtqhkln35pf3l,1,57.9,67.9,2023-04-25T18:46:37.610Z,2023-04-28T00:46:09Z,4219870495,212,28.0,4219870499,213,3.3,4219870491,141,60.3,4219870487,56,Back,4219870489,140,31.7,4230684357,178,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188145,25,1,1,2,3,5pfqedkme2kabtqhkln35pf3l,1,31.7,60.3,2023-04-25T18:46:40.628Z,2023-04-28T00:46:12Z,4219870637,141,5.2,4230684407,178,,4219870635,140,37.6,4219870643,1,,4219870639,212,38.0,4219870641,213,4.9,4219870633,56,Back,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188173,26,1,1,2,6,5pfqedkme2kabtqhkln35pf3l,0,39.7,4.1,2023-04-25T18:46:43.621Z,2023-04-28T00:46:19Z,4219870759,213,0.1,4230684461,178,,4219870751,56,Right,4219870755,141,6.5,4219870753,140,61.6,4219870749,155,,4219870757,212,23.1,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188185,23,1,1,2,8,5g1fnexeromjl0lvnxp8hpnhi,0,37.2,82.3,2023-04-25T18:46:46.425Z,2023-04-28T00:46:31Z,4219870831,56,Back,4219870839,213,0,4219870837,212,8.0,4219870835,141,82.3,4219870829,3,,4219870833,140,44.8,4230684629,388,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188213,27,1,1,2,11,5pfqedkme2kabtqhkln35pf3l,1,58.3,8,2023-04-25T18:46:48.469Z,2023-04-28T00:46:37Z,4219870969,56,Right,4230684709,178,,4219870973,141,4.4,4219870967,3,,4219870971,140,65.6,4219870975,212,8.0,4219870977,213,6.0,,,,dz04k2zt87y78ku9g14sxm21h,J. Marquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188219,28,50,1,2,12,5pfqedkme2kabtqhkln35pf3l,1,66.2,7,2023-04-25T18:46:49.908Z,2023-04-28T00:46:46Z,4219870995,56,Right,4220884659,286,,4221020203,233,24,,,,,,,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188247,24,7,1,2,12,5g1fnexeromjl0lvnxp8hpnhi,0,33.8,93,2023-04-25T18:46:50.448Z,2023-04-28T00:46:51Z,4230684921,178,,4221020187,233,28,4220884621,285,,4219871131,56,Back,4220884685,385,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
