id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2539178265,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-25T18:00:01.628Z,2023-04-25T18:00:01Z,4219815001,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4219814997,59,"1, 2, 11, 12, 34, 16, 22, 28, 9, 20, 4, 7, 14, 15, 17, 18, 25, 40",4219815005,197,16212,4219815007,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219814995,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4219814999,130,19,4219814993,30,"3wew9tjsjrsoyioiuzd7ve356, 2asjeedy6igcuixqktdmk5k2x, dzitwscdk6ogkf6bstbrik53p, djjkjjtiuwnbaau5lv6iqkwr9, 74x5iaolqfr7r3on2uuriooyy, a2g77lv071rnz76ujh30364tl, a5cmnj0nhdbux68291ipqcei2, ex0gkrnzj98vrwpk9tpcfw91x, a634junjbgfa84200m3khvw0l, f4ef7in4fxoylsy29anhgqep5, 7d9la6gbbobi9yie2ejf9uj1l, 7uhajc3suc68vemamuc3dyvp, 8w9kh0cuund2pw8wzs0rjrbah, 4eyngv286u5zbtppuih1g67s9, 1vigb3e3dsxufbtvt4ed48e09, 4m5w23fmydm3or1ff42hgeqne, 20z2xkmqc3em5dol00ko4sp62, 1aq6osi0b0c580dlu9ugnjaei",4219815003,194,ex0gkrnzj98vrwpk9tpcfw91x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539178291,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-25T18:00:07.755Z,2023-04-25T18:00:07Z,4219815209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4219815203,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4219815215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219815211,194,9eaozqsxv2347nryh9pkmg251,4219815213,197,16113,4219815207,130,18,4219815205,59,"19, 21, 3, 6, 4, 2, 16, 8, 22, 10, 11, 17, 20, 24, 25, 27, 29, 35",4219815201,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, 64tpd90skhh1yj8yztefhahn9, do0vklx8voqfr05b3j04ilex, 9bpm5m1tsplxq77m3cbpfm4t1, 9eaozqsxv2347nryh9pkmg251, 6q06inb8ukzfsrxy0arxl78q1, 7iruezvsore21eboc96g7oqtx, dndv2nbwzzvgrlgf6gmeqtryt, b1yok7nf3a2fu9voe0oy7o6ad, cqcwoymcrgf7wdi6091zplecp, awsbedog2zaz7zpjucbcba82y, 8zcwhxcdh09wxdn29kzpox591, az767vfe6ig8vwir9uu2eu3th, 7ybjr8x5s8j4zj17p544h6rmy, 7edc89hg3r6ueacgnkde7fzvu, d866x81xlp0h24rtpg9jbczbp, dd5h02pcz142eha2peyc0j2s5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187521,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-25T18:45:45.691Z,2023-04-25T18:45:45Z,4219867433,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187527,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-25T18:45:45.691Z,2023-04-28T05:58:23Z,4219867449,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187533,3,1,1,0,0,69t8imcdaqlgfbds2p58596my,1,50.2,49.9,2023-04-25T18:45:45.703Z,2023-04-28T06:17:13Z,4231007733,178,,4219867509,279,S,4219867503,141,54.5,4219867501,140,41.6,4219867505,212,9.6,4219867507,213,2.8,4219867499,56,Back,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187563,4,1,1,0,3,69t8imcdaqlgfbds2p58596my,0,41.8,56.6,2023-04-25T18:45:49.190Z,2023-04-28T06:17:19Z,4219867677,212,27.7,4219867675,141,93.9,4219867671,56,Left,4219867673,140,52.5,4219867679,213,1.2,4231007793,178,,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540012287,777,67,1,0,5,5qwskbjpa17fvmtuu5qijy7cz,1,59.3,19.3,2023-04-25T18:45:51.312Z,2023-04-28T07:17:18Z,4231117719,233,1314,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540012285,1314,67,1,0,5,69t8imcdaqlgfbds2p58596my,0,40.7,80.7,2023-04-25T18:45:51.313Z,2023-04-28T07:14:43Z,4231117723,233,777,,,,,,,,,,,,,,,,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187567,3,8,1,0,5,5qwskbjpa17fvmtuu5qijy7cz,1,58.2,19.1,2023-04-25T18:45:51.318Z,2023-04-28T07:17:18Z,4221204783,383,,4219867717,56,Right,4231007899,178,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187579,4,49,1,0,7,5qwskbjpa17fvmtuu5qijy7cz,1,67.4,18.5,2023-04-25T18:45:52.840Z,2023-04-28T06:17:37Z,,,,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
