id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,keyPass,qualifier/11/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2509078171,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-18T14:11:07.542Z,2023-02-18T14:11:07Z,4039384527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039384513,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, i1bzoqwi1u382l4yx3n864x6, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, 1iy0goeaf5btyw09tr2ywbe8l, canpue729cozt0cw6a1dpi7ai, 32crcj18u4qnf8f07fbsopvpx, 1r9aj50371x6f0xf7mmvldz9x, cruhiz25b3bbd4unocpu9bvf9, 23gglwejp456bifnwkk9xi0a, 7fwprbpdcdb7qcgaoe2humwo9, dn7t1mhie8papl90qlp4rljhl, 3yadun7x7dpb4tirvfx4oxuui, n4ml5xifvll22bpq68ld4auh, ddjh4t18kk75bz9sgga2g2f3d, 9gfxdw176mc8yn7dowedmvtgp",4039384525,197,16932,4039384521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039384517,59,"1, 2, 26, 5, 6, 12, 8, 48, 44, 9, 30, 14, 16, 17, 20, 23, 31, 3",4039384523,194,49ca952ot1c3ytut2s281ds6h,4039384515,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4039384519,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509082427,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-02-18T14:15:37.376Z,2023-02-18T14:15:37Z,4039408159,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, cjwflve6ukph4h2az1irm099l, 458sjwuhbhei0203uyja2afbo, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, 75lptyj9mjvb2zyupi4fnnox5, 61allnul4qlvl9s6wf0nehped, ea28jq8w3nc9koizvgffy5a7d, 7617zihboc2wywyoyou6nhuqd, btlomqnhw2ft72iwg7xbaoh2i, af7cmpeqlk4lcxz3bxgzjh8lx, 4i81y9jhkouk3zmd03gjp1gx5, 9fdbjgbp780ql3ugygbuhie3t, 5r7zhmb338nvjaawyyvbuh5yi, 4hcjk936uj5hm4bmnnin5nsh5, 1nvaqc5633cmmgqu2bpvly5ex, 8ceatyytb6gk5odzls21u2w2x",4039408163,59,"1, 22, 32, 17, 14, 2, 28, 8, 7, 10, 23, 5, 15, 20, 26, 27, 30, 36",4039408173,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039408167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039408171,197,4843,4039408165,130,12,4039408169,194,75c432elegprf4f6hn72icset,4039408161,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121827,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-02-18T15:00:51.584Z,2023-02-20T18:47:18Z,4039614921,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121807,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-18T15:00:51.584Z,2023-02-18T15:00:51Z,4039614827,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121897,3,1,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,49.7,50.1,2023-02-18T15:00:51.707Z,2023-02-21T04:40:29Z,4039615203,140,29.0,4039615211,279,S,4039615201,56,Back,4047139443,178,,4039615209,213,3.0,4039615205,141,55.5,4039615207,212,22.0,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121919,4,1,1,0,2,9db4t34qy4owglhvvgwf5l22i,0,29,55.5,2023-02-18T15:00:54.059Z,2023-02-21T04:50:24Z,4039615303,212,8.9,4039615301,141,50.9,4047143925,178,,4039615299,140,36.9,4039615305,213,5.9,4039615295,155,,4039615297,56,Back,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121903,3,61,1,0,2,fvr504m6gaxsfmtx4fwm7iq1,1,69.7,40.7,2023-02-18T15:00:54.221Z,2023-02-21T04:50:29Z,4047143971,21,,4039615235,56,Center,4047143973,388,,,,,,,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121995,5,44,1,0,5,9db4t34qy4owglhvvgwf5l22i,1,55,37,2023-02-18T15:00:56.842Z,2023-02-21T06:03:46Z,4039615681,56,Center,4039615749,233,4,4039615683,286,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121977,4,44,1,0,5,fvr504m6gaxsfmtx4fwm7iq1,0,45,63,2023-02-18T15:00:56.843Z,2023-02-21T04:50:35Z,4039615569,285,,4039615793,233,5,4039615567,56,Back,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122033,6,1,1,0,5,9db4t34qy4owglhvvgwf5l22i,0,57,37,2023-02-18T15:00:56.887Z,2023-02-21T06:03:46Z,4039615857,213,6.1,4039615839,3,,4039615841,56,Center,4039615853,212,16.1,4047144083,388,,4039615849,141,33.0,4039615845,140,72.1,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
