id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/11/value,qualifier/12/value,assist,qualifier/18/value
2478674229,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-29T13:15:22.337Z,2022-10-29T13:58:16Z,3879418665,194,bsrhtxhpnlxho2o4zvli5qmeh,3879418661,130,4,3879418667,197,17269,3879418663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879418649,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 8olbkp9lqy3em5s9h7a4aod4a, 50flg4aoq4l0glnh61yzngc7p, 3cy13tw0tdconbwzlwteg6xas, cz30ywnq6p6dig7x3hu6h7cnp, 33ci88veciqvd4w5y145dyooa, 8lcnj37j5nswqsqzud3t1a6l1, 8g19rw3eni5p8jt5v1j9skwdl, 9pd78l4lxwbbfnjmwvhu618tl, 6fphke4c1tsj6xvvp7aki65sl, exrh01dw52b651aet2am7v015, uluqgj69z6yunsl8m505lyi, c48yjuxzle51y3k7kr1fcyk4q",3879418657,59,"13, 2, 16, 8, 5, 4, 14, 18, 39, 33, 22, 6, 11, 12, 17, 21, 27, 42",3879418653,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3879418669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478674355,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-10-29T13:15:29.475Z,2022-10-29T13:15:29Z,3879419379,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3879419383,130,18,3879419387,194,aqu903olqgqkljzwr658cogd1,3879419385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879419381,59,"19, 21, 14, 6, 5, 2, 8, 4, 20, 24, 10, 7, 9, 16, 17, 22, 25, 30",3879419377,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, dxk79tuyij7y3gg7j1ad651t6, do0vklx8voqfr05b3j04ilex, aqu903olqgqkljzwr658cogd1, 9eaozqsxv2347nryh9pkmg251, 7iruezvsore21eboc96g7oqtx, 9bpm5m1tsplxq77m3cbpfm4t1, 8zcwhxcdh09wxdn29kzpox591, az767vfe6ig8vwir9uu2eu3th, b1yok7nf3a2fu9voe0oy7o6ad, 4qafo1hp52b8lqsqkxym0d8lx, 7h6eazahfe5epf6zgx1b1urpx, 6q06inb8ukzfsrxy0arxl78q1, 16rur8pbshrs9xypsq7mnxzhl, dndv2nbwzzvgrlgf6gmeqtryt, 7ybjr8x5s8j4zj17p544h6rmy, dlek4e9wgzy10smm0ph933nu2",3879419391,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879419389,197,16113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720477,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-10-29T14:00:16.152Z,2022-10-31T20:25:53Z,3879661351,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720487,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-29T14:00:16.152Z,2022-10-29T14:00:19Z,3879661385,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720543,3,1,1,0,0,69t8imcdaqlgfbds2p58596my,1,50,50,2022-10-29T14:00:16.171Z,2022-11-01T03:37:50Z,3879661657,140,34.3,3879661655,56,Back,3887386917,178,,3879661663,213,3.2,3879661661,212,16.5,3879661665,279,S,3879661659,141,49.1,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720599,4,1,1,0,1,69t8imcdaqlgfbds2p58596my,1,34.3,49.1,2022-10-29T14:00:18.133Z,2022-11-01T03:37:57Z,3879661849,213,1.5,3879661847,212,18.0,3879661843,140,36.2,3879661845,141,75.4,3879661841,56,Back,3887386953,178,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720637,5,1,1,0,6,69t8imcdaqlgfbds2p58596my,0,46.5,69.7,2022-10-29T14:00:22.187Z,2022-11-01T03:38:04Z,3879662059,140,77.2,3887386985,178,,3879662055,155,,3879662057,56,Right,3879662065,213,5.4,3879662061,141,16.4,3879662067,1,,3879662063,212,48.5,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720687,3,1,1,0,8,ahm0t06rup1bkd9z0mxl2lmph,0,26.2,88,2022-10-29T14:00:25.026Z,2022-11-01T03:38:20Z,3879662269,212,10.7,3887387043,388,,3879662271,213,0.4,3879662261,3,,3879662265,140,35.4,3879662263,56,Back,3879662267,141,94.7,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720709,6,61,1,0,11,69t8imcdaqlgfbds2p58596my,1,70.8,13.7,2022-10-29T14:00:27.333Z,2022-11-01T03:38:35Z,3887387105,15,,3887387107,178,,3879662377,56,Right,,,,,,,,,,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720789,7,1,1,0,13,69t8imcdaqlgfbds2p58596my,0,63.1,10.1,2022-10-29T14:00:30.004Z,2022-11-01T03:38:47Z,3879662641,213,0.8,3887387147,178,,3879662627,56,Center,3879662623,155,,3879662633,141,30.6,3879662637,212,20.0,3879662629,140,76.7,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
