id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2545028371,6,1,1,0,8,82kapkjwonlv9j1ui0ytv5sii,1,55.5,16.1,2023-05-07T11:00:15.990Z,2023-05-10T05:46:47Z,4257938975,212,8.0,4265703969,178,,4257938969,56,Right,4257938971,140,57.1,4257938977,213,4.9,4257938973,141,4.6,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028433,7,1,1,0,9,82kapkjwonlv9j1ui0ytv5sii,1,57.1,4.6,2023-05-07T11:00:16.753Z,2023-05-10T05:46:51Z,4257939321,141,8.2,4257939325,212,15.1,4257939313,56,Back,4257939317,140,42.9,4265704025,178,,4257939327,213,3.0,,,,,,,31xl77lt8tax7bta6s45p9fpx,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028441,8,1,1,0,10,82kapkjwonlv9j1ui0ytv5sii,0,42.9,8.3,2023-05-07T11:00:17.838Z,2023-05-10T05:46:55Z,4257939389,212,59.0,4257939381,155,,4257939385,140,98.7,4257939391,213,6.2,4257939383,56,Right,4257939393,1,,4257939387,141,0.0,4265704077,178,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028451,6,5,1,0,14,b3vbyitzi3nrw9ehj1eoko219,1,6.4,102,2023-05-07T11:00:21.603Z,2023-05-10T05:47:51Z,4257939453,233,9,4257939419,56,Back,4257939421,347,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028445,9,5,1,0,14,82kapkjwonlv9j1ui0ytv5sii,0,93.6,-2,2023-05-07T11:00:21.603Z,2023-05-10T05:47:52Z,4257939399,347,,4257939457,233,6,4257939397,56,Right,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028607,7,1,1,0,30,b3vbyitzi3nrw9ehj1eoko219,0,12.7,100,2023-05-07T11:00:37.745Z,2023-05-10T05:47:56Z,4257940187,56,Back,4257940193,212,27.1,4257940197,1,,4257940189,140,36.9,4257940185,107,,4257940191,141,88.0,4257940195,213,5.9,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028623,10,1,1,0,32,82kapkjwonlv9j1ui0ytv5sii,0,71.7,7.7,2023-05-07T11:00:39.673Z,2023-05-10T05:47:59Z,4257940281,3,,4257940285,140,84.5,4257940291,213,0.5,4257940289,212,15.7,4265704981,388,,4257940283,56,Right,4257940287,141,19.5,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028641,8,1,1,0,33,b3vbyitzi3nrw9ehj1eoko219,0,22.3,78.5,2023-05-07T11:00:41.064Z,2023-05-10T05:48:04Z,4257940391,140,55.3,4257940395,212,36.2,4257940399,1,,4257940389,56,Center,4265705023,178,,4257940387,157,,4257940393,141,62.9,4257940397,213,6.0,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028655,11,1,1,0,36,82kapkjwonlv9j1ui0ytv5sii,0,50.6,37.1,2023-05-07T11:00:43.445Z,2023-05-10T05:48:08Z,4257940483,3,,4257940493,213,6.2,4257940487,140,76.3,4265705089,178,,4257940491,212,27.1,4257940485,56,Center,4257940489,141,32.8,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028699,9,1,1,0,37,b3vbyitzi3nrw9ehj1eoko219,1,27.4,73.5,2023-05-07T11:00:45.066Z,2023-05-10T05:48:16Z,4257940725,56,Back,4265705221,178,,4257940733,213,6.2,4257940729,141,72.3,4257940731,212,17.0,4257940727,140,43.6,4257940723,3,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028701,10,50,1,0,41,b3vbyitzi3nrw9ehj1eoko219,1,43.8,83,2023-05-07T11:00:48.544Z,2023-05-10T05:48:28Z,4257940881,233,12,4257940737,56,Back,4257940739,286,,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028715,12,7,1,0,41,82kapkjwonlv9j1ui0ytv5sii,1,56.2,17,2023-05-07T11:00:48.743Z,2023-05-10T05:48:36Z,4257940867,233,10,4265705499,178,,4257940813,56,Right,4263619931,383,,4257940819,285,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028721,13,49,1,0,43,82kapkjwonlv9j1ui0ytv5sii,1,55.3,14.1,2023-05-07T11:00:50.502Z,2023-05-10T05:48:41Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028751,14,1,1,0,43,82kapkjwonlv9j1ui0ytv5sii,1,55.3,14.1,2023-05-07T11:00:50.518Z,2023-05-10T05:48:44Z,4257940997,56,Back,4257941001,141,10.0,4265705657,178,,4257941005,213,3.3,4257940999,140,37.8,4257941003,212,18.6,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028787,15,1,1,0,46,82kapkjwonlv9j1ui0ytv5sii,0,38.2,7.7,2023-05-07T11:00:53.437Z,2023-05-10T05:48:49Z,4257941177,56,Right,4257941181,141,13.7,4257941185,213,0.1,4265705707,178,,4257941179,140,76.7,4257941183,212,40.6,4257941175,155,,4257941187,1,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028807,11,44,1,0,48,b3vbyitzi3nrw9ehj1eoko219,1,21.2,84.4,2023-05-07T11:00:55.823Z,2023-05-10T06:32:44Z,4257941291,233,16,4257941277,56,Back,4257941279,285,,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028801,16,44,1,0,48,82kapkjwonlv9j1ui0ytv5sii,0,78.8,15.6,2023-05-07T11:00:55.824Z,2023-05-10T05:48:51Z,4257941243,286,,4257941331,233,11,4257941241,56,Right,,,,,,,,,,,,,,,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028815,12,1,1,0,48,b3vbyitzi3nrw9ehj1eoko219,0,19.4,82.6,2023-05-07T11:00:55.926Z,2023-05-10T06:32:44Z,4257941309,3,,4257941313,140,22.9,4257941317,212,13.7,4257941319,213,1.3,4265705813,388,,4257941311,56,Back,4257941315,141,100.0,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028821,13,5,1,0,51,b3vbyitzi3nrw9ehj1eoko219,0,21.6,101.6,2023-05-07T11:00:58.647Z,2023-05-10T05:48:58Z,4257941767,233,17,4257941351,347,,4257941349,56,Back,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028883,17,5,1,0,51,82kapkjwonlv9j1ui0ytv5sii,1,78.4,-1.6,2023-05-07T11:00:58.647Z,2023-05-10T05:48:58Z,4257941719,347,,4257941739,233,13,4257941715,56,Right,,,,,,,,,,,,,,,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029175,18,1,1,1,19,82kapkjwonlv9j1ui0ytv5sii,1,79.3,0,2023-05-07T11:01:26.743Z,2023-05-10T05:49:01Z,4257943251,213,2.8,4257943243,56,Right,4257943247,141,4.3,4257943241,107,,4257943245,140,69.5,4257943249,212,11.1,,,,,,,31xl77lt8tax7bta6s45p9fpx,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029263,19,1,1,1,22,82kapkjwonlv9j1ui0ytv5sii,1,70.3,4.6,2023-05-07T11:01:29.427Z,2023-05-10T05:49:13Z,4257945483,154,,4263620275,20,,4257943701,1,,4257943695,141,47.8,4257945481,210,13,4265705955,178,,4257943697,212,34.9,4257943687,2,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,1,4257943693,140,88.2,4257943689,155,4263620273,224,4257943699,213,1.0,4257943691,56,Center,,,,,,,,,,,,,,,,,,
2545029269,20,13,1,1,23,82kapkjwonlv9j1ui0ytv5sii,1,87.5,53.9,2023-05-07T11:01:31.284Z,2023-05-10T05:49:13Z,4257945503,230,97.5,4257943725,56,Center,4257945299,328,,4265706047,388,,4257945501,103,69.4,4257945495,55,19,4257945493,154,,4257945295,15,,bydla0otire1a58193o1buqjt,J. Shipley,,4257943721,17,,4257945499,102,4257945489,74,4257945491,29,,4257943717,22,,53.8,4257945505,231,50.5,,,,,,,,,,,,,,
2545029243,14,5,1,1,26,b3vbyitzi3nrw9ehj1eoko219,1,-0.9,43.8,2023-05-07T11:01:33.645Z,2023-05-10T05:49:17Z,4257943597,346,,4257943833,233,21,4257943595,56,Back,,,,,,,,,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029287,21,5,1,1,26,82kapkjwonlv9j1ui0ytv5sii,0,100.9,56.2,2023-05-07T11:01:33.645Z,2023-05-10T05:49:16Z,4257943819,346,,4257943817,56,Center,4257943837,233,14,,,,,,,,,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029639,15,1,1,1,53,b3vbyitzi3nrw9ehj1eoko219,0,5,37,2023-05-07T11:02:01.148Z,2023-05-10T05:49:19Z,4257945655,124,,4257945669,74,,4257945665,213,6.1,4257945659,140,64.0,4257945661,141,17.6,4257945667,1,,4257945663,212,63.3,4257945657,56,Right,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029675,22,1,1,1,57,82kapkjwonlv9j1ui0ytv5sii,1,39,72.9,2023-05-07T11:02:05.382Z,2023-05-10T05:49:25Z,4265706165,388,,4257945853,56,Left,4257945857,141,89.3,4257945851,3,,4257945855,140,66.1,4257945861,212,30.6,4257945865,213,0.4,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029707,23,1,1,1,59,82kapkjwonlv9j1ui0ytv5sii,1,66.1,89.3,2023-05-07T11:02:07.269Z,2023-05-10T05:49:34Z,4257946039,141,74.1,4257946041,212,33.1,4257946045,1,,4257946035,56,Back,4257946033,3,,4257946037,140,36.2,4257946043,213,3.5,4265706225,178,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029711,24,49,1,2,1,82kapkjwonlv9j1ui0ytv5sii,1,37.5,75,2023-05-07T11:02:09.324Z,2023-05-10T05:49:37Z,,,,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029733,25,1,1,2,1,82kapkjwonlv9j1ui0ytv5sii,0,37.5,75,2023-05-07T11:02:09.371Z,2023-05-10T05:49:40Z,4257946197,213,6.2,4257946193,141,72.6,4257946187,155,,4257946195,212,35.7,4257946191,140,71.5,4257946189,56,Center,4257946199,1,,4265706315,178,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029747,16,44,1,2,3,b3vbyitzi3nrw9ehj1eoko219,1,28.6,30.6,2023-05-07T11:02:11.173Z,2023-05-10T06:32:44Z,4257946261,56,Back,4257946275,233,26,4257946263,285,,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029743,26,44,1,2,3,82kapkjwonlv9j1ui0ytv5sii,0,71.4,69.4,2023-05-07T11:02:11.174Z,2023-05-10T05:49:44Z,4257946243,286,,4257946373,233,16,4257946241,56,Center,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029751,17,1,1,2,3,b3vbyitzi3nrw9ehj1eoko219,1,32.8,23.9,2023-05-07T11:02:11.200Z,2023-05-10T06:32:45Z,4257946295,140,30.2,4257946291,3,,4257946299,212,8.0,4265706443,388,,4257946301,213,1.9,4257946297,141,34.9,4257946293,56,Back,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029789,18,1,1,2,6,b3vbyitzi3nrw9ehj1eoko219,0,33.2,44.6,2023-05-07T11:02:13.444Z,2023-05-10T05:49:53Z,4257946531,141,45.2,4257946535,213,0.0,4257946527,56,Back,4265706493,178,,4257946525,3,,4257946533,212,14.1,4257946529,140,46.6,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029797,27,1,1,2,7,82kapkjwonlv9j1ui0ytv5sii,1,61.1,69.6,2023-05-07T11:02:14.868Z,2023-05-10T05:50:07Z,4265706687,388,,4257946587,141,68.5,4257946583,56,Back,4257946585,140,38.5,4257946591,213,3.2,4257946581,3,,4257946589,212,23.7,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029823,28,1,1,2,8,82kapkjwonlv9j1ui0ytv5sii,0,38.5,68.5,2023-05-07T11:02:15.890Z,2023-05-10T05:50:11Z,4257946699,140,60.8,4257946701,141,82.3,4257946705,213,0.4,4265706737,178,,4257946697,56,Left,4257946703,212,25.2,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546490147,888,67,1,2,9,b3vbyitzi3nrw9ehj1eoko219,1,43.5,34.9,2023-05-07T11:02:16.923Z,2023-05-10T06:32:45Z,4265726135,233,847,,,,,,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546490145,847,67,1,2,9,82kapkjwonlv9j1ui0ytv5sii,0,56.5,65.1,2023-05-07T11:02:16.924Z,2023-05-10T06:12:10Z,4265726143,233,888,,,,,,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029869,19,8,1,2,9,b3vbyitzi3nrw9ehj1eoko219,1,44.1,34.6,2023-05-07T11:02:16.925Z,2023-05-10T06:32:45Z,4265706807,178,,4263621045,383,,4257946915,56,Back,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029867,30,1,1,2,10,82kapkjwonlv9j1ui0ytv5sii,1,43.3,92.1,2023-05-07T11:02:17.802Z,2023-05-10T05:50:21Z,4257946909,212,7.3,4265706861,178,,4257946905,140,40.7,4257946903,56,Back,4257946907,141,82.2,4257946911,213,4.3,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546086563,819,61,1,2,11,82kapkjwonlv9j1ui0ytv5sii,1,43,81.3,2023-05-07T11:02:18.619Z,2023-05-10T05:50:25Z,4263621149,56,Back,4265706919,178,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029849,29,43,1,2,11,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-05-07T11:02:18.906Z,2023-05-07T11:02:58Z,4257946827,140,45.1,4257949569,144,1,4257946831,212,19.5,4257946829,141,96.8,4257946833,213,2.6,4257946825,56,Back,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029961,31,1,1,2,13,82kapkjwonlv9j1ui0ytv5sii,1,28.9,72.4,2023-05-07T11:02:20.752Z,2023-05-10T05:50:32Z,4257947361,140,15.4,4257947365,141,46.4,4257947369,212,22.7,4265707003,178,,4257947373,213,4.0,4257947357,56,Back,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030011,32,1,1,2,18,82kapkjwonlv9j1ui0ytv5sii,0,13.1,33.6,2023-05-07T11:02:25.804Z,2023-05-10T05:50:43Z,4257947569,141,36.1,4257947575,1,,4257947571,212,56.6,4257947565,56,Center,4265707109,178,,4257947563,155,,4257947567,140,67.0,4257947573,213,0.0,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030035,20,44,1,2,22,b3vbyitzi3nrw9ehj1eoko219,1,31,69.4,2023-05-07T11:02:29.690Z,2023-05-10T06:32:46Z,4257947691,285,,4257947689,56,Back,4257947693,233,33,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030015,33,44,1,2,22,82kapkjwonlv9j1ui0ytv5sii,0,69,30.6,2023-05-07T11:02:29.691Z,2023-05-10T05:50:48Z,4257947587,56,Center,4257947589,286,,4257947699,233,20,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030041,21,1,1,2,22,b3vbyitzi3nrw9ehj1eoko219,0,29.1,74.8,2023-05-07T11:02:29.746Z,2023-05-10T06:32:46Z,4257947707,56,Left,4257947715,213,0.6,4257947711,141,100.0,4257947713,212,30.8,4257947709,140,52.6,4265707261,178,,4257947705,3,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030043,22,5,1,2,24,b3vbyitzi3nrw9ehj1eoko219,0,56.8,101.8,2023-05-07T11:02:32.171Z,2023-05-10T05:50:57Z,4257947737,347,,4257948325,233,34,4257947735,56,Left,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030145,34,5,1,2,24,82kapkjwonlv9j1ui0ytv5sii,1,43.2,-1.8,2023-05-07T11:02:32.171Z,2023-05-10T05:50:57Z,4257948307,56,Back,4257948319,233,22,4257948309,347,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
