id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,keyPass
2499131303,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-21T14:14:03.366Z,2023-01-23T16:16:05Z,3987191429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3987191445,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987191421,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3987191425,130,4,3987191419,30,"dgcocw72ey734nwc3omi02sid, 5kg7eu8b1wktru5ohpid8e9qt, 5j1eftktnca9eso1vvhu2hf55, 43knl3z17afypz27sz4qzkxnu, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, cwimbfv671qph6cxdcl32elzp, c3a6jpeg16b9zn02uf1yf9cyx, 4luphb29oi2p9ftkag6xb69jp, 41ntkkxxtjznfdz7966j64161, cqgg8fu39fn7k9blog2zjpk2x, 3x8j3d4oygoxsu75ipz0idt6, 5vi8t2fffmk5kjfukazcmyo5x, 693vankfkq50hufuwcz7hu8r9, es83awo143gzdm1ohwqwpmjf9, bn65q0jh5fmyit8g8y4k9wsq2, dirgn9z2tdz1603md8x3dni6t, 2r64ekro7ydonu8jg7s12xyei",3987191441,197,16115,3987191435,194,c3a6jpeg16b9zn02uf1yf9cyx,3987191423,59,"31, 2, 12, 25, 5, 23, 4, 7, 21, 11, 17, 3, 6, 8, 9, 22, 24, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499132389,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-21T14:15:41.557Z,2023-01-21T14:44:10Z,3987197369,194,8uch2zjj8vxmfi2l544j5ipxx,3987197361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3987197359,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9j8icoctjp1icwle91r62q76x, 9qeg65oa5skmypxvt73vckfrp, 1vfuzp09s9oj95ruav4ln9ch6, 9r28zj6fz3z8dzojktwambsut, 8uch2zjj8vxmfi2l544j5ipxx, bhtwzoyaqug2p0ezr7c6wxuui, 6evqqxq5e0y1uvigg6bss4frp, 2uids8ea8jv4r62psqj37x3e2, am8ws7w5mpzvbnb8bvvztbpwp, 12zn29b1dqhexzrkvm43yuiac, 3jitoqthsisleiprkhni7gycp, 9mgcugydtvdr5wk7qii9wpd2i, 9y8gvjzrsvgxkcfvq99mivdyi, 7wgynxj11urhizi5r3girip2i, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu",3987197365,130,4,3987197367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3987197373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987197371,197,2083,3987197363,59,"1, 2, 21, 14, 4, 33, 6, 28, 9, 10, 12, 29, 7, 16, 19, 20, 22, 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167319,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-21T15:00:52.990Z,2023-01-21T15:00:53Z,3987371785,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167329,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-21T15:00:52.990Z,2023-01-23T21:54:43Z,3987371853,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167339,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,50.3,50.5,2023-01-21T15:00:53.117Z,2023-01-23T22:25:07Z,3992508225,178,,3987371871,213,3.1,3987371863,56,Back,3987371869,212,14.4,3987371867,141,51.1,3987371865,140,36.6,3987371873,279,S,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167391,4,1,1,0,2,17zuelixesst1z59fwcix2dil,0,34.2,50.6,2023-01-21T15:00:55.689Z,2023-01-23T22:25:21Z,3987372169,141,53.0,3987372165,56,Back,3987372167,140,40.5,3987372173,213,0.2,3987372171,212,6.8,3987372163,155,,3992508327,178,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167435,3,61,1,0,2,8w89tsles26jm12aoelwvlttt,1,59.1,38.3,2023-01-21T15:00:55.883Z,2023-01-23T22:25:33Z,3992508401,388,,3992508399,21,,3987372369,56,Center,,,,,,,,,,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167455,5,1,1,0,4,17zuelixesst1z59fwcix2dil,0,40.4,60.9,2023-01-21T15:00:57.970Z,2023-01-23T22:25:40Z,3987372447,56,Center,3987372453,212,27.8,3992008595,1,,3992508459,178,,3987372449,140,65.1,3987372455,213,0.4,3992008593,157,,3987372451,141,75.6,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167491,4,1,1,0,6,8w89tsles26jm12aoelwvlttt,0,46.9,38.8,2023-01-21T15:00:59.408Z,2023-01-23T22:25:56Z,3987372623,140,55.2,3987372635,213,6.3,3992508605,178,,3987372627,141,38.5,3992009357,1,,3987372633,212,8.7,3992009355,157,,3987372621,56,Center,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167489,6,44,1,0,8,17zuelixesst1z59fwcix2dil,1,45.5,65.4,2023-01-21T15:01:01.638Z,2023-01-24T09:44:36Z,3987372609,285,,3987372607,56,Back,3987372707,233,5,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
