id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2497983613,769,67,1,0,6,8rfydplrc9ki0sirqi0drcybk,1,61.2,94,2023-01-14T15:00:21.810Z,2023-01-16T10:57:43Z,3981161033,233,878,,,,,,,,,,,,,,,,,,,,,,e4xeswr8cpdkmlhijuf7oonsa,C. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497983607,878,67,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,0,38.8,6,2023-01-14T15:00:21.811Z,2023-01-16T10:29:25Z,3981161045,233,769,,,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211839,4,3,1,0,8,8rfydplrc9ki0sirqi0drcybk,0,63.2,96.8,2023-01-14T15:00:23.517Z,2023-01-16T10:02:02Z,3977030547,56,Left,3977030549,286,,3981129537,178,,3980467709,465,,3980650331,233,7,,,,,,,,,,e4xeswr8cpdkmlhijuf7oonsa,C. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211851,7,7,1,0,8,ahm0t06rup1bkd9z0mxl2lmph,1,36.8,3.2,2023-01-14T15:00:23.542Z,2023-01-16T10:02:07Z,3981129609,178,,3977030623,56,Back,3980467141,385,,3977030627,285,,3977030619,167,,3977030715,233,4,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211875,5,5,1,0,9,8rfydplrc9ki0sirqi0drcybk,1,64.8,102,2023-01-14T15:00:24.900Z,2023-01-16T10:02:11Z,3977030741,347,,3977035833,233,8,3977030739,56,Left,,,,,,,,,,,,,,,,e4xeswr8cpdkmlhijuf7oonsa,C. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211863,8,5,1,0,9,ahm0t06rup1bkd9z0mxl2lmph,0,35.2,-2,2023-01-14T15:00:24.900Z,2023-01-16T10:02:12Z,3977035841,233,5,3977030673,347,,3977030671,56,Back,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212051,7,1,1,0,24,8rfydplrc9ki0sirqi0drcybk,1,63.8,100,2023-01-14T15:00:39.539Z,2023-01-16T10:02:15Z,3977031601,213,5.1,3977031597,141,83.6,3977036127,107,,3977031593,56,Left,3977031599,212,13.7,3977031595,140,69.2,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212061,8,1,1,0,25,8rfydplrc9ki0sirqi0drcybk,1,69.2,83.6,2023-01-14T15:00:40.845Z,2023-01-16T10:02:26Z,3977031643,212,2.2,3977031645,213,4.1,3977031633,56,Left,3977031635,140,68.0,3977031639,141,80.9,3977031713,156,,3981129815,21,,3981129813,388,,e4xeswr8cpdkmlhijuf7oonsa,C. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212177,9,4,1,0,27,8rfydplrc9ki0sirqi0drcybk,1,71.2,72.3,2023-01-14T15:00:42.416Z,2023-01-16T10:02:32Z,3977032153,56,Center,3977032157,265,,3977032155,152,,3977032159,286,,3977032151,13,,3977032161,233,9,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212157,9,4,1,0,27,ahm0t06rup1bkd9z0mxl2lmph,0,28.8,27.7,2023-01-14T15:00:42.417Z,2023-01-16T10:02:32Z,3977032053,285,,3977032051,265,,3977032179,233,9,3977032047,56,Back,3977032045,13,,3981129879,178,,3977032049,152,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213115,10,13,1,1,16,8rfydplrc9ki0sirqi0drcybk,1,69.8,68.1,2023-01-14T15:01:31.832Z,2023-01-16T10:02:35Z,3977037849,74,,3977036827,56,Center,3977037857,230,98.4,3977037851,102,55.0,3977037255,20,,3977036823,26,,3977036825,18,,3977037853,103,61.1,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,3977037859,231,49.8,3977037855,458,3981129915,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213127,10,5,1,1,18,ahm0t06rup1bkd9z0mxl2lmph,1,-0.5,43.6,2023-01-14T15:01:33.347Z,2023-01-16T10:02:38Z,3977036973,233,11,3977036883,346,,3977036879,56,Back,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213141,11,5,1,1,18,8rfydplrc9ki0sirqi0drcybk,0,100.5,56.4,2023-01-14T15:01:33.347Z,2023-01-16T10:02:37Z,3977036951,346,,3977036949,56,Center,3977037003,233,10,,,,,,,,,,,,,,,,e4xeswr8cpdkmlhijuf7oonsa,C. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213445,11,1,1,1,28,ahm0t06rup1bkd9z0mxl2lmph,1,4.1,50,2023-01-14T15:01:43.833Z,2023-01-16T10:02:41Z,3977038475,212,18.3,3977038471,140,8.0,3977038473,141,76.3,3977038477,213,1.3,3977038469,56,Back,3977038481,237,,3977038467,124,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213519,12,1,1,1,33,ahm0t06rup1bkd9z0mxl2lmph,0,23,84.2,2023-01-14T15:01:49.030Z,2023-01-16T10:02:43Z,3977038799,155,,3977038811,1,,3977038803,140,86.0,3977038807,212,66.7,3977038805,141,71.7,3977038801,56,Center,3977039427,4,,3977038809,213,6.2,50c2v0l2cmkh82vso5tnjv3yt,S. Long,3981130027,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213515,12,52,1,1,37,8rfydplrc9ki0sirqi0drcybk,1,15.1,28.3,2023-01-14T15:01:52.548Z,2023-01-16T10:02:49Z,3981130103,178,,3980494999,377,,,,,,,,,,,,,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213753,13,80,1,1,45,8rfydplrc9ki0sirqi0drcybk,0,13.2,38.3,2023-01-14T15:02:00.918Z,2023-01-16T10:02:54Z,3981130183,178,,,,,,,,,,,,,,,,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213953,14,1,1,1,47,8rfydplrc9ki0sirqi0drcybk,0,13.6,34.9,2023-01-14T15:02:02.954Z,2023-01-16T10:02:57Z,3977040877,212,63.4,3977040873,140,73.0,3977040871,56,Right,3977040879,213,6.1,3977040875,141,18.3,3981130203,178,,3977040881,1,,3977040869,155,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213905,13,44,1,1,50,ahm0t06rup1bkd9z0mxl2lmph,1,32.6,81.1,2023-01-14T15:02:05.636Z,2023-01-16T10:57:44Z,3977040991,233,15,3977040679,56,Back,3977040683,285,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213963,15,44,1,1,50,8rfydplrc9ki0sirqi0drcybk,0,67.4,18.9,2023-01-14T15:02:05.637Z,2023-01-16T10:03:01Z,3977040921,286,,3977040919,56,Right,3977041005,233,13,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213945,14,1,1,1,50,ahm0t06rup1bkd9z0mxl2lmph,0,38.1,80.5,2023-01-14T15:02:05.674Z,2023-01-16T10:57:45Z,3977040851,213,6.3,3981130277,388,,3977040841,56,Left,3977040849,212,19.6,3977040845,140,56.8,3977040847,141,80.0,3977040839,3,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214007,16,1,1,1,52,8rfydplrc9ki0sirqi0drcybk,0,43.4,19,2023-01-14T15:02:07.753Z,2023-01-16T10:03:08Z,3977041137,56,Right,3981130317,178,,3977041139,140,60.8,3977041143,212,18.6,3977041145,213,6.1,3977041141,141,13.9,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497984061,898,67,1,1,53,ahm0t06rup1bkd9z0mxl2lmph,1,32.2,86.7,2023-01-14T15:02:09.016Z,2023-01-16T10:57:45Z,3981163627,233,775,,,,,,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497984059,775,67,1,1,53,8rfydplrc9ki0sirqi0drcybk,0,67.8,13.3,2023-01-14T15:02:09.017Z,2023-01-16T10:31:36Z,3981163643,233,898,,,,,,,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214001,15,8,1,1,53,ahm0t06rup1bkd9z0mxl2lmph,1,35.8,88.7,2023-01-14T15:02:09.018Z,2023-01-16T10:57:45Z,3980495907,385,,3981130351,178,,3977041105,56,Back,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214105,16,49,1,1,55,ahm0t06rup1bkd9z0mxl2lmph,1,48.9,88.1,2023-01-14T15:02:10.810Z,2023-01-16T10:03:21Z,,,,,,,,,,,,,,,,,,,,,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214133,17,45,1,1,57,8rfydplrc9ki0sirqi0drcybk,0,56,15.4,2023-01-14T15:02:12.384Z,2023-01-16T10:03:26Z,3977042177,233,17,3977041773,285,,3977041771,56,Right,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214195,17,3,1,1,57,ahm0t06rup1bkd9z0mxl2lmph,1,44,84.6,2023-01-14T15:02:12.384Z,2023-01-16T10:03:25Z,3977042125,233,17,3980496347,464,,3977042027,56,Back,3977042029,286,,3981130465,178,,,,,,,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214201,18,61,1,1,59,ahm0t06rup1bkd9z0mxl2lmph,0,33.6,80.8,2023-01-14T15:02:15.179Z,2023-01-16T10:03:33Z,3977042049,56,Back,3981130579,178,,,,,,,,,,,,,,,,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214253,19,49,1,2,1,8rfydplrc9ki0sirqi0drcybk,1,70.6,20.4,2023-01-14T15:02:16.633Z,2023-01-16T10:03:38Z,,,,,,,,,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214247,18,43,1,2,2,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-01-14T15:02:17.303Z,2023-01-15T18:12:35Z,3977042251,56,Right,3977042297,285,0,3980497369,144,7,3977042287,233,18,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214371,20,1,1,2,5,8rfydplrc9ki0sirqi0drcybk,0,90,18.2,2023-01-14T15:02:20.226Z,2023-01-16T10:03:42Z,3977042867,56,Center,3980497943,387,,3977042871,141,49.1,3980497945,20,,3981130673,178,,3977042869,140,96.3,3977042941,233,19,3977042865,155,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,3977042863,2,,3977042875,213,3977042873,212,1.3,22.0,3980497941,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214381,19,11,1,2,6,ahm0t06rup1bkd9z0mxl2lmph,1,4.5,49.9,2023-01-14T15:02:21.495Z,2023-01-16T10:03:52Z,3981130779,388,,3980498013,378,,3977042895,56,Back,3977042897,88,,3977042993,233,20,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214615,20,1,1,2,10,ahm0t06rup1bkd9z0mxl2lmph,1,10.5,39.7,2023-01-14T15:02:26.122Z,2023-01-16T10:04:24Z,3977044029,123,,3981131083,178,,3977044039,213,5.3,3977044031,56,Back,3977044035,141,7.1,3977044037,212,27.4,3977044033,140,25.9,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214699,21,1,1,2,13,ahm0t06rup1bkd9z0mxl2lmph,1,20.5,15.5,2023-01-14T15:02:28.468Z,2023-01-16T10:04:27Z,3981131109,178,,3977044381,213,2.3,3977044373,56,Back,3977044377,141,25.0,3977044375,140,15.2,3977044379,212,8.5,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214775,22,1,1,2,17,ahm0t06rup1bkd9z0mxl2lmph,1,20.7,24.7,2023-01-14T15:02:32.839Z,2023-01-16T10:04:35Z,3977044787,212,32.1,3981131161,178,,3977044791,1,,3977044783,140,18.9,3977044789,213,1.6,3977044781,56,Back,3977044785,141,71.8,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214873,23,1,1,2,20,ahm0t06rup1bkd9z0mxl2lmph,1,21.9,74.5,2023-01-14T15:02:36.101Z,2023-01-16T10:04:39Z,3977045267,56,Back,3977045273,212,20.4,3977045271,141,94.8,3977045275,213,0.7,3977045269,140,36.2,3981131195,178,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214987,24,1,1,2,23,ahm0t06rup1bkd9z0mxl2lmph,0,52.7,96.6,2023-01-14T15:02:38.981Z,2023-01-16T10:04:41Z,3977045791,141,82.9,3977045799,1,,3977045787,56,Left,3981131207,178,,3977045795,212,40.6,3977045797,213,6.1,3977045789,140,90.3,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215019,21,49,1,2,27,8rfydplrc9ki0sirqi0drcybk,1,10.6,16.5,2023-01-14T15:02:42.393Z,2023-01-16T10:04:46Z,,,,,,,,,,,,,,,,,,,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215111,22,1,1,2,28,8rfydplrc9ki0sirqi0drcybk,1,10.6,16.5,2023-01-14T15:02:43.792Z,2023-01-16T10:04:49Z,3977046503,212,5.6,3977046501,141,10.0,3977046505,213,5.4,3977046497,56,Back,3981131279,178,,3977046499,140,13.8,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215217,23,1,1,2,31,8rfydplrc9ki0sirqi0drcybk,1,17.8,8.8,2023-01-14T15:02:46.727Z,2023-01-16T10:04:52Z,3977047019,213,1.7,3977047011,141,24.6,3977047015,212,10.8,3981131305,178,,3977047009,140,16.6,3977047005,56,Back,,,,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215303,24,1,1,2,34,8rfydplrc9ki0sirqi0drcybk,0,19.8,18.6,2023-01-14T15:02:49.385Z,2023-01-16T10:04:56Z,3981131357,178,,3977047483,155,,3977047495,1,,3977047487,140,58.4,3977047491,212,43.0,3977047485,56,Center,3977047493,213,0.3,3977047489,141,39.6,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215361,25,1,1,2,36,ahm0t06rup1bkd9z0mxl2lmph,0,38.9,56,2023-01-14T15:02:51.403Z,2023-01-16T10:05:22Z,3977047847,56,Center,3977047849,140,54.2,3977047845,3,,3981131655,178,,3977047853,212,18.5,3977047851,141,69.6,3977047855,213,0.5,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215565,26,4,1,2,39,ahm0t06rup1bkd9z0mxl2lmph,1,54,72.2,2023-01-14T15:02:54.297Z,2023-01-16T10:33:48Z,3977049035,152,,3977049033,56,Center,3977049037,286,,3977050995,233,26,3977049025,13,,3977049029,295,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215571,26,4,1,2,39,8rfydplrc9ki0sirqi0drcybk,0,46,27.8,2023-01-14T15:02:54.298Z,2023-01-16T10:33:47Z,3977049065,295,,3977049069,152,,3977049063,13,,3977049067,56,Back,3977050929,285,,3981131983,178,,3977051109,233,26,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215453,25,43,1,2,43,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-01-14T15:02:59.172Z,2023-01-14T17:00:48Z,3978033841,144,55,,,,,,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
