id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2540654127,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-29T13:12:39.751Z,2023-04-29T14:04:36Z,4234599677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234599669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4234816385,197,12149,4234599673,130,13,4234599675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4234599671,59,"1, 21, 3, 24, 15, 2, 26, 12, 18, 11, 19, 6, 9, 22, 28, 31, 32, 37",4234599667,30,"9tlowuu89l3fnv5iowela1ca2, 6g8w8yuvkuayxcegsvzcjmmzt, 91mshvbc4rk9cf0chhgukakiy, 1y7e8a23pc4xlc6ori1o1b8tm, dwp8bqc4rdleti92n0s6q9rdh, 5mx96hmn7ophhuvmybmf1esid, 5dsht0mnmpm2asallpju46ms5, cz9jf3ozld7o0hns2xmn54b56, 43dtg3eg858i3agncnpq3p1wp, 33eqc4ye34v5r0ix9cqg9fo4p, 4wzaq9gqohygfo22tjibldfjd, 76j19abwcie5w5hptkewlh0bt, 4db9vewyt9kiqtqd5e0rloodm, 94pt7ikxi5cdjhbqf7vi9xg4p, uc2ekz3foqyl9djmicme4t4a, e7wnuabfcue5japm1i85fs02y, 322ut6dhdlh98w6dh7a2wcmqc, 9l63vr1jzhipe0hqerepcevbo",4234629637,194,5mx96hmn7ophhuvmybmf1esid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540654321,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-04-29T13:12:49.922Z,2023-04-29T13:57:56Z,4234600715,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4234600713,130,8,4234600717,194,af0te77bq4mgr7rkkqateiswl,4234600707,30,"af0te77bq4mgr7rkkqateiswl, b1or5u4dfuf4pvg7cgqnp3nxl, babqz0ziyoyw9ycgxh4stfh0p, dhty303ilcb4cocqv68324xk9, 3nxrsmys3v8ci6xeqsx8yaac5, cqbxzfg7eb97z1rx01kms6ay1, 8f5io2957l6ye5u7bsan0ecfe, 1225w9qp3uzp1fkblmyidsfhm, 3ft5brlvxvw8otiyjppxkk6ad, b9apqidquztaojf6e3my6v7bp, 5pf4sma6x95qcuhx6wmqqzu1h, a69q0jj7tjwzxpo6b4i1ed3h1, ncyqchqipvfl6nhgecnw3giy, 5x46bjvslvsozkw1o5ddni12h, 6s5n6ri7p16dbqb35b2dpl0wl, b6p7xeo6oeep33e6fgt3h3gt1, a06js9xdgcoqq2mjjp9bbozu2, 1vni33hvf1nchb5gou5n5b2i2",4234808303,197,4867,4234600709,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4234600719,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234600711,59,"1, 21, 3, 4, 5, 16, 15, 22, 9, 8, 14, 6, 7, 10, 12, 18, 20, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697733,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-04-29T14:00:56.108Z,2023-05-01T11:57:43Z,4234817373,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697801,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-29T14:00:56.108Z,2023-04-29T14:00:59Z,4234817703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540764431,262,1,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,50.1,49.7,2023-04-29T14:00:56.149Z,2023-05-01T12:08:12Z,4235170077,56,Back,4235170081,141,49.9,4235170663,279,S,4235170087,213,3.1,4235170079,140,38.9,4235170083,212,11.8,4243070973,178,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697887,3,1,1,0,2,8xeuwzxnm7hdlbjjuezgfkz3w,0,35.9,36,2023-04-29T14:00:58.761Z,2023-05-01T12:08:21Z,4234818151,141,57.6,4234818149,140,76.3,4243071253,178,,4234818157,1,,4234818147,56,Center,4234818153,212,44.9,4234818145,155,,4234818155,213,0.3,1225w9qp3uzp1fkblmyidsfhm,J. Austerfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697991,3,1,1,0,5,b3vbyitzi3nrw9ehj1eoko219,1,22.3,26.6,2023-04-29T14:01:01.766Z,2023-05-01T12:08:48Z,4234818625,213,4.9,4234818617,56,Back,4234818623,212,15.7,4243072195,178,,4234818615,3,,4234818621,141,3.8,4234818619,140,24.6,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697995,4,49,1,0,8,b3vbyitzi3nrw9ehj1eoko219,1,24.6,3.8,2023-04-29T14:01:04.807Z,2023-05-01T12:08:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698069,5,1,1,0,8,b3vbyitzi3nrw9ehj1eoko219,0,24.6,3.8,2023-04-29T14:01:04.886Z,2023-05-01T12:09:00Z,4234819019,212,49.5,4234819013,56,Right,4235388355,157,,4234819015,140,71.4,4234819027,1,,4243072643,178,,4234819017,141,12.8,4234819023,213,0.1,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698041,4,49,1,0,11,8xeuwzxnm7hdlbjjuezgfkz3w,1,34.3,85.9,2023-04-29T14:01:08.016Z,2023-05-01T12:09:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
