id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,keyPass,qualifier/14/value,qualifier/18/value,assist,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId
2524425225,7,1,1,0,6,ejm092fnt9zoxbpuklzd52ji8,0,60.2,91.4,2023-03-25T15:00:25.430Z,2023-03-28T10:16:16Z,4122790541,141,62.0,4122790545,213,5.0,4122790543,212,20.8,4140080733,388,,4122790539,140,65.8,4122790537,56,Center,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425231,5,1,1,0,8,80jtkz2echk6yyyb9e2595cxr,1,35.6,25.6,2023-03-25T15:00:26.978Z,2023-03-27T12:27:28Z,4122790567,212,9.7,4122790561,56,Back,4122790569,213,0.8,4131711093,178,,4122790565,141,35.7,4122790563,140,42.1,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425233,6,49,1,0,9,80jtkz2echk6yyyb9e2595cxr,1,42.1,35.7,2023-03-25T15:00:27.827Z,2023-03-27T12:27:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425255,7,1,1,0,11,80jtkz2echk6yyyb9e2595cxr,1,37.7,33.9,2023-03-25T15:00:29.898Z,2023-03-27T12:27:49Z,4122790659,141,78.1,4122790657,140,28.9,4122790663,213,1.9,4131722031,178,,4122790655,56,Back,4122790661,212,31.4,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425269,8,1,1,0,15,80jtkz2echk6yyyb9e2595cxr,1,29.5,90.8,2023-03-25T15:00:33.629Z,2023-03-27T12:27:53Z,4131723451,178,,4122790731,212,24.9,4122790725,56,Left,4122790733,213,6.3,4122790727,140,53.2,4122790729,141,90.0,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425277,10,61,1,0,19,80jtkz2echk6yyyb9e2595cxr,1,48.8,95.6,2023-03-25T15:00:37.916Z,2023-03-27T12:28:12Z,4131732207,178,,4122790757,56,Back,,,,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425275,9,50,1,0,19,80jtkz2echk6yyyb9e2595cxr,1,50.5,95.3,2023-03-25T15:00:38.008Z,2023-03-27T13:23:32Z,4122790755,286,,4122790753,56,Left,4122790793,233,8,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425285,8,7,1,0,19,ejm092fnt9zoxbpuklzd52ji8,0,49.5,4.7,2023-03-25T15:00:38.279Z,2023-03-27T13:23:37Z,4122790777,56,Back,4122790779,285,,4122790785,233,9,4127777757,385,,4122790775,167,,4131728059,178,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425309,9,5,1,0,20,ejm092fnt9zoxbpuklzd52ji8,1,52.1,-1.2,2023-03-25T15:00:38.893Z,2023-03-27T12:28:20Z,4122790929,56,Right,4122790951,233,11,4122790931,347,,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425283,11,5,1,0,20,80jtkz2echk6yyyb9e2595cxr,0,47.9,101.2,2023-03-25T15:00:38.893Z,2023-03-27T12:28:20Z,4122790773,347,,4122790955,233,9,4122790771,56,Back,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425313,10,1,1,0,26,ejm092fnt9zoxbpuklzd52ji8,1,50.2,0,2023-03-25T15:00:44.491Z,2023-03-27T12:28:33Z,4122790967,212,11.3,4122790961,56,Back,4122790969,213,2.4,4122790959,107,,4122790965,141,10.4,4122790963,140,42.2,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425321,11,1,1,0,26,ejm092fnt9zoxbpuklzd52ji8,1,42.4,10.7,2023-03-25T15:00:45.429Z,2023-03-27T12:28:40Z,4122791001,56,Back,4122791007,212,7.0,4122791009,213,5.4,4122791005,141,2.8,4122791003,140,46.6,4131741777,178,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425323,12,1,1,0,28,ejm092fnt9zoxbpuklzd52ji8,1,46.6,2.8,2023-03-25T15:00:46.598Z,2023-03-27T12:28:44Z,4122791025,1,,4131744777,178,,4122791023,213,0.4,4122791013,157,,4122791015,56,Right,4122791021,212,30.3,4122791019,141,20.3,4122791017,140,73.1,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425329,13,44,1,0,31,ejm092fnt9zoxbpuklzd52ji8,1,71.6,29.4,2023-03-25T15:00:49.748Z,2023-03-27T23:48:34Z,4122791045,56,Center,4122791047,286,,4122791049,233,12,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425327,12,44,1,0,31,80jtkz2echk6yyyb9e2595cxr,0,28.4,70.6,2023-03-25T15:00:49.749Z,2023-03-27T12:28:51Z,4122791035,56,Back,4122791067,233,13,4122791039,285,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425333,14,1,1,0,31,ejm092fnt9zoxbpuklzd52ji8,0,73.1,20.3,2023-03-25T15:00:50.093Z,2023-03-27T23:48:34Z,4122791081,213,0.3,4122791073,56,Center,4122791075,140,83.4,4122791079,212,11.2,4122791069,3,,4122791077,141,24.4,4131751717,388,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425367,13,12,1,0,33,80jtkz2echk6yyyb9e2595cxr,1,12.1,62,2023-03-25T15:00:51.600Z,2023-03-27T12:29:05Z,4122791161,213,1.5,4122791155,140,13.2,4122791199,167,,4122791159,212,27.2,4122791157,141,100.0,4131758421,178,,4122791151,56,Back,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425385,14,5,1,0,34,80jtkz2echk6yyyb9e2595cxr,0,18.5,102,2023-03-25T15:00:53.377Z,2023-03-27T12:29:10Z,4122791229,233,15,4122791195,56,Back,4122791197,347,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425387,15,5,1,0,34,ejm092fnt9zoxbpuklzd52ji8,1,81.5,-2,2023-03-25T15:00:53.377Z,2023-03-27T12:29:09Z,4122791203,347,,4122791201,56,Right,4122791219,233,14,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425529,16,1,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,76.2,0,2023-03-25T15:01:12.512Z,2023-03-27T12:29:13Z,4122791689,107,,4122791697,212,9.0,4122791691,56,Right,4122791699,213,2.1,4122791695,141,9.2,4122791693,140,71.7,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425571,19,1,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,70.6,11.3,2023-03-25T15:01:13.434Z,2023-03-27T12:30:47Z,4122791873,56,Center,4131792889,178,,4122791875,140,65.4,4122791881,213,2.0,4122791879,212,13.3,4122791877,141,29.2,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425557,18,1,1,0,55,ejm092fnt9zoxbpuklzd52ji8,1,79.6,3.8,2023-03-25T15:01:14.226Z,2023-03-27T12:30:27Z,4122791811,140,70.6,4122791817,213,2.6,4131790403,178,,4122791809,56,Right,4122791815,212,10.7,4122791813,141,11.3,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425535,17,1,1,0,58,ejm092fnt9zoxbpuklzd52ji8,1,71.7,9.2,2023-03-25T15:01:16.692Z,2023-03-27T12:30:38Z,4122791723,141,3.8,4122791725,212,9.1,4131766377,178,,4122791727,213,5.9,4122791721,140,79.6,4122791719,56,Right,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425637,20,1,1,1,0,ejm092fnt9zoxbpuklzd52ji8,1,66.3,30.4,2023-03-25T15:01:18.550Z,2023-03-27T12:30:57Z,4122792163,56,Back,4122792173,1,,4122792165,140,45.5,4131801319,178,,4122792169,212,36.4,4122792171,213,2.2,4122792167,141,73.2,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425701,21,1,1,1,3,ejm092fnt9zoxbpuklzd52ji8,0,44.9,75.7,2023-03-25T15:01:21.979Z,2023-03-27T12:31:00Z,4122792473,212,56.3,4122792475,213,0.1,4131802669,178,,4122792465,157,,4122792469,140,98.0,4122792471,141,87.4,4122792477,1,,4122792467,56,Left,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425685,15,49,1,1,7,80jtkz2echk6yyyb9e2595cxr,1,5.6,12.3,2023-03-25T15:01:25.965Z,2023-03-27T13:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425733,16,12,1,1,9,80jtkz2echk6yyyb9e2595cxr,1,1.8,12.8,2023-03-25T15:01:27.559Z,2023-03-27T12:31:14Z,4122792583,213,4.9,4131811527,178,,4122792577,140,3.8,4122792579,141,0.0,4122792581,212,9.9,4122792575,56,Back,4122792611,167,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425737,17,5,1,1,9,80jtkz2echk6yyyb9e2595cxr,0,3.4,-1.4,2023-03-25T15:01:28.375Z,2023-03-27T12:31:18Z,4122793167,233,22,4122792599,56,Back,4122792601,347,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425833,22,5,1,1,9,ejm092fnt9zoxbpuklzd52ji8,1,96.6,101.4,2023-03-25T15:01:28.375Z,2023-03-27T12:31:18Z,4122793107,56,Left,4122793109,347,,4122793143,233,17,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425867,23,1,1,1,18,ejm092fnt9zoxbpuklzd52ji8,1,94.2,100,2023-03-25T15:01:37.083Z,2023-03-27T12:31:25Z,4122793273,212,10.2,4122793275,213,5.2,4122793265,107,,4122793269,140,98.6,4122793271,141,88.1,4122793267,56,Left,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425873,24,50,1,1,19,ejm092fnt9zoxbpuklzd52ji8,1,94.4,93.4,2023-03-25T15:01:37.962Z,2023-03-27T12:31:41Z,4122793437,233,18,4122793295,286,,4122793293,56,Left,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425895,18,7,1,1,20,80jtkz2echk6yyyb9e2595cxr,1,5.6,6.6,2023-03-25T15:01:39.440Z,2023-03-27T12:31:46Z,4127885605,385,,4131831357,178,,4122793395,167,,4122793399,285,,4122793433,233,24,4122793397,56,Back,,,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425899,19,5,1,1,21,80jtkz2echk6yyyb9e2595cxr,0,6.2,-1.4,2023-03-25T15:01:39.895Z,2023-03-27T12:31:50Z,4122793423,347,,4122793421,56,Back,4122794535,233,25,,,,,,,,,,,,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426127,25,5,1,1,21,ejm092fnt9zoxbpuklzd52ji8,1,93.8,101.4,2023-03-25T15:01:39.895Z,2023-03-27T12:31:50Z,4122794531,233,19,4122794529,347,,4122794527,56,Left,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426167,26,1,1,1,41,ejm092fnt9zoxbpuklzd52ji8,0,91.5,100,2023-03-25T15:01:59.769Z,2023-03-27T12:31:53Z,4122794675,107,,4122794687,1,,4122794681,141,58.7,4122794677,56,Center,4122794679,140,94.9,4122794683,212,29.3,4122794685,213,4.8,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426185,20,12,1,1,43,80jtkz2echk6yyyb9e2595cxr,1,6.8,39.2,2023-03-25T15:02:01.781Z,2023-03-27T12:31:59Z,4122794741,56,Back,4122794751,212,11.4,4122794749,141,30.7,4122794765,15,,4122794745,140,16.2,4131834503,388,,4122794753,213,5.8,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426209,21,1,1,1,44,80jtkz2echk6yyyb9e2595cxr,0,16.2,30.7,2023-03-25T15:02:02.842Z,2023-03-27T12:32:06Z,4122794831,141,47.0,4122794837,1,,4122794825,157,,4122794835,213,0.4,4122794833,212,26.8,4131835983,178,,4122794829,140,39.4,4122794827,56,Back,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426305,27,1,1,1,46,ejm092fnt9zoxbpuklzd52ji8,1,74,45.7,2023-03-25T15:02:05.130Z,2023-03-27T12:32:11Z,4131837353,178,,4122795325,56,Back,4122795331,212,44.5,4122795329,141,66.3,4122795327,140,33.8,4122795335,1,,4122795333,213,2.8,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426337,28,1,1,1,52,ejm092fnt9zoxbpuklzd52ji8,0,37.3,70.5,2023-03-25T15:02:10.511Z,2023-03-27T12:32:16Z,4122795465,141,12.9,4131839639,178,,4122795463,140,72.7,4122795459,157,,4122795467,212,54.0,4122795461,56,Right,4122795471,1,,4122795469,213,5.5,41lv87i23sxmdyrs4xxh96m3u,A. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426355,22,49,1,1,55,80jtkz2echk6yyyb9e2595cxr,1,26.8,88.3,2023-03-25T15:02:13.543Z,2023-03-27T12:32:44Z,,,,,,,,,,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426411,23,1,1,1,58,80jtkz2echk6yyyb9e2595cxr,0,30.3,90.2,2023-03-25T15:02:16.652Z,2023-03-27T12:32:48Z,4122795795,155,,4131854379,178,,4122795815,213,5.9,4122795807,141,58.4,4122795799,56,Center,4122795811,212,53.7,4122795803,140,77.1,4122795819,1,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426431,29,1,1,2,1,ejm092fnt9zoxbpuklzd52ji8,0,29.6,46.4,2023-03-25T15:02:19.712Z,2023-03-27T12:32:55Z,4122795915,3,,4122795923,212,13.9,4122795925,213,5.4,4122795917,56,Back,4122795919,140,37.7,4122795921,141,30.3,4131856585,178,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426461,24,13,1,2,3,80jtkz2echk6yyyb9e2595cxr,1,67.7,71.1,2023-03-25T15:02:21.957Z,2023-03-27T12:33:05Z,4122797475,230,98.4,4122797465,103,54.2,4131860971,388,,4122797471,458,,4122797461,77,,4122797467,215,,4122796053,18,,4122796051,22,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,4122797463,102,67.9,4122796411,72,4122796055,56,Center,4127923823,108,4122797469,328,4122797479,231,50.9,,,,,,,,,,,,,,,,,,,,,,,,,
2524426467,25,5,1,2,5,80jtkz2echk6yyyb9e2595cxr,0,100.9,67.4,2023-03-25T15:02:23.581Z,2023-03-27T12:33:09Z,4122796079,56,Center,4122796081,346,,4122796147,233,30,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426457,30,5,1,2,5,ejm092fnt9zoxbpuklzd52ji8,1,-0.9,32.6,2023-03-25T15:02:23.581Z,2023-03-27T12:33:10Z,4122796127,233,25,4122796037,346,,4122796035,56,Back,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
