id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2515036011,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-04T14:13:53.132Z,2023-03-04T14:48:47Z,4070842607,197,16170,4070842597,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4070842605,194,49ca952ot1c3ytut2s281ds6h,4070842599,59,"1, 2, 7, 5, 6, 12, 30, 3, 44, 9, 8, 10, 16, 17, 20, 26, 31, 47",4070842601,130,19,4070842609,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070842603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070842595,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, cruhiz25b3bbd4unocpu9bvf9, 9gfxdw176mc8yn7dowedmvtgp, 32crcj18u4qnf8f07fbsopvpx, 1r9aj50371x6f0xf7mmvldz9x, 1iy0goeaf5btyw09tr2ywbe8l, 4nph9aqyr2kz1gmdh7v9n3w89, 7fwprbpdcdb7qcgaoe2humwo9, dn7t1mhie8papl90qlp4rljhl, 3yadun7x7dpb4tirvfx4oxuui, i1bzoqwi1u382l4yx3n864x6, ddjh4t18kk75bz9sgga2g2f3d, acvgu9prqaeucmvi9fx070i22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515036795,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-03-04T14:15:02.817Z,2023-03-04T14:48:48Z,4070847053,59,"1, 30, 3, 6, 5, 17, 22, 8, 9, 7, 10, 2, 18, 21, 23, 28, 35, 40",4070847059,194,6q5iqhaxdzqhj3jt0eptjvbv9,4070847063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070847049,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, f0sa0skucdf742t06hsmi8ne2, 6q5iqhaxdzqhj3jt0eptjvbv9, c4hif6j7tldh0w7oeq8v9pcve, 6hq92cx2829wfuzxmfhg1xpm1, 9jj7t00bb5zflz78nlz3bvllg, 3pxdg41xbkbajeuxovusa2v9x, dz04k2zt87y78ku9g14sxm21h, 9s6ec1a12gozqwjlsyo7y8gr9, bdquc37ytagmw19zgrehnryz9, 6wax1hh875vpvfi1fbetwmtey, bgly2zwf7qro0phmd6hkry6ll, 4n37rih2qtphgtjxzo2id5f55, ct9ifm9mk702lkhhmlf12nlxx, c651trgr0pihuppxxd31z6go9, 6axta520v9f4z56hctbq3a4mh, 5pafzbbuucga9ut20l6ckj7u2",4070847055,130,4,4070847051,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4070847061,197,4819,4070847057,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071845,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-04T15:01:45.164Z,2023-03-04T15:01:45Z,4071020593,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071885,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-03-04T15:01:45.164Z,2023-03-06T07:51:54Z,4071020783,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071917,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,50.1,49.5,2023-03-04T15:01:45.233Z,2023-03-07T05:38:14Z,4079696599,178,,4071020911,141,45.6,4071020907,56,Back,4071020913,212,5.4,4071020909,140,45.6,4071020935,279,S,4071020923,213,3.7,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072045,4,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,0,43.9,46.4,2023-03-04T15:01:46.102Z,2023-03-07T05:38:28Z,4079696915,178,,4071021527,141,0.0,4071021519,155,,4071021531,213,5.2,4071021523,56,Right,4071021529,212,36.8,4071021533,1,,4071021525,140,60.3,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072739,3,5,1,0,3,9db4t34qy4owglhvvgwf5l22i,1,34.2,101.5,2023-03-04T15:01:49.042Z,2023-03-07T05:38:34Z,4071024599,347,,4071024593,56,Back,4071024657,233,5,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072053,5,5,1,0,3,5pfqedkme2kabtqhkln35pf3l,0,65.8,-1.5,2023-03-04T15:01:49.042Z,2023-03-07T05:38:34Z,4071021547,347,,4071021545,56,Right,4071024705,233,3,,,,,,,,,,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072865,4,1,1,0,23,9db4t34qy4owglhvvgwf5l22i,1,28.7,100,2023-03-04T15:02:08.735Z,2023-03-07T05:38:40Z,4071025219,141,96.9,4071025215,140,53.5,4071025211,56,Left,4071025225,212,26.2,4071025229,213,6.2,4071025235,1,,4071025209,107,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072883,5,44,1,0,25,9db4t34qy4owglhvvgwf5l22i,1,59.2,96.3,2023-03-04T15:02:10.495Z,2023-03-07T11:18:28Z,4071025299,56,Left,4071025301,286,,4071025433,233,6,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
