id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2526523569,132,5,1,16,2,8w89tsles26jm12aoelwvlttt,0,27.6,101,2023-04-01T14:17:51.930Z,2023-04-04T06:15:02Z,4152473763,233,134,4152473639,56,Back,4152473641,347,,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526523581,134,5,1,16,2,jv3jh5m5t7qy5t37vwwmnj16,1,72.4,-1,2023-04-01T14:17:51.930Z,2023-04-04T06:15:02Z,4152473687,56,Right,4152473689,347,,4152473751,233,132,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526523855,135,1,1,16,8,jv3jh5m5t7qy5t37vwwmnj16,1,71.1,0,2023-04-01T14:17:57.940Z,2023-04-04T06:15:07Z,4152475181,213,2.7,4152475147,56,Right,4152475151,140,59.6,4152475175,212,13.4,4152475173,141,7.0,4152475145,107,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526523999,136,1,1,16,14,jv3jh5m5t7qy5t37vwwmnj16,1,63.1,13.1,2023-04-01T14:18:04.389Z,2023-04-04T06:15:14Z,4152476011,212,38.0,4152476007,140,98.5,4162353959,178,,4152476009,141,24.9,4152476113,1,,4152476005,56,Center,4152476111,213,0.2,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526524049,137,61,1,16,17,jv3jh5m5t7qy5t37vwwmnj16,1,98.5,24.9,2023-04-01T14:18:07.153Z,2023-04-04T06:15:24Z,4162354151,178,,4152476231,56,Center,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526523977,133,5,1,16,17,8w89tsles26jm12aoelwvlttt,1,-1.2,76,2023-04-01T14:18:07.346Z,2023-04-04T06:15:30Z,4152476559,233,138,4152475891,346,,4152475889,56,Back,,,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526524061,138,5,1,16,17,jv3jh5m5t7qy5t37vwwmnj16,0,101.2,24,2023-04-01T14:18:07.346Z,2023-04-04T06:15:30Z,4152476279,56,Center,4152476287,346,,4152476653,233,133,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525079,134,1,1,16,42,8w89tsles26jm12aoelwvlttt,1,5.3,60.5,2023-04-01T14:18:31.989Z,2023-04-04T06:15:38Z,4152481669,140,5.1,4152481673,141,43.9,4152481681,213,4.7,4152481677,212,11.3,4152481689,237,,4152481663,124,,4152481665,56,Back,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525245,135,1,1,16,49,8w89tsles26jm12aoelwvlttt,0,13.1,42.4,2023-04-01T14:18:38.779Z,2023-04-04T06:15:44Z,4152482553,1,,4152482549,212,55.1,4152482547,141,11.3,4152482541,155,,4152482551,213,5.9,4162354397,178,,4152482543,56,Right,4152482545,140,61.6,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525271,139,49,1,16,52,jv3jh5m5t7qy5t37vwwmnj16,1,35.6,95.4,2023-04-01T14:18:42.304Z,2023-04-04T06:15:55Z,,,,,,,,,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525327,136,45,1,16,52,8w89tsles26jm12aoelwvlttt,0,63,7.9,2023-04-01T14:18:42.449Z,2023-04-04T06:16:03Z,4152482977,56,Right,4152483485,233,140,4152482979,285,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525403,140,3,1,16,52,jv3jh5m5t7qy5t37vwwmnj16,1,37,92.1,2023-04-01T14:18:42.449Z,2023-04-04T06:16:02Z,4152483475,233,136,4152483417,286,,4152483413,56,Back,4161336729,465,,4162354667,178,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525623,141,1,1,16,55,jv3jh5m5t7qy5t37vwwmnj16,1,44.5,96.5,2023-04-01T14:18:45.314Z,2023-04-04T06:16:13Z,4152484475,56,Left,4152484485,1,,4152484473,155,,4152484483,213,6.2,4162354887,178,,4152484481,212,50.0,4152484477,140,91.8,4152484479,141,87.8,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525631,142,50,1,17,0,jv3jh5m5t7qy5t37vwwmnj16,1,85.3,93.7,2023-04-01T14:18:50.388Z,2023-04-04T06:16:22Z,4152484967,233,137,4152484521,286,,4152484519,56,Left,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525683,137,7,1,17,1,8w89tsles26jm12aoelwvlttt,1,14.7,6.3,2023-04-01T14:18:51.104Z,2023-04-04T06:16:29Z,4152484891,233,142,4162355169,178,,4161337135,385,,4152484815,56,Back,4152484813,167,,4152484817,285,,,,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526525711,138,5,1,17,2,8w89tsles26jm12aoelwvlttt,0,11.2,-1.8,2023-04-01T14:18:51.998Z,2023-04-04T06:16:38Z,4152485003,56,Back,4152485005,347,,4152489339,233,143,,,,,,,,,,,,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526526495,143,5,1,17,2,jv3jh5m5t7qy5t37vwwmnj16,1,88.8,101.8,2023-04-01T14:18:51.998Z,2023-04-04T06:16:38Z,4152489267,233,138,4152489199,347,,4152489185,56,Left,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526526665,144,1,1,17,28,jv3jh5m5t7qy5t37vwwmnj16,1,87.8,100,2023-04-01T14:19:18.012Z,2023-04-04T06:16:43Z,4152490135,140,88.6,4152490133,56,Center,4152490141,213,4.7,4152490139,212,27.4,4152490131,107,,4152490137,141,61.7,4152490143,1,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526526675,145,61,1,17,30,jv3jh5m5t7qy5t37vwwmnj16,1,88.6,61.7,2023-04-01T14:19:19.803Z,2023-04-04T06:16:52Z,4162355585,178,,4162355583,21,,4152490189,56,Center,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526526753,146,15,1,17,31,jv3jh5m5t7qy5t37vwwmnj16,1,87.9,62.3,2023-04-01T14:19:21.069Z,2023-04-04T06:17:10Z,4152495573,147,61.4,4152494409,233,139,4152495561,29,,4152495559,80,,4152494373,160,,4152495571,146,88.6,4152490577,56,Center,4152495563,55,145,cxfq8o3k68x1acwci3wx812w9,T. De Barr,4152495575,230,4152494381,82,,99.0,,4152495569,103,19,4152495567,102,4152494375,20,4152495577,231,4161337719,17,4162355807,178,,,,,47.0,,,51.6,,,,,,,,,,
2526526687,139,10,1,17,31,8w89tsles26jm12aoelwvlttt,1,11.2,37.3,2023-04-01T14:19:21.176Z,2023-04-04T06:17:07Z,4152490235,94,,4152490237,56,Back,4152494513,233,146,4162355951,178,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526526889,140,6,1,17,32,8w89tsles26jm12aoelwvlttt,0,0,24.9,2023-04-01T14:19:22.369Z,2023-04-04T06:17:17Z,4152491225,73,,4152491223,56,Back,4152491343,233,147,,,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526526803,147,6,1,17,32,jv3jh5m5t7qy5t37vwwmnj16,1,100,75.1,2023-04-01T14:19:22.369Z,2023-04-04T06:17:18Z,4152490787,73,,4152490785,56,Center,4152491335,233,140,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526527863,148,1,1,18,3,jv3jh5m5t7qy5t37vwwmnj16,0,99.5,99.5,2023-04-01T14:19:52.473Z,2023-04-04T06:17:30Z,4152496467,1,,4161337883,225,,4152496427,2,,4152496465,213,4.4,4152496429,6,,4152496461,141,40.6,4152496431,155,,4161337885,387,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,4152496459,140,4152496455,56,Center,86.8,,4162356447,178,,4152496463,212,4161337887,72,,,,,,,,,,,42.2,,,,,,,,,,,,,
2526527947,141,12,1,18,5,8w89tsles26jm12aoelwvlttt,1,10.1,57,2023-04-01T14:19:54.771Z,2023-04-04T13:19:31Z,4152496895,213,5.7,4152496873,56,Back,4152496885,141,33.0,4163291987,388,,4152496925,15,,4152496891,212,28.2,4152496879,140,32.0,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528233,149,1,1,18,12,jv3jh5m5t7qy5t37vwwmnj16,1,57.9,93,2023-04-01T14:20:02.092Z,2023-04-04T06:17:54Z,4152498265,141,49.6,4162356865,178,,4152498245,56,Back,4152498283,212,31.5,4152498251,140,47.4,4152498303,213,4.4,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528327,150,1,1,18,14,jv3jh5m5t7qy5t37vwwmnj16,1,47.4,49.6,2023-04-01T14:20:03.602Z,2023-04-04T06:18:02Z,4152498819,213,2.9,4152498811,140,21.6,4152498817,212,28.1,4152498807,56,Back,4162357013,178,,4152498815,141,60.8,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528525,151,1,1,18,16,jv3jh5m5t7qy5t37vwwmnj16,1,21.6,60.8,2023-04-01T14:20:06.452Z,2023-04-04T06:18:10Z,4152499949,1,,4162357131,178,,4152499941,141,14.7,4152499939,140,42.4,4152499937,56,Back,4152499945,213,5.3,4152499943,212,38.2,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528677,152,1,1,18,23,jv3jh5m5t7qy5t37vwwmnj16,1,59.1,17.1,2023-04-01T14:20:12.508Z,2023-04-04T06:18:21Z,4152500783,141,48.7,4152500785,212,21.8,4152505065,210,15,4152500787,213,1.4,4152500781,140,62.5,4162357201,178,,4152500779,56,Center,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528691,153,15,1,18,27,jv3jh5m5t7qy5t37vwwmnj16,1,70.3,48.1,2023-04-01T14:20:16.613Z,2023-04-04T06:18:21Z,4152505153,29,,4152505181,231,50,4152500891,56,Center,4152505151,78,,4152500887,22,,4152505163,215,,4152505155,55,152,4152505161,103,19,93kxb8ch3auv9li22mh1aidey,L. Wing,4152504225,233,4152505177,230,98.6,142,,4152500889,18,,4152505169,146,4162357293,178,4152504179,20,4152505159,102,4152504183,82,,4152505173,147,48.4,74.4,,,,50.1,,,,,,,,,
2526528707,142,10,1,18,27,8w89tsles26jm12aoelwvlttt,1,26.1,52.6,2023-04-01T14:20:16.734Z,2023-04-04T06:18:34Z,4152504291,233,153,4152501009,94,,4162357449,178,,4152501013,56,Back,,,,,,,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528189127,745,1,1,18,27,8w89tsles26jm12aoelwvlttt,1,17.9,55.9,2023-04-01T14:20:17.249Z,2023-04-04T06:18:43Z,4161339651,141,52.4,4161339657,1,,4161339645,157,,4161339653,212,7.1,4162357637,178,,4161339655,213,5.9,4161339649,140,24.3,4161339647,56,Back,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528189203,746,1,1,18,30,8w89tsles26jm12aoelwvlttt,0,24.7,51,2023-04-01T14:20:19.913Z,2023-04-04T06:18:50Z,4161340239,155,,4161340245,141,52.4,4161340243,140,30.1,4161340249,213,0.2,4161340241,56,Back,4162357763,178,,4161340247,212,5.7,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528189205,825,8,1,18,30,jv3jh5m5t7qy5t37vwwmnj16,1,71.7,50.4,2023-04-01T14:20:19.987Z,2023-04-04T06:19:04Z,4162357977,21,,4161340253,56,Center,4162357967,178,,4161340295,385,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528903,144,49,1,18,32,8w89tsles26jm12aoelwvlttt,1,33.5,80,2023-04-01T14:20:21.476Z,2023-04-04T06:19:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528889,143,1,1,18,32,8w89tsles26jm12aoelwvlttt,1,26.8,72.1,2023-04-01T14:20:21.491Z,2023-04-04T06:19:24Z,4152502017,140,33.5,4152502025,212,8.9,4152502013,56,Back,4162358235,178,,4152502021,141,80.0,4152502029,213,0.7,,,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528943,145,1,1,18,34,8w89tsles26jm12aoelwvlttt,0,33.6,80.2,2023-04-01T14:20:24.302Z,2023-04-04T06:19:38Z,4152502303,56,Back,4152502305,140,43.1,4152502439,236,,4152502445,286,,4162358393,178,,4152502311,213,0.0,4152502307,141,80.9,4152502309,212,10.0,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,4152502441,233,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526528961,154,74,1,18,35,jv3jh5m5t7qy5t37vwwmnj16,1,56,23.1,2023-04-01T14:20:24.493Z,2023-04-04T06:19:42Z,4152502459,233,145,4162358505,178,,4152502381,56,Center,4152502383,285,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526529135,146,1,1,18,38,8w89tsles26jm12aoelwvlttt,1,37.1,80,2023-04-01T14:20:27.733Z,2023-04-04T06:19:49Z,4152503253,56,Back,4162358603,178,,4152503263,212,13.4,4152503265,213,2.3,4152503257,140,28.6,4152503259,141,94.7,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526529251,147,1,1,18,41,8w89tsles26jm12aoelwvlttt,1,29.9,80.8,2023-04-01T14:20:31.300Z,2023-04-04T06:19:54Z,4152503909,212,26.5,4152503911,213,3.8,4152503901,56,Back,4152503907,141,56.1,4152503905,140,10.4,4162358679,178,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526529479,148,1,1,18,45,8w89tsles26jm12aoelwvlttt,1,11.1,58.4,2023-04-01T14:20:34.779Z,2023-04-04T06:20:03Z,4152505277,56,Back,4152505287,212,26.0,4152505281,140,21.7,4162358831,178,,4152505283,141,23.9,4152505293,213,5.2,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526529559,149,1,1,18,52,8w89tsles26jm12aoelwvlttt,1,24.6,19.2,2023-04-01T14:20:41.956Z,2023-04-04T06:20:10Z,4152505765,141,6.1,4152505757,56,Back,4162358929,178,,4152505769,213,5.8,4152505761,140,42.2,4152505767,212,20.5,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526529661,150,1,1,18,53,8w89tsles26jm12aoelwvlttt,1,42.2,6.1,2023-04-01T14:20:43.345Z,2023-04-04T06:20:15Z,4162359029,178,,4152506347,140,28.8,4152506349,141,18.2,4152506353,213,2.6,4152506345,56,Back,4152506351,212,16.3,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526529893,151,1,1,18,56,8w89tsles26jm12aoelwvlttt,1,25.9,20.6,2023-04-01T14:20:46.365Z,2023-04-04T06:20:21Z,4152507581,56,Back,4152507589,141,41.9,4152507591,212,19.8,4162359121,178,,4152507585,140,13.1,4152507595,213,2.3,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530183,152,1,1,19,3,8w89tsles26jm12aoelwvlttt,1,23.8,31.9,2023-04-01T14:20:52.741Z,2023-04-04T06:20:27Z,4152509085,212,53.0,4152509083,141,89.9,4152509081,140,57.5,4152509087,213,0.8,4152509077,155,,4152509089,1,,4162359207,178,,4152509079,56,Left,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530281,153,1,1,19,9,8w89tsles26jm12aoelwvlttt,1,61,93.8,2023-04-01T14:20:59.292Z,2023-04-04T06:20:35Z,4152509611,212,19.9,4152509607,140,46.8,4152509609,141,74.4,4152509605,56,Back,4152509613,213,3.9,4162359363,178,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530491,154,1,1,19,11,8w89tsles26jm12aoelwvlttt,1,46.8,74.4,2023-04-01T14:21:01.215Z,2023-04-04T06:20:41Z,4152510627,140,41.3,4152510629,141,33.9,4162359523,178,,4152510633,213,4.5,4152510625,56,Back,4152510631,212,28.1,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530575,155,1,1,19,17,8w89tsles26jm12aoelwvlttt,1,57.4,29.4,2023-04-01T14:21:06.540Z,2023-04-04T06:20:46Z,4152511069,213,5.1,4152511061,56,Right,4152511067,212,19.8,4162359589,178,,4152511065,141,2.8,4152511063,140,65.1,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530635,156,1,1,19,18,8w89tsles26jm12aoelwvlttt,0,64.2,4.1,2023-04-01T14:21:08.387Z,2023-04-04T06:20:56Z,4152511371,212,23.9,4152511365,56,Right,4152511369,141,8.8,4152511373,213,0.1,4162359679,178,,4152511367,140,86.8,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530809,155,4,1,19,20,jv3jh5m5t7qy5t37vwwmnj16,1,15.5,91.7,2023-04-01T14:21:09.946Z,2023-04-04T06:21:03Z,4152512333,285,,4152512315,13,,4152512327,152,,4152512643,233,157,4152512317,295,,4152512323,56,Back,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526530853,157,4,1,19,20,8w89tsles26jm12aoelwvlttt,0,84.5,8.3,2023-04-01T14:21:09.947Z,2023-04-04T06:21:03Z,4162359869,178,,4152512553,152,,4152512547,56,Right,4152512539,13,,4152512707,233,155,4152512543,295,,4152512559,286,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526531781,157,1,1,19,49,jv3jh5m5t7qy5t37vwwmnj16,0,18.2,93,2023-04-01T14:21:39.401Z,2023-04-04T06:21:09Z,4162359973,178,,4161341431,157,,4152517427,152,,4152517429,56,Center,4152517435,212,58.3,4152517433,141,74.2,4152517439,1,,4152517423,5,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,4152517431,140,4152517437,213,6.1,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526531825,158,44,1,19,53,8w89tsles26jm12aoelwvlttt,1,28.3,25,2023-04-01T14:21:42.862Z,2023-04-04T13:57:22Z,4152517685,233,158,4152517631,56,Back,4152517633,285,,,,,,,,,,,,,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526531793,158,44,1,19,53,jv3jh5m5t7qy5t37vwwmnj16,0,71.7,75,2023-04-01T14:21:42.863Z,2023-04-04T06:21:36Z,4152517805,233,158,4152517505,286,,4152517503,56,Center,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526531899,159,1,1,19,53,8w89tsles26jm12aoelwvlttt,0,29,24.3,2023-04-01T14:21:42.900Z,2023-04-04T13:57:22Z,4162360663,388,,4152517991,141,46.0,4152517989,140,43.2,4152517987,56,Back,4152517993,212,21.0,4152517995,213,0.8,4152517985,3,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526531953,159,1,1,19,56,jv3jh5m5t7qy5t37vwwmnj16,0,53.7,54,2023-04-01T14:21:45.470Z,2023-04-04T13:20:39Z,4152518259,213,6.2,4152518257,212,23.1,4152518249,3,,4152518253,140,75.7,4152518255,141,52.5,4152518251,56,Center,4163294333,178,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532107,160,1,1,19,58,8w89tsles26jm12aoelwvlttt,1,24.3,46,2023-04-01T14:21:47.511Z,2023-04-04T06:21:56Z,4152519057,56,Back,4152519059,140,30.1,4152519061,141,66.6,4162360995,178,,4152519055,3,,4152519065,213,1.2,4152519063,212,15.3,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532121,161,49,1,20,1,8w89tsles26jm12aoelwvlttt,1,30.1,66.6,2023-04-01T14:21:50.738Z,2023-04-04T06:22:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532161,162,1,1,20,2,8w89tsles26jm12aoelwvlttt,1,33.8,69.7,2023-04-01T14:21:51.951Z,2023-04-04T06:22:10Z,4152519355,140,20.6,4152519353,56,Back,4162361303,178,,4152519357,141,65.7,4152519361,213,3.3,4152519359,212,14.1,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532297,163,1,1,20,5,8w89tsles26jm12aoelwvlttt,1,20.6,65.7,2023-04-01T14:21:55.152Z,2023-04-04T06:22:26Z,4152520115,213,0.9,4152520113,212,12.1,4162361505,178,,4152520111,141,79.7,4152520107,56,Back,4152520109,140,27.7,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532321,164,1,1,20,6,8w89tsles26jm12aoelwvlttt,0,27.7,79.7,2023-04-01T14:21:56.320Z,2023-04-04T06:22:31Z,4162361767,178,,4152520239,213,5.0,4152520235,141,64.6,4152520233,140,30.1,4152520231,56,Back,4152520237,212,10.6,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532413,160,49,1,20,8,jv3jh5m5t7qy5t37vwwmnj16,1,65.5,31.3,2023-04-01T14:21:57.547Z,2023-04-04T09:11:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532445,161,61,1,20,9,jv3jh5m5t7qy5t37vwwmnj16,0,65.5,31.3,2023-04-01T14:21:59.402Z,2023-04-04T06:22:49Z,4152520953,56,Center,4162362085,178,,,,,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532471,165,49,1,20,11,8w89tsles26jm12aoelwvlttt,1,31.1,67.5,2023-04-01T14:22:00.555Z,2023-04-04T06:22:58Z,,,,,,,,,,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526532621,166,1,1,20,13,8w89tsles26jm12aoelwvlttt,1,32.4,66.3,2023-04-01T14:22:02.932Z,2023-04-04T06:23:05Z,4152521915,140,45.5,4152521913,56,Back,4152521921,213,5.8,4152521917,141,54.6,4162362395,178,,4152521919,212,15.9,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
