id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/15/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2535576361,6,1,1,0,18,5g1fnexeromjl0lvnxp8hpnhi,0,56.2,100,2023-04-18T18:45:37.829Z,2023-04-20T22:13:58Z,4200603971,1,,4200603967,212,31.9,4200603969,213,6.0,4200603963,140,85.1,4200603965,141,87.4,4200603959,107,,4200603961,56,Left,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576397,6,1,1,0,20,82kapkjwonlv9j1ui0ytv5sii,0,26.2,10.9,2023-04-18T18:45:39.899Z,2023-04-20T22:14:03Z,4200604125,141,10.1,4204953147,388,,4200604123,140,37.8,4200604129,213,6.2,4200604119,3,,4200604127,212,12.2,4200604121,56,Back,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576387,7,44,1,0,22,5g1fnexeromjl0lvnxp8hpnhi,1,73.4,88.6,2023-04-18T18:45:41.744Z,2023-04-21T09:49:17Z,4200604081,56,Left,4200604187,233,7,4200604083,286,,,,,,,,,,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576403,7,44,1,0,22,82kapkjwonlv9j1ui0ytv5sii,0,26.6,11.4,2023-04-18T18:45:41.745Z,2023-04-20T22:14:06Z,4200604157,56,Back,4200604203,233,7,4200604159,285,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576413,8,1,1,0,22,5g1fnexeromjl0lvnxp8hpnhi,1,84.7,87.2,2023-04-18T18:45:41.783Z,2023-04-21T09:49:17Z,4200604211,140,72.0,4200604207,3,,4200604217,213,4.1,4200604215,212,22.7,4200604209,56,Center,4204953199,388,,4200604213,141,60.2,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576451,9,1,1,0,25,5g1fnexeromjl0lvnxp8hpnhi,1,68.6,64.8,2023-04-18T18:45:44.162Z,2023-04-20T22:14:12Z,4200604361,56,Center,4200604367,212,22.0,4204953285,178,,4200604365,141,34.9,4200604363,140,60.6,4200604369,213,4.3,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576499,10,1,1,0,28,5g1fnexeromjl0lvnxp8hpnhi,1,59.2,33.7,2023-04-18T18:45:48.057Z,2023-04-20T22:14:17Z,4204953353,178,,4200604571,56,Right,4200604577,212,18.3,4200604579,213,5.2,4200604573,140,66.7,4200604575,141,9.4,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576513,11,1,1,0,32,5g1fnexeromjl0lvnxp8hpnhi,0,67.6,7.9,2023-04-18T18:45:51.591Z,2023-04-20T22:14:21Z,4204953427,178,,4200604641,212,26.4,4200604635,141,27.4,4202497559,20,,4200604615,155,,4200604629,140,89.3,4200604623,56,Center,4200604649,213,0.5,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,4200604607,2,4202497557,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576543,8,12,1,0,33,82kapkjwonlv9j1ui0ytv5sii,1,14.2,66.1,2023-04-18T18:45:52.807Z,2023-04-20T22:14:25Z,4200604797,56,Back,4204953561,178,,4200604799,140,13.8,4200604805,213,1.6,4200604803,212,17.2,4200604801,141,91.4,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576547,9,49,1,0,36,82kapkjwonlv9j1ui0ytv5sii,1,12.8,91.4,2023-04-18T18:45:56.142Z,2023-04-20T22:14:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1l9z6glh9h9yt7awb7t9rsgoa,K. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576559,10,1,1,0,37,82kapkjwonlv9j1ui0ytv5sii,0,12.8,91.4,2023-04-18T18:45:56.158Z,2023-04-20T22:14:34Z,4200604897,140,31.3,4200604903,213,6.3,4200604901,212,19.4,4204953727,178,,4200604895,56,Back,4200604899,141,91.1,,,,,,,1l9z6glh9h9yt7awb7t9rsgoa,K. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535935125,988,49,1,0,38,5g1fnexeromjl0lvnxp8hpnhi,1,71.7,6.9,2023-04-18T18:45:57.883Z,2023-04-20T22:14:44Z,,,,,,,,,,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576593,12,1,1,0,38,5g1fnexeromjl0lvnxp8hpnhi,0,62,9.5,2023-04-18T18:45:57.928Z,2023-04-20T22:14:46Z,4200605079,212,42.3,4200605061,155,,4200605083,1,,4200605077,141,52.1,4204954057,178,,4200605071,140,91.4,4200605067,56,Center,4200605081,213,0.8,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576609,11,52,1,0,43,82kapkjwonlv9j1ui0ytv5sii,1,7.3,47.9,2023-04-18T18:46:02.179Z,2023-04-20T22:14:49Z,4202499321,377,,4204954129,178,,,,,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576857,12,1,1,0,53,82kapkjwonlv9j1ui0ytv5sii,0,15.7,44.6,2023-04-18T18:46:13.016Z,2023-04-20T22:14:52Z,4200606353,213,6.1,4200606341,199,,4200606357,1,,4200606349,141,26.4,4200606343,56,Center,4200606351,212,90.7,4200606347,140,100.0,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576895,13,5,1,1,0,5g1fnexeromjl0lvnxp8hpnhi,1,-1.1,68,2023-04-18T18:46:19.300Z,2023-04-20T22:14:54Z,4200606561,233,13,4200606551,346,,4200606549,56,Back,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576865,13,5,1,1,0,82kapkjwonlv9j1ui0ytv5sii,0,101.1,32,2023-04-18T18:46:19.300Z,2023-04-20T22:14:54Z,4200606403,56,Center,4200606405,346,,4200606617,233,13,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577419,14,1,1,1,27,5g1fnexeromjl0lvnxp8hpnhi,1,5,63,2023-04-18T18:46:46.338Z,2023-04-20T22:14:57Z,4200609087,141,18.8,4200609101,74,,4200609077,56,Right,4200609083,140,60.3,4200609091,212,65.4,4200609067,124,,4200609071,155,,4200609093,213,5.8,82h98ebusz83rox95oi9kafh1,C. Burton,4200609095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577451,15,1,1,1,31,5g1fnexeromjl0lvnxp8hpnhi,1,60.9,21.6,2023-04-18T18:46:50.158Z,2023-04-20T22:15:04Z,4204954435,178,,4200609255,213,2.0,4200609253,212,8.0,4202500267,156,,4200609251,141,32.2,4200609249,140,57.6,4200609247,56,Center,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536404829,774,83,1,1,32,82kapkjwonlv9j1ui0ytv5sii,1,42.2,66.9,2023-04-18T18:46:51.711Z,2023-04-20T23:30:31Z,4205022489,399,200370,,,,,,,,,,,,,,,,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577459,16,61,1,1,33,5g1fnexeromjl0lvnxp8hpnhi,0,59.3,37.7,2023-04-18T18:46:52.340Z,2023-04-20T22:15:21Z,4200609291,56,Center,4204954685,178,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577483,14,43,1,1,33,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-18T18:46:52.591Z,2023-04-19T14:49:00Z,4200609447,285,0,4200609523,233,16,4200609445,56,Back,4202500851,144,7,,,,,,,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577491,15,49,1,1,34,82kapkjwonlv9j1ui0ytv5sii,1,42,53,2023-04-18T18:46:53.450Z,2023-04-20T22:15:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536404867,775,67,1,1,34,82kapkjwonlv9j1ui0ytv5sii,1,41.8,60.7,2023-04-18T18:46:53.481Z,2023-04-21T09:49:18Z,4205022701,233,1449,,,,,,,,,,,,,,,,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536404865,1449,67,1,1,34,5g1fnexeromjl0lvnxp8hpnhi,0,58.2,39.3,2023-04-18T18:46:53.482Z,2023-04-20T23:30:49Z,4205022717,233,775,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577529,16,1,1,1,34,82kapkjwonlv9j1ui0ytv5sii,1,42,53,2023-04-18T18:46:53.510Z,2023-04-21T09:49:18Z,4200609687,140,52.9,4200609689,141,53.3,4200609691,212,11.4,4200609685,56,Center,4204954873,178,,4200609693,213,0.0,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577541,17,1,1,1,36,82kapkjwonlv9j1ui0ytv5sii,0,57.1,56.1,2023-04-18T18:46:55.637Z,2023-04-20T22:16:05Z,4200609849,233,17,4204955011,178,,4200609767,212,2.1,4200609847,236,,4200609765,141,57.2,4200609769,213,0.4,4200609763,140,59.0,4200609853,286,,6hkzb4vehsx4wwm9y98euwacq,R. Street,4200609759,56,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577549,17,74,1,1,36,5g1fnexeromjl0lvnxp8hpnhi,1,33,47.2,2023-04-18T18:46:55.662Z,2023-04-20T22:16:02Z,4200609803,56,Back,4200609805,285,,4200609885,233,17,4204955169,178,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535935681,674,61,1,1,36,82kapkjwonlv9j1ui0ytv5sii,1,61.8,68,2023-04-18T18:46:55.678Z,2023-04-20T22:15:54Z,4204955485,178,,4202502205,56,Center,,,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577595,18,1,1,1,39,82kapkjwonlv9j1ui0ytv5sii,0,62.3,54.8,2023-04-18T18:46:58.543Z,2023-04-20T22:16:10Z,4204955769,178,,4200610027,212,7.1,4200610021,56,Center,4200610029,213,0.1,4200610023,140,69.0,4200610025,141,56.0,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577603,18,61,1,1,39,5g1fnexeromjl0lvnxp8hpnhi,1,23,50.7,2023-04-18T18:46:58.885Z,2023-04-20T22:16:15Z,4204955855,178,,4204955853,21,,4200610043,56,Back,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577677,19,1,1,1,41,5g1fnexeromjl0lvnxp8hpnhi,0,32.4,27.7,2023-04-18T18:47:00.295Z,2023-04-20T22:16:21Z,4200610359,56,Center,4204955919,178,,4200610357,157,,4200610361,140,77.5,4200610367,213,0.0,4200610365,212,47.4,4200610363,141,28.5,4200610369,1,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577741,19,1,1,1,44,82kapkjwonlv9j1ui0ytv5sii,0,35.7,34.2,2023-04-18T18:47:03.884Z,2023-04-20T22:16:30Z,4200610737,213,0.4,4200610735,212,13.5,4200610733,141,41.5,4200610727,3,,4200610731,140,47.7,4204956067,178,,4200610729,56,Back,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577773,20,49,1,1,46,5g1fnexeromjl0lvnxp8hpnhi,1,67.2,68.5,2023-04-18T18:47:05.272Z,2023-04-20T22:16:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577879,21,50,1,1,50,5g1fnexeromjl0lvnxp8hpnhi,1,75.2,82.2,2023-04-18T18:47:09.178Z,2023-04-20T22:16:40Z,4200611483,233,20,4200611333,286,,4200611331,56,Left,,,,,,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577899,20,7,1,1,50,82kapkjwonlv9j1ui0ytv5sii,0,24.8,17.8,2023-04-18T18:47:09.345Z,2023-04-20T22:16:48Z,4204956377,178,,4200611443,285,,4200611469,233,21,4200611439,56,Back,4202503901,385,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535936029,989,61,1,1,50,5g1fnexeromjl0lvnxp8hpnhi,1,74.3,87,2023-04-18T18:47:09.454Z,2023-04-20T22:16:54Z,4202504187,56,Left,4204956423,178,,,,,,,,,,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535936051,675,61,1,1,50,82kapkjwonlv9j1ui0ytv5sii,1,25.7,13,2023-04-18T18:47:09.592Z,2023-04-20T22:17:02Z,4204956513,178,,4202504277,56,Back,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577969,22,1,1,1,52,5g1fnexeromjl0lvnxp8hpnhi,0,78.1,93,2023-04-18T18:47:11.700Z,2023-04-20T22:17:05Z,4200611737,212,32.1,4204956537,178,,4200611721,2,,4200611741,213,5.1,4202504843,72,,4200611733,141,49.6,4200611727,56,Center,4200611743,1,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,4202504841,224,4200611723,155,,4200611729,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578001,21,12,1,1,54,82kapkjwonlv9j1ui0ytv5sii,1,13.4,33.6,2023-04-18T18:47:13.232Z,2023-04-20T22:17:09Z,4202505797,15,,4200611895,213,5.8,4204956581,388,,4200611893,212,12.1,4200611887,140,23.7,4200611885,56,Back,4200611891,141,25.6,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578073,23,1,1,1,56,5g1fnexeromjl0lvnxp8hpnhi,1,80.2,65.7,2023-04-18T18:47:15.735Z,2023-04-20T22:17:12Z,4200612227,141,40.4,4200612231,213,4.6,4200612225,140,77.6,4200612229,212,17.4,4200612223,56,Center,4204956617,178,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578121,24,1,1,1,57,5g1fnexeromjl0lvnxp8hpnhi,0,77.6,40.4,2023-04-18T18:47:16.645Z,2023-04-20T22:17:16Z,4200612447,213,0.7,4202506185,4,,4200612443,141,58.2,4204956705,178,,4200612445,212,18.0,4200612441,140,90.3,4200612439,56,Center,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578239,22,61,1,1,59,82kapkjwonlv9j1ui0ytv5sii,1,1.8,33.7,2023-04-18T18:47:18.583Z,2023-04-20T22:17:36Z,4200613001,56,Back,4204956905,178,,,,,,,,,,,,,,,,,,,,31xl77lt8tax7bta6s45p9fpx,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535936935,990,61,1,2,0,5g1fnexeromjl0lvnxp8hpnhi,1,93.2,68,2023-04-18T18:47:19.434Z,2023-04-20T22:17:44Z,4204957049,21,,4202509229,56,Center,4204957051,389,,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578265,23,5,1,2,2,82kapkjwonlv9j1ui0ytv5sii,1,-1,34.8,2023-04-18T18:47:21.235Z,2023-04-20T22:17:48Z,4200613119,56,Back,4200613819,233,25,4200613791,346,,,,,,,,,,,,,,,,,31xl77lt8tax7bta6s45p9fpx,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578255,25,5,1,2,2,5g1fnexeromjl0lvnxp8hpnhi,0,101,65.2,2023-04-18T18:47:21.235Z,2023-04-20T22:17:48Z,4200613087,56,Center,4200613089,346,,4200613209,233,23,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578947,24,1,1,2,30,82kapkjwonlv9j1ui0ytv5sii,0,4.8,42.7,2023-04-18T18:47:50.113Z,2023-04-20T22:17:52Z,4200616287,155,,4200616285,124,,4200616291,140,75.9,4200616289,56,Right,4200616297,213,5.9,4200616301,74,,4200616295,212,80.5,4200616299,1,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,4200616293,141,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578951,25,5,1,2,35,82kapkjwonlv9j1ui0ytv5sii,0,76.4,-1.8,2023-04-18T18:47:55.057Z,2023-04-20T22:17:55Z,4200617769,233,26,4200616319,56,Right,4200616321,347,,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
