id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,keyPass,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2497215811,12,1,1,0,44,1musyruv2ufjrjnj6gvdbr8kt,1,31.1,33.2,2023-01-14T15:03:07.589Z,2023-01-17T03:47:05Z,3977050301,140,41.2,3977050293,157,,3977050319,213,6.2,3977050307,141,32.2,3981868647,178,,3977050311,212,10.6,3977050297,56,Back,3977050323,1,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497981801,850,1,1,0,45,1musyruv2ufjrjnj6gvdbr8kt,0,39.6,31.7,2023-01-14T15:03:08.517Z,2023-01-17T03:47:37Z,3981149871,140,56.4,3981149873,141,33.4,3981149875,212,17.7,3981149877,213,0.1,3981149869,56,Center,3981149867,168,,3981868845,178,,3981149865,3,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497981929,879,1,1,0,47,jv3jh5m5t7qy5t37vwwmnj16,0,43.6,66.6,2023-01-14T15:03:10.022Z,2023-01-17T03:47:46Z,3981150759,157,,3981150771,1,,3981150763,140,68.3,3981150761,56,Center,3981150769,213,6.0,3981150765,141,54.5,3981150767,212,27.2,3981868929,178,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215965,13,44,1,0,50,1musyruv2ufjrjnj6gvdbr8kt,1,32.2,43,2023-01-14T15:03:13.350Z,2023-01-17T04:49:42Z,3977051091,56,Back,3977051095,285,,3977051317,233,12,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215989,12,44,1,0,50,jv3jh5m5t7qy5t37vwwmnj16,0,67.8,57,2023-01-14T15:03:13.351Z,2023-01-17T03:47:52Z,3977051223,56,Center,3977051353,233,13,3977051225,286,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215981,14,1,1,0,50,1musyruv2ufjrjnj6gvdbr8kt,0,31.6,43.9,2023-01-14T15:03:13.397Z,2023-01-17T04:49:43Z,3977051181,212,13.2,3977051177,140,43.6,3977051175,56,Back,3977051183,213,6.0,3977051179,141,38.0,3981869013,178,,3977051173,3,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497982033,880,1,1,0,51,jv3jh5m5t7qy5t37vwwmnj16,0,58.2,68.3,2023-01-14T15:03:14.445Z,2023-01-17T03:48:07Z,3981869035,388,,3981151535,213,5.6,3981151533,212,13.2,3981151529,140,67.9,3981151527,56,Center,3981151525,3,,3981151531,141,55.9,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216043,15,44,1,0,53,1musyruv2ufjrjnj6gvdbr8kt,1,35.6,43.2,2023-01-14T15:03:16.031Z,2023-01-17T04:49:43Z,3977051493,285,,3977051887,233,13,3977051491,56,Back,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216103,13,44,1,0,53,jv3jh5m5t7qy5t37vwwmnj16,0,64.4,56.8,2023-01-14T15:03:16.032Z,2023-01-17T03:48:11Z,3977051923,233,15,3977051787,286,,3977051783,56,Center,,,,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216061,16,1,1,0,53,1musyruv2ufjrjnj6gvdbr8kt,0,36.8,40,2023-01-14T15:03:16.080Z,2023-01-17T04:49:44Z,3977051593,212,11.8,3977051591,141,30.9,3981869259,388,,3977051589,140,46.4,3977051585,3,,3977051595,213,5.7,3977051587,56,Back,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497982153,881,61,1,0,53,jv3jh5m5t7qy5t37vwwmnj16,1,63.9,61.7,2023-01-14T15:03:16.648Z,2023-01-17T03:48:46Z,3981869363,15,,3981869365,178,,3981152177,56,Center,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216147,14,49,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,1,58.1,61.2,2023-01-14T15:03:18.512Z,2023-01-17T03:49:03Z,,,,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497982213,882,61,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,1,61,64,2023-01-14T15:03:18.566Z,2023-01-17T06:22:18Z,3981869563,178,,3981152589,56,Center,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497982337,883,61,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,1,61,64,2023-01-14T15:03:18.753Z,2023-01-17T03:49:31Z,3981153353,56,Center,3981869765,21,,3981869711,178,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216267,15,1,1,0,57,jv3jh5m5t7qy5t37vwwmnj16,1,59,74.8,2023-01-14T15:03:20.071Z,2023-01-17T03:49:42Z,3977052673,212,15.0,3977052671,141,95.4,3981869887,178,,3977052665,56,Left,3977052669,140,53.8,3977052675,213,1.9,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216321,16,1,1,0,59,jv3jh5m5t7qy5t37vwwmnj16,0,55.7,94.2,2023-01-14T15:03:22.586Z,2023-01-17T03:49:48Z,3977052921,213,5.9,3977052911,155,,3977052913,56,Center,3981869913,178,,3977052917,141,78.3,3977052915,140,79.8,3977052919,212,27.5,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216363,17,49,1,1,1,1musyruv2ufjrjnj6gvdbr8kt,1,24.1,14.1,2023-01-14T15:03:24.722Z,2023-01-17T03:50:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216615,18,1,1,1,3,1musyruv2ufjrjnj6gvdbr8kt,1,26.3,12.8,2023-01-14T15:03:25.822Z,2023-01-17T03:50:05Z,3977054429,157,,3977054433,140,72.4,3977054441,1,,3977054431,56,Center,3977054439,213,0.3,3981870013,178,,3977054437,212,50.0,3977054435,141,31.0,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216635,20,61,1,1,9,1musyruv2ufjrjnj6gvdbr8kt,1,72.4,31,2023-01-14T15:03:32.453Z,2023-01-17T03:50:16Z,3977054511,56,Center,3981870063,21,,3981870065,178,,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497982595,884,49,1,1,10,jv3jh5m5t7qy5t37vwwmnj16,1,29.1,66.9,2023-01-14T15:03:33.580Z,2023-01-17T03:50:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216723,17,2,1,1,10,jv3jh5m5t7qy5t37vwwmnj16,1,37.2,66.4,2023-01-14T15:03:33.635Z,2023-01-17T03:50:32Z,3977054985,141,77.5,3981870215,178,,3977054983,140,58.7,3981155277,189,,3981155253,7,4oogur7f8tfx3z011ap58ao5x,3977054981,56,Center,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216907,21,55,1,1,10,1musyruv2ufjrjnj6gvdbr8kt,1,35.5,29.9,2023-01-14T15:03:33.636Z,2023-01-17T03:50:32Z,3981155299,189,,,,,,,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216625,19,43,1,1,11,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-01-14T15:03:34.257Z,2023-01-14T15:57:56Z,3977054479,286,0,3977520997,144,44,3977054477,56,Center,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216757,18,43,1,1,14,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-14T15:03:37.559Z,2023-01-16T10:24:19Z,3981155135,144,2,3977056617,7,221293,3977055203,140,73.4,3977055205,141,79.3,3977055201,56,Left,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217267,22,1,1,1,30,1musyruv2ufjrjnj6gvdbr8kt,1,34.7,15.8,2023-01-14T15:03:53.405Z,2023-01-17T03:50:48Z,3977058083,5,,3977058093,141,39.4,3981870345,178,,3977058091,140,28.5,3977058099,213,2.0,3977058089,56,Back,3977058087,241,,3977058095,212,17.3,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217363,23,1,1,1,32,1musyruv2ufjrjnj6gvdbr8kt,1,28.5,39.4,2023-01-14T15:03:55.632Z,2023-01-17T03:50:52Z,3977058509,56,Back,3977058513,141,70.9,3981870399,178,,3977058511,140,25.1,3977058515,212,21.7,3977058517,213,1.7,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217489,24,1,1,1,35,1musyruv2ufjrjnj6gvdbr8kt,1,25.9,70.5,2023-01-14T15:03:58.620Z,2023-01-17T03:50:58Z,3981870449,178,,3977059235,212,17.4,3977059237,213,0.9,3977059233,141,90.0,3977059229,56,Back,3977059231,140,36.7,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217599,25,1,1,1,39,1musyruv2ufjrjnj6gvdbr8kt,0,38.6,95,2023-01-14T15:04:02.292Z,2023-01-17T03:51:02Z,3977059831,140,66.2,3977059827,155,,3977059833,141,85.1,3981870485,178,,3977059829,56,Left,3977059837,213,6.1,3977059835,212,29.8,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217577,19,44,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,1,32.6,18.6,2023-01-14T15:04:04.240Z,2023-01-17T04:49:44Z,3977060071,233,26,3977059711,285,,3977059709,56,Back,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217617,26,44,1,1,41,1musyruv2ufjrjnj6gvdbr8kt,0,67.4,81.4,2023-01-14T15:04:04.241Z,2023-01-17T03:51:09Z,3977060237,233,19,3977059929,56,Left,3977059933,286,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217663,20,1,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,1,31.4,22.4,2023-01-14T15:04:04.298Z,2023-01-17T04:49:44Z,3977060173,213,6.2,3977060171,212,14.4,3977060167,140,45.1,3981157269,3,,3977060165,56,Back,3981870579,388,,3977060169,141,20.6,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497983687,885,1,1,1,44,jv3jh5m5t7qy5t37vwwmnj16,1,33.9,29.4,2023-01-14T15:04:07.237Z,2023-01-17T03:51:22Z,3981161485,212,11.6,3981161487,213,2.3,3981870635,178,,3981161479,56,Back,3981161483,141,41.8,3981161477,3,,3981161481,140,26.3,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497983697,886,49,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,1,26.5,40.6,2023-01-14T15:04:08.592Z,2023-01-17T03:51:28Z,,,,,,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497983755,887,1,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,1,26.5,40.6,2023-01-14T15:04:08.627Z,2023-01-17T03:51:33Z,3981161873,140,47.8,3981161871,56,Back,3981161879,213,5.7,3981161881,1,,3981161869,157,,3981161877,212,27.4,3981870775,178,,3981161875,141,17.3,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217973,21,4,1,1,49,jv3jh5m5t7qy5t37vwwmnj16,1,41.5,13.6,2023-01-14T15:04:11.767Z,2023-01-17T06:24:09Z,3977061847,152,,3977061845,56,Back,3977061853,233,27,3977061849,286,,3977061841,13,,3977061843,294,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
