id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,keyPass,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2497183179,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-14T14:16:36.442Z,2023-01-14T14:29:20Z,3976874619,197,16167,3976874615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976874617,194,5bkjye9thnohmdgzwsrsy1n9,3976874609,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3976874613,130,8,3976874607,30,"1sw0ywyl0cgn97mu65tnzv0t1, f5zei3x0mg1i5q3soziuy579, 1kw6qz2pi7wlam068oeirztud, 7pia2vfewavgyc8d7pvgr7owl, 4uywqjm0i2ik5cwhulbmzxi39, 5bkjye9thnohmdgzwsrsy1n9, 7yqdri2a1wz80jfzbcyfc904p, 93kxb8ch3auv9li22mh1aidey, 99uiqjteov3qby19bs8kozill, bbrx2s4fcp7uplly4hpbt3xed, 4oogur7f8tfx3z011ap58ao5x, 5j5rrfad842t1nebfc4lwmket, am0ggkrw8rzw5shdvaceyr3kl, corxqfn0yjgdo7vdctaraxv8q, s2phyy6eoysnxu96rw2ivnx1, dbev6jhnro87n6ghueorfz27d, 40wbrqny2ekenyy37ver8dyol, 7fvj3ev8ov0cnalck9x48z3kl",3976874611,59,"1, 2, 23, 28, 6, 3, 11, 10, 18, 7, 12, 8, 9, 13, 16, 19, 22, 26",3976874621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497185051,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-01-14T14:18:49.188Z,2023-01-14T15:03:50Z,3976884691,130,18,3976884693,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976884695,197,16163,3976884687,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3976884697,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976884685,30,"4c56c2zanbiv8q28f54i5rp3p, dwbbiqw9923azm3rpg2m8aqj9, 3hq7q7p30s923cbbvw1070lp1, 76tis9hdvmec3jcvgnsf6cdex, 4mg6kr1jernr98unfp5p8shqt, cyrr9517kjkt2l5tuqe966zth, 6hrtxdf59nba5ietwyfe3b2t, 2gf1wld07zyiuvq7iikfrvoid, 4l7yeuoabotmlfo5n719msrmd, btey8i9vnkak8ww7diqnb8lat, 1szy525fae134zxfbt7vyw991, 997jc41apd3dtrwgx79mu67e1, 8lvhd97efhjcg03fj1num1bzd, 583ujnml31x2cnl6jxwnbs2xh, 7f87a26gzayk0bfzbm42huuw9, 3fjobcho19bkofw9h042i2v9x, 94opm6ljk3l7yqa2rzwq2gw6h, 5occtf24cvd4dpdutqwju9vmy",3976891289,194,cyrr9517kjkt2l5tuqe966zth,3976884689,59,"25, 32, 33, 15, 6, 2, 14, 4, 11, 13, 24, 7, 8, 9, 17, 18, 19, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214417,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-01-14T15:02:22.763Z,2023-01-14T15:02:25Z,3977043037,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214391,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-14T15:02:22.763Z,2023-01-16T23:10:47Z,3977042939,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214481,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,49.7,50.3,2023-01-14T15:02:22.780Z,2023-01-17T03:44:52Z,3977043381,213,3.0,3977043377,141,54.8,3977043375,140,27.9,3977043383,279,S,3977043379,212,23.1,3981867815,178,,3977043373,56,Back,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214569,4,1,1,0,3,jv3jh5m5t7qy5t37vwwmnj16,1,27.9,54.8,2023-01-14T15:02:25.825Z,2023-01-17T03:44:59Z,3977043839,213,5.7,3981142487,155,,3977043837,212,49.4,3977043833,141,12.6,3977043829,140,66.2,3981867879,178,,3977043827,56,Right,3977043843,1,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214597,5,1,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,0,66.2,12.6,2023-01-14T15:02:28.175Z,2023-01-17T03:45:07Z,3977043959,141,14.9,3977043963,213,0.2,3977043955,56,Right,3977043957,140,73.1,3977043961,212,7.4,3981867931,178,,3981142797,168,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214587,3,61,1,0,5,1musyruv2ufjrjnj6gvdbr8kt,1,40.5,76.1,2023-01-14T15:02:28.367Z,2023-01-17T03:45:13Z,3977043917,56,Back,3981867981,178,,,,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214677,4,1,1,0,6,1musyruv2ufjrjnj6gvdbr8kt,0,28.8,85.3,2023-01-14T15:02:29.511Z,2023-01-17T03:45:18Z,3977044313,213,1.0,3977044309,141,100.0,3977044307,140,35.0,3977044311,212,12.4,3981143209,157,,3981143211,1,,3977044301,56,Back,3981868039,178,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214697,5,5,1,0,7,1musyruv2ufjrjnj6gvdbr8kt,0,33,101.4,2023-01-14T15:02:30.232Z,2023-01-17T03:45:24Z,3977044363,56,Back,3977044365,347,,3977045673,233,6,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214933,6,5,1,0,7,jv3jh5m5t7qy5t37vwwmnj16,1,67,-1.4,2023-01-14T15:02:30.232Z,2023-01-17T03:45:23Z,3977045549,56,Right,3977045627,233,5,3977045551,347,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215175,7,1,1,0,23,jv3jh5m5t7qy5t37vwwmnj16,1,70,0,2023-01-14T15:02:46.156Z,2023-01-17T03:45:32Z,3977046797,213,2.4,3977046795,212,13.6,3977046787,107,,3977046789,56,Right,3977046791,140,60.6,3977046793,141,11.7,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215237,8,1,1,0,24,jv3jh5m5t7qy5t37vwwmnj16,1,60.6,11.7,2023-01-14T15:02:47.148Z,2023-01-17T03:45:42Z,3981868105,178,,3977047149,141,8.0,3977047153,213,6.1,3977047145,56,Right,3977047147,140,75.3,3977047151,212,15.6,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215525,9,1,1,0,27,jv3jh5m5t7qy5t37vwwmnj16,1,76.3,7.7,2023-01-14T15:02:50.239Z,2023-01-17T03:45:51Z,3977048815,141,9.4,3977048817,212,13.4,3977048819,213,3.1,3981868193,178,,3977048811,56,Right,3977048813,140,63.6,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497981043,878,1,1,0,28,jv3jh5m5t7qy5t37vwwmnj16,0,67.3,6.1,2023-01-14T15:02:51.205Z,2023-01-17T03:45:58Z,3981145279,224,,3981145125,56,Center,3981868231,178,,3981145129,141,46.1,3981145281,20,,3981145121,2,,3981145123,155,,3981145127,140,87.5,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,3981145131,212,34.5,3981145133,213,0.9,3981145135,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215375,6,12,1,0,30,1musyruv2ufjrjnj6gvdbr8kt,1,13.2,52,2023-01-14T15:02:53.635Z,2023-01-17T03:46:03Z,3977047921,140,24.1,3977047923,141,40.6,3981868277,388,,3977047925,212,13.8,3977047927,213,5.7,3977047919,56,Back,3981145555,15,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215461,7,1,1,0,32,1musyruv2ufjrjnj6gvdbr8kt,1,31.9,49.3,2023-01-14T15:02:55.425Z,2023-01-17T03:46:12Z,3981868311,178,,3977048489,56,Back,3977048493,141,9.5,3977048487,3,,3977048495,212,28.8,3977048491,140,22.5,3977048497,213,4.4,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215471,8,49,1,0,35,1musyruv2ufjrjnj6gvdbr8kt,1,24,9.4,2023-01-14T15:02:58.161Z,2023-01-17T03:46:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dwbbiqw9923azm3rpg2m8aqj9,J. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215507,9,1,1,0,35,1musyruv2ufjrjnj6gvdbr8kt,0,25.2,9.8,2023-01-14T15:02:58.185Z,2023-01-17T03:46:31Z,3977048743,141,27.6,3977048751,213,0.5,3977048747,212,26.2,3977048735,56,Back,3977048737,140,47.3,3981868429,178,,,,,,,,dwbbiqw9923azm3rpg2m8aqj9,J. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215535,10,8,1,0,37,jv3jh5m5t7qy5t37vwwmnj16,1,51.6,73.2,2023-01-14T15:02:59.980Z,2023-01-17T03:46:36Z,3981146067,383,,3981868451,178,,3977048849,56,Center,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215641,10,1,1,0,39,1musyruv2ufjrjnj6gvdbr8kt,1,38.4,41,2023-01-14T15:03:02.191Z,2023-01-17T03:46:42Z,3977049389,155,,3977049403,141,63.6,3977049397,140,58.1,3977049407,212,25.8,3977049393,56,Center,3981868483,178,,3977049413,213,0.6,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215657,11,61,1,0,40,1musyruv2ufjrjnj6gvdbr8kt,0,58.6,64.3,2023-01-14T15:03:03.075Z,2023-01-17T03:46:49Z,3981868513,178,,3977049513,56,Center,,,,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215899,11,1,1,0,41,jv3jh5m5t7qy5t37vwwmnj16,0,38.5,35.1,2023-01-14T15:03:04.267Z,2023-01-17T03:46:58Z,3981146929,141,62.9,3981146933,213,0.5,3981146927,140,69.9,3981868595,178,,3981146925,157,,3981146931,212,38.0,3981146935,1,,3977050703,56,Center,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
