id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/15/value
2499167293,7,1,1,0,19,3ptd7zlc5isrongig0wij2id4,1,85.9,0,2023-01-21T15:00:49.846Z,2023-01-23T23:11:09Z,3987371677,213,1.6,3987371671,140,86.0,3987371673,141,18.8,3987371669,56,Right,3987371667,107,,3987371675,212,14.1,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500170469,805,67,1,0,20,3ptd7zlc5isrongig0wij2id4,1,85.3,17.8,2023-01-21T15:00:50.700Z,2023-01-24T12:48:46Z,3992713459,233,928,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500170465,928,67,1,0,20,69t8imcdaqlgfbds2p58596my,0,14.7,82.2,2023-01-21T15:00:50.701Z,2023-01-24T06:04:11Z,3992713467,233,805,,,,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167323,8,1,1,0,20,3ptd7zlc5isrongig0wij2id4,0,86,18.8,2023-01-21T15:00:50.703Z,2023-01-24T12:48:47Z,3987371811,56,Right,3987371813,140,86.2,3987371819,213,4.7,3987371817,212,9.3,3992530261,178,,3991884619,236,,3991884621,286,,3987371815,141,5.2,1la1hsnuheliwojwmcbxroy96,J. Knight,3991884683,233,,,,,,,,,,,899,,,,,,,,,,,,,,,,,,,,,,
2500026707,899,74,1,0,20,69t8imcdaqlgfbds2p58596my,1,22.7,89.9,2023-01-21T15:00:50.749Z,2023-01-24T06:03:40Z,3991884525,56,Back,3991884527,285,,3991884687,233,8,3992713307,388,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167289,6,43,1,0,21,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-21T15:00:51.549Z,2023-01-21T15:01:23Z,3987371631,56,Back,3987374329,144,8,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167359,7,1,1,0,21,69t8imcdaqlgfbds2p58596my,0,17.4,97.7,2023-01-21T15:00:51.836Z,2023-01-23T23:11:43Z,3987371989,213,0.2,3987371991,1,,3987371987,212,10.5,3992530601,178,,3987371981,56,Back,3987371979,157,,3987371985,141,100.0,3987371983,140,27.2,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167361,8,5,1,0,23,69t8imcdaqlgfbds2p58596my,0,42.8,102,2023-01-21T15:00:53.467Z,2023-01-23T23:11:51Z,3987371993,56,Back,3987371995,347,,3987375875,233,9,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167837,9,5,1,0,23,3ptd7zlc5isrongig0wij2id4,1,57.2,-2,2023-01-21T15:00:53.467Z,2023-01-23T23:11:51Z,3987374249,56,Right,3987375841,233,8,3987374251,347,,,,,,,,,,,,,,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167459,9,43,1,0,29,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-21T15:00:59.526Z,2023-01-21T15:01:10Z,3987372467,56,Back,3987373185,144,44,3987372469,285,0,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167469,10,43,1,0,31,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-21T15:01:01.430Z,2023-01-21T15:01:08Z,3987373007,144,61,3987372521,56,Back,,,,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167871,10,1,1,0,52,3ptd7zlc5isrongig0wij2id4,1,58.1,0,2023-01-21T15:01:22.578Z,2023-01-23T23:11:56Z,3987374411,213,0.9,3987374409,212,14.9,3987374401,107,,3987374407,141,14.6,3987374405,140,67.4,3987374403,56,Right,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167961,11,1,1,0,53,3ptd7zlc5isrongig0wij2id4,1,67.4,14.6,2023-01-21T15:01:23.747Z,2023-01-23T23:12:04Z,3987374873,56,Right,3987374875,140,70.1,3987374877,141,4.7,3987374879,212,7.3,3987374881,213,5.1,3992530775,178,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167991,12,1,1,0,56,3ptd7zlc5isrongig0wij2id4,1,77.8,3.5,2023-01-21T15:01:26.677Z,2023-01-23T23:12:11Z,3987375017,212,14.2,3987375019,213,1.3,3992530847,178,,3987375011,56,Center,3987375007,2,,3991885351,224,,3987375013,140,81.9,3991885353,20,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,3987375015,141,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,
2500219115,1056,67,1,0,57,3ptd7zlc5isrongig0wij2id4,1,80.4,25.1,2023-01-21T15:01:27.371Z,2023-01-24T12:48:47Z,3992909291,233,1432,,,,,,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500219113,1432,67,1,0,57,69t8imcdaqlgfbds2p58596my,0,19.6,74.9,2023-01-21T15:01:27.372Z,2023-01-24T10:50:59Z,3992909303,233,1056,,,,,,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168007,13,61,1,0,57,3ptd7zlc5isrongig0wij2id4,0,81.9,23.4,2023-01-21T15:01:27.389Z,2023-01-24T12:48:48Z,3992530907,178,,3987375109,56,Center,,,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168051,11,5,1,0,58,69t8imcdaqlgfbds2p58596my,1,-1.2,81.7,2023-01-21T15:01:28.607Z,2023-01-23T23:12:26Z,3987375363,233,14,3987375343,346,,3987375341,56,Back,,,,,,,,,,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168043,14,5,1,0,58,3ptd7zlc5isrongig0wij2id4,0,101.2,18.3,2023-01-21T15:01:28.607Z,2023-01-23T23:12:26Z,3987375295,56,Right,3987375297,346,,3987375423,233,11,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168677,12,1,1,1,24,69t8imcdaqlgfbds2p58596my,1,4.1,49.3,2023-01-21T15:01:53.986Z,2023-01-23T23:12:36Z,3987378417,1,,3987378421,74,,3987378403,124,,3987378405,155,,3987378407,56,Center,3987378409,140,58.7,3987378411,141,23.7,3987378415,213,6.0,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,3987378413,212,,,,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,
2499168689,13,44,1,1,27,69t8imcdaqlgfbds2p58596my,1,58.6,13.8,2023-01-21T15:01:57.326Z,2023-01-24T12:48:48Z,3987378555,233,15,3987378467,286,,3987378465,56,Right,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168701,15,44,1,1,27,3ptd7zlc5isrongig0wij2id4,0,41.4,86.2,2023-01-21T15:01:57.327Z,2023-01-23T23:12:45Z,3987378503,285,,3987378567,233,13,3987378501,56,Back,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168775,14,1,1,1,27,69t8imcdaqlgfbds2p58596my,0,58.7,23.7,2023-01-21T15:01:57.425Z,2023-01-24T12:48:49Z,3987378863,141,59.0,3992531181,388,,3987378855,3,,3987378861,140,64.9,3987378859,56,Center,3987378871,213,1.3,3987378867,212,24.9,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500172117,853,67,1,1,29,3ptd7zlc5isrongig0wij2id4,1,36.2,39.3,2023-01-21T15:01:59.782Z,2023-01-24T12:48:49Z,3992719365,233,990,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500172115,990,67,1,1,29,69t8imcdaqlgfbds2p58596my,0,63.8,60.7,2023-01-21T15:01:59.783Z,2023-01-24T06:20:41Z,3992719373,233,853,,,,,,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500026987,787,61,1,1,30,3ptd7zlc5isrongig0wij2id4,0,40.6,36,2023-01-21T15:02:00.156Z,2023-01-24T12:48:49Z,3992531749,178,,3991885967,56,Back,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500172195,995,67,1,1,31,69t8imcdaqlgfbds2p58596my,1,62.6,68.7,2023-01-21T15:02:01.634Z,2023-01-24T12:48:50Z,3992719613,233,855,,,,,,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500172191,855,67,1,1,31,3ptd7zlc5isrongig0wij2id4,0,37.4,31.3,2023-01-21T15:02:01.635Z,2023-01-24T06:21:21Z,3992719627,233,995,,,,,,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168967,15,1,1,1,31,69t8imcdaqlgfbds2p58596my,1,62.2,69,2023-01-21T15:02:01.640Z,2023-01-24T12:48:50Z,3992531859,178,,3987379735,56,Left,3987379743,141,84.4,3987379753,213,1.2,3987379739,140,66.4,3987379751,212,11.4,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169001,16,1,1,1,38,69t8imcdaqlgfbds2p58596my,0,93.5,78.5,2023-01-21T15:02:08.376Z,2023-01-23T23:13:57Z,3987379931,56,Center,3992531981,178,,3991886363,72,,3987379933,140,91.5,3987379935,141,63.3,3991886361,386,,3987379937,212,10.5,3987379927,2,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,3987379939,213,3991886359,225,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,
2499169029,16,49,1,1,38,3ptd7zlc5isrongig0wij2id4,1,8.8,25.3,2023-01-21T15:02:08.866Z,2023-01-23T23:14:04Z,,,,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169157,17,1,1,1,42,3ptd7zlc5isrongig0wij2id4,1,14.4,12.9,2023-01-21T15:02:12.054Z,2023-01-23T23:14:11Z,3987380635,1,,3987380623,155,,3987380625,56,Back,3987380633,213,0.7,3987380631,212,38.6,3992532059,178,,3987380627,140,43.3,3987380629,141,48.1,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169235,18,1,1,1,45,3ptd7zlc5isrongig0wij2id4,0,42.9,47.8,2023-01-21T15:02:15.466Z,2023-01-23T23:14:25Z,3987381041,140,75.8,3987381043,141,59.1,3987381045,212,35.4,3992532239,178,,3987381047,213,0.2,3987381049,1,,3987381039,56,Center,3991887027,4,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169393,18,49,1,1,48,69t8imcdaqlgfbds2p58596my,1,23.3,55.2,2023-01-21T15:02:18.291Z,2023-01-23T23:14:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169387,17,1,1,1,48,69t8imcdaqlgfbds2p58596my,0,25.5,41.9,2023-01-21T15:02:18.346Z,2023-01-23T23:14:42Z,3987381831,212,63.8,3987381825,56,Center,3987381833,213,0.1,3987381835,1,,3987381823,157,,3987381829,141,53.0,3987381827,140,85.8,3992532447,178,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169333,19,52,1,1,51,3ptd7zlc5isrongig0wij2id4,1,14.7,50.6,2023-01-21T15:02:21.807Z,2023-01-23T23:14:48Z,3992532503,178,,3991887181,378,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169569,20,80,1,2,1,3ptd7zlc5isrongig0wij2id4,0,14.3,49,2023-01-21T15:02:31.485Z,2023-01-23T23:15:03Z,3992532695,178,,,,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169759,21,1,1,2,4,3ptd7zlc5isrongig0wij2id4,1,27.8,45.2,2023-01-21T15:02:34.236Z,2023-01-23T23:15:08Z,3987383689,212,48.4,3987383695,1,,3987383693,213,0.4,3992532767,178,,3987383681,56,Center,3987383683,140,71.0,3987383679,155,,3987383685,141,69.9,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169771,22,44,1,2,7,3ptd7zlc5isrongig0wij2id4,1,71.1,65.2,2023-01-21T15:02:37.733Z,2023-01-24T12:48:51Z,3987383719,56,Center,3987383721,286,,3987384017,233,19,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169811,19,44,1,2,7,69t8imcdaqlgfbds2p58596my,0,28.9,34.8,2023-01-21T15:02:37.734Z,2023-01-23T23:15:20Z,3987384041,233,22,3987383893,56,Back,3987383895,285,,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169797,23,1,1,2,7,3ptd7zlc5isrongig0wij2id4,0,67.4,66.8,2023-01-21T15:02:37.736Z,2023-01-24T12:48:51Z,3987383819,141,66.8,3991887421,168,,3987383821,212,1.9,3987383817,140,69.2,3987383823,213,0.0,3987383813,3,,3992533205,388,,3987383815,56,Center,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500027271,900,61,1,2,7,69t8imcdaqlgfbds2p58596my,1,30.3,27.4,2023-01-21T15:02:37.755Z,2023-01-23T23:16:08Z,3992533295,15,,3991887437,56,Back,3992533297,178,,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169865,20,49,1,2,9,69t8imcdaqlgfbds2p58596my,1,30.8,59.7,2023-01-21T15:02:39.886Z,2023-01-23T23:16:19Z,,,,,,,,,,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169931,21,1,1,2,9,69t8imcdaqlgfbds2p58596my,1,30.8,59.7,2023-01-21T15:02:39.944Z,2023-01-23T23:16:25Z,3987384467,1,,3987384459,140,60.4,3987384457,56,Right,3992533469,178,,3987384455,157,,3987384461,141,12.9,3987384463,212,44.5,3987384465,213,5.5,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169935,22,61,1,2,13,69t8imcdaqlgfbds2p58596my,0,60.4,12.9,2023-01-21T15:02:43.353Z,2023-01-23T23:16:46Z,3987384475,56,Right,3992533643,178,,,,,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169955,23,5,1,2,14,69t8imcdaqlgfbds2p58596my,0,62.4,-1.5,2023-01-21T15:02:44.257Z,2023-01-23T23:16:51Z,3987384569,56,Right,3987386075,233,24,3987384571,347,,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170229,24,5,1,2,14,3ptd7zlc5isrongig0wij2id4,1,37.6,101.5,2023-01-21T15:02:44.257Z,2023-01-23T23:16:50Z,3987386039,233,23,3987385971,56,Back,3987385973,347,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170309,25,1,1,2,28,3ptd7zlc5isrongig0wij2id4,1,35.1,100,2023-01-21T15:02:58.325Z,2023-01-23T23:16:56Z,3987386385,56,Back,3987386383,107,,3987386391,212,11.1,3987386389,141,85.6,3987386387,140,33.6,3987386393,213,4.6,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170365,26,1,1,2,29,3ptd7zlc5isrongig0wij2id4,1,33.6,85.6,2023-01-21T15:02:59.128Z,2023-01-24T06:26:16Z,3987386647,56,Back,3987386653,212,11.2,3987386655,213,0.6,3987386649,140,42.3,3987386651,141,95.1,3992721259,388,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
