id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2540697905,5,1,1,0,11,dmz37633qbsvl7gncq5s51yjw,0,57.5,95.9,2023-04-29T14:01:01.571Z,2023-05-02T08:34:03Z,4234818227,3,,4234818229,56,Left,4234818231,140,59.5,4234818235,212,6.7,4244311639,388,,4234818233,141,86.6,4234818237,213,5.0,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697929,6,44,1,0,13,5qwskbjpa17fvmtuu5qijy7cz,1,37.4,19.4,2023-04-29T14:01:03.375Z,2023-05-02T09:30:55Z,4234818347,56,Back,4234818349,285,,4234818379,233,6,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697913,6,44,1,0,13,dmz37633qbsvl7gncq5s51yjw,0,62.6,80.6,2023-04-29T14:01:03.376Z,2023-05-02T08:34:13Z,4234818411,233,6,4234818275,56,Left,4234818277,286,,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697977,7,1,1,0,13,5qwskbjpa17fvmtuu5qijy7cz,0,34.3,25.3,2023-04-29T14:01:03.408Z,2023-05-02T09:30:56Z,4234818557,1,,4244311875,388,,4234818549,140,64.8,4234818547,56,Right,4234818545,3,,4234818555,213,5.8,4234818553,212,37.0,4234818551,141,0.0,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698023,7,5,1,0,16,dmz37633qbsvl7gncq5s51yjw,1,37.6,101.8,2023-04-29T14:01:06.026Z,2023-05-02T08:34:17Z,4234818819,233,8,4234818763,56,Back,4234818765,347,,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697985,8,5,1,0,16,5qwskbjpa17fvmtuu5qijy7cz,0,62.4,-1.8,2023-04-29T14:01:06.026Z,2023-05-02T08:34:18Z,4234818587,347,,4234818865,233,7,4234818585,56,Right,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698305,8,1,1,0,28,dmz37633qbsvl7gncq5s51yjw,0,40.5,100,2023-04-29T14:01:18.305Z,2023-05-02T08:34:19Z,4234820053,212,29.8,4234820055,213,6.0,4234820057,1,,4234820045,107,,4234820047,56,Left,4234820051,141,87.7,4234820049,140,67.4,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698345,9,1,1,0,30,5qwskbjpa17fvmtuu5qijy7cz,0,22.5,10.6,2023-04-29T14:01:20.270Z,2023-05-02T08:34:23Z,4234820217,141,0.0,4234820219,212,9.2,4234820221,213,5.3,4234820211,3,,4244312077,388,,4234820215,140,27.1,4234820213,56,Back,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698673,9,5,1,0,31,dmz37633qbsvl7gncq5s51yjw,1,69.1,101.5,2023-04-29T14:01:21.422Z,2023-05-02T08:34:26Z,4234821705,347,,4234821769,233,10,4234821703,56,Left,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698353,10,5,1,0,31,5qwskbjpa17fvmtuu5qijy7cz,0,30.9,-1.5,2023-04-29T14:01:21.422Z,2023-05-02T08:34:27Z,4234820253,347,,4234821795,233,9,4234820251,56,Back,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698705,10,1,1,0,44,dmz37633qbsvl7gncq5s51yjw,1,63.8,100,2023-04-29T14:01:34.072Z,2023-05-02T08:34:28Z,4234821889,213,5.1,4234821875,107,,4234821885,212,7.1,4234821881,141,92.4,4234821879,140,66.5,4234821877,56,Left,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698855,11,1,1,0,45,dmz37633qbsvl7gncq5s51yjw,0,67.1,92.9,2023-04-29T14:01:35.081Z,2023-05-02T08:34:36Z,4234822613,212,5.5,4234822615,213,1.7,4244312271,178,,4234822607,56,Left,4234822609,140,66.5,4234822611,141,100.0,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699123,11,5,1,0,46,5qwskbjpa17fvmtuu5qijy7cz,1,36.9,-1.2,2023-04-29T14:01:35.923Z,2023-05-02T08:34:38Z,4234823847,233,12,4234823807,56,Back,4234823811,347,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540698887,12,5,1,0,46,dmz37633qbsvl7gncq5s51yjw,0,63.1,101.2,2023-04-29T14:01:35.923Z,2023-05-02T08:34:38Z,4234822769,347,,4234822765,56,Left,4234823887,233,11,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699229,12,1,1,1,2,5qwskbjpa17fvmtuu5qijy7cz,1,36.2,0,2023-04-29T14:01:51.756Z,2023-05-02T08:34:44Z,4234824335,212,34.3,4234824333,141,13.1,4234824327,107,,4234824329,56,Right,4234824331,140,67.6,4234824339,1,,4234824337,213,0.3,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699255,13,44,1,1,3,5qwskbjpa17fvmtuu5qijy7cz,1,68,10.7,2023-04-29T14:01:53.403Z,2023-05-02T09:30:56Z,4234824657,233,13,4234824443,286,,4234824441,56,Right,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699223,13,44,1,1,3,dmz37633qbsvl7gncq5s51yjw,0,32,89.3,2023-04-29T14:01:53.404Z,2023-05-02T08:34:50Z,4234824635,233,13,4234824309,285,,4234824307,56,Back,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542350053,734,1,1,1,3,5qwskbjpa17fvmtuu5qijy7cz,0,71.3,16.7,2023-04-29T14:01:53.463Z,2023-05-02T09:30:56Z,4243620403,168,,4243620405,56,Right,4243620401,3,,4244312503,388,,4243620407,140,74.5,4243620409,141,16.4,4243620411,212,3.4,4243620413,213,6.2,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699237,14,61,1,1,3,dmz37633qbsvl7gncq5s51yjw,1,32.9,90.9,2023-04-29T14:01:53.502Z,2023-05-02T08:34:58Z,4244312587,15,,4244312589,178,,4234824371,56,Back,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699971,14,5,1,1,5,5qwskbjpa17fvmtuu5qijy7cz,1,69.9,-1.4,2023-04-29T14:01:54.904Z,2023-05-02T08:35:03Z,4234827865,347,,4234827863,56,Right,4234827885,233,15,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699265,15,5,1,1,5,dmz37633qbsvl7gncq5s51yjw,0,30.1,101.4,2023-04-29T14:01:54.904Z,2023-05-02T08:35:04Z,4234827931,233,14,4234824485,347,,4234824483,56,Back,,,,,,,,,,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700087,15,1,1,1,29,5qwskbjpa17fvmtuu5qijy7cz,0,73.8,0,2023-04-29T14:02:18.705Z,2023-05-02T08:35:06Z,4234828477,107,,4234828479,56,Center,4234828481,140,89.0,4234828485,212,26.3,4234828483,141,30.0,4234828489,1,,4234828487,213,0.9,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700119,16,12,1,1,31,dmz37633qbsvl7gncq5s51yjw,1,13.4,69.3,2023-04-29T14:02:21.129Z,2023-05-02T08:35:08Z,4234828647,212,6.2,4234828649,213,0.7,4244312715,388,,4234828691,15,,4234828645,141,75.0,4234828643,140,18.0,4234828641,56,Back,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542350289,735,61,1,1,33,5qwskbjpa17fvmtuu5qijy7cz,1,85.5,35.7,2023-04-29T14:02:22.912Z,2023-05-02T08:35:16Z,4244312855,21,,4244312857,178,,4243621705,56,Center,,,,,,,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542350311,736,61,1,1,33,5qwskbjpa17fvmtuu5qijy7cz,1,86.3,38.9,2023-04-29T14:02:23.437Z,2023-05-02T08:35:22Z,4244312945,178,,4243621843,56,Center,,,,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700225,16,61,1,1,34,5qwskbjpa17fvmtuu5qijy7cz,0,85.9,34.3,2023-04-29T14:02:24.201Z,2023-05-02T08:35:25Z,4244313009,178,,4234829099,56,Center,,,,,,,,,,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700411,17,12,1,1,35,dmz37633qbsvl7gncq5s51yjw,1,13.9,67.8,2023-04-29T14:02:24.780Z,2023-05-02T08:35:28Z,4244313053,178,,4234830057,141,68.2,4234830063,212,20.9,4234830045,56,Back,4234830067,213,0.0,4234830051,140,33.8,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700427,17,1,1,1,39,5qwskbjpa17fvmtuu5qijy7cz,0,68.6,33.1,2023-04-29T14:02:28.920Z,2023-05-02T08:35:31Z,4234830123,212,30.5,4234830115,140,84.9,4234830111,56,Center,4234830109,155,,4234830127,213,1.0,4234830119,141,70.2,4244313093,178,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700579,18,12,1,1,40,dmz37633qbsvl7gncq5s51yjw,1,21.9,38.6,2023-04-29T14:02:30.520Z,2023-05-02T09:03:35Z,4234830889,140,39.8,4234830891,141,4.4,4234830893,212,29.9,4234830895,213,5.4,4234830933,15,,4234830885,56,Back,4244346209,178,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700749,19,49,1,1,45,dmz37633qbsvl7gncq5s51yjw,1,45,3.2,2023-04-29T14:02:35.055Z,2023-05-02T08:35:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700759,20,3,1,1,46,dmz37633qbsvl7gncq5s51yjw,0,50.5,2.4,2023-04-29T14:02:35.724Z,2023-05-02T08:35:51Z,4234831761,286,,4243627093,233,18,4244313415,178,,4243622569,465,,4234831759,56,Right,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700755,18,7,1,1,46,5qwskbjpa17fvmtuu5qijy7cz,1,49.5,97.6,2023-04-29T14:02:35.850Z,2023-05-02T08:35:57Z,4234831745,285,,4234831743,56,Back,4234831801,233,20,4243622603,383,,4244313475,178,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700925,19,5,1,1,46,5qwskbjpa17fvmtuu5qijy7cz,0,49.3,101.4,2023-04-29T14:02:36.395Z,2023-05-02T08:36:03Z,4234848389,233,21,4234832539,56,Back,4234832541,347,,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700847,21,5,1,1,46,dmz37633qbsvl7gncq5s51yjw,1,50.7,-1.4,2023-04-29T14:02:36.395Z,2023-05-02T08:36:04Z,4234832141,56,Right,4234832143,347,,4234848331,233,19,,,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700873,22,1,1,1,53,dmz37633qbsvl7gncq5s51yjw,1,45.7,0,2023-04-29T14:02:43.362Z,2023-05-02T08:36:10Z,4234832293,56,Right,4234832295,140,51.1,4234832301,213,1.0,4234832291,107,,4234832299,212,11.3,4234832297,141,12.3,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700919,23,1,1,1,54,dmz37633qbsvl7gncq5s51yjw,1,51.1,12.3,2023-04-29T14:02:44.202Z,2023-05-02T08:36:16Z,4244313691,178,,4234832499,213,3.6,4234832497,212,6.7,4234832491,56,Back,4234832495,141,7.6,4234832493,140,45.5,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701029,24,1,1,1,55,dmz37633qbsvl7gncq5s51yjw,1,45.5,7.6,2023-04-29T14:02:45.396Z,2023-05-02T08:36:19Z,4234833057,141,27.3,4234833061,212,23.2,4234833045,56,Back,4234833069,213,2.5,4244313731,178,,4234833053,140,27.5,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701299,25,1,1,1,59,dmz37633qbsvl7gncq5s51yjw,1,28.1,29.7,2023-04-29T14:02:48.725Z,2023-05-02T08:36:20Z,4234834365,56,Back,4234834361,196,,4244313743,178,,4234834375,212,46.3,4234834373,141,96.6,4234834357,155,,4234834377,213,1.4,4234834379,1,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,4234834369,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701397,26,1,1,2,6,dmz37633qbsvl7gncq5s51yjw,1,47.5,95.4,2023-04-29T14:02:56.377Z,2023-05-02T08:36:24Z,4234834881,140,32.3,4234834877,56,Back,4234834885,141,75.3,4234834891,213,3.8,4244313801,178,,4234834887,212,21.0,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701511,27,1,1,2,10,dmz37633qbsvl7gncq5s51yjw,0,28.9,74.8,2023-04-29T14:02:59.692Z,2023-05-02T08:36:28Z,4234835321,141,53.6,4234835325,213,6.0,4234835323,212,44.2,4243623223,155,,4244313847,178,,4234835327,1,,4234835319,140,68.7,4234835317,56,Center,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701533,20,44,1,2,12,5qwskbjpa17fvmtuu5qijy7cz,1,32,48,2023-04-29T14:03:01.717Z,2023-05-02T09:30:57Z,4234835509,233,28,4234835417,56,Back,4234835419,285,,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701525,28,44,1,2,12,dmz37633qbsvl7gncq5s51yjw,0,68,52,2023-04-29T14:03:01.718Z,2023-05-02T08:36:31Z,4234835383,286,,4234835631,233,20,4234835381,56,Center,,,,,,,,,,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701569,21,1,1,2,12,5qwskbjpa17fvmtuu5qijy7cz,1,32.8,49.6,2023-04-29T14:03:01.759Z,2023-05-02T09:30:57Z,4234835601,213,5.8,4234835597,141,42.2,4234835599,212,11.9,4234835591,3,,4234835593,56,Back,4234835595,140,43.1,4244313963,388,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701591,22,44,1,2,13,5qwskbjpa17fvmtuu5qijy7cz,1,39.2,42.3,2023-04-29T14:03:03.329Z,2023-05-02T09:30:57Z,4234836093,233,29,4234835695,285,,4234835693,56,Back,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
