id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2503709921,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-04T14:02:36.261Z,2023-02-04T14:15:12Z,4011159001,130,10,4011159003,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4011158999,59,"40, 2, 7, 5, 6, 12, 30, 48, 47, 44, 8, 1, 3, 14, 17, 22, 23, 26",4011159007,197,16170,4011159005,194,49ca952ot1c3ytut2s281ds6h,4011159009,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011158997,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4011158995,30,"c3nbdw1440h1uwwmixrjxwclx, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, cruhiz25b3bbd4unocpu9bvf9, canpue729cozt0cw6a1dpi7ai, acvgu9prqaeucmvi9fx070i22, 32crcj18u4qnf8f07fbsopvpx, 1iy0goeaf5btyw09tr2ywbe8l, eirc5i9gcpe0ap6gntxoomcix, 9gfxdw176mc8yn7dowedmvtgp, 23gglwejp456bifnwkk9xi0a, dn7t1mhie8papl90qlp4rljhl, bpw37dn7ite34srsk131bx46i, n4ml5xifvll22bpq68ld4auh, i1bzoqwi1u382l4yx3n864x6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503726133,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-04T14:15:47.624Z,2023-02-04T14:15:47Z,4011241339,197,16220,4011241329,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4011241341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011241331,59,"1, 28, 6, 7, 20, 34, 8, 16, 9, 15, 24, 3, 10, 18, 19, 21, 23, 29",4011241333,130,4,4011241327,30,"21hyrpedxxu2ilkspxq4uril1, 5ykgwunfc9pg5iq8h5cihg3xl, 541yhibvfn0fv2izdfudm7651, dypefa5ubw9m9xefxdd4365lh, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, f4l762ob8j0izfocnmofytcyd, dlfoufhh8dc14s10vnbjrfvmd, 6d9maq3oecwobp2t2220vf4r9, eswokn90i34kdbfvax0y7365l, dgl4fbdrmolqgg0xzejl7ve8l, 89wk8a6aqw64nub8dgdj7zjl5, 41cihaqh4lxje5nx17g0rbgt1, 2iy84h1v8wt8l6prv701uohk9, 33h8s55zcj0j535g2dyz9tnqi, c23tcl4dl40wu4i8vntbv0tm1, 3zmb22ct3lkf04kbpuxr22hud, a70y8ayeh05hzo5yc8gotsbh0",4011241335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4011241337,194,dypefa5ubw9m9xefxdd4365lh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778419,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-04T15:01:22.222Z,2023-02-04T15:01:22Z,4011498935,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778431,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-04T15:01:22.222Z,2023-02-07T00:28:44Z,4011499001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778489,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,49.6,50.3,2023-02-04T15:01:22.272Z,2023-02-07T04:31:33Z,4011499283,140,38.9,4011499281,56,Back,4018296881,178,,4011499287,212,11.2,4011499285,141,49.9,4011499289,213,3.2,4011499291,279,S,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778603,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,1,44.4,46.6,2023-02-04T15:01:25.074Z,2023-02-07T04:31:37Z,4011499831,140,30.4,4011499833,141,76.6,4011499837,213,2.2,4011499835,212,25.1,4011499829,56,Back,4018296919,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778665,5,1,1,0,5,80jtkz2echk6yyyb9e2595cxr,0,30.1,81.2,2023-02-04T15:01:28.083Z,2023-02-07T04:31:41Z,4011500149,141,68.7,4018296961,178,,4011500155,1,,4011500147,140,77.5,4011500145,56,Center,4011500153,213,6.1,4011500141,155,,4011500151,212,50.5,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778709,3,1,1,0,8,9db4t34qy4owglhvvgwf5l22i,0,24.1,34.2,2023-02-04T15:01:30.618Z,2023-02-07T04:31:49Z,4011500345,3,,4011500347,56,Back,4018297047,388,,4011500355,213,6.0,4011500351,141,27.7,4011500353,212,14.9,4011500349,140,37.7,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778725,6,50,1,0,9,80jtkz2echk6yyyb9e2595cxr,1,65.6,69.6,2023-02-04T15:01:31.616Z,2023-02-07T04:31:53Z,4011500809,233,4,4011500417,56,Center,4011500419,286,,,,,,,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778785,4,7,1,0,9,9db4t34qy4owglhvvgwf5l22i,0,34.4,30.4,2023-02-04T15:01:32.001Z,2023-02-07T04:32:00Z,4011500737,56,Back,4017235055,385,,4011500739,285,,4011500777,233,6,4018297125,178,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
