id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2497211847,5,1,1,0,9,dv9l02o316cd9hbkxaho2u12f,0,59.3,37.3,2023-01-14T15:00:23.248Z,2023-01-16T10:47:26Z,3977030605,213,5.9,3977030601,141,30.3,3981181343,388,,3977030597,56,Center,3977030599,140,69.2,3977030595,3,,3977030603,212,11.4,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211883,7,1,1,0,11,17zuelixesst1z59fwcix2dil,1,34.4,68.5,2023-01-14T15:00:25.087Z,2023-01-16T10:19:29Z,3977030787,1,,3977030783,212,33.6,3977030779,140,66.2,3977030777,56,Center,3977030781,141,73.6,3977030775,157,,3977030785,213,0.1,3981148769,178,,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211891,8,61,1,0,13,17zuelixesst1z59fwcix2dil,0,66.2,73.6,2023-01-14T15:00:26.962Z,2023-01-16T10:19:37Z,3977030819,56,Center,3981148935,21,,3981148937,178,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497987505,864,67,1,0,14,dv9l02o316cd9hbkxaho2u12f,1,55.6,31,2023-01-14T15:00:28.434Z,2023-01-17T03:06:50Z,3981180269,233,788,,,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497987499,788,67,1,0,14,17zuelixesst1z59fwcix2dil,0,44.4,69,2023-01-14T15:00:28.435Z,2023-01-16T10:45:59Z,3981180277,233,864,,,,,,,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211901,6,1,1,0,14,dv9l02o316cd9hbkxaho2u12f,0,53.4,31.2,2023-01-14T15:00:28.482Z,2023-01-17T03:06:51Z,3980313079,212,2.6,3980313077,141,27.4,3977030869,56,Center,3980313075,140,53.7,3980313081,213,4.8,3981149563,178,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497987555,789,43,1,0,15,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-14T15:00:29.240Z,2023-01-17T02:25:12Z,3981180467,233,865,3981850673,144,67,,,,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497987553,865,43,1,0,15,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-01-14T15:00:29.241Z,2023-01-17T02:25:12Z,3981850679,144,67,3981180471,233,789,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211939,9,1,1,0,15,17zuelixesst1z59fwcix2dil,0,47.5,73.2,2023-01-14T15:00:29.326Z,2023-01-16T10:20:16Z,3977031031,212,14.8,3981149673,178,,3977031029,141,92.4,3977031027,140,40.9,3977031025,56,Back,3977031033,213,2.1,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211923,7,49,1,0,17,dv9l02o316cd9hbkxaho2u12f,1,59.8,12,2023-01-14T15:00:31.057Z,2023-01-16T10:20:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212035,8,1,1,0,24,dv9l02o316cd9hbkxaho2u12f,1,67.5,1.7,2023-01-14T15:00:38.013Z,2023-01-16T10:20:24Z,3977031513,213,1.9,3977031509,141,19.8,3977031507,140,64.0,3977031505,56,Right,3981149859,178,,3977031511,212,12.8,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212091,9,1,1,0,25,dv9l02o316cd9hbkxaho2u12f,1,61.9,20.6,2023-01-14T15:00:39.342Z,2023-01-16T10:20:27Z,3977031783,141,23.0,3977031779,56,Back,3977031787,213,3.1,3977031785,212,20.1,3981149945,178,,3977031781,140,42.8,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212151,10,1,1,0,29,dv9l02o316cd9hbkxaho2u12f,1,42.3,23.1,2023-01-14T15:00:42.701Z,2023-01-16T10:20:29Z,3977032027,213,1.7,3977032023,141,47.8,3981149989,178,,3977032021,140,40.0,3977032019,56,Back,3977032025,212,17.0,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212189,11,1,1,0,32,dv9l02o316cd9hbkxaho2u12f,1,38.7,56,2023-01-14T15:00:45.715Z,2023-01-16T10:20:31Z,3977032221,56,Left,3977032225,141,92.3,3977032227,212,37.7,3977032229,213,0.7,3981150031,178,,3977032231,1,,3977032223,140,65.8,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212213,12,1,1,0,34,dv9l02o316cd9hbkxaho2u12f,1,65.8,92.3,2023-01-14T15:00:47.833Z,2023-01-16T10:20:35Z,3977032367,56,Left,3977032371,141,80.9,3977032369,140,58.1,3977032375,213,3.9,3981150095,178,,3977032373,212,11.2,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212223,13,1,1,0,35,dv9l02o316cd9hbkxaho2u12f,0,58.1,80.9,2023-01-14T15:00:49.249Z,2023-01-16T10:20:38Z,3977032479,286,,3977032473,236,,3977032415,140,53.5,3977032419,212,4.9,3977032417,141,79.4,3981150147,178,,3977032475,233,10,3977032413,56,Left,enfxh6b65c9hx1rs0scszi2y2,H. Kite,3977032421,213,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212219,10,74,1,0,35,17zuelixesst1z59fwcix2dil,1,56.2,13.5,2023-01-14T15:00:49.364Z,2023-01-16T10:20:40Z,3977032481,233,13,3977032407,285,,3981150239,178,,3977032405,56,Right,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212235,11,5,1,0,37,17zuelixesst1z59fwcix2dil,0,52.5,-1.2,2023-01-14T15:00:51.157Z,2023-01-16T10:20:45Z,3977032491,347,,3977032871,233,14,3977032489,56,Right,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212301,14,5,1,0,37,dv9l02o316cd9hbkxaho2u12f,1,47.5,101.2,2023-01-14T15:00:51.157Z,2023-01-16T10:20:45Z,3977032857,347,,3977032855,56,Back,3977032863,233,11,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212359,15,1,1,0,41,dv9l02o316cd9hbkxaho2u12f,0,53.4,100,2023-01-14T15:00:55.172Z,2023-01-16T10:20:55Z,3977033103,107,,3977033113,213,6.0,3977033107,140,81.6,3977033109,141,88.0,3977033105,56,Left,3977033115,1,,3977033111,212,31.1,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212385,12,1,1,0,43,17zuelixesst1z59fwcix2dil,0,21.6,7.3,2023-01-14T15:00:57.459Z,2023-01-16T10:21:04Z,3981150789,388,,3977033231,213,6.1,3977033223,56,Back,3977033229,212,13.8,3977033227,141,3.8,3977033225,140,34.5,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212447,16,1,1,0,46,dv9l02o316cd9hbkxaho2u12f,1,70.8,96.6,2023-01-14T15:01:00.234Z,2023-01-16T10:21:06Z,3977033521,56,Left,3977033525,141,95.8,3977033529,213,3.2,3977033527,212,10.3,3981150825,178,,3977033523,140,61.0,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212519,17,1,1,0,48,dv9l02o316cd9hbkxaho2u12f,1,62.5,92.4,2023-01-14T15:01:02.387Z,2023-01-16T10:21:09Z,3981150885,178,,3977033891,140,35.4,3977033895,212,30.9,3977033889,56,Back,3977033897,213,3.5,3977033893,141,74.7,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212575,18,1,1,0,51,dv9l02o316cd9hbkxaho2u12f,1,35.7,74.4,2023-01-14T15:01:04.792Z,2023-01-16T10:21:12Z,3981150919,178,,3977034131,56,Back,3977034135,141,37.1,3977034137,212,25.4,3977034139,213,4.6,3977034133,140,34.1,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212647,19,1,1,0,54,dv9l02o316cd9hbkxaho2u12f,1,34.1,37.1,2023-01-14T15:01:07.679Z,2023-01-16T10:21:14Z,3977034521,56,Back,3981150959,178,,3977034525,141,58.7,3977034527,212,14.8,3977034529,213,1.7,3977034523,140,32.6,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212721,20,1,1,0,57,dv9l02o316cd9hbkxaho2u12f,1,32.6,59,2023-01-14T15:01:10.891Z,2023-01-16T10:21:17Z,3977034913,141,74.7,3977034909,56,Back,3977034917,213,1.6,3977034915,212,10.7,3977034911,140,31.9,3981151041,178,,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212767,21,1,1,0,59,dv9l02o316cd9hbkxaho2u12f,0,32,76.3,2023-01-14T15:01:13.362Z,2023-01-16T10:21:19Z,3981151085,178,,3980320177,155,,3977035095,140,72.5,3977035103,1,,3977035097,141,78.1,3977035099,212,42.5,3977035101,213,0.0,3977035093,56,Center,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212779,13,12,1,1,1,17zuelixesst1z59fwcix2dil,1,24.4,8,2023-01-14T15:01:15.113Z,2023-01-16T10:21:22Z,3977035179,213,6.0,3977035177,212,21.2,3977035173,140,43.5,3977035171,56,Back,3981151161,178,,3980320557,167,,3977035175,141,0.0,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212783,14,5,1,1,2,17zuelixesst1z59fwcix2dil,0,41.6,-1.9,2023-01-14T15:01:16.228Z,2023-01-16T10:21:25Z,3977035191,56,Back,3977035559,233,22,3977035193,347,,,,,,,,,,,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212845,22,5,1,1,2,dv9l02o316cd9hbkxaho2u12f,1,58.4,101.9,2023-01-14T15:01:16.228Z,2023-01-16T10:21:25Z,3977035461,347,,3977035459,56,Left,3977035513,233,14,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213257,23,1,1,1,22,dv9l02o316cd9hbkxaho2u12f,0,61.7,100,2023-01-14T15:01:35.748Z,2023-01-16T10:21:31Z,3977037449,107,,3977037451,56,Left,3977037455,141,89.0,3977037459,213,5.9,3977037457,212,23.6,3977037461,1,,3977037453,140,82.5,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213279,16,1,1,1,23,17zuelixesst1z59fwcix2dil,0,17.2,7.9,2023-01-14T15:01:37.355Z,2023-01-16T10:21:52Z,3977037561,3,,3981151887,388,,3977037565,140,23.8,3977037567,141,9.9,3977037569,212,7.1,3977037571,213,0.2,3977037563,56,Back,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213265,15,43,1,1,24,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-14T15:01:38.197Z,2023-01-15T16:51:30Z,3977037491,56,Back,3980322927,144,44,3977037493,285,0,,,,,,,,,,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213261,24,43,1,1,24,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-01-14T15:01:38.198Z,2023-01-15T16:51:29Z,3977037469,56,Left,3977037599,233,15,3977037471,286,0,3980322863,144,44,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213309,25,1,1,1,27,dv9l02o316cd9hbkxaho2u12f,0,78.2,94,2023-01-14T15:01:41.228Z,2023-01-16T10:22:04Z,3977037749,213,5.6,3981152235,388,,3977037747,212,6.2,3977037739,3,,3977037743,140,82.6,3977037741,56,Left,3977037745,141,88.0,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213377,17,1,1,1,28,17zuelixesst1z59fwcix2dil,1,18.5,9.5,2023-01-14T15:01:42.295Z,2023-01-16T10:49:58Z,3977038091,3,,3981183531,388,,3977038095,140,25.6,3977038097,141,6.9,3977038101,213,6.1,3977038099,212,7.7,3977038093,56,Back,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213391,18,49,1,1,30,17zuelixesst1z59fwcix2dil,1,25.4,6,2023-01-14T15:01:44.295Z,2023-01-16T10:22:44Z,,,,,,,,,,,,,,,,,,,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213439,19,1,1,1,32,17zuelixesst1z59fwcix2dil,0,19.9,5.8,2023-01-14T15:01:46.508Z,2023-01-16T10:22:46Z,3977038445,141,6.0,3977038441,56,Back,3977038443,140,22.5,3977038447,212,2.7,3981153205,178,,3977038449,213,0.0,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213431,26,61,1,1,32,dv9l02o316cd9hbkxaho2u12f,1,74.8,92.1,2023-01-14T15:01:46.593Z,2023-01-16T10:22:49Z,3981153305,178,,3977038425,56,Left,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213473,27,49,1,1,34,dv9l02o316cd9hbkxaho2u12f,1,66.5,80,2023-01-14T15:01:48.209Z,2023-01-16T10:22:55Z,,,,,,,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213487,28,1,1,1,34,dv9l02o316cd9hbkxaho2u12f,1,64.5,78.9,2023-01-14T15:01:48.266Z,2023-01-16T10:22:58Z,3981153517,178,,3977038665,140,65.4,3977038671,213,1.5,3977038669,212,11.9,3977038667,141,96.4,3977038663,56,Left,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213505,29,1,1,1,35,dv9l02o316cd9hbkxaho2u12f,1,67.8,95.6,2023-01-14T15:01:49.063Z,2023-01-16T10:23:02Z,3977038755,141,84.3,3977038751,56,Left,3977038753,140,59.0,3981153571,178,,3977038757,212,12.0,3977038759,213,3.8,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213573,30,1,1,1,36,dv9l02o316cd9hbkxaho2u12f,1,60.1,84.7,2023-01-14T15:01:50.646Z,2023-01-16T10:23:05Z,3981153659,178,,3977039065,140,34.9,3977039073,1,,3977039071,213,3.9,3977039069,212,37.5,3977039067,141,45.6,3977039063,56,Back,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213685,31,1,1,1,41,dv9l02o316cd9hbkxaho2u12f,1,34.8,48.5,2023-01-14T15:01:54.965Z,2023-01-16T10:23:09Z,3977039599,56,Back,3977039607,213,3.3,3977039601,140,18.2,3981153711,178,,3977039605,212,17.5,3977039603,141,45.6,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213769,32,1,1,1,43,dv9l02o316cd9hbkxaho2u12f,0,18.4,45,2023-01-14T15:01:57.543Z,2023-01-16T10:23:12Z,3977040063,157,,3977040075,1,,3977040067,140,69.1,3977040071,212,53.3,3977040069,141,42.7,3977040065,56,Center,3977040073,213,6.3,3981153743,178,,3swij7ntrn9x9voc9clilgmvp,J. Blackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213833,20,1,1,1,47,17zuelixesst1z59fwcix2dil,0,29.2,55.7,2023-01-14T15:02:01.601Z,2023-01-16T10:23:15Z,3977040373,212,18.7,3977040365,3,,3981153839,388,,3977040375,213,6.2,3977040367,56,Back,3977040369,140,46.9,3977040371,141,53.1,,,,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214033,33,1,1,1,49,dv9l02o316cd9hbkxaho2u12f,1,55.4,47.2,2023-01-14T15:02:03.450Z,2023-01-16T10:23:25Z,3977041243,56,Center,3981154025,178,,3977041247,141,75.2,3977041249,212,20.5,3977041251,213,1.2,3977041245,140,62.7,3977041241,3,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
