id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,keyPass,qualifier/15/value,qualifier/16/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2489041489,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-04T11:45:08.441Z,2022-12-04T12:32:43Z,3933811535,130,18,3933811541,197,16276,3933811533,59,"1, 15, 6, 4, 20, 28, 7, 25, 19, 11, 9, 3, 8, 10, 16, 18, 21, 27",3933811539,194,f1g68yocf85lxkf17pt2j7v85,3933811537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3933811543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933811531,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3933811527,30,"8xyeap5blm4g6swv05g95aesq, eswokn90i34kdbfvax0y7365l, 541yhibvfn0fv2izdfudm7651, f1g68yocf85lxkf17pt2j7v85, cn988bjn09tb806b05wgp7ys5, asy3qn4557iy3r55yl4v9xj9x, dypefa5ubw9m9xefxdd4365lh, 610hp1px6mp6lbyube9b0swrt, 33h8s55zcj0j535g2dyz9tnqi, 6m5uypsr6dj6l74khrez38355, 6d9maq3oecwobp2t2220vf4r9, 89wk8a6aqw64nub8dgdj7zjl5, f4l762ob8j0izfocnmofytcyd, 41cihaqh4lxje5nx17g0rbgt1, dlfoufhh8dc14s10vnbjrfvmd, 2iy84h1v8wt8l6prv701uohk9, c23tcl4dl40wu4i8vntbv0tm1, 307tfvtl56s1rf61x8kjevjzd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489042365,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-04T11:47:23.464Z,2022-12-04T12:34:10Z,3933816323,194,ex186m2z3yp666b1g219a8ted,3933816315,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3933816319,130,8,3933816325,197,16167,3933816313,30,"1sw0ywyl0cgn97mu65tnzv0t1, f5zei3x0mg1i5q3soziuy579, 1kw6qz2pi7wlam068oeirztud, 7pia2vfewavgyc8d7pvgr7owl, ex186m2z3yp666b1g219a8ted, 4uywqjm0i2ik5cwhulbmzxi39, bbrx2s4fcp7uplly4hpbt3xed, 93kxb8ch3auv9li22mh1aidey, 99uiqjteov3qby19bs8kozill, 7yqdri2a1wz80jfzbcyfc904p, 4oogur7f8tfx3z011ap58ao5x, am0ggkrw8rzw5shdvaceyr3kl, corxqfn0yjgdo7vdctaraxv8q, s2phyy6eoysnxu96rw2ivnx1, 90bk4lcfnlqtvwlttwybhs4wl, 40wbrqny2ekenyy37ver8dyol, 3a96rdsu1qqtsmiaae10vbyi2, 7fvj3ev8ov0cnalck9x48z3kl",3933816327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933816317,59,"1, 2, 23, 28, 20, 6, 7, 10, 18, 11, 12, 9, 13, 16, 17, 22, 25, 26",3933816321,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060443,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-04T12:32:18.673Z,2022-12-06T18:02:42Z,3933913643,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060449,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-04T12:32:18.673Z,2022-12-04T12:32:21Z,3933913663,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060457,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,49.9,49.7,2022-12-04T12:32:18.716Z,2022-12-07T07:05:01Z,3933913701,56,Back,3936121043,178,,3933913707,212,13.3,3933913711,279,S,3933913709,213,3.1,3933913703,140,37.2,3933913705,141,50.5,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060481,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,1,41.6,62.4,2022-12-04T12:32:21.103Z,2022-12-06T18:08:21Z,3933913821,213,1.4,3936121087,178,,3933913813,56,Back,3933913819,212,19.9,3933913815,140,45.3,3933913817,141,91.1,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060513,5,1,1,0,6,80jtkz2echk6yyyb9e2595cxr,1,51.9,90.2,2022-12-04T12:32:24.926Z,2022-12-06T18:08:24Z,3933913999,56,Center,3933914003,141,68.7,3933914005,212,16.9,3933914007,213,5.2,3933914001,140,60.0,3936121125,178,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060533,6,1,1,0,7,80jtkz2echk6yyyb9e2595cxr,1,54.7,75.3,2022-12-04T12:32:25.890Z,2022-12-06T18:08:34Z,3936121253,178,,3933914107,56,Back,3933914111,141,61.2,3933914109,140,27.0,3933914115,213,3.5,3933914113,212,30.6,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060543,7,1,1,0,14,80jtkz2echk6yyyb9e2595cxr,0,36.6,70,2022-12-04T12:32:32.941Z,2022-12-06T18:08:38Z,3933914171,1,,3933914159,155,,3933914161,56,Left,3936121283,178,,3933914165,141,100.0,3933914163,140,69.4,3933914169,213,0.6,3933914167,212,40.7,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060613,3,5,1,0,17,jv3jh5m5t7qy5t37vwwmnj16,1,29.8,-1.8,2022-12-04T12:32:36.654Z,2022-12-06T18:08:42Z,3933914507,347,,3933914543,233,8,3933914505,56,Back,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060545,8,5,1,0,17,80jtkz2echk6yyyb9e2595cxr,0,70.2,101.8,2022-12-04T12:32:36.654Z,2022-12-06T18:08:43Z,3933914175,347,,3933914173,56,Left,3933914547,233,3,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060665,4,1,1,0,33,jv3jh5m5t7qy5t37vwwmnj16,0,27.9,0,2022-12-04T12:32:52.542Z,2022-12-06T18:08:48Z,3933914767,213,0.6,3933914765,212,24.0,3933914769,1,,3933914763,141,16.5,3933914757,107,,3933914759,56,Back,3933914761,140,47.4,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060677,9,1,1,0,35,80jtkz2echk6yyyb9e2595cxr,1,53.1,90,2022-12-04T12:32:54.169Z,2022-12-06T18:08:54Z,3933914833,141,69.0,3933914835,212,20.8,3933914837,213,5.5,3933914829,56,Center,3936121489,388,,3933914831,140,67.5,3933914827,3,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060681,10,1,1,0,36,80jtkz2echk6yyyb9e2595cxr,1,67.4,69.1,2022-12-04T12:32:55.659Z,2022-12-06T18:09:03Z,3933914877,213,1.3,3933914869,56,Center,3933914875,212,6.0,3936121569,388,,3933914873,141,77.5,3933914871,140,69.2,3936121571,21,,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060685,11,49,1,0,38,80jtkz2echk6yyyb9e2595cxr,1,69.2,77.5,2022-12-04T12:32:56.742Z,2022-12-06T18:09:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060699,12,50,1,0,38,80jtkz2echk6yyyb9e2595cxr,1,67.1,77.4,2022-12-04T12:32:56.820Z,2022-12-06T18:09:15Z,3933914941,286,,3933915081,233,5,3933914939,56,Center,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060721,5,7,1,0,38,jv3jh5m5t7qy5t37vwwmnj16,1,32.9,22.6,2022-12-04T12:32:57.251Z,2022-12-06T18:09:28Z,3936121925,388,,3933915061,233,12,3933915041,56,Back,3935311147,384,,3933915043,285,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060725,6,49,1,0,42,jv3jh5m5t7qy5t37vwwmnj16,1,4.5,14.7,2022-12-04T12:33:01.644Z,2022-12-06T18:09:36Z,,,,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060729,7,1,1,0,42,jv3jh5m5t7qy5t37vwwmnj16,0,4.7,13.7,2022-12-04T12:33:01.661Z,2022-12-06T18:09:49Z,3933915101,1,,3933915089,157,,3933915091,56,Back,3936122207,178,,3933915097,212,2.1,3933915095,141,13.7,3933915099,213,0,3933915093,140,6.7,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060737,13,61,1,0,42,80jtkz2echk6yyyb9e2595cxr,1,96.3,93.3,2022-12-04T12:33:01.665Z,2022-12-06T18:09:55Z,3933915151,56,Left,3936122351,178,,,,,,,,,,,,,,,,,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060753,8,1,1,0,45,jv3jh5m5t7qy5t37vwwmnj16,0,1.9,17.1,2022-12-04T12:33:04.598Z,2022-12-06T18:10:01Z,3933915239,56,Back,3933915245,212,17.0,3933915241,140,12.8,3933915243,141,0.0,3933915237,3,,3936122435,178,,3933915247,213,5.5,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489060755,9,5,1,0,48,jv3jh5m5t7qy5t37vwwmnj16,0,9.8,-1.5,2022-12-04T12:33:06.907Z,2022-12-06T18:10:04Z,3933915251,347,,3933915249,56,Back,3933915995,233,14,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
