id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2484556843,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-11-12T14:13:58.164Z,2022-11-12T15:04:02Z,3910233433,59,"18, 2, 3, 5, 26, 12, 8, 14, 20, 7, 9, 6, 10, 15, 16, 22, 27, 49",3910233439,194,7djse28rpo31xno7d0exe5pzp,3910233437,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910233441,197,16180,3910233435,130,18,3910233443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910233431,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3910233429,30,"3swij7ntrn9x9voc9clilgmvp, 7qnu4sb2a2vj7nw8gkvv1pxw5, c1hj1hth3xj2f0ax3x6fdwj8q, eg2xijdgtcaa44x57pjezy3ft, 4qg1mpymeaajx8gu7jycw5wph, 56zd7s72x7izgeiybmmgc8acq, 3j78tgfptah530cydckvfsauh, a993483h57leyjrkw3q0th905, a65axspsu3w38f0dob3aibk5x, 7djse28rpo31xno7d0exe5pzp, adfgsbp3tv9wgatujcr9mfuju, ev42016zwnwiow3lbefukrbvt, 81d38h08s97e8kl7kxew6si5l, 2nvu4o5lbowvig5ddb4563n8q, enfxh6b65c9hx1rs0scszi2y2, rqdgj7y5b0qjaxpz1i7k3a50, f4p7kokn0a6epac4icy01l9lh, 4krngway5vullnycc785s9fdg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484557851,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-11-12T14:15:05.693Z,2022-11-12T15:09:36Z,3910239117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910239113,194,dxndu5lwom3srja7xhiadmdw5,3910239105,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3910239111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910239107,59,"1, 24, 17, 3, 2, 4, 8, 16, 9, 10, 7, 14, 19, 20, 22, 27, 28, 29",3910239109,130,12,3910239115,197,16178,3910239103,30,"2f49etxdi4l2tsobpmsg5i5pm, 1zpxu396rz1b3gymuheg69h3p, 3e79d5436l57bfj3ywbjvfr6y, 2k02tiy3x2a7o11h0kxw33fmd, cee3wxxx7lrluzh7kog7g07ah, em0i6q0h6q80melaxwx2nvz3e, 4y9ghbncgfgpv4qd604g8jw15, czsjz7u9u01z5a4pyue7tu5wq, dxndu5lwom3srja7xhiadmdw5, 6ictgtdi9ogl7n8dqh4dm1fxl, 9iwkidg6lykej8vrhfz6z4ct1, e8whj7tdfmuk66shr30htmhud, 3s0z26umxv19c647k4x9vacix, 7tx36b9v0w35xs0402q76qycq, ewtroels9b5fc9hv9c2laj90q, ap6krbqlids3m29zd4j8ick16, 45i2fz3wya2x8gsa1hn8yd65m, 7hzrnwxm4ybh9zreq0xe54rqi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597163,2,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-11-12T15:01:16.426Z,2022-11-14T19:15:32Z,3910441439,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597141,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-11-12T15:01:16.426Z,2022-11-12T15:01:16Z,3910441339,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597249,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,49.4,50.1,2022-11-12T15:01:16.447Z,2022-11-14T20:09:55Z,3910441795,141,73.8,3910441791,56,Back,3910441793,140,26.4,3910441799,213,2.6,3917130657,178,,3910441797,212,29.0,3910441801,279,S,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597321,4,1,1,0,3,5jjqm8h6qm1w4s5f93uubhdrj,1,32.2,73,2022-11-12T15:01:19.760Z,2022-11-14T20:10:04Z,3910442063,1,,3917130733,178,,3910442059,212,58.4,3910442053,56,Right,3910442057,141,17.4,3910442055,140,74.6,3910442051,157,,3910442061,213,5.6,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597331,5,44,1,0,6,5jjqm8h6qm1w4s5f93uubhdrj,1,73.1,23,2022-11-12T15:01:23.025Z,2022-11-15T07:40:37Z,3910442109,286,,3910442181,233,3,3910442107,56,Center,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597337,3,44,1,0,6,dv9l02o316cd9hbkxaho2u12f,0,26.9,77,2022-11-12T15:01:23.026Z,2022-11-14T20:10:15Z,3910442207,233,5,3910442145,56,Back,3910442147,285,,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597399,6,43,1,0,7,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-11-12T15:01:24.368Z,2022-11-14T07:12:02Z,3910442477,140,76.0,3910442483,213,5.2,3910442473,3,0,3910442479,141,15.0,3910442481,212,1.8,3910442475,56,Right,3916326915,144,1,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597413,4,45,1,0,10,dv9l02o316cd9hbkxaho2u12f,0,26.2,89.1,2022-11-12T15:01:27.094Z,2022-11-14T20:10:26Z,3910442623,233,7,3910442557,285,,3910442555,56,Back,,,,,,,,,,,,,,,,a993483h57leyjrkw3q0th905,T. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
