id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/17/value
2492075673,4,43,1,0,9,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:02:23.697Z,2022-12-17T15:02:43Z,3949920169,56,Back,3949921569,144,1,3949920173,141,10.6,3949920171,140,25.3,3949920167,3,0,3949920177,213,0.5,3949920175,212,1.6,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076221,6,1,1,0,42,jv3jh5m5t7qy5t37vwwmnj16,0,19.5,12,2022-12-17T15:02:56.738Z,2022-12-20T06:43:37Z,3949923011,5,,3949923021,141,20.0,3949923015,152,,3949923025,213,0.1,3949923027,1,,3952093757,178,,3949923013,157,,3949923023,212,47.5,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,3949923017,56,Right,3949923019,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076199,7,44,1,0,44,8b523ujgl21tbc01me65q0aoh,1,32.2,79.7,2022-12-17T15:02:59.626Z,2022-12-20T08:59:43Z,3949922927,56,Back,3949922929,285,,3949923107,233,7,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076223,7,44,1,0,44,jv3jh5m5t7qy5t37vwwmnj16,0,67.8,20.3,2022-12-17T15:02:59.627Z,2022-12-20T06:43:44Z,3949923121,233,7,3949923037,286,,3949923035,56,Right,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076211,8,1,1,0,45,8b523ujgl21tbc01me65q0aoh,0,28.7,79.4,2022-12-17T15:02:59.707Z,2022-12-20T08:59:44Z,3949922965,213,0.1,3949922955,3,,3949922963,212,3.5,3949922957,56,Back,3949922961,141,79.7,3949922959,140,32.0,3952093853,388,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492437399,650,61,1,0,45,jv3jh5m5t7qy5t37vwwmnj16,1,71.5,27.1,2022-12-17T15:02:59.720Z,2022-12-20T06:44:51Z,3952094265,15,,3951850343,56,Center,3952094267,388,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076243,8,1,1,0,45,jv3jh5m5t7qy5t37vwwmnj16,0,58.3,7.3,2022-12-17T15:03:00.564Z,2022-12-20T06:45:03Z,3952094371,388,,3949923159,140,73.2,3949923163,212,15.7,3949923161,141,9.2,3949923157,56,Right,3949923165,213,0.1,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077025,18,49,1,0,46,8b523ujgl21tbc01me65q0aoh,1,23.9,82.3,2022-12-17T15:03:01.313Z,2022-12-20T06:45:10Z,,,,,,,,,,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076309,9,1,1,0,46,8b523ujgl21tbc01me65q0aoh,0,25.8,89,2022-12-17T15:03:01.321Z,2022-12-20T06:45:19Z,3949923501,141,95.6,3949923503,212,15.9,3952094433,178,,3949923497,56,Back,3949923505,213,0.3,3949923499,140,40.3,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492437463,651,61,1,0,49,jv3jh5m5t7qy5t37vwwmnj16,0,63.1,3.8,2022-12-17T15:03:03.927Z,2022-12-20T06:45:24Z,3952094513,178,,3951850777,56,Right,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076451,9,5,1,0,49,jv3jh5m5t7qy5t37vwwmnj16,0,61.6,-2,2022-12-17T15:03:04.004Z,2022-12-20T06:45:29Z,3949924229,56,Right,3949924833,233,10,3949924779,347,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076313,10,5,1,0,49,8b523ujgl21tbc01me65q0aoh,1,38.4,102,2022-12-17T15:03:04.004Z,2022-12-20T06:45:29Z,3949923525,347,,3949924817,233,9,3949923523,56,Back,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076457,10,43,1,0,58,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:03:12.724Z,2022-12-17T15:03:15Z,3949924275,56,Right,3949924277,347,0,3949924483,144,5,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076551,11,43,1,0,58,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:03:12.995Z,2022-12-17T15:03:38Z,3949924745,347,0,3949924743,56,Right,3949926543,144,5,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076601,11,1,1,1,3,8b523ujgl21tbc01me65q0aoh,1,39.6,100,2022-12-17T15:03:18.267Z,2022-12-20T06:45:34Z,3949925007,107,,3949925019,213,5.4,3949925015,141,78.1,3949925017,212,20.3,3949925013,140,51.7,3949925011,56,Center,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076577,12,43,1,1,5,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:03:20.337Z,2022-12-19T17:07:23Z,3949924923,212,11.1,3949924921,141,23.0,3949924911,3,0,3949924919,140,52.1,3949924925,213,2.0,3949924915,56,Center,3951851159,144,1,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492500011,960,43,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:03:20.778Z,2022-12-20T11:20:48Z,3952183177,399,94926,3952183179,144,83,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492484269,668,83,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,1,49.6,22.5,2022-12-17T15:03:20.866Z,2022-12-20T07:16:03Z,3952105367,399,94926,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492484163,667,43,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:03:20.878Z,2022-12-20T07:15:18Z,3952105187,144,83,3952104919,399,94926,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076607,12,1,1,1,7,8b523ujgl21tbc01me65q0aoh,0,49.4,78.7,2022-12-17T15:03:21.713Z,2022-12-20T06:45:43Z,3952094661,178,,3949925179,236,,3949925059,140,46.5,3949925181,233,13,3949925185,286,,3949925063,212,3.7,3949925057,56,Back,3949925061,141,75.6,1feu2co3n49llnckcxffuo79x,F. Ladapo,3949925065,213,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076627,13,74,1,1,7,jv3jh5m5t7qy5t37vwwmnj16,1,54.5,23.3,2022-12-17T15:03:21.774Z,2022-12-20T06:45:47Z,3952094689,178,,3949925205,233,12,3949925177,285,,3949925175,56,Center,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076645,14,49,1,1,8,jv3jh5m5t7qy5t37vwwmnj16,1,59.5,17,2022-12-17T15:03:22.804Z,2022-12-20T06:45:53Z,,,,,,,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076651,15,1,1,1,8,jv3jh5m5t7qy5t37vwwmnj16,1,59.5,17,2022-12-17T15:03:22.845Z,2022-12-20T06:46:03Z,3949925319,212,5.5,3952094767,178,,3949925317,141,24.9,3949925321,213,1.8,3949925313,56,Center,3949925315,140,58.3,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492500073,961,67,1,1,8,jv3jh5m5t7qy5t37vwwmnj16,1,60,34.9,2022-12-17T15:03:23.427Z,2022-12-20T12:28:22Z,3952183467,233,1951,,,,,,,,,,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492500071,1951,67,1,1,8,8b523ujgl21tbc01me65q0aoh,0,40,65.1,2022-12-17T15:03:23.428Z,2022-12-20T11:21:44Z,3952183471,233,961,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492118831,341,3,1,1,8,jv3jh5m5t7qy5t37vwwmnj16,0,58.3,39.4,2022-12-17T15:03:23.445Z,2022-12-20T11:22:02Z,3952094895,178,,3950156435,233,17,3950156235,286,,3950156233,56,Center,3951851455,465,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076901,17,7,1,1,8,8b523ujgl21tbc01me65q0aoh,1,41.7,60.6,2022-12-17T15:03:23.448Z,2022-12-20T06:46:33Z,3949926691,56,Back,3950156419,233,341,3950156089,285,,3952094987,178,,3951851471,383,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076669,13,49,1,1,8,8b523ujgl21tbc01me65q0aoh,1,49.8,56.6,2022-12-17T15:03:23.615Z,2022-12-20T06:46:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076687,14,50,1,1,12,8b523ujgl21tbc01me65q0aoh,1,60.9,56.3,2022-12-17T15:03:27.526Z,2022-12-20T06:46:53Z,3949925489,56,Center,3949926295,233,16,3949925491,286,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076825,16,7,1,1,12,jv3jh5m5t7qy5t37vwwmnj16,1,39.1,43.7,2022-12-17T15:03:27.585Z,2022-12-20T06:46:58Z,3951851579,384,,3949926251,285,,3949926255,233,14,3949926247,167,,3949926249,56,Back,3952095165,389,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492437653,652,49,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,1,36.7,57.9,2022-12-17T15:03:28.541Z,2022-12-20T06:47:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492437671,653,1,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,0,36.7,57.9,2022-12-17T15:03:28.577Z,2022-12-20T06:47:12Z,3951851949,213,5.5,3951851945,141,42.9,3951851941,56,Back,3951851943,140,47.4,3951851947,212,15.2,3952095253,178,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076777,15,1,1,1,15,8b523ujgl21tbc01me65q0aoh,0,56.5,61.8,2022-12-17T15:03:29.908Z,2022-12-20T06:47:19Z,3949926005,213,5.2,3949926001,212,48.8,3949925993,140,77.9,3949925997,141,0.0,3952095275,178,,3949925989,56,Right,3949926009,1,,3949925985,196,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076785,16,5,1,1,20,8b523ujgl21tbc01me65q0aoh,0,78.9,-2,2022-12-17T15:03:34.784Z,2022-12-20T06:47:23Z,3949926027,56,Right,3949926029,347,,3949927771,233,17,,,,,,,,,,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077095,17,5,1,1,20,jv3jh5m5t7qy5t37vwwmnj16,1,21.1,102,2022-12-17T15:03:34.784Z,2022-12-20T06:47:23Z,3949927687,347,,3949927681,56,Back,3949927723,233,16,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077119,18,1,1,1,37,jv3jh5m5t7qy5t37vwwmnj16,0,20.1,100,2022-12-17T15:03:52.561Z,2022-12-20T06:47:28Z,3949927805,107,,3949927807,56,Back,3949927811,141,95.6,3949927813,212,15.8,3949927809,140,34.6,3949927815,213,6.0,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077149,19,1,1,1,39,8b523ujgl21tbc01me65q0aoh,0,61.4,5.8,2022-12-17T15:03:54.182Z,2022-12-20T06:47:37Z,3949927999,140,68.8,3952095377,388,,3949927995,3,,3949927997,56,Right,3949928005,213,0.5,3949928001,141,11.9,3949928003,212,8.8,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077139,20,44,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,1,30.2,88.8,2022-12-17T15:03:55.722Z,2022-12-20T08:59:44Z,3949928067,233,20,3949927939,285,,3949927937,56,Back,,,,,,,,,,,,,,,,ex186m2z3yp666b1g219a8ted,A. Mawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077153,20,44,1,1,41,8b523ujgl21tbc01me65q0aoh,0,69.8,11.2,2022-12-17T15:03:55.723Z,2022-12-20T06:47:47Z,3949928135,233,20,3949928029,56,Right,3949928031,286,,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077145,21,1,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,0,25.3,88.6,2022-12-17T15:03:55.858Z,2022-12-20T08:59:45Z,3949927975,212,4.6,3949927967,3,,3949927977,213,0.5,3949927971,140,29.2,3949927973,141,91.8,3952095525,388,,3949927969,56,Back,,,,ex186m2z3yp666b1g219a8ted,A. Mawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077133,19,43,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-17T15:03:56.354Z,2022-12-19T17:11:01Z,3949927907,3,0,3951853867,144,1,3949927909,56,Back,3949927915,212,10.9,3949927917,213,3.6,3949927911,140,25.3,3949927913,141,88.6,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077175,21,49,1,1,42,8b523ujgl21tbc01me65q0aoh,1,62.3,18.3,2022-12-17T15:03:57.038Z,2022-12-20T06:48:14Z,,,,,,,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492484473,1093,67,1,1,42,8b523ujgl21tbc01me65q0aoh,1,62.7,19.3,2022-12-17T15:03:57.067Z,2022-12-20T08:59:45Z,3952106151,233,675,,,,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492484471,675,67,1,1,42,jv3jh5m5t7qy5t37vwwmnj16,0,37.3,80.7,2022-12-17T15:03:57.068Z,2022-12-20T07:19:07Z,3952106155,233,1093,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077193,22,1,1,1,42,8b523ujgl21tbc01me65q0aoh,0,62.3,18.3,2022-12-17T15:03:57.080Z,2022-12-20T08:59:46Z,3949928229,212,15.0,3949928231,213,1.4,3949928225,140,65.4,3949928227,141,39.8,3949928223,56,Center,3952095681,178,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077189,22,61,1,1,43,jv3jh5m5t7qy5t37vwwmnj16,1,25,61.8,2022-12-17T15:03:57.697Z,2022-12-20T06:48:24Z,3949928209,56,Back,3952095735,178,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077275,23,49,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,1,33.2,26.4,2022-12-17T15:04:00.461Z,2022-12-20T06:48:35Z,,,,,,,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077361,24,1,1,1,50,jv3jh5m5t7qy5t37vwwmnj16,1,58,1,2022-12-17T15:04:05.690Z,2022-12-20T06:48:49Z,3949929077,140,44.3,3949929075,56,Back,3949929079,141,12.6,3952095853,178,,3949929083,213,2.6,3949929081,212,16.4,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077401,25,1,1,1,53,jv3jh5m5t7qy5t37vwwmnj16,1,45.3,15.5,2022-12-17T15:04:08.145Z,2022-12-20T07:23:28Z,3952095919,178,,3949929319,56,Back,3949929325,141,44.8,3949929331,213,2.1,3949929323,140,34.3,3949929327,212,23.0,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077451,26,1,1,1,56,jv3jh5m5t7qy5t37vwwmnj16,1,32.1,39.5,2022-12-17T15:04:11.415Z,2022-12-20T06:48:58Z,3952095947,178,,3949929569,56,Back,3949929577,213,4.8,3949929571,140,32.8,3949929573,141,11.6,3949929575,212,19.0,,,,,,,ex186m2z3yp666b1g219a8ted,A. Mawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
