id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,assist
2507747539,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-02-14T19:00:00.769Z,2023-02-14T19:13:39Z,4032349101,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4032349095,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4032349087,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, cjwflve6ukph4h2az1irm099l, af7cmpeqlk4lcxz3bxgzjh8lx, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, btlomqnhw2ft72iwg7xbaoh2i, 75lptyj9mjvb2zyupi4fnnox5, ea28jq8w3nc9koizvgffy5a7d, 7617zihboc2wywyoyou6nhuqd, 61allnul4qlvl9s6wf0nehped, 458sjwuhbhei0203uyja2afbo, 9fdbjgbp780ql3ugygbuhie3t, 5r7zhmb338nvjaawyyvbuh5yi, 4hcjk936uj5hm4bmnnin5nsh5, 1nvaqc5633cmmgqu2bpvly5ex, 8ceatyytb6gk5odzls21u2w2x, 9axxrbxkk15aa3wdyj66gyr6c",4032349099,197,4888,4032349091,59,"1, 22, 32, 5, 14, 2, 23, 28, 7, 10, 8, 17, 20, 26, 27, 30, 36, 37",4032349089,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4032349093,130,12,4032349097,194,75c432elegprf4f6hn72icset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507747545,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-02-14T19:00:01.568Z,2023-02-14T19:14:04Z,4032349113,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4032349117,130,18,4032349123,197,4631,4032349111,30,"3j589r3jhjkgpxxopsfit7aad, 58yhuku61yc06xpc55v5cdtec, 2oqi7v6d676hbe9i9agdl9ckp, 9c3iyi7y3hdraso115kxmd87p, 6s4sb4st1ploeraxawlckr4r9, asy3qn4557iy3r55yl4v9xj9x, e3ff2af2lxs0rl8c4r5ns4wd1, b6ctnwazqrxkw1639gn3vbahh, 7b7ca1dklnp7reqcs5s4aauei, aral6zvx8qxkfqkqwb7ldfk5x, 5kyyaapya2gv5awlfgckmwpux, 61aryp2zoj2ymcd318t9i70lx, 2tu177su3bplnt4ru7bn3vsh5, bkpr0uwpx5kbu2ms41uxoljah, 4lws9jepuxzs33zbt3w1ff9ih, 886i2kpcsn38tt7wqios1ip5, 2u4m2ja4yhgtqjgwns2om5y7e, 9gh28gs9i4hfnqqwymzc7s36c",4032349119,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4032349121,194,e3ff2af2lxs0rl8c4r5ns4wd1,4032349125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4032349115,59,"1, 28, 7, 6, 21, 23, 4, 24, 14, 9, 10, 2, 3, 15, 18, 25, 27, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753139,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-02-14T19:47:45.287Z,2023-02-14T19:47:49Z,4032378907,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753127,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-02-14T19:47:45.287Z,2023-02-16T03:38:16Z,4032378839,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753145,3,1,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,50.1,49.7,2023-02-14T19:47:45.431Z,2023-02-16T06:54:41Z,4032378925,140,37.6,4032378933,213,3.1,4032378921,56,Back,4032378929,141,50.7,4032378931,212,13.1,4032378935,279,S,4035062897,178,,,,,75lptyj9mjvb2zyupi4fnnox5,T. Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753185,4,1,1,0,1,fvr504m6gaxsfmtx4fwm7iq1,0,41.4,48.7,2023-02-14T19:47:47.032Z,2023-02-16T06:54:48Z,4032379157,213,0.6,4035063025,178,,4032379149,56,Left,4032379153,141,100.0,4032379155,212,60.6,4032379147,157,,4032379159,1,,4032379151,140,87.8,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753479,3,5,1,0,5,dmz37633qbsvl7gncq5s51yjw,1,13.8,-1.6,2023-02-14T19:47:50.362Z,2023-02-16T06:54:52Z,4032380535,56,Back,4032380577,233,5,4032380537,347,,,,,,,,,,,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753189,5,5,1,0,5,fvr504m6gaxsfmtx4fwm7iq1,0,86.2,101.6,2023-02-14T19:47:50.362Z,2023-02-16T06:54:52Z,4032380599,233,3,4032379177,347,,4032379175,56,Left,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753549,4,1,1,0,23,dmz37633qbsvl7gncq5s51yjw,1,21.5,0,2023-02-14T19:48:08.348Z,2023-02-16T06:54:57Z,4032380929,141,5.2,4032380925,56,Back,4032380933,213,0.2,4032380923,107,,4032380927,140,42.3,4032380935,1,,4032380931,212,22.3,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753565,5,1,1,0,24,dmz37633qbsvl7gncq5s51yjw,0,39.7,6,2023-02-14T19:48:09.997Z,2023-02-16T06:55:04Z,4032380997,212,10.2,4032380993,140,49.4,4035063347,388,,4032380989,168,,4032380991,56,Back,4032380999,213,6.2,4032380987,3,,4032380995,141,5.2,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
