id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value,qualifier/17/value
2522972503,778,44,1,0,36,5pfqedkme2kabtqhkln35pf3l,1,33.3,36.9,2023-03-18T15:01:27.685Z,2023-03-21T04:41:00Z,4112891121,285,,4112891119,56,Back,4113108885,233,724,,,,,,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522972505,724,44,1,0,36,80jtkz2echk6yyyb9e2595cxr,0,66.7,63.1,2023-03-18T15:01:27.686Z,2023-03-21T03:03:12Z,4112891131,56,Center,4112891135,286,,4113108889,233,778,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559473,7,61,1,0,37,5pfqedkme2kabtqhkln35pf3l,1,35.7,34.6,2023-03-18T15:01:27.799Z,2023-03-21T04:41:00Z,4105378843,56,Back,4113605205,21,,4113605207,388,,,,,,,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559575,8,1,1,0,38,5pfqedkme2kabtqhkln35pf3l,1,27,37.6,2023-03-18T15:01:29.567Z,2023-03-21T03:03:26Z,4105379373,212,10.0,4113605227,388,,4105379371,141,25.9,4105379375,213,5.4,4105379361,3,,4105379365,56,Back,4105379369,140,32.8,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559591,9,49,1,0,40,5pfqedkme2kabtqhkln35pf3l,1,33.2,24.9,2023-03-18T15:01:31.620Z,2023-03-21T03:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559697,10,1,1,0,42,5pfqedkme2kabtqhkln35pf3l,1,33.5,9.4,2023-03-18T15:01:33.639Z,2023-03-21T03:03:36Z,4105379935,213,3.0,4105379931,212,14.7,4105379923,140,19.7,4113605315,178,,4105379919,56,Back,4105379927,141,12.9,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559887,11,1,1,0,44,5pfqedkme2kabtqhkln35pf3l,0,19.7,12.9,2023-03-18T15:01:35.321Z,2023-03-21T03:03:41Z,4105380869,1,,4105380867,213,6.2,4113605329,178,,4105380865,212,51.0,4105380861,140,68.2,4105380859,56,Right,4105380863,141,8.5,4105380857,157,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523105359,734,43,1,0,47,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-18T15:01:38.672Z,2023-03-21T06:39:39Z,4113735589,144,67,4113616121,233,795,,,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523105355,795,43,1,0,47,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-03-18T15:01:38.673Z,2023-03-21T06:39:40Z,4113735597,144,67,4113616129,233,734,,,,,,,,,,,,,,,,,,,dz04k2zt87y78ku9g14sxm21h,J. Marquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559911,5,61,1,0,47,80jtkz2echk6yyyb9e2595cxr,1,23.2,96.6,2023-03-18T15:01:38.699Z,2023-03-21T04:41:01Z,4105380971,56,Back,4113605463,388,,,,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559955,6,5,1,0,50,80jtkz2echk6yyyb9e2595cxr,0,28.6,100.8,2023-03-18T15:01:41.529Z,2023-03-21T03:03:58Z,4105382597,233,12,4105381191,347,,4105381187,56,Back,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560209,12,5,1,0,50,5pfqedkme2kabtqhkln35pf3l,1,71.4,-0.8,2023-03-18T15:01:41.529Z,2023-03-21T03:03:58Z,4105382457,347,,4105382521,233,6,4105382455,56,Right,,,,,,,,,,,,,,,,dz04k2zt87y78ku9g14sxm21h,J. Marquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560275,13,1,1,0,59,5pfqedkme2kabtqhkln35pf3l,1,66.1,0,2023-03-18T15:01:50.201Z,2023-03-21T03:04:00Z,4105382791,107,,4105382795,140,60.0,4105382793,56,Right,4105382799,212,7.4,4105382801,213,2.6,4105382797,141,4.1,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560333,14,1,1,1,1,5pfqedkme2kabtqhkln35pf3l,1,60,4.1,2023-03-18T15:01:52.229Z,2023-03-21T03:04:08Z,4105383093,140,61.6,4105383103,212,9.0,4105383097,141,17.1,4113605509,178,,4105383087,56,Right,4105383105,213,1.4,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560437,15,1,1,1,2,5pfqedkme2kabtqhkln35pf3l,1,62,17.4,2023-03-18T15:01:53.687Z,2023-03-21T03:04:14Z,4105383631,140,60.7,4105383635,212,6.9,4105383633,141,7.4,4113605521,178,,4105383637,213,4.5,4105383629,56,Right,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560481,16,1,1,1,3,5pfqedkme2kabtqhkln35pf3l,0,60.7,7.3,2023-03-18T15:01:54.730Z,2023-03-21T03:04:19Z,4105383847,141,19.7,4105383849,212,12.3,4113605543,178,,4105383841,155,,4105383845,140,69.2,4105383843,56,Right,4105383851,213,0.8,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560565,7,49,1,1,5,80jtkz2echk6yyyb9e2595cxr,1,23.2,86.6,2023-03-18T15:01:56.554Z,2023-03-21T03:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560595,8,1,1,1,5,80jtkz2echk6yyyb9e2595cxr,0,27.1,85.3,2023-03-18T15:01:56.591Z,2023-03-21T03:04:28Z,4105384459,1,,4105384457,213,5.8,4105384449,56,Center,4105384447,157,,4105384455,212,43.5,4105384451,140,63.8,4113605581,178,,4105384453,141,55.7,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560971,17,1,1,1,9,5pfqedkme2kabtqhkln35pf3l,1,37.2,49.3,2023-03-18T15:02:00.272Z,2023-03-21T03:04:38Z,4113605635,178,,4105386247,213,0.4,4105386249,1,,4105386243,141,87.7,4105386239,56,Left,4105386241,140,97.5,4105386245,212,68.5,4105386237,157,,byo7r7emgxz5oiauh2z75vpp1,J. Belshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560985,18,61,1,1,15,5pfqedkme2kabtqhkln35pf3l,1,97.5,87.7,2023-03-18T15:02:06.573Z,2023-03-21T03:04:45Z,4113605681,388,,4105386323,56,Left,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561705,9,5,1,1,18,80jtkz2echk6yyyb9e2595cxr,1,8,-0.8,2023-03-18T15:02:09.658Z,2023-03-21T03:04:51Z,4105390083,233,19,4105390049,56,Back,4105390051,347,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561027,19,5,1,1,18,5pfqedkme2kabtqhkln35pf3l,0,92,100.8,2023-03-18T15:02:09.658Z,2023-03-21T03:04:51Z,4105390149,233,9,4105386517,56,Left,4105386519,347,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561771,10,1,1,1,37,80jtkz2echk6yyyb9e2595cxr,0,10.4,0,2023-03-18T15:02:28.659Z,2023-03-21T03:04:57Z,4105390429,141,8.9,4105390427,140,34.8,4105390433,213,0.3,4105390425,56,Back,4105390423,107,,4105390435,1,,4105390431,212,26.5,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561829,20,1,1,1,39,5pfqedkme2kabtqhkln35pf3l,0,65.3,91.5,2023-03-18T15:02:30.245Z,2023-03-21T03:05:05Z,4105390713,56,Left,4105390711,3,,4105390715,140,75.7,4113605791,178,,4105390717,141,87.7,4105390721,213,6.1,4105390719,212,11.2,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561835,11,1,1,1,40,80jtkz2echk6yyyb9e2595cxr,0,29.8,13.5,2023-03-18T15:02:31.469Z,2023-03-21T03:05:12Z,4113605821,178,,4105390751,140,44.2,4105390757,213,0.1,4105390755,212,15.2,4105390753,141,15.3,4105390749,56,Back,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561883,21,49,1,1,41,5pfqedkme2kabtqhkln35pf3l,1,64.2,83.2,2023-03-18T15:02:32.294Z,2023-03-21T03:05:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561919,22,1,1,1,42,5pfqedkme2kabtqhkln35pf3l,1,61.5,70.9,2023-03-18T15:02:33.514Z,2023-03-21T03:05:20Z,4113605857,178,,4105391147,213,0.0,4105391143,141,71.3,4105391145,212,5.9,4105391139,56,Center,4105391141,140,67.1,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561955,23,1,1,1,43,5pfqedkme2kabtqhkln35pf3l,1,69.5,68.8,2023-03-18T15:02:34.502Z,2023-03-21T03:05:25Z,4113605899,178,,4105391307,212,5.9,4105391311,213,5.2,4105391303,140,71.9,4105391305,141,61.0,4105391301,56,Center,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562035,24,1,1,1,44,5pfqedkme2kabtqhkln35pf3l,1,70.7,68.4,2023-03-18T15:02:35.275Z,2023-03-21T03:05:30Z,4105391761,141,62.1,4105391765,213,4.0,4105391763,212,5.5,4105391757,56,Center,4113605923,178,,4105391759,140,67.4,,,,,,,dz04k2zt87y78ku9g14sxm21h,J. Marquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562175,25,1,1,1,46,5pfqedkme2kabtqhkln35pf3l,1,63.7,54,2023-03-18T15:02:37.181Z,2023-03-21T03:05:36Z,4105392493,213,4.8,4105392485,56,Right,4105392491,212,27.8,4113605951,178,,4105392489,141,13.2,4105392487,140,65.5,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562195,26,1,1,1,50,5pfqedkme2kabtqhkln35pf3l,0,73.3,14,2023-03-18T15:02:40.800Z,2023-03-21T03:05:41Z,4105392845,286,,4105392837,233,12,4105392611,140,78.1,4105392615,141,12.5,4105392835,236,,4105392621,212,5.1,4105392625,213,6.1,4113605985,178,,ejmi6qqszz1509excckyj3n1m,L. Hoole,4105392609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562231,12,74,1,1,50,80jtkz2echk6yyyb9e2595cxr,1,27.5,95.4,2023-03-18T15:02:40.982Z,2023-03-21T03:05:46Z,4105392985,233,26,4113606027,178,,4105392753,56,Back,4105392755,285,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562269,13,5,1,1,51,80jtkz2echk6yyyb9e2595cxr,0,27.3,101,2023-03-18T15:02:42.270Z,2023-03-21T03:05:50Z,4105392935,347,,4105393829,233,27,4105392933,56,Back,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562437,27,5,1,1,51,5pfqedkme2kabtqhkln35pf3l,1,72.7,-1,2023-03-18T15:02:42.270Z,2023-03-21T03:05:50Z,4105393739,347,,4105393737,56,Right,4105393821,233,13,,,,,,,,,,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562597,28,1,1,1,56,5pfqedkme2kabtqhkln35pf3l,1,70.5,0,2023-03-18T15:02:47.633Z,2023-03-21T03:05:53Z,4105394663,107,,4105394673,212,8.2,4105394665,56,Right,4105394671,141,10.4,4105394675,213,1.9,4105394669,140,68.3,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562681,29,1,1,2,1,5pfqedkme2kabtqhkln35pf3l,1,54,5.3,2023-03-18T15:02:52.471Z,2023-03-21T03:05:57Z,4105395155,141,9.1,4105395151,56,Back,4105395153,140,37.2,4113606133,178,,4105395157,212,17.8,4105395159,213,3.0,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562765,30,1,1,2,4,5pfqedkme2kabtqhkln35pf3l,1,37.4,5.3,2023-03-18T15:02:55.325Z,2023-03-21T03:06:01Z,4105395577,212,36.8,4105395569,155,,4105395575,141,18.2,4105395571,56,Right,4105395585,1,,4105395581,213,0.2,4105395573,140,71.4,4113606177,178,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562967,32,44,1,2,6,5pfqedkme2kabtqhkln35pf3l,1,77.8,10.5,2023-03-18T15:02:57.253Z,2023-03-21T04:41:01Z,4105396663,286,,4105396725,233,14,4105396661,56,Right,,,,,,,,,,,,,,,,dz04k2zt87y78ku9g14sxm21h,J. Marquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562807,14,44,1,2,6,80jtkz2echk6yyyb9e2595cxr,0,22.2,89.5,2023-03-18T15:02:57.254Z,2023-03-21T03:06:11Z,4105395813,285,,4105396791,233,32,4105395811,56,Back,,,,,,,,,,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562813,31,1,1,2,6,5pfqedkme2kabtqhkln35pf3l,0,71.4,18.2,2023-03-18T15:02:57.318Z,2023-03-21T04:41:02Z,4105395857,212,4.9,4105395859,213,4.3,4113606321,178,,4105395849,3,,4105395855,141,11.6,4105395851,56,Right,4105395853,140,69.5,,,,dz04k2zt87y78ku9g14sxm21h,J. Marquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562839,15,49,1,2,8,80jtkz2echk6yyyb9e2595cxr,1,28.3,93.3,2023-03-18T15:02:58.884Z,2023-03-21T06:42:15Z,,,,,,,,,,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562899,16,1,1,2,8,80jtkz2echk6yyyb9e2595cxr,1,28.3,93.3,2023-03-18T15:02:59.398Z,2023-03-21T03:06:36Z,4105396309,212,12.6,4105396297,140,35.8,4113606433,178,,4105396305,141,78.8,4105396311,213,5.4,4105396291,56,Back,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563021,17,1,1,2,10,80jtkz2echk6yyyb9e2595cxr,1,38.9,77.5,2023-03-18T15:03:01.284Z,2023-03-21T03:06:38Z,4105396943,213,0.9,4105396941,212,15.1,4105396939,141,94.6,4105396933,56,Back,4113606463,178,,4105396935,140,48.1,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563047,18,3,1,2,12,80jtkz2echk6yyyb9e2595cxr,0,44.9,94.5,2023-03-18T15:03:02.890Z,2023-03-21T03:06:42Z,4105397069,56,Back,4112897463,465,,4105397071,286,,4113606477,178,,4113108841,233,33,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563035,33,7,1,2,12,5pfqedkme2kabtqhkln35pf3l,1,55.1,5.5,2023-03-18T15:03:03.033Z,2023-03-21T03:06:44Z,4105397015,285,,4105397013,56,Right,4105397207,233,18,4105397007,167,,4112897645,385,,4113606513,178,,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563191,19,5,1,2,13,80jtkz2echk6yyyb9e2595cxr,1,42.4,101.4,2023-03-18T15:03:04.647Z,2023-03-21T03:06:45Z,4105397725,347,,4105397723,56,Back,4105397761,233,34,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
