id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/16/value,qualifier/18/value
2478674875,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-10-29T13:15:53.976Z,2022-10-29T14:41:57Z,3879422219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879422229,197,4925,3879422213,59,"1, 12, 15, 4, 6, 3, 11, 8, 9, 10, 18, 16, 17, 19, 21, 23, 30, 34",3879422223,194,bwu80wn3lca4x2txuelku0a21,3879422209,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, h4x8lz5ou8esdao80mvls9yi, 8y3obwxpwckjfl7hkrrg97sgl, 69lg8jmug501h6biol5itk02y, ebsspe8jslej9a253w4xpf55h, e2sj7bhk2s9du1bs1vza1b4k5, bwu80wn3lca4x2txuelku0a21, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, 6kxph7ulzz58v8tm3aaomy1ka, e01znd47zh4hk0g8jx67wzl9m, 85vh43wsin67z2dj0iod12fop, edro98mz0sqrfjed1o4bvl7md, 67j73dckmb73ntxo81hc840r9, bf7ph89zhr5y6rtct5k9bvqc4, 7878ck2ln3c0ek9jvugwbuezu, akatb6qaa078a72zvl8gapoiy",3879422233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879422211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3879422215,130,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478674983,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-10-29T13:15:58.077Z,2022-10-29T14:50:49Z,3879422745,130,4,3879422753,197,4819,3879422739,30,"byo7r7emgxz5oiauh2z75vpp1, c651trgr0pihuppxxd31z6go9, f0sa0skucdf742t06hsmi8ne2, 6q5iqhaxdzqhj3jt0eptjvbv9, ejmi6qqszz1509excckyj3n1m, 5raent8a0bdt01n7769n3dw16, 4n37rih2qtphgtjxzo2id5f55, aa68kvv9c3of0a8cgbx8ppm1h, 5pafzbbuucga9ut20l6ckj7u2, bdquc37ytagmw19zgrehnryz9, ct9ifm9mk702lkhhmlf12nlxx, 6wax1hh875vpvfi1fbetwmtey, 5l042n1ublyhfemhtc2636six, 9s6ec1a12gozqwjlsyo7y8gr9, 4fnksvi9vrfk20df8wufmy8dl, 4u9s6b4ngktakouqhze3sdoet, ax2mraa85fs9ihyhk7qnmm489, ah31ge07jvte4y161aut0uthx",3879422741,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3879422755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879422747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879422743,59,"1, 28, 3, 6, 30, 37, 21, 14, 40, 10, 23, 2, 5, 7, 8, 20, 22, 32",3879422749,194,6q5iqhaxdzqhj3jt0eptjvbv9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720335,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-10-29T13:59:52.627Z,2022-10-31T23:31:31Z,3879660637,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720325,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-10-29T13:59:52.627Z,2022-10-29T13:59:52Z,3879660609,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720353,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,50.1,50.3,2022-10-29T13:59:52.630Z,2022-11-01T04:34:10Z,3879660733,141,51.3,3879660737,213,3.1,3887402317,178,,3879660739,279,S,3879660729,56,Back,3879660735,212,22.0,3879660731,140,29.2,,,,aa68kvv9c3of0a8cgbx8ppm1h,J. Rossiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720371,4,1,1,0,3,5pfqedkme2kabtqhkln35pf3l,1,29,51.5,2022-10-29T13:59:55.889Z,2022-11-01T04:34:17Z,3879660845,140,58.1,3879660853,1,,3887402367,178,,3879660841,155,,3879660843,56,Left,3879660847,141,97.1,3879660849,212,43.5,3879660851,213,0.8,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720373,5,44,1,0,6,5pfqedkme2kabtqhkln35pf3l,1,62.4,95.1,2022-10-29T13:59:59.008Z,2022-11-01T05:10:53Z,3879660861,286,,3879660859,56,Left,3879660937,233,3,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720381,3,44,1,0,6,3ptd7zlc5isrongig0wij2id4,0,37.6,4.9,2022-10-29T13:59:59.009Z,2022-11-01T04:34:23Z,3879660945,233,5,3879660897,285,,3879660895,56,Back,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720377,6,1,1,0,6,5pfqedkme2kabtqhkln35pf3l,0,57.8,97.2,2022-10-29T13:59:59.040Z,2022-11-01T05:10:53Z,3879660877,212,10.7,3879660873,140,67.6,3887402433,388,,3879660879,213,0.3,3879660875,141,100.0,3879660869,3,,3879660871,56,Left,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720443,4,5,1,0,7,3ptd7zlc5isrongig0wij2id4,1,30.6,-1.8,2022-10-29T14:00:00.133Z,2022-11-01T04:34:30Z,3879661185,56,Back,3879661187,347,,3879661189,233,7,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720385,7,5,1,0,7,5pfqedkme2kabtqhkln35pf3l,0,69.4,101.8,2022-10-29T14:00:00.133Z,2022-11-01T04:34:30Z,3879660917,347,,3879661193,233,4,3879660915,56,Left,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720453,5,1,1,0,19,3ptd7zlc5isrongig0wij2id4,1,29.7,0,2022-10-29T14:00:12.086Z,2022-11-01T04:34:34Z,3879661219,107,,3879661229,213,1.5,3879661227,212,14.0,3879661223,140,31.3,3879661221,56,Back,3879661225,141,18.5,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720507,6,1,1,0,20,3ptd7zlc5isrongig0wij2id4,1,31.3,18.5,2022-10-29T14:00:13.104Z,2022-11-01T04:34:41Z,3879661471,140,30.6,3879661469,56,Back,3879661475,212,5.8,3887402525,388,,3879661477,213,4.6,3879661473,141,10.1,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720509,7,50,1,0,21,3ptd7zlc5isrongig0wij2id4,1,34,5,2022-10-29T14:00:14.347Z,2022-11-01T04:34:47Z,3879661563,286,,3879661565,233,8,3879661485,56,Back,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720515,8,7,1,0,21,5pfqedkme2kabtqhkln35pf3l,1,66,95,2022-10-29T14:00:14.487Z,2022-11-01T04:34:54Z,3886186427,385,,3887402635,178,,3879661523,56,Left,3879661555,233,7,3879661521,167,,3879661525,285,,,,,,,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720647,8,5,1,0,24,3ptd7zlc5isrongig0wij2id4,1,30.8,-1.8,2022-10-29T14:00:16.731Z,2022-11-01T04:34:56Z,3879662107,56,Back,3879662111,233,9,3879662109,347,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720527,9,5,1,0,24,5pfqedkme2kabtqhkln35pf3l,0,69.2,101.8,2022-10-29T14:00:16.731Z,2022-11-01T04:34:57Z,3879662117,233,8,3879661595,56,Left,3879661597,347,,,,,,,,,,,,,,,,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720691,9,1,1,0,33,3ptd7zlc5isrongig0wij2id4,0,31.4,0,2022-10-29T14:00:26.386Z,2022-11-01T04:35:00Z,3879662293,141,7.4,3879662297,213,0.3,3879662287,107,,3879662295,212,20.3,3879662291,140,49.8,3879662289,56,Back,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720721,10,44,1,0,35,5pfqedkme2kabtqhkln35pf3l,1,45.8,93.8,2022-10-29T14:00:28.204Z,2022-11-01T05:10:53Z,3879662421,56,Back,3879662423,285,,3879662443,233,10,,,,,,,,,,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720697,10,44,1,0,35,3ptd7zlc5isrongig0wij2id4,0,54.2,6.2,2022-10-29T14:00:28.205Z,2022-11-01T04:35:05Z,3879662333,56,Right,3879662453,286,,3879662447,233,10,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720755,11,1,1,0,35,5pfqedkme2kabtqhkln35pf3l,1,41.5,95.1,2022-10-29T14:00:28.305Z,2022-11-01T05:10:54Z,3879662541,212,13.2,3887402723,388,,3879662533,56,Left,3879662539,141,86.6,3879662535,140,52.8,3879662531,3,,3879662543,213,5.8,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720797,12,1,1,0,36,5pfqedkme2kabtqhkln35pf3l,0,53.3,86,2022-10-29T14:00:29.576Z,2022-11-01T04:35:12Z,3879662681,141,86.9,3879662679,140,57.6,3887402753,178,,3879662677,56,Left,3879662683,212,4.6,3879662687,213,0.1,,,,,,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479941795,690,61,1,0,37,3ptd7zlc5isrongig0wij2id4,1,38.6,24.2,2022-10-29T14:00:29.692Z,2022-11-01T04:35:16Z,3886187535,56,Back,3887402803,178,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720805,13,49,1,0,37,5pfqedkme2kabtqhkln35pf3l,1,65.9,81.2,2022-10-29T14:00:30.123Z,2022-11-01T04:35:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720791,11,43,1,0,40,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-10-29T14:00:33.098Z,2022-10-31T07:27:20Z,3879662647,285,0,3879662643,56,Back,3886188225,144,45,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720827,14,43,1,0,40,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-10-29T14:00:33.098Z,2022-10-31T07:27:19Z,3879662827,286,0,3879662825,56,Left,3879662877,233,11,3886188215,144,3,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720837,15,50,1,0,40,5pfqedkme2kabtqhkln35pf3l,1,69.6,73.1,2022-10-29T14:00:33.353Z,2022-11-01T04:52:59Z,3879662871,56,Center,3879663437,233,12,3879662875,286,,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720955,12,7,1,0,40,3ptd7zlc5isrongig0wij2id4,1,30.4,26.9,2022-10-29T14:00:33.453Z,2022-11-01T04:53:07Z,3879663403,233,15,3879663357,56,Back,3887417051,389,,3886188375,385,,3879663359,285,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720987,13,1,1,0,43,3ptd7zlc5isrongig0wij2id4,1,23.5,43.5,2022-10-29T14:00:35.913Z,2022-11-01T04:35:45Z,3879663517,140,26.5,3879663523,213,5.7,3887403021,389,,3879663519,141,40.6,3879663515,56,Back,3879663521,212,3.7,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721363,16,61,1,0,43,3ptd7zlc5isrongig0wij2id4,1,27.6,46.6,2022-10-29T14:00:35.948Z,2022-11-01T04:35:53Z,3879665159,56,Back,3887403111,178,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478720993,14,49,1,0,45,3ptd7zlc5isrongig0wij2id4,1,34.7,52.8,2022-10-29T14:00:38.241Z,2022-11-01T04:36:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721017,15,4,1,0,45,3ptd7zlc5isrongig0wij2id4,1,35.5,48.8,2022-10-29T14:00:38.527Z,2022-11-01T04:36:08Z,3879663627,265,,3879663623,56,Back,3879663629,286,,3879663625,152,,3879663739,233,16,3879663621,13,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721033,16,4,1,0,45,5pfqedkme2kabtqhkln35pf3l,0,64.5,51.2,2022-10-29T14:00:38.528Z,2022-11-01T04:36:08Z,3879663673,265,,3879663669,56,Center,3879663675,285,,3879663793,233,15,3879663667,13,,3887403277,178,,3879663671,152,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721761,17,1,1,1,18,3ptd7zlc5isrongig0wij2id4,0,28.3,49.7,2022-10-29T14:01:11.128Z,2022-11-01T04:36:13Z,3879666805,152,,3879666813,212,47.4,3879666817,1,,3887403341,178,,3879666801,5,,3879666815,213,6.0,3879666803,155,,3879666807,56,Center,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,3879666809,140,71.4,3879666811,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721827,17,1,1,1,21,5pfqedkme2kabtqhkln35pf3l,0,28.8,63,2022-10-29T14:01:14.279Z,2022-11-01T04:36:16Z,3879667051,140,42.2,3879667049,56,Back,3879667047,3,,3887403351,388,,3879667055,212,14.2,3879667053,141,65.4,3879667057,213,0.1,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721855,18,1,1,1,23,3ptd7zlc5isrongig0wij2id4,0,62.8,32.1,2022-10-29T14:01:15.961Z,2022-11-01T04:36:21Z,3879667185,3,,3879667201,213,0.6,3887403397,388,,3879667197,212,7.2,3879667193,141,38.3,3879667187,56,Center,3879667189,140,68.3,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721953,18,1,1,1,25,5pfqedkme2kabtqhkln35pf3l,0,32.3,59.3,2022-10-29T14:01:17.914Z,2022-11-01T04:36:27Z,3879667577,141,71.7,3879667573,56,Back,3879667579,212,16.7,3887403459,178,,3879667569,3,,3879667575,140,46.0,3879667581,213,0.5,,,,aa68kvv9c3of0a8cgbx8ppm1h,J. Rossiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722165,19,1,1,1,27,3ptd7zlc5isrongig0wij2id4,1,58.7,21.6,2022-10-29T14:01:20.013Z,2022-11-01T04:36:32Z,3879668679,141,2.5,3879668677,140,94.3,3879668673,3,,3887403523,388,,3879668683,213,5.9,3879668681,212,39.6,3879668675,56,Right,3879668685,1,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480174131,711,67,1,1,32,3ptd7zlc5isrongig0wij2id4,1,94.4,4.8,2022-10-29T14:01:24.644Z,2022-11-01T05:10:54Z,3887418341,233,824,,,,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480174129,824,67,1,1,32,5pfqedkme2kabtqhkln35pf3l,0,5.6,95.2,2022-10-29T14:01:24.645Z,2022-11-01T04:54:41Z,3887418345,233,711,,,,,,,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722171,20,50,1,1,33,3ptd7zlc5isrongig0wij2id4,1,95.8,2,2022-10-29T14:01:26.113Z,2022-11-01T08:24:15Z,3879668711,56,Right,3879669033,233,19,3879668713,286,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722207,19,7,1,1,33,5pfqedkme2kabtqhkln35pf3l,1,4.2,98,2022-10-29T14:01:26.507Z,2022-11-01T08:24:21Z,3879668889,285,,3886190149,385,,3887403667,178,,3879668887,56,Back,3879668995,233,20,3879668885,167,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722217,20,5,1,1,34,5pfqedkme2kabtqhkln35pf3l,0,4.5,102,2022-10-29T14:01:27.182Z,2022-11-01T08:24:25Z,3879671107,233,21,3879668933,347,,3879668929,56,Back,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722671,21,5,1,1,34,3ptd7zlc5isrongig0wij2id4,1,95.5,-2,2022-10-29T14:01:27.182Z,2022-11-01T08:24:25Z,3879671001,56,Right,3879671003,347,,3879671097,233,20,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722711,22,1,1,1,50,3ptd7zlc5isrongig0wij2id4,1,94.7,0,2022-10-29T14:01:42.667Z,2022-11-01T04:37:00Z,3879671213,212,13.5,3879671205,107,,3879671207,56,Right,3879671215,213,1.9,3879671211,141,16.5,3879671209,140,90.1,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722795,23,1,1,1,50,3ptd7zlc5isrongig0wij2id4,1,90.1,16.5,2022-10-29T14:01:43.567Z,2022-11-01T04:37:04Z,3879671569,141,5.8,3887403887,178,,3879671571,212,8.1,3879671567,140,86.7,3879671573,213,4.3,3879671565,56,Right,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
