id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2454901115,15,5,1,0,48,enzoyc121va61wtmjf4cm7p3d,0,27.2,100.8,2022-09-03T14:02:07.632Z,2022-09-03T20:03:20Z,3753124313,347,,3753124565,233,18,3753124309,56,Back,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901167,18,5,1,0,48,c9ky1957qli8v2lylfga7io8b,1,72.8,-0.8,2022-09-03T14:02:07.632Z,2022-09-03T20:03:19Z,3753124531,233,15,3753124519,56,Right,3753124521,347,,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901369,19,1,1,0,55,c9ky1957qli8v2lylfga7io8b,1,74.4,0,2022-09-03T14:02:14.457Z,2022-09-03T20:03:23Z,3753125621,56,Right,3753125629,141,8.8,3753125625,140,76.2,3753125617,107,,3753125631,212,7.2,3753125633,213,1.3,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901405,20,1,1,0,56,c9ky1957qli8v2lylfga7io8b,1,76.2,8.8,2022-09-03T14:02:15.499Z,2022-09-03T20:03:27Z,3753125821,212,3.5,3755406309,178,,3753125823,213,4.5,3753125819,141,3.7,3753125815,56,Right,3753125817,140,75.6,,,,,,,4xbvoe0viskrxc7jiyd1iapcl,M. Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901441,21,1,1,0,58,c9ky1957qli8v2lylfga7io8b,1,75.6,3.7,2022-09-03T14:02:16.684Z,2022-09-03T20:03:31Z,3753126023,212,4.2,3753126019,140,73.3,3755406625,178,,3753126021,141,8.8,3753126025,213,2.2,3753126017,56,Right,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901523,22,1,1,0,58,c9ky1957qli8v2lylfga7io8b,1,73.3,8.8,2022-09-03T14:02:17.406Z,2022-09-03T20:03:35Z,3753126467,213,6.2,3753126463,212,15.6,3753126459,141,6.5,3755406891,178,,3753126453,140,88.1,3753126445,155,,3753126449,56,Right,,,,4xbvoe0viskrxc7jiyd1iapcl,M. Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901539,23,61,1,1,0,c9ky1957qli8v2lylfga7io8b,0,88.1,6.5,2022-09-03T14:02:19.002Z,2022-09-03T20:03:45Z,3755407861,178,,3753126517,56,Right,,,,,,,,,,,,,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901623,16,1,1,1,3,enzoyc121va61wtmjf4cm7p3d,1,1.1,87.4,2022-09-03T14:02:21.929Z,2022-09-03T20:04:02Z,3753126899,56,Back,3753126905,212,5.4,3755409417,178,,3753126901,140,6.2,3753126907,213,6.2,3753126903,141,86.5,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901637,17,49,1,1,4,enzoyc121va61wtmjf4cm7p3d,1,7.3,90.2,2022-09-03T14:02:23.168Z,2022-09-03T20:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901715,18,1,1,1,6,enzoyc121va61wtmjf4cm7p3d,0,8,95,2022-09-03T14:02:25.229Z,2022-09-03T20:04:19Z,3755410823,178,,3753127381,213,6.2,3753127375,140,20.0,3753127379,212,12.7,3753127383,1,,3753127371,157,,3753127377,141,92.9,3753127373,56,Back,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901857,19,4,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,19,91.4,2022-09-03T14:02:26.171Z,2022-09-03T20:04:33Z,3753127975,152,,3753127977,285,,3753127973,56,Back,3753127971,10,,3753128011,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901849,25,4,1,1,7,c9ky1957qli8v2lylfga7io8b,0,81,8.6,2022-09-03T14:02:26.172Z,2022-09-03T20:04:32Z,3753127937,10,,3755412093,178,,3753127941,152,,3753127939,56,Right,3753127943,286,,3753128047,233,19,,,,,,,4xbvoe0viskrxc7jiyd1iapcl,M. Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901763,24,43,1,1,9,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-09-03T14:02:27.962Z,2022-09-03T14:48:38Z,3753662435,144,49,,,,,,,,,,,,,,,,,,,,,,4xbvoe0viskrxc7jiyd1iapcl,M. Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903035,20,1,1,1,38,enzoyc121va61wtmjf4cm7p3d,0,20.5,90.3,2022-09-03T14:02:57.162Z,2022-09-03T20:04:39Z,3755412525,178,,3753133891,212,57.2,3753133903,1,,3753133839,5,,3753133843,152,,3753133897,213,6.0,3753133887,141,67.5,3753133883,140,72.9,91m838lynz6db94q8ufcqk91x,S. Walker,3753133841,157,,3753133879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2454903087,26,1,1,1,41,c9ky1957qli8v2lylfga7io8b,0,31.5,29.5,2022-09-03T14:03:00.263Z,2022-09-03T20:04:43Z,3753134017,140,55.2,3753134013,3,,3753134021,212,24.9,3753134023,213,0.0,3755412855,388,,3753134015,56,Center,3753134019,141,30.9,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903153,21,1,1,1,44,enzoyc121va61wtmjf4cm7p3d,0,34,64,2022-09-03T14:03:02.801Z,2022-09-03T20:04:49Z,3753134377,3,,3753134389,213,0.1,3753134385,141,67.3,3755413121,178,,3753134379,56,Center,3753134383,140,57.0,3753134387,212,24.3,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903223,27,1,1,1,46,c9ky1957qli8v2lylfga7io8b,0,39.7,28.5,2022-09-03T14:03:04.983Z,2022-09-03T20:04:51Z,3753134765,213,0.1,3753134757,56,Center,3753134763,212,14.4,3753134761,141,31.0,3753134755,3,,3753134759,140,53.3,3755413339,388,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903341,22,1,1,1,47,enzoyc121va61wtmjf4cm7p3d,0,40.7,69.9,2022-09-03T14:03:05.673Z,2022-09-03T20:04:55Z,3753135411,213,5.9,3753135403,140,63.3,3753135407,212,25.5,3753135415,1,,3753135393,157,,3753135397,56,Center,3755413621,178,,3753135405,141,56.3,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903363,28,44,1,1,49,c9ky1957qli8v2lylfga7io8b,1,35,43.4,2022-09-03T14:03:07.920Z,2022-09-04T04:06:12Z,3753135599,233,23,3753135491,56,Back,3753135495,285,,,,,,,,,,,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903371,23,44,1,1,49,enzoyc121va61wtmjf4cm7p3d,0,65,56.6,2022-09-03T14:03:07.921Z,2022-09-03T20:04:59Z,3753135529,56,Center,3753135531,286,,3753135829,233,28,,,,,,,,,,,,,,,,b3s3d69kycsfhgk4fslp7s1d5,I. Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903409,29,1,1,1,49,c9ky1957qli8v2lylfga7io8b,1,34.3,43.7,2022-09-03T14:03:07.985Z,2022-09-04T04:06:12Z,3753135745,141,54.8,3753135739,56,Back,3753135743,140,38.2,3755414321,388,,3753135753,213,1.1,3753135749,212,8.6,3753135735,3,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903441,30,49,1,1,51,c9ky1957qli8v2lylfga7io8b,1,39.6,59.1,2022-09-03T14:03:09.877Z,2022-09-03T20:05:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455564459,792,83,1,1,53,enzoyc121va61wtmjf4cm7p3d,1,67.6,19.1,2022-09-03T14:03:12.467Z,2022-09-04T03:51:38Z,3756722983,399,229772,,,,,,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903809,31,1,1,1,58,c9ky1957qli8v2lylfga7io8b,1,23.9,90.6,2022-09-03T14:03:17.210Z,2022-09-03T20:05:13Z,3755415165,178,,3753137753,56,Back,3753137757,141,76.1,3753137761,213,5.2,3753137759,212,11.1,3753137755,140,28.7,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903821,32,4,1,2,1,c9ky1957qli8v2lylfga7io8b,1,30.9,71.6,2022-09-03T14:03:19.748Z,2022-09-03T20:05:19Z,3753137827,56,Back,3753137823,13,,3753137927,233,24,3753137829,152,,3753137831,265,,3753137833,285,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454903829,24,4,1,2,1,enzoyc121va61wtmjf4cm7p3d,0,69.1,28.4,2022-09-03T14:03:19.749Z,2022-09-03T20:05:19Z,3753137873,265,,3753137869,152,,3753137865,56,Center,3755415629,178,,3753137863,13,,3753137875,286,,3753137957,233,32,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454904297,33,1,1,2,10,c9ky1957qli8v2lylfga7io8b,1,32.3,70.5,2022-09-03T14:03:28.822Z,2022-09-03T20:05:26Z,3753140149,56,Back,3753140157,213,4.9,3753140153,141,10.4,3753140247,189,,3753140151,140,39.6,3753140155,212,41.6,3755416187,178,,3753140145,196,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,3753140147,152,,3753140143,5,,3753140159,1,,,,,,,,,,,,,,,,,,,,,,,
