id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2454858535,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-09-03T13:15:34.329Z,2022-09-03T14:29:44Z,3752913041,197,1993,3752913043,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752913035,130,8,3752913039,194,bu7u0edo60hpre8wkhgw79gwl,3752913029,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, 5f1erzxtvzncvf1wtqnv3fgmh, cxxhe0dwp3wi35c28spse4l7u, 87dk4hxfl302jn9iu3vr9pckp, e98evrjmtbjwjrmvlhu1hn36d, 4xbvoe0viskrxc7jiyd1iapcl, afowz5wysshf6f5mj5iz1t5h, dnnv0ts8b4ov8id729wyoeuax, cugnsf9b6g823srxuux5jnofe, fx0i4f70a096eya9f6irwdt5, 86k8csy6no8avlq6bdk43f36x, 3jppvkr0tv7r8lwraqvc7wtlh, 82m1eir9istcl9x5srqdrtca2, 2i835ww5po0e5y9txkdajsnsa, 6qp481f9ke8vcrvu9gnsbq4lx, 9eglkkpww5oem5vdrmf8q2bu2, atx6lc3lltktph9wnqv5oihg5, 1coz8r44qcr2aau1u09888i6s, 47wddacm2cmbifzhdkr79mk7p",3752913031,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752913033,59,"1, 12, 3, 6, 5, 4, 77, 11, 23, 32, 18, 13, 22, 25, 2, 8, 10, 16, 17, 24",3752913037,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454858939,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-09-03T13:16:06.784Z,2022-09-03T14:06:02Z,3752915435,59,"20, 25, 33, 2, 5, 19, 31, 4, 27, 11, 9, 23, 6, 7, 14, 15, 17, 21, 28, 50",3752915439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752915443,194,2spu2yn887lywqw2vrg3evhlh,3752915447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752915437,130,17,3752915433,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752915445,197,1980,3752915431,30,"91m838lynz6db94q8ufcqk91x, 2ytdtlvxm0ba22gsmk6vu4vhm, 1wmfn9bky6owvj3jc4iftsxnu, 9coe01drgpmlz3ee9qfond815, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, ek2ub5dvlisn73a45n3gwj2s5, 2spu2yn887lywqw2vrg3evhlh, b3s3d69kycsfhgk4fslp7s1d5, 9z0xcc7yot7royqle0nn6fdn9, n4ml5xifvll22bpq68ld4auh, 3yv3k3tmmzrizek5a8f54jjoq, 1pt1yc4fl9oxxsaoeq1cm3xzp, 8q0nnrx7ru205zepoqv7lm579, br8drjrzg7caqavtr5l7twpka, 6uvj9qt3kex5sx729zbe1rlyh, atf7aycphllb4i8h9jnld4bmd, 3svpmpx5tb4ekuewkh79l2up5, bl8p4bg9mwh2ugsxgg4x0pzo5, 8hiqkrsoskyhhoc0n0wp7lql1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899211,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-09-03T14:01:18.655Z,2022-09-03T14:01:18Z,3753115659,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899227,3,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-09-03T14:01:18.655Z,2022-09-03T19:28:51Z,3753115725,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899271,4,1,1,0,0,c9ky1957qli8v2lylfga7io8b,1,50.1,50.1,2022-09-03T14:01:18.695Z,2022-09-03T20:00:51Z,3753115909,279,S,3753115905,212,20.6,3753115899,56,Back,3753115907,213,3.1,3753115903,141,50.3,3753115901,140,30.5,3755396069,178,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899401,5,1,1,0,2,c9ky1957qli8v2lylfga7io8b,1,32.2,45.1,2022-09-03T14:01:21.296Z,2022-09-03T20:01:02Z,3753116571,141,58.7,3753116569,140,35.3,3753116573,212,9.8,3753116565,56,Back,3755396713,178,,3753116575,213,1.2,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899473,6,1,1,0,5,c9ky1957qli8v2lylfga7io8b,1,35.7,68.4,2022-09-03T14:01:24.261Z,2022-09-03T20:01:18Z,3753116947,213,3.0,3753116935,56,Back,3753116941,141,69.9,3753116945,212,6.8,3755397707,178,,3753116937,140,29.3,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899591,7,1,1,0,7,c9ky1957qli8v2lylfga7io8b,0,30.5,74.1,2022-09-03T14:01:26.457Z,2022-09-03T20:01:22Z,3753117411,155,,3755398005,178,,3753117425,213,6.2,3753117421,141,65.2,3753117423,212,60.6,3753117427,1,,3753117419,140,87.9,3753117415,56,Center,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899619,3,52,1,0,12,enzoyc121va61wtmjf4cm7p3d,1,14.1,38.6,2022-09-03T14:01:30.921Z,2022-09-03T20:01:27Z,3755398255,178,,3754484419,377,,,,,,,,,,,,,,,,,,,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899785,4,1,1,0,13,enzoyc121va61wtmjf4cm7p3d,1,14.1,38.6,2022-09-03T14:01:32.506Z,2022-09-03T20:01:31Z,3755398549,178,,3753118265,141,61.2,3753118253,123,,3753118257,56,Back,3753118271,212,18.1,3753118275,213,1.0,3753118261,140,23.2,,,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899867,5,1,1,0,17,enzoyc121va61wtmjf4cm7p3d,1,26.1,64,2022-09-03T14:01:36.330Z,2022-09-03T20:01:33Z,3755398779,178,,3753118595,141,92.9,3753118599,212,21.3,3753118589,140,33.8,3753118585,56,Back,3753118601,213,1.2,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899917,6,1,1,0,19,enzoyc121va61wtmjf4cm7p3d,1,32,86.3,2022-09-03T14:01:38.083Z,2022-09-03T20:01:37Z,3753118837,212,10.4,3753118833,140,26.1,3753118831,56,Back,3753118839,213,4.1,3753118835,141,74.1,3755398969,178,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900023,7,1,1,0,20,enzoyc121va61wtmjf4cm7p3d,0,26.1,74.1,2022-09-03T14:01:38.964Z,2022-09-03T20:01:43Z,3753119265,213,6.1,3755399351,178,,3753119257,56,Center,3753119267,1,,3753119263,212,33.0,3753119261,141,65.8,3753119259,140,57.1,3753119255,155,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900085,8,44,1,0,22,c9ky1957qli8v2lylfga7io8b,1,42.4,34.2,2022-09-03T14:01:41.112Z,2022-09-04T04:06:11Z,3753119547,233,8,3753119499,56,Back,3753119501,285,,,,,,,,,,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900035,8,44,1,0,22,enzoyc121va61wtmjf4cm7p3d,0,57.6,65.8,2022-09-03T14:01:41.113Z,2022-09-03T20:01:49Z,3753119585,233,8,3753119323,56,Center,3753119325,286,,,,,,,,,,,,,,,,,b3s3d69kycsfhgk4fslp7s1d5,I. Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900161,9,1,1,0,22,c9ky1957qli8v2lylfga7io8b,0,42,34.2,2022-09-03T14:01:41.160Z,2022-09-04T04:06:12Z,3753119831,140,63.4,3753119825,3,,3755399879,388,,3753119841,212,22.9,3753119827,56,Center,3753119835,141,27.6,3753119847,213,6.1,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900205,9,1,1,0,25,enzoyc121va61wtmjf4cm7p3d,0,36.6,70.8,2022-09-03T14:01:44.257Z,2022-09-03T20:01:55Z,3753120061,141,73.6,3753120059,140,50.2,3753120055,3,,3753120063,212,14.4,3753120057,56,Center,3753120065,213,0.1,3755400097,388,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900345,10,1,1,0,27,c9ky1957qli8v2lylfga7io8b,1,44.3,15.6,2022-09-03T14:01:45.724Z,2022-09-03T20:02:02Z,3753120715,3,,3753120727,141,30.0,3753120721,56,Center,3753120729,212,21.3,3753120725,140,62.3,3753120731,213,0.5,3755400489,388,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900277,10,43,1,0,28,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-09-03T14:01:47.543Z,2022-09-03T14:47:52Z,3753120389,56,Back,3753655287,144,61,,,,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900441,11,1,1,0,29,c9ky1957qli8v2lylfga7io8b,1,62.4,30,2022-09-03T14:01:47.776Z,2022-09-03T20:02:06Z,3753121161,140,63.7,3753121159,56,Right,3753121167,212,8.1,3753121163,141,18.3,3755400751,178,,3753121171,213,4.9,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900517,12,1,1,0,30,c9ky1957qli8v2lylfga7io8b,1,63.7,18.3,2022-09-03T14:01:49.234Z,2022-09-03T20:02:12Z,3753121517,212,13.8,3753121513,140,74.0,3755401097,178,,3753121511,56,Right,3753121519,213,5.6,3753121515,141,5.8,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900555,13,1,1,0,31,c9ky1957qli8v2lylfga7io8b,0,74,5.8,2022-09-03T14:01:50.477Z,2022-09-03T20:02:20Z,3754489209,20,,3753121711,2,,3753121717,140,85.2,3753121713,155,,3754489207,224,,3753121721,212,21.5,3753121723,213,1.0,3753121719,141,32.2,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,3753121715,56,Center,3755401659,178,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900491,11,12,1,0,32,enzoyc121va61wtmjf4cm7p3d,1,23.2,73,2022-09-03T14:01:51.245Z,2022-09-03T20:02:28Z,3753121375,213,2.0,3753121931,167,,3755402159,178,,3753121361,140,15.5,3753121355,56,Back,3753121365,141,100.0,3753121371,212,21.3,3753121465,15,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900585,12,5,1,0,34,enzoyc121va61wtmjf4cm7p3d,0,13.8,101.4,2022-09-03T14:01:53.318Z,2022-09-03T20:02:36Z,3753121905,347,,3753121903,56,Back,3753122815,233,14,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900753,14,5,1,0,34,c9ky1957qli8v2lylfga7io8b,1,86.2,-1.4,2022-09-03T14:01:53.318Z,2022-09-03T20:02:36Z,3753122753,233,12,3753122695,56,Right,3753122697,347,,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900877,15,1,1,0,41,c9ky1957qli8v2lylfga7io8b,1,87.6,0,2022-09-03T14:02:00.449Z,2022-09-03T20:02:40Z,3753123297,140,82.6,3753123301,212,7.8,3753123303,213,2.3,3753123289,107,,3753123295,56,Right,3753123299,141,7.0,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900919,16,1,1,0,42,c9ky1957qli8v2lylfga7io8b,1,82.6,7,2022-09-03T14:02:01.383Z,2022-09-03T20:02:48Z,3753123499,213,5.9,3753123495,141,4.9,3753123491,56,Right,3753123493,140,86.0,3753123497,212,3.8,3755403499,178,,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900941,17,1,1,0,45,c9ky1957qli8v2lylfga7io8b,0,86,4.7,2022-09-03T14:02:03.926Z,2022-09-03T20:02:57Z,3755404251,178,,3753123579,212,2.1,3753123575,140,85.0,3754496263,236,,3753123581,213,2.1,3753123577,141,7.4,3754496453,233,777,3754496265,286,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,3753123571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455161839,777,74,1,0,45,enzoyc121va61wtmjf4cm7p3d,1,16.9,88.2,2022-09-03T14:02:04.129Z,2022-09-03T20:03:00Z,3754496483,233,17,3754493953,56,Back,3755404459,178,,3754493955,285,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901011,13,49,1,0,47,enzoyc121va61wtmjf4cm7p3d,1,13.1,91.1,2022-09-03T14:02:05.881Z,2022-09-03T20:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901101,14,1,1,0,47,enzoyc121va61wtmjf4cm7p3d,0,10.4,91.2,2022-09-03T14:02:06.346Z,2022-09-03T20:03:14Z,3755405281,178,,3753124261,56,Back,3753124259,157,,3753124263,140,27.9,3753124271,213,0.3,3753124273,1,,3753124269,212,19.5,3753124265,141,100.0,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
