id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/17/value
2511920975,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-25T14:02:28.008Z,2023-02-25T14:02:28Z,4054391441,30,"4gxuw581mvfnr6qr3aobbjyt, a7p8w57m9ehh3wryxgd1oldzo, e7dz8u1uz579dl68v1p40fq7e, e4qmdsl4c7q79p01pggtwfpw5, bk1tvg8t79kbsmnf2i39or6c5, blmo7wrka5yrcckuu9owlwx5h, kmyde3h3kx3tyx5b4m2oglt6, 5z0g3l4s56p11t3wgrpjhko9h, 6axbj3uylrbf0l29vj3vdmd3p, 3b3odntkdxlv2x7n9le3qbxlh, aiacgvdwjvt1te2ndnbk95lg5, 5j7ekg9k304y36twun3me2w2d, 4y27uf869xrujogawxtl9q0a1, cl8lua6yep85vpl25pdi0wfzd, eeh8lecxw27imfsy3954q04tm, 6yr5rwfdnz02psz22acr43z6d, czbwauhn3z2a0t8t6qreuq1yi, 878xi84rsiw5uj1doiy894lwp, 4vnpdi15nazck2sywdgkve2cq, 3sk52j2sm7jvmytofzefc5boq",4054391455,194,4gxuw581mvfnr6qr3aobbjyt,4054391459,197,1981,4054391451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054391443,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054391445,59,"1, 22, 24, 52, 66, 16, 18, 27, 7, 99, 9, 2, 5, 8, 12, 13, 14, 15, 17, 26",4054391463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054391447,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511923189,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-02-25T14:04:44.031Z,2023-02-25T15:52:28Z,4054402955,130,18,4054402961,194,2spu2yn887lywqw2vrg3evhlh,4054402957,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054402943,30,"91m838lynz6db94q8ufcqk91x, 9z0xcc7yot7royqle0nn6fdn9, bt4n55baiq4m30oyc0v833omi, 9coe01drgpmlz3ee9qfond815, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, ek2ub5dvlisn73a45n3gwj2s5, 2spu2yn887lywqw2vrg3evhlh, 8q0nnrx7ru205zepoqv7lm579, 71xg650qcs8yibhrumgvdejth, 9hnkwvq81pd0bkovc17lqhf4l, 1fkrvnzbrb9s0qojjhc8edpm1, 1pt1yc4fl9oxxsaoeq1cm3xzp, dggymph6p6xe8s3h2hae5p5g5, 6ta1shg2pfj5cchdod1xdtvbp, 6uvj9qt3kex5sx729zbe1rlyh, atf7aycphllb4i8h9jnld4bmd, 3svpmpx5tb4ekuewkh79l2up5, 2ytdtlvxm0ba22gsmk6vu4vhm, 8p1pe1wpwy9o3p2n9imr2k5ck",4054402965,197,1978,4054402951,59,"20, 11, 24, 2, 5, 19, 31, 4, 7, 26, 16, 1, 6, 8, 10, 15, 17, 21, 25, 29",4054402967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054402947,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978239,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-25T15:01:21.971Z,2023-02-25T15:01:23Z,4054678501,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978261,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-02-25T15:01:21.971Z,2023-02-26T00:34:16Z,4054678591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978355,3,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,50.2,50.1,2023-02-25T15:01:22Z,2023-02-26T00:43:48Z,4054679087,140,30.0,4054679093,213,3.1,4054679085,56,Back,4054679095,279,S,4057455733,178,,4054679091,212,21.3,4054679089,141,52.7,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978373,4,1,1,0,2,759fhii7hsnldanli06j5jmf6,0,30.6,51.8,2023-02-25T15:01:24.932Z,2023-02-26T00:43:52Z,4054679167,141,87.7,4054679175,1,,4054679165,140,60.6,4054679163,56,Left,4054679173,213,0.7,4057455903,178,,4054679171,212,39.9,4054679161,155,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978385,3,49,1,0,4,enzoyc121va61wtmjf4cm7p3d,1,41.4,18.3,2023-02-25T15:01:26.766Z,2023-02-26T00:43:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978465,4,1,1,0,6,enzoyc121va61wtmjf4cm7p3d,0,43.6,18.5,2023-02-25T15:01:28.060Z,2023-02-26T00:44:09Z,4054679651,141,56.6,4054679649,140,62.2,4054679653,212,32.4,4057456899,178,,4054679655,213,0.9,4054679647,56,Center,4054679657,1,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978609,5,1,1,0,7,759fhii7hsnldanli06j5jmf6,0,43.1,52.4,2023-02-25T15:01:29.752Z,2023-02-26T00:44:19Z,4054680301,212,28.7,4054680295,56,Left,4054680297,140,61.3,4054680299,141,83.8,4054680303,213,0.8,4057457397,178,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512514301,860,43,1,0,9,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-02-25T15:01:31.345Z,2023-02-26T11:49:36Z,4058538589,144,67,4057543409,233,853,,,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
