id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2530241631,6,44,1,0,10,841zp0njrq63yv4fvw6lgf60q,0,71.8,62.8,2023-04-08T14:02:09.151Z,2023-04-08T14:03:32Z,4172261685,56,Center,4172270173,233,13,4172269659,286,,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241643,5,8,1,0,11,enzoyc121va61wtmjf4cm7p3d,1,25.7,43,2023-04-08T14:02:10.190Z,2023-04-08T16:44:18Z,4172261721,56,Back,4173088067,385,,4173087795,15,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241685,7,1,1,0,11,841zp0njrq63yv4fvw6lgf60q,1,63.1,60.2,2023-04-08T14:02:10.866Z,2023-04-08T14:02:13Z,4172261939,212,3.4,4172261937,141,59.1,4172261935,140,66.3,4172261941,213,6.1,4172261933,56,Center,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241725,8,1,1,0,13,841zp0njrq63yv4fvw6lgf60q,1,68.8,55.2,2023-04-08T14:02:13.010Z,2023-04-08T16:45:49Z,4172262131,212,12.3,4172262121,56,Center,4172265575,210,16,4172262129,141,52.8,4172265577,154,,4172265581,22,,4172262133,213,6.1,4173089097,4,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,1,4172262125,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241729,9,16,1,0,16,841zp0njrq63yv4fvw6lgf60q,1,85,46.6,2023-04-08T14:02:15.209Z,2023-04-08T16:45:50Z,4172262771,375,00:15.105,4173094407,396,51.1,4172262151,22,,4172265609,29,,4172265617,102,51.3,4172265611,154,,4172262763,20,,4172265619,103,3.2,bkehljspqbj6tz0peqjivkvai,Duk,,4172265625,231,48.2,4172265607,78,4172262155,56,Center,4172265623,230,96.0,4173094405,395,4.2,4172262767,374,2023-04-08 15:02:14.254,4172265613,55,8,4172262153,17,,,,,,,,,,,,
2530242901,6,1,1,1,12,enzoyc121va61wtmjf4cm7p3d,1,49.9,50.1,2023-04-08T14:03:11.590Z,2023-04-08T14:03:13Z,4172268001,56,Back,4172268007,212,20.1,4172268011,279,G,4172268005,141,54.8,4172268003,140,31.0,4172268009,213,3.0,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242921,7,1,1,1,14,enzoyc121va61wtmjf4cm7p3d,0,30.8,56,2023-04-08T14:03:13.670Z,2023-04-08T14:03:14Z,4172268107,155,,4172268111,140,74.9,4172268117,213,6.0,4172268119,1,,4172268109,56,Center,4172268113,141,35.7,4172268115,212,48.3,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242963,10,1,1,1,16,841zp0njrq63yv4fvw6lgf60q,0,26.9,70,2023-04-08T14:03:15.202Z,2023-04-08T14:03:16Z,4172268305,140,43.2,4172268309,212,17.1,4172268303,56,Back,4172268301,3,,4172268307,141,71.1,4172268311,213,0.0,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243023,8,61,1,1,18,enzoyc121va61wtmjf4cm7p3d,1,59.5,36,2023-04-08T14:03:18.093Z,2023-04-08T16:49:33Z,4172268647,56,Center,,,,,,,,,,,,,,,,,,,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243029,9,43,1,1,20,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-04-08T14:03:19.165Z,2023-04-08T16:50:06Z,4173111217,144,49,,,,,,,,,,,,,,,,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243045,10,1,1,1,20,enzoyc121va61wtmjf4cm7p3d,1,67.5,28.2,2023-04-08T14:03:19.341Z,2023-04-08T14:03:20Z,4172268759,212,16.6,4172268753,56,Right,4172268755,140,61.2,4172268761,213,4.3,4172268757,141,5.8,,,,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243053,11,1,1,1,21,enzoyc121va61wtmjf4cm7p3d,0,61.2,5.8,2023-04-08T14:03:20.454Z,2023-04-08T14:03:20Z,4172268793,213,1.4,4172268785,56,Right,4172268789,141,11.1,4172268791,212,3.6,4172268787,140,61.7,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243133,12,4,1,1,22,enzoyc121va61wtmjf4cm7p3d,1,61,11.6,2023-04-08T14:03:21.686Z,2023-04-08T14:03:24Z,4172269273,233,11,4172269189,152,,4172269191,286,,4172269187,56,Right,4172269185,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243139,11,4,1,1,22,841zp0njrq63yv4fvw6lgf60q,0,39,88.4,2023-04-08T14:03:21.687Z,2023-04-08T14:03:24Z,4172269213,56,Back,4172269215,152,,4172269211,10,,4172269217,285,,4172269307,233,12,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243647,14,1,1,1,46,enzoyc121va61wtmjf4cm7p3d,1,67.2,13.2,2023-04-08T14:03:45.901Z,2023-04-08T16:51:06Z,4172272935,210,13,4172271695,155,,4172271701,140,88.4,4172271707,213,0.9,4172271699,56,Center,4172271703,141,52.7,4173112049,223,,4172271693,5,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,4172271709,1,,4173112051,72,4172271705,212,34.9,4172271697,152,,4172271691,2,,4172272937,154,,,,,,,1,,,,,,,,,,,
2530243653,15,43,1,1,50,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-04-08T14:03:49.965Z,2023-04-08T16:51:39Z,4172271761,56,Center,4173116425,144,44,4172271765,286,0,4172271805,233,12,,,,,,,,,,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243651,12,43,1,1,50,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-08T14:03:49.966Z,2023-04-08T16:51:41Z,4172271737,56,Back,4173116529,144,44,4172271739,285,0,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243657,16,13,1,1,51,enzoyc121va61wtmjf4cm7p3d,1,88.4,52.7,2023-04-08T14:03:50.373Z,2023-04-08T16:51:06Z,4172272543,328,,4172272969,154,,4172272539,15,,4172272981,230,99.4,4172272977,102,58.7,4172272973,55,14,4172271785,56,Center,4172272983,231,52.2,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,4172272537,24,,4172272979,103,4172272967,29,,4172271783,17,,4172272963,77,,,,,,,,,,,75,,,,,,,,,,
2530243665,13,5,1,1,52,841zp0njrq63yv4fvw6lgf60q,1,-1.1,40.3,2023-04-08T14:03:51.179Z,2023-04-08T14:03:52Z,4172271823,346,,4172271821,56,Back,4172271899,233,17,,,,,,,,,,,,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243669,17,5,1,1,52,enzoyc121va61wtmjf4cm7p3d,0,101.1,59.7,2023-04-08T14:03:51.179Z,2023-04-08T14:34:37Z,4172271847,56,Center,4172271911,233,13,4172271849,346,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244163,14,1,1,2,21,841zp0njrq63yv4fvw6lgf60q,0,4.2,46.4,2023-04-08T14:04:20.528Z,2023-04-08T16:51:52Z,4172274379,141,27.7,4173117003,189,,4172274381,212,57.8,4172274371,124,,4172274377,140,57.9,4172274373,56,Center,4172274383,213,6.1,4172274393,74,,26hokry025pgjx5bn7ljlkatx,K. Roos,,4172274385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244167,18,44,1,2,24,enzoyc121va61wtmjf4cm7p3d,1,37.4,69.8,2023-04-08T14:04:23.421Z,2023-04-08T14:04:24Z,4172274399,285,,4172274467,233,15,4172274397,56,Back,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244171,15,44,1,2,24,841zp0njrq63yv4fvw6lgf60q,0,62.6,30.2,2023-04-08T14:04:23.422Z,2023-04-08T14:04:25Z,4172274473,233,18,4172274407,56,Center,4172274409,286,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244189,19,1,1,2,24,enzoyc121va61wtmjf4cm7p3d,1,32.7,67.3,2023-04-08T14:04:23.701Z,2023-04-08T14:04:25Z,4172274499,140,46.6,4172274505,213,5.6,4172274503,212,19.2,4172274497,56,Back,4172274495,3,,4172274501,141,49.0,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244211,20,1,1,2,25,enzoyc121va61wtmjf4cm7p3d,1,46.6,49,2023-04-08T14:04:24.853Z,2023-04-08T14:04:26Z,4172274609,3,,4172274619,213,2.6,4172274617,212,11.2,4172274611,56,Back,4172274615,141,58.2,4172274613,140,37.7,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244213,21,49,1,2,26,enzoyc121va61wtmjf4cm7p3d,1,37.7,58.2,2023-04-08T14:04:26.029Z,2023-04-08T14:04:26Z,,,,,,,,,,,,,,,,,,,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244223,22,1,1,2,27,enzoyc121va61wtmjf4cm7p3d,0,37.7,58.2,2023-04-08T14:04:26.149Z,2023-04-08T14:04:27Z,4172274707,213,6.1,4172274701,140,55.6,4172274697,155,,4172274703,141,51.9,4172274699,56,Center,4172274705,212,19.3,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244235,16,49,1,2,28,841zp0njrq63yv4fvw6lgf60q,1,39.5,46.6,2023-04-08T14:04:27.777Z,2023-04-08T14:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244269,17,1,1,2,28,841zp0njrq63yv4fvw6lgf60q,1,39.5,46.6,2023-04-08T14:04:28.050Z,2023-04-08T14:04:44Z,4172274941,140,54.2,4172274947,212,15.6,4172274937,56,Center,4172274951,213,0.2,4172274945,141,50.3,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244333,18,1,1,2,30,841zp0njrq63yv4fvw6lgf60q,1,48.4,45.2,2023-04-08T14:04:29.907Z,2023-04-08T14:04:34Z,4172275287,213,4.3,4172275281,140,43.6,4172275279,56,Back,4172275283,141,28.3,4172275285,212,12.5,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244335,19,3,1,2,34,841zp0njrq63yv4fvw6lgf60q,0,46.5,13.7,2023-04-08T14:04:33.744Z,2023-04-08T16:52:48Z,4173120087,211,,4173119997,286,,4172275291,56,Back,4173120317,465,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244371,23,4,1,2,35,enzoyc121va61wtmjf4cm7p3d,1,45.5,90.8,2023-04-08T14:04:34.197Z,2023-04-08T14:04:37Z,4172275423,294,,4172275433,286,,4172275425,56,Back,4172275445,233,20,4172275421,13,,4172275429,152,,,,,,,,bt4n55baiq4m30oyc0v833omi,L. Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244355,20,4,1,2,35,841zp0njrq63yv4fvw6lgf60q,0,54.5,9.2,2023-04-08T14:04:34.198Z,2023-04-08T14:04:38Z,4172275357,13,,4172275365,285,,4172275363,152,,4172275489,233,23,4172275359,294,,4172275361,56,Right,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244635,24,1,1,2,51,enzoyc121va61wtmjf4cm7p3d,0,44.8,95.9,2023-04-08T14:04:50.269Z,2023-04-08T14:04:52Z,4172276665,56,Center,4172276675,1,,4172276663,152,,4172276673,213,5.7,4172276669,141,69.1,4172276659,5,,4172276671,212,34.1,4172276667,140,72.2,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,4172276661,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244663,21,1,1,2,53,841zp0njrq63yv4fvw6lgf60q,1,22.8,25.2,2023-04-08T14:04:53.105Z,2023-04-08T14:04:55Z,4172276833,56,Back,4172276841,213,0.9,4172276835,140,40.2,4172276839,212,27.8,4172276837,141,56.0,4172276843,1,,4172276831,157,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244679,22,44,1,2,55,841zp0njrq63yv4fvw6lgf60q,1,41,59,2023-04-08T14:04:54.996Z,2023-04-08T14:04:56Z,4172276921,56,Back,4172276945,233,25,4172276923,285,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244669,25,44,1,2,55,enzoyc121va61wtmjf4cm7p3d,0,59,41,2023-04-08T14:04:54.997Z,2023-04-08T14:04:56Z,4172276881,286,,4172276879,56,Center,4172276985,233,22,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244699,23,1,1,2,56,841zp0njrq63yv4fvw6lgf60q,1,40.8,56.3,2023-04-08T14:04:55.673Z,2023-04-08T14:04:56Z,4172277031,213,5.5,4172277021,3,,4172277027,141,50.1,4172277025,140,45.0,4172277023,56,Back,4172277029,212,6.1,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244707,24,49,1,2,57,841zp0njrq63yv4fvw6lgf60q,1,45,50.1,2023-04-08T14:04:56.457Z,2023-04-08T14:04:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244901,25,1,1,2,58,841zp0njrq63yv4fvw6lgf60q,1,46.2,51.9,2023-04-08T14:04:57.568Z,2023-04-08T14:05:05Z,4172278033,213,0.6,4172278025,56,Left,4172278023,155,,4172278035,1,,4172278031,212,33.9,4172278027,140,72.2,4172278029,141,81.4,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244913,26,3,1,3,6,841zp0njrq63yv4fvw6lgf60q,1,89.5,73.6,2023-04-08T14:05:05.457Z,2023-04-08T16:53:52Z,4173123353,464,,4172278109,56,Center,4172278111,286,,4172278157,233,26,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244911,26,45,1,3,6,enzoyc121va61wtmjf4cm7p3d,0,10.5,26.4,2023-04-08T14:05:05.457Z,2023-04-08T14:05:06Z,4172278089,56,Back,4172278177,233,26,4172278091,285,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244945,27,1,1,3,7,841zp0njrq63yv4fvw6lgf60q,1,86.7,70.5,2023-04-08T14:05:06.395Z,2023-04-08T16:54:40Z,4172286039,210,15,4172278329,141,63.4,4172286043,154,,4172278331,212,9.5,4172278323,56,Center,4172278325,140,78.9,4172278333,213,3.7,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2530244951,28,15,1,3,9,841zp0njrq63yv4fvw6lgf60q,1,85,61,2023-04-08T14:05:08.417Z,2023-04-08T16:54:40Z,4172299601,78,,4172286113,230,99.5,4172281787,82,,4172281843,233,27,4172286111,147,59.6,4172286079,29,,4172286091,103,19,4172286109,146,87.2,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,4172278363,56,Center,4172286083,55,4172281779,20,,4172286115,231,52.0,4172286099,328,,4172278361,17,,4172278359,22,,4172286087,102,,27,51.3,4172286081,154,,,,,,,
2530244949,27,10,1,3,9,enzoyc121va61wtmjf4cm7p3d,1,13.8,36.3,2023-04-08T14:05:08.517Z,2023-04-08T14:05:43Z,4172278353,94,,4172278355,56,Back,4172281871,233,28,,,,,,,,,,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245085,29,1,1,3,14,841zp0njrq63yv4fvw6lgf60q,0,67.4,63.7,2023-04-08T14:05:13.241Z,2023-04-08T14:05:15Z,4172279017,140,71.1,4172279019,141,64.0,4172279025,1,,4172279023,213,0.1,4172279021,212,3.9,4172279013,157,,4172279015,56,Center,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245109,28,44,1,3,15,enzoyc121va61wtmjf4cm7p3d,1,28,36.9,2023-04-08T14:05:14.656Z,2023-04-08T14:05:16Z,4172279169,233,30,4172279143,285,,4172279141,56,Back,,,,,,,,,,,,,,,,atf7aycphllb4i8h9jnld4bmd,B. Lyons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
