id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2495893097,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-08T12:37:52.233Z,2023-01-08T13:34:50Z,3970108265,197,16501,3970108267,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970108255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970108257,59,"1, 12, 16, 11, 33, 5, 7, 32, 15, 23, 46, 3, 4, 6, 10, 13, 18, 20, 22, 25",3970108253,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, atx6lc3lltktph9wnqv5oihg5, afowz5wysshf6f5mj5iz1t5h, cx021j1n37kzienjdgd9qndka, 87dk4hxfl302jn9iu3vr9pckp, 89df7o58mynvgjs0xlq4zh71l, cugnsf9b6g823srxuux5jnofe, 4w3ipvncxgip8rxi2sf0l971l, dnnv0ts8b4ov8id729wyoeuax, 31qdomyqdjk440v2ons5vc7o5, 5f1erzxtvzncvf1wtqnv3fgmh, e98evrjmtbjwjrmvlhu1hn36d, cxxhe0dwp3wi35c28spse4l7u, 9eglkkpww5oem5vdrmf8q2bu2, 86k8csy6no8avlq6bdk43f36x, fx0i4f70a096eya9f6irwdt5, 7io59zk29vhvyueadmkotzeqy, 3jppvkr0tv7r8lwraqvc7wtlh, 82m1eir9istcl9x5srqdrtca2",3970108261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970108263,194,bu7u0edo60hpre8wkhgw79gwl,3970108259,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495893117,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-01-08T12:37:59.289Z,2023-01-08T12:55:01Z,3970108393,130,4,3970108391,59,"1, 16, 24, 27, 15, 4, 18, 8, 9, 29, 7, 2, 6, 13, 17, 20, 22, 26, 38, 47",3970108401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970108399,197,1981,3970108389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970108387,30,"4gxuw581mvfnr6qr3aobbjyt, blmo7wrka5yrcckuu9owlwx5h, egfrwjjbl6fom2rwi5jpzzfmx, 5z0g3l4s56p11t3wgrpjhko9h, 201zg5m6q6zjj43w8jlf5cgrt, 8qv2da4sxpuw4h44jm4dz2j85, kmyde3h3kx3tyx5b4m2oglt6, cl8lua6yep85vpl25pdi0wfzd, aiacgvdwjvt1te2ndnbk95lg5, dkk86y8pa3svtz43c0m55qn6x, 6axbj3uylrbf0l29vj3vdmd3p, 5j7ekg9k304y36twun3me2w2d, 1vgtiwnof0l89l62t6e1thgx5, 6yr5rwfdnz02psz22acr43z6d, 4vnpdi15nazck2sywdgkve2cq, bmyfnz8nkem6q0oa2q0h3ioa2, a7p8w57m9ehh3wryxgd1oldzo, 3sk52j2sm7jvmytofzefc5boq, 9785y6kolfs8e6yxbl7o4xzis, d2b02lofzdrlxuxfi66cn9h5g",3970108395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970108397,194,4gxuw581mvfnr6qr3aobbjyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910347,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-08T13:31:05.282Z,2023-01-08T13:31:05Z,3970201867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910361,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-01-08T13:31:05.282Z,2023-01-08T22:26:32Z,3970201921,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910381,3,1,1,0,0,c9ky1957qli8v2lylfga7io8b,1,49.8,49.9,2023-01-08T13:31:05.328Z,2023-01-09T03:51:46Z,3970202019,56,Back,3970202029,213,3.0,3970202023,141,52.2,3970202021,140,40.0,3971395675,178,,3970202025,212,10.4,3970202031,279,S,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910401,4,1,1,0,1,c9ky1957qli8v2lylfga7io8b,0,40,52.2,2023-01-08T13:31:06.890Z,2023-01-09T03:51:57Z,3971395753,178,,3970202135,140,82.0,3970202137,141,100.0,3970202129,157,,3970202133,56,Left,3970202143,1,,3970202141,213,0.7,3970202139,212,55.5,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910483,3,5,1,0,5,759fhii7hsnldanli06j5jmf6,1,23.8,-1.8,2023-01-08T13:31:10.685Z,2023-01-09T03:52:00Z,3970202517,233,5,3970202509,347,,3970202507,56,Back,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910405,5,5,1,0,5,c9ky1957qli8v2lylfga7io8b,0,76.2,101.8,2023-01-08T13:31:10.685Z,2023-01-09T03:52:00Z,3970202163,347,,3970202159,56,Left,3970202521,233,3,,,,,,,,,,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910493,4,1,1,0,14,759fhii7hsnldanli06j5jmf6,1,29.6,0,2023-01-08T13:31:20.032Z,2023-01-09T03:52:06Z,3970202553,140,38.9,3970202551,56,Back,3970202549,107,,3970202559,213,0.8,3970202555,141,12.5,3970202557,212,13.9,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910511,5,1,1,0,16,759fhii7hsnldanli06j5jmf6,1,33.9,9.5,2023-01-08T13:31:22.200Z,2023-01-09T03:52:11Z,3970202635,212,10.8,3971395841,178,,3970202629,56,Back,3970202637,213,3.5,3970202631,140,24.3,3970202633,141,3.8,,,,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910517,6,1,1,0,17,759fhii7hsnldanli06j5jmf6,0,23.8,2.8,2023-01-08T13:31:22.984Z,2023-01-09T03:52:33Z,3970202661,157,,3970202663,56,Back,3971395927,178,,3970202675,1,,3970202671,212,26.4,3970202673,213,0.1,3970202665,140,48.7,3970202667,141,8.2,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910549,6,1,1,0,18,c9ky1957qli8v2lylfga7io8b,1,55.7,91.1,2023-01-08T13:31:24.202Z,2023-01-09T03:53:34Z,3970202841,213,3.8,3970202833,56,Back,3970202831,3,,3971396375,178,,3970202839,212,9.1,3970202837,141,82.7,3970202835,140,48.9,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495910559,7,1,1,0,20,c9ky1957qli8v2lylfga7io8b,1,48.9,82.7,2023-01-08T13:31:26.014Z,2023-01-09T03:53:43Z,3971396433,388,,3970202877,141,86.8,3970202875,140,57.7,3970202881,213,0.3,3970202879,212,9.7,3970202871,3,,3970202873,56,Left,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
