id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,assist,qualifier/15/value,qualifier/16/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2475052999,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-10-21T17:29:31.264Z,2022-10-21T18:32:40Z,3860234815,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3860234813,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, 5f1erzxtvzncvf1wtqnv3fgmh, e98evrjmtbjwjrmvlhu1hn36d, cx021j1n37kzienjdgd9qndka, 87dk4hxfl302jn9iu3vr9pckp, cugnsf9b6g823srxuux5jnofe, 89df7o58mynvgjs0xlq4zh71l, 3je3s65vdag4qctd9q0ku8z8q, 4xbvoe0viskrxc7jiyd1iapcl, afowz5wysshf6f5mj5iz1t5h, cxxhe0dwp3wi35c28spse4l7u, 9eglkkpww5oem5vdrmf8q2bu2, 86k8csy6no8avlq6bdk43f36x, atx6lc3lltktph9wnqv5oihg5, fx0i4f70a096eya9f6irwdt5, dj5ho4am5u4ew23hchm4g549h, 3jppvkr0tv7r8lwraqvc7wtlh, dnnv0ts8b4ov8id729wyoeuax, 82m1eir9istcl9x5srqdrtca2",3860234817,59,"1, 12, 3, 4, 33, 5, 32, 7, 99, 77, 11, 6, 10, 13, 16, 18, 19, 22, 23, 25",3860234823,194,bu7u0edo60hpre8wkhgw79gwl,3860234821,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860234825,197,1993,3860234827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860234819,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475054397,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-10-21T17:34:01.585Z,2022-10-21T18:44:55Z,3860242471,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3860242475,130,17,3860242473,59,"1, 2, 19, 4, 6, 5, 22, 13, 37, 14, 26, 3, 10, 12, 7, 17, 21, 27, 29, 34",3860242477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860242483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860242481,197,1983,3860242479,194,tywvq45nw3cobufa7zkhsq8l,3860242469,30,"3vt38r8n9081i3a4dj89lx905, 1yqdq8dtuvh9wmn8cgyv3t8tl, 56b1gs6obdcpx4j3c02bi4bqi, cxjlus7adz4r6y0j3x5v2y0gl, tywvq45nw3cobufa7zkhsq8l, 9wjmsi05ex83iw3iy5bgkdrvu, 7xxqn9xu5izixdi9spsjf1t5h, 4gxhbsq4ocdqnrj3yrro2jf11, cqbhq4xh00uqxhenp0nc24xjp, 2ezi9zjj3pmt475woji11gi51, 1tbuc25mv5qc48uawml7aqu3t, 7f0r99zrqykjuoz0bqlintbzd, 27exg4oaa7sym40hi0szdc05x, 7bpoyv7zrd3ffl4j4e520jdud, 27ldss0bvyuhn929cd0j8u47p, 2r6suw717hgzqsp8ogvwdfk6h, c4g43ghalkakgcgv1jzaum11x, dc1kk0l9t57lspx5qzzbscm0a, cyg7icft0ojp9wdbyq9nlkwyd, d0ped35vke09xx92otkq63pm2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077929,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-10-21T18:32:58.836Z,2022-10-22T00:55:10Z,3860362469,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077935,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-10-21T18:32:58.836Z,2022-10-21T18:33:01Z,3860362479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077949,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50.2,50,2022-10-21T18:32:58.839Z,2022-10-22T01:34:02Z,3860851991,178,,3860362565,212,15.1,3860362561,140,37.6,3860362563,141,60.6,3860362569,279,S,3860362567,213,2.6,3860362559,56,Back,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475078017,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,1,37.6,60.6,2022-10-21T18:33:00.395Z,2022-10-22T01:34:02Z,3860362957,212,55.2,3860719595,155,,3860851999,178,,3860362955,141,4.7,3860362951,56,Right,3860362953,140,75.7,3860362959,213,5.5,3860362961,1,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475078029,5,44,1,0,4,ez46dadmx0virt38cgeq2n6pf,1,69.3,7,2022-10-21T18:33:03.173Z,2022-10-22T04:48:12Z,3860362995,286,,3860363001,233,3,3860362993,56,Right,,,,,,,,,,,,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077979,3,44,1,0,4,c9ky1957qli8v2lylfga7io8b,0,30.7,93,2022-10-21T18:33:03.174Z,2022-10-22T01:34:03Z,3860362787,285,,3860363021,233,5,3860362785,56,Back,,,,,,,,,,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475078037,6,1,1,0,4,ez46dadmx0virt38cgeq2n6pf,0,75.7,4.7,2022-10-21T18:33:03.238Z,2022-10-22T04:48:12Z,3860363041,3,,3860363045,56,Right,3860363051,212,5.4,3860852551,388,,3860363049,141,0.0,3860363043,168,,3860363047,140,78.5,3860363053,213,5.3,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475078013,4,5,1,0,5,c9ky1957qli8v2lylfga7io8b,1,26.2,101.7,2022-10-21T18:33:04.150Z,2022-10-22T01:34:44Z,3860362933,347,,3860362931,56,Back,3860363103,233,7,,,,,,,,,,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
