id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,assist,qualifier/16/value,qualifier/15/value
2492066237,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-12-17T14:13:31.730Z,2022-12-17T15:04:36Z,3949868421,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949868415,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3949868427,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949868425,197,1978,3949868417,59,"20, 2, 21, 4, 5, 19, 11, 22, 29, 7, 31, 1, 8, 9, 10, 15, 16, 25, 26, 33",3949868413,30,"91m838lynz6db94q8ufcqk91x, 9coe01drgpmlz3ee9qfond815, 3svpmpx5tb4ekuewkh79l2up5, 2spu2yn887lywqw2vrg3evhlh, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, 9z0xcc7yot7royqle0nn6fdn9, 5h9myriisqh4v99oka6gwey8l, 8p1pe1wpwy9o3p2n9imr2k5ck, 8q0nnrx7ru205zepoqv7lm579, ek2ub5dvlisn73a45n3gwj2s5, 1fkrvnzbrb9s0qojjhc8edpm1, dggymph6p6xe8s3h2hae5p5g5, n4ml5xifvll22bpq68ld4auh, 6ta1shg2pfj5cchdod1xdtvbp, 6uvj9qt3kex5sx729zbe1rlyh, 9hnkwvq81pd0bkovc17lqhf4l, 2ytdtlvxm0ba22gsmk6vu4vhm, 71xg650qcs8yibhrumgvdejth, 1wmfn9bky6owvj3jc4iftsxnu",3949868419,130,6,3949868423,194,2spu2yn887lywqw2vrg3evhlh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492066517,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-12-17T14:14:17.989Z,2022-12-17T14:18:53Z,3949869769,197,9221,3949869761,59,"1, 2, 16, 19, 3, 4, 14, 77, 9, 30, 18, 7, 8, 12, 17, 20, 21, 22, 27, 28",3949869757,30,"9edzwm5tgsaud77tbc16our4l, ey5m0gz111sobrykgcrpt45at, bbgkxdtxxoinxftd09k5lth3p, 9fk3a8f7bhmecbubtfuqs9jvt, a6gle2qqy7154nh3pqso7upqt, 5t8x37anxancpz8fqxxauioyd, 894vnlr3zfyyadmhx9n3y6fl6, 5jnu1yubvgdh6k9v9x277kjx1, 53ipmesg7cuaty2uzqm1a2xn9, 4ixfdbtira0k9hyhaj4fov651, en7rrg1epwhzy47dd1zcp9wb9, 6a7br2t45mam4765clafr0lp1, dldx0lpfwxc7eb0bc092m48a1, 9voc3iwmlxkuuln6h03j0fqzu, ucsmsk8k5wn69tdpz70ytyad, bgzc9ozb1qel3aw808tip6bu2, emglo360rdevds650u33d2odl, bodxakk6i1a3zl5c0tsxw7mcp, a4sdovrrwe7o6j29uisbqrzhm, 2dnrfdd702umzunv6rukg0jx1",3949869759,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3949869763,130,13,3949869771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949869767,194,9edzwm5tgsaud77tbc16our4l,3949869765,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074751,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-12-17T15:01:09.960Z,2022-12-17T18:46:26Z,3949915697,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074755,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-12-17T15:01:09.960Z,2022-12-17T15:01:12Z,3949915711,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074775,3,1,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,50,50,2022-12-17T15:01:09.980Z,2022-12-17T21:17:59Z,3949915825,279,S,3949915819,141,52.7,3949915823,213,3.0,3949915815,56,Back,3949915821,212,18.0,3949915817,140,32.9,3950674661,178,,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074785,4,1,1,0,1,1hcbcuu846pa3iw6qskiws1cu,1,32.9,52.7,2022-12-17T15:01:11.654Z,2022-12-17T21:18:08Z,3949915879,212,17.1,3949915881,213,1.6,3950674725,178,,3949915873,56,Back,3949915875,140,32.3,3949915877,141,77.9,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074807,5,43,1,0,3,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-12-17T15:01:13.879Z,2022-12-17T15:01:30Z,3949916737,144,7,3949915955,56,Back,3949915957,285,0,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074819,6,1,1,0,4,1hcbcuu846pa3iw6qskiws1cu,1,32.5,77.9,2022-12-17T15:01:14.166Z,2022-12-17T21:18:12Z,3949915989,141,57.9,3950674755,178,,3949915991,212,14.9,3949915993,213,4.3,3949915987,140,26.8,3949915985,56,Back,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074831,7,1,1,0,6,1hcbcuu846pa3iw6qskiws1cu,1,26.8,57.5,2022-12-17T15:01:16.123Z,2022-12-17T21:18:16Z,3949916039,212,27.9,3949916033,56,Back,3949916041,213,4.8,3949916037,141,16.5,3950674801,178,,3949916035,140,28.3,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074865,8,1,1,0,8,1hcbcuu846pa3iw6qskiws1cu,1,28.3,16.5,2022-12-17T15:01:18.077Z,2022-12-17T21:18:22Z,3949916189,141,44.9,3949916191,212,20.3,3950674891,178,,3949916193,213,1.9,3949916187,140,22.2,3949916185,56,Back,,,,,,,5t8x37anxancpz8fqxxauioyd,C. Halkett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
