id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value
2533563727,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-15T12:52:31.072Z,2023-04-15T13:14:48Z,4189935307,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, ewlrnu90xe2127a1erxlz29qt, dgrjf6wf81uuk32qxqunfoded, elt8lu5do3h4jcl9ujgaqlm1h, ctqn305re0qsih8mh5nufg89h, 9d2p89e7bftxqhk80hy9ldeqd, 7yq6f41dcfzqz40hblj3j9905, 29zpgzbse1373d9bhj3l2ee39, 3g3cjokfq1lnmycnv4t2gjaol, tj1jt0o03ionrc0h7279x2zu, 9stfaq0p7jw8269ms8ijc4a8l, 2wjbivuxiej3wt69ntrpn7end, 5d5ed49lj51ognhobfni5ngx6, 4g4zufvyime7qp4ks4badls0k, 2p1887g4xd36ac2trpyf42wru, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 9n6jx9s4eip7mgken67i9oyc5",4189935321,197,2005,4189935323,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189935317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189935319,194,dgrjf6wf81uuk32qxqunfoded,4189935313,59,"1, 23, 3, 18, 4, 22, 11, 13, 9, 10, 6, 5, 8, 15, 16, 21, 24, 25, 27, 31",4189935315,130,10,4189935311,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533568641,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-15T13:01:33.935Z,2023-04-15T15:06:35Z,4189961681,59,"1, 2, 31, 43, 16, 26, 71, 4, 20, 13, 30, 7, 17, 18, 33, 37, 38, 92, 58, 54",4189961685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189961683,130,8,4189961687,194,4kpf2eyjqmax3f676dmhh9e51,4189961689,197,1995,4189961691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189961677,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, rmruexgp6l6ar57aq8xffg4q, 4omwvnw9p46nfg7by0amh2hh, 8iwme9n9fhlu50yqm3pvtrd91, 25vb30mtetefhp3ix26nlhx0q, 90qai3k7otbuwrry224ki1f4l, 4lb16ginbppvud84mgwirvfth, bzvr1umoce37zyxq8hvwu1lgp, 5p8y1fedi7alsnrdwg7lmw99l, 84qg8f7lr34fps859v324v4k5, 7d5vo5ppoev5q1uf39x0afkrt, 90ibgoec1k1npb1odsqwpfx1, 60ahvhvx30iw7abq1hxrzd0wl, 4f2bppk56sa7dqgw652x0fzdh, alzo6b4olqf8djtphk32e0f3e, 6labkb3fm12densy1sc4wvdhw, 5rett4zu9vt35shdfknraone2, cy9pgkt5b9si40tdmornezlnu",4189961679,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628987,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-15T14:01:42.956Z,2023-04-15T20:41:15Z,4190273009,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628959,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-15T14:01:42.956Z,2023-04-15T14:01:43Z,4190272925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629005,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,49.9,50.3,2023-04-15T14:01:42.979Z,2023-04-16T03:46:19Z,4190273061,279,S,4193827075,178,,4190273053,140,40.0,4190273055,141,56.7,4190273059,213,2.7,4190273057,212,11.3,4190273051,56,Back,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629111,4,1,1,0,2,cnnku8uihko7u4th0fms4pvg6,1,39.3,43.6,2023-04-15T14:01:45.001Z,2023-04-16T03:46:23Z,4190273459,56,Back,4193827551,178,,4190273461,140,36.9,4190273467,213,4.6,4190273465,212,23.4,4190273463,141,9.4,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629241,5,1,1,0,4,cnnku8uihko7u4th0fms4pvg6,0,41.5,7,2023-04-15T14:01:47.930Z,2023-04-16T03:46:25Z,4190274021,212,58.4,4193827675,178,,4190274023,213,0.8,4190274025,1,,4190274013,155,,4190274015,56,Center,4190274019,141,66.6,4190274017,140,81.6,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629219,3,49,1,0,7,muo4d1nfi1vgyvz5n07tjmoo,1,22,24,2023-04-15T14:01:50.780Z,2023-04-16T03:46:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629341,4,1,1,0,9,muo4d1nfi1vgyvz5n07tjmoo,1,26.1,22.4,2023-04-15T14:01:52.200Z,2023-04-16T03:46:49Z,4190274485,212,10.9,4190274483,141,23.9,4190274487,213,0.1,4190274481,140,36.4,4190274479,56,Back,4193828607,178,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629421,5,1,1,0,11,muo4d1nfi1vgyvz5n07tjmoo,1,34.9,21.8,2023-04-15T14:01:54.162Z,2023-04-16T03:46:53Z,4190274819,140,37.8,4190274821,141,8.6,4190274817,56,Back,4193828687,178,,4190274823,212,9.5,4190274825,213,5.0,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
