id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2509067301,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-02-18T13:55:49.024Z,2023-02-18T14:52:36Z,4039327589,59,"1, 23, 16, 18, 31, 22, 11, 8, 10, 9, 6, 34, 4, 5, 24, 25, 27, 30, 32, 35",4039327585,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 5d5ed49lj51ognhobfni5ngx6, ewlrnu90xe2127a1erxlz29qt, 9n6jx9s4eip7mgken67i9oyc5, elt8lu5do3h4jcl9ujgaqlm1h, ctqn305re0qsih8mh5nufg89h, 9stfaq0p7jw8269ms8ijc4a8l, 29zpgzbse1373d9bhj3l2ee39, 7yq6f41dcfzqz40hblj3j9905, 3g3cjokfq1lnmycnv4t2gjaol, 53zbvc98xhv7gqweozv6hyhhw, dgrjf6wf81uuk32qxqunfoded, tj1jt0o03ionrc0h7279x2zu, 2p1887g4xd36ac2trpyf42wru, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 6nm4j9c81rfkxyl9vfxvbscno, 6550eub0qoudw8d846theawpg, 7jwxnx2xf20osocoitwbb26tw",4039327587,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039327591,130,10,4039327595,194,3g3cjokfq1lnmycnv4t2gjaol,4039327599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039327593,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039327597,197,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509077193,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-02-18T14:10:06.472Z,2023-02-18T15:13:25Z,4039379113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039379117,197,1991,4039379105,30,"4lp29rlldfr9f8jx6e6qqfgt1, dl2j6mynj9b09ehi3ebi2fc2d, 1hoyso1oinr2bza4lxgkzdiax, 3ka60g1o4fct4t2dc7394sr8p, 43mi8uliaor1b9mejf33if1sl, cgonvdrm0gwjzrsz5fho4cwr9, 9ciad1fw48orv5aph9o83f6ne, cxxhe0dwp3wi35c28spse4l7u, djjolbwunzmlob0chwp8x21g5, 6aonl21cpvfg8ma7i00q9ho0l, f48c8vds4wpfu9wl7is4y3sgl, 156hlg4mne48ct15fm5qtpjo5, 1wk872a75kcbsb3wsvu10iz2s, bxgp3jpqcyk794ty0zk0o9jv9, 2n1na0cyvk19401cuwsokmaga, 1q9c3t3umg0yh0qop886eghxx, djn7515ev4uzfcvizndtrvzkl, 1xcvcrq88be0efbkwgi7pirjd, alzbf0uxns1669kbn41xmxiad, atzpueujhh1u79b8ijhufob9w",4039379109,59,"1, 2, 16, 6, 5, 15, 14, 42, 10, 26, 17, 29, 49, 4, 7, 8, 11, 21, 25, 30",4039379107,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039379119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039379115,194,cgonvdrm0gwjzrsz5fho4cwr9,4039379111,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125661,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-02-18T15:02:43.271Z,2023-02-18T22:23:38Z,4039633353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125693,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-02-18T15:02:43.271Z,2023-02-18T15:02:46Z,4039633531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125755,3,1,1,0,0,87coxipr6ls77tnlba3eselx0,1,49.1,49.5,2023-02-18T15:02:43.291Z,2023-02-18T22:58:36Z,4042101843,178,,4039633815,141,48.0,4039633825,279,S,4039633817,212,12.2,4039633813,140,37.5,4039633821,213,3.2,4039633811,56,Back,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125835,4,1,1,0,2,87coxipr6ls77tnlba3eselx0,0,42.4,55.2,2023-02-18T15:02:45.457Z,2023-02-18T22:58:41Z,4042101951,178,,4039634197,155,,4039634211,141,0.0,4039634221,1,,4039634219,213,5.3,4039634207,140,69.0,4039634215,212,47.6,4039634203,56,Right,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126541,3,5,1,0,4,muo4d1nfi1vgyvz5n07tjmoo,1,30,101.5,2023-02-18T15:02:47.814Z,2023-02-18T22:58:45Z,4039637869,56,Back,4039637921,233,5,4039637871,347,,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125853,5,5,1,0,4,87coxipr6ls77tnlba3eselx0,0,70,-1.5,2023-02-18T15:02:47.814Z,2023-02-18T22:58:45Z,4039634279,56,Right,4039634283,347,,4039637967,233,3,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126633,4,1,1,0,22,muo4d1nfi1vgyvz5n07tjmoo,0,32.9,100,2023-02-18T15:03:05.473Z,2023-02-18T23:00:27Z,4039638361,56,Left,4039638371,213,6.0,4039638367,141,90.9,4039638355,107,,4039638373,1,,4039638369,212,29.3,4039638365,140,60.0,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126689,6,1,1,0,24,87coxipr6ls77tnlba3eselx0,0,29.5,6.8,2023-02-18T15:03:07.294Z,2023-02-18T23:00:31Z,4039638689,213,0.2,4039638685,141,15.0,4039638687,212,24.9,4042105195,388,,4039638683,140,52.6,4039638679,3,,4039638681,56,Right,,,,cgonvdrm0gwjzrsz5fho4cwr9,K. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
