id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/11/value,qualifier/14/value,assist
2526431199,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-01T12:55:49.022Z,2023-04-01T12:55:49Z,4151996981,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4151996979,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 5d5ed49lj51ognhobfni5ngx6, ewlrnu90xe2127a1erxlz29qt, dgrjf6wf81uuk32qxqunfoded, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, 3g3cjokfq1lnmycnv4t2gjaol, 29zpgzbse1373d9bhj3l2ee39, 7yq6f41dcfzqz40hblj3j9905, 9d2p89e7bftxqhk80hy9ldeqd, 8fsd4fp4wx5o8oqmwdf9ppl91, tj1jt0o03ionrc0h7279x2zu, 9stfaq0p7jw8269ms8ijc4a8l, ctqn305re0qsih8mh5nufg89h, 4g4zufvyime7qp4ks4badls0k, 2p1887g4xd36ac2trpyf42wru, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 9n6jx9s4eip7mgken67i9oyc5",4151996987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151996985,130,12,4151996983,59,"1, 23, 16, 18, 4, 22, 17, 6, 10, 9, 13, 3, 5, 8, 11, 21, 24, 25, 27, 31",4151996989,194,dgrjf6wf81uuk32qxqunfoded,4151996991,197,2005,4151996993,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526440441,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-04-01T13:10:25.910Z,2023-04-01T14:08:10Z,4152046837,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, 1swg0twoet2to70z38wo78b1l, 9mgoxb4nlse8gjbmcs0nh0dex, dm0ktjgadvf89t9zsqybufnxl, 7jn2vr9iq2cg2ui6oaww1i6i2, cwdqe0rv5dcshhfhke86j9z2t, 91z7xt6xuwgzt0jyg5owh6yfp, djyjh9vs99rm6pfm2ofhwfd91, 48hhfwdy6qw1cjd1el8n9t591, 960mhrs3usnisl5jv0xzok3x1, 8gh8ocvon1ht6yxxdxaisfa39, b0fuw7r17cq41awaoydw9bjl5, db1hineo65ck1zyg8kjtl5iad, f104wb7oezb00w1lmyebcow6h, elmr3dbzcn0od1mflq6mc02ui, 1mbcl4xzln2fyj0o3aapdhdrd, ejo44v1xeqrf9wsc1q3td4ul1, 73grc910ff9auyze63pgtoet",4152046849,194,z1apq9hkjp8l8jhpegacpwid,4152046845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4152046843,130,10,4152046841,59,"1, 2, 29, 15, 5, 23, 18, 22, 28, 19, 8, 7, 9, 11, 12, 16, 17, 32, 33",4152046855,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152046853,197,1999,4152046839,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487927,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-01T14:02:23.454Z,2023-04-01T22:42:37Z,4152288303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488081,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-04-01T14:02:23.454Z,2023-04-01T14:02:28Z,4152289073,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488049,3,1,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,49.9,50.1,2023-04-01T14:02:23.476Z,2023-04-02T02:02:01Z,4152288883,140,38.8,4152288885,141,48.1,4152288881,56,Back,4152288889,213,3.3,4152288891,279,S,4152288887,212,11.7,4155821411,178,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488149,4,1,1,0,2,muo4d1nfi1vgyvz5n07tjmoo,1,39.6,46.6,2023-04-01T14:02:26.209Z,2023-04-02T02:02:50Z,4152289339,56,Right,4155823139,178,,4152289361,1,,4152289353,212,45.8,4152289359,213,5.5,4152289333,155,,4152289343,140,71.9,4152289349,141,1.4,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488179,5,1,1,0,5,muo4d1nfi1vgyvz5n07tjmoo,0,71.9,1.4,2023-04-01T14:02:28.617Z,2023-04-02T02:02:55Z,4155823453,388,,4152289517,56,Right,4152289525,141,15.3,4152289531,213,1.4,4152289519,140,73.3,4152289513,3,,4152289529,212,9.6,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488273,3,1,1,0,6,besu5lkqmra07drq1czpr0tk4,0,34.9,83,2023-04-01T14:02:29.954Z,2023-04-02T02:02:59Z,4152289911,213,2.9,4152289897,140,23.5,4152289901,141,88.0,4152289907,212,12.4,4152289893,56,Back,4152289891,3,,4155823549,388,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488337,6,1,1,0,8,muo4d1nfi1vgyvz5n07tjmoo,1,80.8,6,2023-04-01T14:02:31.457Z,2023-04-02T02:03:15Z,4152290245,56,Right,4152290249,141,14.5,4152290251,212,6.3,4152290253,213,1.2,4152290247,140,83.1,4155824063,178,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488421,7,1,1,0,9,muo4d1nfi1vgyvz5n07tjmoo,1,85.3,14.7,2023-04-01T14:02:33.153Z,2023-04-02T02:03:20Z,4152290627,140,83.3,4155824155,178,,4152290625,56,Right,4152290631,212,8.0,4152290633,213,4.4,4152290629,141,3.4,,,,,,,7yq6f41dcfzqz40hblj3j9905,T. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
