id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2511997901,94,3,1,8,33,841zp0njrq63yv4fvw6lgf60q,0,93.6,21.4,2023-02-25T15:09:13.278Z,2023-02-26T05:24:17Z,4054776613,56,Center,4054776617,286,,4056956955,465,,4055973675,233,75,4057977895,178,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511997915,75,7,1,8,33,besu5lkqmra07drq1czpr0tk4,0,6.4,78.6,2023-02-25T15:09:13.335Z,2023-02-26T05:24:21Z,4054776669,285,,4054776665,56,Back,4057977961,178,,4056957039,385,,4055973655,233,94,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511997951,95,61,1,8,33,841zp0njrq63yv4fvw6lgf60q,1,95.6,26.7,2023-02-25T15:09:13.507Z,2023-02-26T05:24:30Z,4057978093,178,,4054776863,56,Center,,,,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511997985,76,5,1,8,35,besu5lkqmra07drq1czpr0tk4,1,-1,74.6,2023-02-25T15:09:15.048Z,2023-02-26T05:24:34Z,4054777039,346,,4054777037,56,Back,4054777173,233,96,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511997993,96,5,1,8,35,841zp0njrq63yv4fvw6lgf60q,0,101,25.4,2023-02-25T15:09:15.048Z,2023-02-26T05:24:34Z,4054777077,346,,4054777075,56,Center,4054777249,233,76,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999203,77,1,1,9,2,besu5lkqmra07drq1czpr0tk4,1,4.8,40.3,2023-02-25T15:09:42.537Z,2023-02-26T05:24:38Z,4054783419,124,,4054783421,56,Center,4054783425,141,39.4,4054783427,212,57.9,4054783435,74,,4054783423,140,59.9,4054783431,1,,4054783429,213,6.3,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999211,78,44,1,9,6,besu5lkqmra07drq1czpr0tk4,1,62.9,46.3,2023-02-25T15:09:45.837Z,2023-02-26T11:09:11Z,4054783549,233,97,4054783475,286,,4054783473,56,Center,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999177,97,44,1,9,6,841zp0njrq63yv4fvw6lgf60q,0,37.1,53.7,2023-02-25T15:09:45.838Z,2023-02-26T05:24:44Z,4054783295,56,Back,4054783593,233,78,4054783297,285,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999285,79,1,1,9,6,besu5lkqmra07drq1czpr0tk4,1,59.9,39.4,2023-02-25T15:09:45.869Z,2023-02-26T11:09:11Z,4054783873,141,42.2,4054783861,3,,4054783863,168,,4054783877,212,11.4,4054783881,213,0.2,4057978607,388,,4054783869,140,70.6,4054783867,56,Center,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999303,80,50,1,9,8,besu5lkqmra07drq1czpr0tk4,1,68.7,43.3,2023-02-25T15:09:48.108Z,2023-02-26T05:25:17Z,4055973743,233,98,4054783997,286,,4054783995,56,Center,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999329,98,7,1,9,8,841zp0njrq63yv4fvw6lgf60q,1,31.3,56.7,2023-02-25T15:09:48.199Z,2023-02-26T05:25:21Z,4054784129,285,,4054784125,56,Back,4056957791,384,,4057979277,178,,4055973727,233,80,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999335,99,49,1,9,9,841zp0njrq63yv4fvw6lgf60q,1,30.8,61.8,2023-02-25T15:09:49.649Z,2023-02-26T05:25:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999417,100,1,1,9,9,841zp0njrq63yv4fvw6lgf60q,0,31.8,61.4,2023-02-25T15:09:49.658Z,2023-02-26T05:25:41Z,4054784561,140,68.1,4054784555,56,Center,4054784565,141,58.2,4054784567,212,38.2,4054784553,155,,4054784569,213,6.2,4057979667,178,,4054784571,1,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999583,81,1,1,9,12,besu5lkqmra07drq1czpr0tk4,1,30.6,40.7,2023-02-25T15:09:52.447Z,2023-02-26T05:25:44Z,4054785423,212,12.5,4054785427,213,3.3,4054785411,3,,4054785419,141,37.9,4054785417,140,18.8,4054785413,56,Back,4057979901,388,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512407965,871,59,1,9,15,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-02-25T15:09:55.087Z,2023-02-26T05:25:47Z,4056958767,56,Back,,,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999591,82,49,1,9,15,besu5lkqmra07drq1czpr0tk4,1,19,38,2023-02-25T15:09:55.325Z,2023-02-26T05:25:57Z,,,,,,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999655,83,1,1,9,15,besu5lkqmra07drq1czpr0tk4,0,19,38,2023-02-25T15:09:55.369Z,2023-02-26T05:26:03Z,4054785799,213,0.3,4054785797,212,55.0,4057980409,388,,4054785793,140,69.7,4054785795,141,58.4,4054785791,56,Center,4054785801,1,,4054785789,157,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999723,101,1,1,9,19,841zp0njrq63yv4fvw6lgf60q,0,29.9,45.8,2023-02-25T15:09:59.647Z,2023-02-26T05:26:06Z,4054786077,3,,4054786087,213,6.0,4054786083,141,39.5,4054786079,56,Back,4054786081,140,42.9,4054786085,212,14.3,4057980511,388,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999847,84,1,1,9,22,besu5lkqmra07drq1czpr0tk4,1,56.2,62,2023-02-25T15:10:02Z,2023-02-26T05:26:11Z,4054786679,213,4.1,4054786673,140,52.9,4054786677,212,6.3,4057980661,178,,4054786675,141,54.3,4054786671,56,Center,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511999921,85,1,1,9,23,besu5lkqmra07drq1czpr0tk4,1,52.9,54.5,2023-02-25T15:10:02.728Z,2023-02-26T05:26:22Z,4054787093,141,89.1,4054787097,213,1.3,4054787089,56,Left,4054787091,140,59.3,4057980901,178,,4054787095,212,24.5,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000087,86,1,1,9,26,besu5lkqmra07drq1czpr0tk4,1,61.9,91.4,2023-02-25T15:10:06.349Z,2023-02-26T05:26:30Z,4054787927,140,73.2,4054787931,212,12.2,4054787929,141,95.4,4054787925,56,Left,4054787933,213,0.2,4057981007,178,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512641265,1157,83,1,9,29,841zp0njrq63yv4fvw6lgf60q,1,33.3,12.5,2023-02-25T15:10:09.519Z,2023-02-26T08:42:46Z,4058218545,399,184388,,,,,,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000149,87,1,1,9,30,besu5lkqmra07drq1czpr0tk4,1,66.6,84.7,2023-02-25T15:10:10.558Z,2023-02-26T05:26:34Z,4057981131,178,,4054788229,140,65.4,4054788237,212,9.1,4054788225,56,Center,4054788233,141,71.4,4054788239,213,4.6,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000259,88,1,1,9,31,besu5lkqmra07drq1czpr0tk4,1,65.4,70.8,2023-02-25T15:10:11.302Z,2023-02-26T05:28:50Z,4057984431,178,,4054788849,212,11.7,4054788843,56,Left,4054788847,141,87.4,4054788851,213,1.8,4054788845,140,62.5,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000321,89,1,1,9,33,besu5lkqmra07drq1czpr0tk4,0,62.5,87.4,2023-02-25T15:10:12.898Z,2023-02-26T05:28:55Z,4054789193,1,,4054789191,213,5.5,4057984607,178,,4054789181,155,,4054789185,140,91.7,4054789183,56,Center,4054789187,141,38.8,4054789189,212,45.1,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000411,102,12,1,9,36,841zp0njrq63yv4fvw6lgf60q,1,9.9,60.3,2023-02-25T15:10:16.098Z,2023-02-26T05:29:37Z,4054789669,141,100.0,4054789667,140,17.9,4054789665,56,Back,4054789769,167,,4054790029,15,,4054789671,212,28.9,4054789673,213,1.3,4057985599,388,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000603,90,5,1,9,39,besu5lkqmra07drq1czpr0tk4,1,86.6,-1.5,2023-02-25T15:10:19.037Z,2023-02-26T05:29:39Z,4054790739,56,Right,4054790799,233,103,4054790741,347,,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512000423,103,5,1,9,39,841zp0njrq63yv4fvw6lgf60q,0,13.4,101.5,2023-02-25T15:10:19.037Z,2023-02-26T05:29:40Z,4054790903,233,90,4054789721,56,Back,4054789723,347,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512001357,91,1,1,10,1,besu5lkqmra07drq1czpr0tk4,0,91.6,0,2023-02-25T15:10:41.350Z,2023-02-26T05:29:44Z,4054794717,141,39.5,4054794707,107,,4054794719,212,28.3,4054794721,213,1.4,4054794711,56,Center,4054794723,1,,4054794715,140,95.7,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512001475,104,12,1,10,3,841zp0njrq63yv4fvw6lgf60q,1,4.7,56.7,2023-02-25T15:10:43.611Z,2023-02-26T05:29:50Z,4054795341,212,30.8,4054795733,15,,4054795455,167,,4054795343,213,1.4,4057985891,388,,4054795335,56,Back,4054795337,140,9.7,4054795339,141,100.0,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512001659,92,5,1,10,7,besu5lkqmra07drq1czpr0tk4,1,91.6,-1.4,2023-02-25T15:10:47.639Z,2023-02-26T05:29:53Z,4054796231,56,Right,4054796233,347,,4054796303,233,105,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512001485,105,5,1,10,7,841zp0njrq63yv4fvw6lgf60q,0,8.4,101.4,2023-02-25T15:10:47.639Z,2023-02-26T05:29:53Z,4054795385,56,Back,4054796351,233,92,4054795389,347,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002115,93,1,1,10,22,besu5lkqmra07drq1czpr0tk4,1,92,0,2023-02-25T15:11:02.559Z,2023-02-26T05:29:58Z,4054798613,56,Right,4054798617,141,16.5,4054798619,212,12.6,4054798621,213,1.5,4054798611,107,,4054798615,140,92.4,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002177,94,1,1,10,24,besu5lkqmra07drq1czpr0tk4,1,92.6,14.4,2023-02-25T15:11:04.390Z,2023-02-26T05:30:48Z,4054798971,212,7.1,4054798973,213,4.3,4057987167,178,,4054798969,141,5.0,4054798967,140,89.7,4054798965,56,Right,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002285,95,1,1,10,25,besu5lkqmra07drq1czpr0tk4,1,89.7,5.2,2023-02-25T15:11:05.439Z,2023-02-26T11:09:12Z,4054799557,213,1.5,4054799555,212,21.5,4054799553,141,36.7,4054799549,56,Center,4054799547,155,,4054799551,140,91.2,4054799545,2,,4056962139,224,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,4054805595,210,13,4056962141,20,,4054805599,154,4057987217,178,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2512002303,96,44,1,10,26,besu5lkqmra07drq1czpr0tk4,1,92,37.4,2023-02-25T15:11:06.720Z,2023-02-26T11:09:11Z,4054799655,286,,4054799867,233,106,4054799645,56,Center,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002247,106,44,1,10,26,841zp0njrq63yv4fvw6lgf60q,0,8,62.6,2023-02-25T15:11:06.721Z,2023-02-26T05:30:57Z,4054799339,56,Back,4054799889,233,96,4054799341,285,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002325,97,13,1,10,27,besu5lkqmra07drq1czpr0tk4,1,91.2,36.7,2023-02-25T15:11:06.760Z,2023-02-26T11:09:12Z,4054805693,230,97.8,4054799769,22,,4054805671,154,,4054805689,147,57.8,4054805673,55,95,4054805697,231,46.0,4057987575,388,,4054805681,153,,ddnwckj55fg870otjg9w9xyad,S. Kelly,4054805679,103,16.7,4054805677,102,61.7,4054805683,146,4054804065,15,,4054804069,328,,96.8,4054799777,56,Center,4054805669,29,4054805667,73,4054804181,233,108,4054799773,63,,,,,,,,,,,
2512003735,110,43,1,10,27,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-25T15:11:07.487Z,2023-02-25T15:12:41Z,4054807145,56,Back,4054819999,144,44,4054807147,285,0,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002313,107,12,1,10,28,841zp0njrq63yv4fvw6lgf60q,1,6.1,46.4,2023-02-25T15:11:07.960Z,2023-02-26T05:31:11Z,4054799727,212,4.1,4054799723,141,41.9,4054799731,213,5.4,4054799711,56,Back,4054799823,15,,4054799717,140,8.7,4057987751,388,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002397,98,61,1,10,29,besu5lkqmra07drq1czpr0tk4,1,87.2,54.2,2023-02-25T15:11:09.640Z,2023-02-26T05:31:30Z,4057988305,178,,4054800169,56,Center,,,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2512002517,99,15,1,10,31,besu5lkqmra07drq1czpr0tk4,1,87.3,54.4,2023-02-25T15:11:10.830Z,2023-02-26T05:31:35Z,4054800711,17,,4054800713,56,Center,4054800709,22,,4054811673,82,,4054811751,233,108,4057988409,178,,4054811667,20,,4054812813,103,19,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,4054812807,55,98,4054812811,102,50.5,4054812805,29,4055333623,78,,4054812817,146,,,4054812819,147,54.2,4054812821,230,4054812815,328,4054812823,231,50.9,,,90.1,98.4,,,,,,,,,
2512002451,108,10,1,10,31,841zp0njrq63yv4fvw6lgf60q,1,9.9,46,2023-02-25T15:11:10.900Z,2023-02-26T05:31:41Z,4054804243,233,99,4057988529,388,,4054800401,56,Back,4054800397,94,,,,,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002565,100,13,1,10,32,besu5lkqmra07drq1czpr0tk4,1,77.6,56.3,2023-02-25T15:11:12.440Z,2023-02-26T05:31:45Z,4054835371,103,65.3,4054800937,22,,4054835389,328,,4057988637,178,,4054800939,18,,4054835357,74,,4054800941,56,Center,4054835381,215,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,4054835401,231,50,4054835399,230,97.6,4054835397,458,4054835365,102,52.6,4054813737,72,,,,,,,,,,,,,,,,,,,,,,,,,
2512002747,101,5,1,10,34,besu5lkqmra07drq1czpr0tk4,0,101.2,51.4,2023-02-25T15:11:14.139Z,2023-02-26T05:32:17Z,4054801997,56,Center,4054802123,233,109,4054801999,346,,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512002609,109,5,1,10,34,841zp0njrq63yv4fvw6lgf60q,1,-1.2,48.6,2023-02-25T15:11:14.139Z,2023-02-26T05:32:17Z,4054801147,346,,4054801143,56,Back,4054802073,233,101,,,,,,,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512003977,111,1,1,11,2,841zp0njrq63yv4fvw6lgf60q,0,4.5,46.1,2023-02-25T15:11:41.784Z,2023-02-26T05:32:56Z,4054808417,1,,4054808387,56,Center,4054808421,74,,4054808411,213,6.2,4057006249,189,,4054808385,124,,4054808405,212,66.3,4054808395,141,37.0,ddfwtazsntda1pah2l454py3t,J. Gorter,4054808391,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004015,102,44,1,11,8,besu5lkqmra07drq1czpr0tk4,1,30.6,62.6,2023-02-25T15:11:47.890Z,2023-02-26T11:09:12Z,4054808613,56,Back,4054808617,285,,4054808803,233,112,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512003989,112,44,1,11,8,841zp0njrq63yv4fvw6lgf60q,0,69.4,37.4,2023-02-25T15:11:47.891Z,2023-02-26T05:33:03Z,4054808473,286,,4054808863,233,102,4054808469,56,Center,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004075,103,1,1,11,8,besu5lkqmra07drq1czpr0tk4,0,29,62.1,2023-02-25T15:11:47.962Z,2023-02-26T11:09:13Z,4057990317,388,,4054808901,141,60.3,4054808895,3,,4054808905,212,2.5,4054808899,140,31.1,4054808909,213,5.8,4054808897,56,Back,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004145,114,1,1,11,9,841zp0njrq63yv4fvw6lgf60q,1,67.8,37,2023-02-25T15:11:48.851Z,2023-02-26T05:33:11Z,4054809291,56,Center,4054809295,141,31.8,4054809293,140,71.3,4054809297,212,5.1,4054809299,213,5.5,4057990489,178,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004031,113,43,1,11,9,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-25T15:11:49.383Z,2023-02-25T15:11:55Z,4054809921,144,61,4054808693,56,Center,,,,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004201,115,3,1,11,10,841zp0njrq63yv4fvw6lgf60q,0,75.6,24.5,2023-02-25T15:11:49.941Z,2023-02-26T05:33:24Z,4054809521,286,,4055973865,233,104,4054809519,56,Center,4057007659,465,,4057990923,178,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004247,104,7,1,11,10,besu5lkqmra07drq1czpr0tk4,1,24.4,75.5,2023-02-25T15:11:50.120Z,2023-02-26T05:35:49Z,4057007877,383,,4054809713,285,,4054809711,56,Back,4057993673,15,,4055973833,233,115,4057993671,178,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004253,105,49,1,11,14,besu5lkqmra07drq1czpr0tk4,1,13.1,95.6,2023-02-25T15:11:54.139Z,2023-02-26T05:36:52Z,,,,,,,,,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004415,106,1,1,11,15,besu5lkqmra07drq1czpr0tk4,0,15.4,96,2023-02-25T15:11:55.571Z,2023-02-26T05:36:56Z,4054810675,155,,4054810685,213,0.0,4054810681,141,97.5,4057994903,178,,4054810679,140,39.4,4054810677,56,Back,4054810683,212,25.2,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004465,116,44,1,11,17,841zp0njrq63yv4fvw6lgf60q,1,58.4,3,2023-02-25T15:11:57.453Z,2023-02-26T11:09:13Z,4054810939,286,,4054810983,233,107,4054810935,56,Right,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004427,107,44,1,11,17,besu5lkqmra07drq1czpr0tk4,0,41.6,97,2023-02-25T15:11:57.454Z,2023-02-26T05:37:03Z,4054811001,233,116,4054810745,56,Back,4054810747,285,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004487,117,8,1,11,17,841zp0njrq63yv4fvw6lgf60q,1,56.1,3.5,2023-02-25T15:11:57.490Z,2023-02-26T11:09:13Z,4057995099,388,,4057008569,15,,4057008615,385,,4054811029,56,Right,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004601,108,5,1,11,19,besu5lkqmra07drq1czpr0tk4,1,32.7,101.7,2023-02-25T15:11:59.190Z,2023-02-26T05:37:09Z,4054811827,233,118,4054811629,347,,4054811627,56,Back,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512004499,118,5,1,11,19,841zp0njrq63yv4fvw6lgf60q,0,67.3,-1.7,2023-02-25T15:11:59.190Z,2023-02-26T05:37:09Z,4054811097,347,,4054811087,56,Right,4054811847,233,108,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512005473,109,1,1,11,39,besu5lkqmra07drq1czpr0tk4,1,30.4,100,2023-02-25T15:12:19.101Z,2023-02-26T05:37:12Z,4054816297,141,93.2,4054816293,56,Back,4054816299,212,20.0,4054816291,107,,4054816295,140,48.6,4054816301,213,6.0,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512005475,110,4,1,11,41,besu5lkqmra07drq1czpr0tk4,1,49.3,92.6,2023-02-25T15:12:20.750Z,2023-02-26T05:37:17Z,4054816323,13,,4054816327,56,Back,4054816605,233,119,4054816329,152,,4054816331,286,,4054816325,294,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512005493,119,4,1,11,41,841zp0njrq63yv4fvw6lgf60q,0,50.7,7.4,2023-02-25T15:12:20.751Z,2023-02-26T05:37:17Z,4054816629,233,110,4054816485,13,,4054816487,294,,4054816489,56,Right,4054816495,285,,4057995297,178,,4054816491,152,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512006415,111,1,1,12,4,besu5lkqmra07drq1czpr0tk4,0,46.3,94.1,2023-02-25T15:12:44.672Z,2023-02-26T05:37:20Z,4054821289,5,,4054821309,141,59.0,4054821307,140,80.1,4057995401,178,,4054821313,213,5.7,4054821311,212,42.8,4054821303,56,Center,4054821299,152,,1swg0twoet2to70z38wo78b1l,J. Penrice,4054821315,1,,4054821295,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512006475,120,1,1,12,7,841zp0njrq63yv4fvw6lgf60q,1,17.3,33.4,2023-02-25T15:12:47.682Z,2023-02-26T05:37:27Z,4054821591,3,,4054821595,140,27.7,4054821593,56,Back,4054821597,141,26.2,4054821599,212,12.0,4054821601,213,5.9,4057995577,388,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
