id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/14/value,qualifier/15/value,qualifier/13/value,assist,qualifier/19/value
2454748209,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-09-03T10:25:48.492Z,2022-09-03T10:25:48Z,3752350089,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752350091,194,cx59kxpqiabi3c5vl9mxvlyhh,3752350087,130,4,3752350093,197,805,3752350085,59,"1, 88, 3, 42, 20, 4, 33, 41, 8, 11, 17, 6, 7, 9, 13, 14, 31, 38, 49, 56",3752350083,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752350081,30,"8grd4q334w1ud9vbb6vrli6z9, 9kxuwgequrilkom3ru6sdxall, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, c4dvhy1z0op9iwj9aqdgzh0q1, cksi669gcnskpytzh70a43it, cm7l7qimy4iysm1khmpc7u961, ed81nbya8j93qvelqdk79ustm, 96vt6e4xjci5gll0ogsnlfg89, czazwj4nt23bydpdi67i0wga2, a1q1se1i8ih65e94xswacghk9, bm5w5xsbbflm26pdhmejwgvs9, 84aebyqt0y9r2jjml4u1z0ij9, 8ydeghsg8bdyovqjnr56hz8x5, axicg3mdtrur97rjz423pl8t1, 9hoygyx51dhic09hlnhlsjend, 52lu5mlc9xdqjzgh1ne86wtsl, 4x7o9h6ea8ldt9sxgz87vwycp, 26olsdd9erf8rahc8xfqz01xx, cwmej1d313luxo30tav8ws3jd",3752350095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454751493,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-09-03T10:34:05.457Z,2022-09-03T11:42:36Z,3752370153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752370151,197,1995,3752370149,194,4kpf2eyjqmax3f676dmhh9e51,3752370139,30,"60ahvhvx30iw7abq1hxrzd0wl, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, 90qai3k7otbuwrry224ki1f4l, dy1z4i2jsbeswei0ha2n39c5x, 7ush9a10cc79gudlog12crt9l, 25vb30mtetefhp3ix26nlhx0q, 2hspu41ocnru322bdzom7rp, 12vo1l1xngzwi7kndbnyzfbv9, 90ibgoec1k1npb1odsqwpfx1, 95pgrmkq8cn94eo5y26hp4s7p, 1o7uvhqqueh716napx4qpq99m, 54u4k9lzcugph99091xt282j9, 8vom1gwu040ty00c6ps3r2sph, 4lb16ginbppvud84mgwirvfth, 9weodc9tdqcm2dg6cg6wyx785, 5p8y1fedi7alsnrdwg7lmw99l, 4f2bppk56sa7dqgw652x0fzdh, alzo6b4olqf8djtphk32e0f3e, 4bu8zoar377u6mvwfqf46rt62",3752370147,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752370145,130,8,3752370141,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752370143,59,"33, 2, 31, 4, 6, 19, 71, 10, 9, 18, 14, 3, 1, 8, 20, 23, 30, 37, 38, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784277,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-09-03T11:31:21.275Z,2022-09-03T17:05:05Z,3752535587,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784273,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-09-03T11:31:21.275Z,2022-09-03T11:31:21Z,3752535583,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784315,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,50.1,50.3,2022-09-03T11:31:21.325Z,2022-09-03T17:16:06Z,3752535747,141,52.8,3752535745,140,46.0,3752535743,56,Back,3752535753,279,S,3752535751,213,2.8,3752535749,212,4.6,3754676751,178,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784337,4,1,1,0,1,cnnku8uihko7u4th0fms4pvg6,0,45,56.2,2022-09-03T11:31:22.624Z,2022-09-03T21:05:03Z,3752535865,212,48.3,3752535867,213,5.3,3752535857,157,,3752535861,140,71.4,3752535863,141,0.0,3752535869,1,,3754678451,178,,3752535859,56,Right,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784417,3,5,1,0,5,dvnjvad3p09dugr79gktlrtll,1,25.8,102,2022-09-03T11:31:26.304Z,2022-09-03T17:16:19Z,3752536313,347,,3752536311,56,Back,3752536315,233,5,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784339,5,5,1,0,5,cnnku8uihko7u4th0fms4pvg6,0,74.2,-2,2022-09-03T11:31:26.304Z,2022-09-03T17:16:19Z,3752536339,233,3,3752535871,56,Right,3752535873,347,,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784419,4,1,1,0,11,dvnjvad3p09dugr79gktlrtll,1,37.9,100,2022-09-03T11:31:32.828Z,2022-09-03T21:05:03Z,3752536355,213,4.6,3752536345,107,,3752536349,140,36.9,3752536347,56,Back,3752536351,141,91.8,3752536353,212,6.7,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784425,5,1,1,0,13,dvnjvad3p09dugr79gktlrtll,0,46.8,79.4,2022-09-03T11:31:35.134Z,2022-09-03T21:05:02Z,3754682539,178,,3752536377,140,40.8,3752536375,56,Back,3752536383,213,2.2,3752536381,212,10.7,3752536379,141,92.1,,,,,,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784435,6,49,1,0,14,cnnku8uihko7u4th0fms4pvg6,1,50.5,14.7,2022-09-03T11:31:35.612Z,2022-09-03T21:05:02Z,,,,,,,,,,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784457,7,1,1,0,15,cnnku8uihko7u4th0fms4pvg6,1,50.6,12,2022-09-03T11:31:36.546Z,2022-09-03T21:05:01Z,3752536547,140,56.3,3754682991,178,,3752536545,56,Right,3752536551,212,6.0,3752536553,213,6.2,3752536549,141,11.0,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784459,8,3,1,0,16,cnnku8uihko7u4th0fms4pvg6,0,55.1,3.9,2022-09-03T11:31:37.570Z,2022-09-03T21:05:01Z,3752536589,233,6,3752536561,56,Right,3754683559,178,,3752536563,286,,3753165337,465,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454784455,6,7,1,0,16,dvnjvad3p09dugr79gktlrtll,0,44.9,96.1,2022-09-03T11:31:37.775Z,2022-09-03T21:05:00Z,3752536581,233,8,3754683745,178,,3753166301,383,,3752536543,285,,3752536541,56,Back,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
