id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/15/value,assist,qualifier/17/value
2515811567,7,43,1,0,3,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-03-05T12:01:19.582Z,2023-03-05T12:02:33Z,4074937669,56,Center,4074941629,144,61,,,,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811655,8,43,1,0,3,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-03-05T12:01:19.691Z,2023-03-05T12:02:34Z,4074938047,56,Center,4074938049,140,56.4,4074938045,155,0,4074938051,141,65.2,4074938055,213,3.1,4074941741,144,1,4074938053,212,0.3,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811607,5,1,1,0,3,dvnjvad3p09dugr79gktlrtll,1,34.9,84.1,2023-03-05T12:01:20.032Z,2023-03-05T17:36:33Z,4074937853,212,20.3,4076607199,178,,4074937851,141,91.4,4074937855,213,0.2,4074937849,140,53.6,4074937847,56,Left,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811637,6,1,1,0,8,dvnjvad3p09dugr79gktlrtll,1,58,89.1,2023-03-05T12:01:24.517Z,2023-03-05T17:36:39Z,4074937969,56,Left,4074937973,141,95.0,4076607623,178,,4074937975,212,11.7,4074937971,140,68.5,4074937977,213,0.3,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811639,7,50,1,0,10,dvnjvad3p09dugr79gktlrtll,1,73.2,95.2,2023-03-05T12:01:26.504Z,2023-03-05T17:36:48Z,4075139267,233,287,4074937983,286,,4074937981,56,Left,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515850475,287,7,1,0,10,muo4d1nfi1vgyvz5n07tjmoo,1,26.8,4.8,2023-03-05T12:01:26.779Z,2023-03-05T17:36:54Z,4075960693,384,,4075139253,56,Back,4075139263,233,7,4076608635,178,,4075139255,285,,,,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515850661,288,49,1,0,11,muo4d1nfi1vgyvz5n07tjmoo,1,27.5,7,2023-03-05T12:01:28.077Z,2023-03-05T17:37:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515850899,289,1,1,0,12,muo4d1nfi1vgyvz5n07tjmoo,1,27.7,7.8,2023-03-05T12:01:28.309Z,2023-03-05T17:37:04Z,4075141225,213,1.5,4075141221,141,13.6,4075141219,140,27.9,4075141217,56,Back,4076609189,178,,4075141223,212,3.9,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515850913,290,1,1,0,12,muo4d1nfi1vgyvz5n07tjmoo,0,30.5,14.4,2023-03-05T12:01:28.857Z,2023-03-05T17:37:07Z,4075141303,141,14.0,4076609331,178,,4075141307,213,6.3,4075141301,140,58.9,4075141305,212,29.8,4075141299,56,Right,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811657,9,43,1,0,13,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-03-05T12:01:29.499Z,2023-03-05T12:02:36Z,4074941823,144,61,4074938065,56,Center,,,,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811861,10,43,1,0,13,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-03-05T12:01:29.755Z,2023-03-05T12:02:38Z,4074938979,3,0,4074938981,168,0,4074938987,141,24.3,4074938989,212,33.7,4074938985,140,38.2,4074938991,213,4.1,4074941887,144,1,4074938993,1,0,29zpgzbse1373d9bhj3l2ee39,C. Main,4074938983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811705,8,49,1,0,15,dvnjvad3p09dugr79gktlrtll,1,39.6,82.9,2023-03-05T12:01:32.176Z,2023-03-05T17:37:16Z,,,,,,,,,,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811767,9,1,1,0,16,dvnjvad3p09dugr79gktlrtll,1,39.6,82.9,2023-03-05T12:01:32.237Z,2023-03-05T17:37:19Z,4074938541,213,4.1,4074938535,141,62.3,4074938539,212,17.2,4074938531,56,Back,4074938533,140,30.1,4076610135,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811779,10,1,1,0,20,dvnjvad3p09dugr79gktlrtll,1,22.6,59.9,2023-03-05T12:01:36.590Z,2023-03-05T17:37:44Z,4074938613,213,1.0,4074938607,140,30.0,4074938609,141,78.4,4074938611,212,14.8,4076612185,178,,4074938605,56,Back,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811803,11,1,1,0,23,dvnjvad3p09dugr79gktlrtll,1,29.7,75.6,2023-03-05T12:01:39.247Z,2023-03-05T17:37:47Z,4074938721,213,4.5,4074938715,140,26.1,4074938717,141,46.6,4074938719,212,20.1,4074938711,56,Back,4076612389,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811833,12,1,1,0,25,dvnjvad3p09dugr79gktlrtll,1,25.7,41.6,2023-03-05T12:01:41.763Z,2023-03-05T17:37:48Z,4074938845,56,Back,4074938849,141,17.4,4074938847,140,37.0,4074938851,212,20.3,4076612459,178,,4074938853,213,5.3,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811843,13,1,1,0,28,dvnjvad3p09dugr79gktlrtll,0,38.1,14.6,2023-03-05T12:01:44.270Z,2023-03-05T17:37:51Z,4074938915,140,51.3,4074938917,141,16.5,4074938919,212,13.9,4074938921,213,0.1,4074938913,56,Right,4076612705,178,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811871,11,1,1,0,29,muo4d1nfi1vgyvz5n07tjmoo,0,32.1,92.4,2023-03-05T12:01:45.725Z,2023-03-05T17:37:56Z,4074939037,140,44.2,4074939039,141,84.4,4076613071,178,,4074939035,56,Back,4074939041,212,13.8,4074939043,213,5.9,,,,,,,5d5ed49lj51ognhobfni5ngx6,T. Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811869,15,3,1,0,30,dvnjvad3p09dugr79gktlrtll,0,53.6,18.6,2023-03-05T12:01:46.387Z,2023-03-05T17:38:02Z,4074939031,56,Right,4074939033,286,,4075968579,464,,4074939167,233,12,4076613597,178,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811897,12,7,1,0,30,muo4d1nfi1vgyvz5n07tjmoo,1,46.4,81.4,2023-03-05T12:01:46.598Z,2023-03-05T17:38:07Z,4075968907,383,,4076613967,178,,4074939155,285,,4074939163,233,15,4074939153,56,Back,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009481,554,49,1,0,30,muo4d1nfi1vgyvz5n07tjmoo,1,40.8,84.7,2023-03-05T12:01:47.156Z,2023-03-05T17:38:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009587,555,1,1,0,31,muo4d1nfi1vgyvz5n07tjmoo,1,40.8,84.7,2023-03-05T12:01:47.237Z,2023-03-05T17:38:26Z,4076615271,178,,4075971329,141,88.7,4075971327,140,30.7,4075971325,56,Back,4075971331,212,10.9,4075971333,213,2.9,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811863,14,43,1,0,31,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-03-05T12:01:47.580Z,2023-03-05T15:16:47Z,4074939003,56,Back,4075967971,144,61,,,,,,,,,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811909,13,1,1,0,32,muo4d1nfi1vgyvz5n07tjmoo,0,36.3,83.6,2023-03-05T12:01:49.009Z,2023-03-05T17:38:35Z,4075142159,155,,4076615861,178,,4074939203,212,42.4,4074939209,1,,4074939207,213,0.0,4074939197,140,76.7,4074939199,141,84.5,4074939195,56,Left,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811955,16,1,1,0,35,dvnjvad3p09dugr79gktlrtll,1,28.4,25.5,2023-03-05T12:01:51.501Z,2023-03-05T17:38:44Z,4076616387,388,,4074939403,213,4.9,4074939395,56,Back,4074939397,140,30.9,4074939399,141,7.1,4074939401,212,12.8,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811959,17,49,1,0,37,dvnjvad3p09dugr79gktlrtll,1,30.9,7.1,2023-03-05T12:01:53.248Z,2023-03-05T17:38:48Z,,,,,,,,,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811973,18,1,1,0,37,dvnjvad3p09dugr79gktlrtll,0,30.9,7.1,2023-03-05T12:01:53.339Z,2023-03-05T17:38:52Z,4076616871,178,,4074939493,140,52.8,4074939495,141,4.9,4074939497,212,23.0,4074939499,213,6.2,4074939491,56,Right,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812013,14,49,1,0,39,muo4d1nfi1vgyvz5n07tjmoo,1,46.1,96.6,2023-03-05T12:01:55.546Z,2023-03-05T17:38:57Z,,,,,,,,,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812137,15,1,1,0,39,muo4d1nfi1vgyvz5n07tjmoo,1,46.1,96.6,2023-03-05T12:01:55.610Z,2023-03-05T17:39:03Z,4076617687,178,,4074940251,213,6.0,4074940243,56,Left,4074940245,140,74.5,4074940249,212,31.2,4074940247,141,83.0,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812131,20,4,1,0,40,dvnjvad3p09dugr79gktlrtll,1,28.6,16.8,2023-03-05T12:01:57.064Z,2023-03-05T17:39:24Z,4074940213,152,,4074940297,233,16,4074940215,285,,4074940209,10,,4074940211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812143,16,4,1,0,40,muo4d1nfi1vgyvz5n07tjmoo,0,71.4,83.2,2023-03-05T12:01:57.065Z,2023-03-05T17:39:23Z,4074940269,286,,4074940267,152,,4074940265,56,Left,4076619121,178,,4074940305,233,20,4074940263,10,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812067,19,43,1,0,49,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-03-05T12:02:05.484Z,2023-03-05T12:02:11Z,4074940317,144,55,,,,,,,,,,,,,,,,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812169,21,1,1,0,54,dvnjvad3p09dugr79gktlrtll,1,29.5,24.3,2023-03-05T12:02:10.491Z,2023-03-05T17:39:24Z,4074940411,212,29.3,4074940401,152,,4076619189,178,,4074940405,140,28.5,4074940409,141,67.3,4074940399,5,,4075977075,189,,4074940403,56,Back,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,4074940413,213,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812215,22,1,1,0,55,dvnjvad3p09dugr79gktlrtll,1,28.5,67.3,2023-03-05T12:02:12.208Z,2023-03-05T17:39:29Z,4074940663,213,0.9,4076619507,178,,4074940655,56,Back,4074940657,140,39.6,4074940661,212,19.2,4074940659,141,89.7,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812243,23,1,1,1,0,dvnjvad3p09dugr79gktlrtll,1,43.2,92,2023-03-05T12:02:16.395Z,2023-03-05T17:39:31Z,4074940827,212,11.1,4074940829,213,6.3,4074940821,56,Left,4074940825,141,91.7,4076619669,178,,4074940823,140,53.8,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812313,24,1,1,1,1,dvnjvad3p09dugr79gktlrtll,1,54,92.1,2023-03-05T12:02:18.110Z,2023-03-05T17:39:34Z,4076620023,178,,4074941213,141,93.9,4074941215,212,15.1,4074941211,140,39.7,4074941209,56,Back,4074941217,213,3.1,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516177715,755,83,1,1,4,muo4d1nfi1vgyvz5n07tjmoo,1,57.7,2.7,2023-03-05T12:02:20.499Z,2023-03-05T19:00:22Z,4076867609,399,226191,,,,,,,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812315,25,4,1,1,4,dvnjvad3p09dugr79gktlrtll,1,40.2,96.2,2023-03-05T12:02:20.722Z,2023-03-05T17:39:40Z,4074941235,56,Back,4074941239,265,,4074941237,152,,4074941241,286,,4074941325,233,17,4074941233,13,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812325,17,4,1,1,4,muo4d1nfi1vgyvz5n07tjmoo,0,59.8,3.8,2023-03-05T12:02:20.723Z,2023-03-05T17:39:40Z,4074941315,285,,4074941303,13,,4074941313,265,,4074941311,152,,4074941307,56,Right,4074941345,233,25,4076620387,178,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812427,26,1,1,1,19,dvnjvad3p09dugr79gktlrtll,1,36.3,92.4,2023-03-05T12:02:35.437Z,2023-03-05T17:39:43Z,4074941853,5,,4074941863,212,15.0,4076620619,178,,4074941861,141,77.8,4074941857,56,Back,4074941859,140,25.6,4074941855,152,,4074941865,213,3.9,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812489,27,1,1,1,21,dvnjvad3p09dugr79gktlrtll,1,26,77.6,2023-03-05T12:02:37.789Z,2023-03-05T17:39:45Z,4074942195,141,38.2,4074942191,56,Back,4074942197,212,26.8,4076620751,178,,4074942199,213,4.7,4074942193,140,26.0,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812507,28,1,1,1,27,dvnjvad3p09dugr79gktlrtll,1,32,38.6,2023-03-05T12:02:44.220Z,2023-03-05T17:39:47Z,4074942303,212,21.3,4076620945,178,,4074942301,141,69.7,4074942307,213,1.7,4074942297,56,Back,4074942299,140,29.4,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812557,29,1,1,1,30,dvnjvad3p09dugr79gktlrtll,1,28.3,69.4,2023-03-05T12:02:46.331Z,2023-03-05T17:39:49Z,4074942569,140,54.5,4074942567,56,Left,4076621099,178,,4074942573,212,32.1,4074942577,1,,4074942571,141,93.6,4074942575,213,0.5,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812615,30,1,1,1,33,dvnjvad3p09dugr79gktlrtll,0,53.3,87.7,2023-03-05T12:02:50.144Z,2023-03-05T17:39:57Z,4074942809,1,,4074942801,140,67.1,4074942807,213,5.0,4074942805,212,50.0,4076621731,178,,4074942799,56,Right,4074942797,196,,4074942795,155,,ed81nbya8j93qvelqdk79ustm,R. Hatate,4074942803,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515812671,18,61,1,1,37,muo4d1nfi1vgyvz5n07tjmoo,1,29.7,83.6,2023-03-05T12:02:53.757Z,2023-03-05T17:40:02Z,4076622031,21,,4076622035,388,,4074943085,56,Back,,,,,,,,,,,,,,,,5d5ed49lj51ognhobfni5ngx6,T. Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
