id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2497179485,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-14T14:12:46.473Z,2023-01-14T14:58:37Z,3976854817,130,8,3976854819,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976854823,197,16279,3976854813,59,"1, 2, 16, 4, 5, 6, 7, 22, 26, 8, 10, 42, 11, 14, 15, 17, 18, 19, 21, 30",3976854825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976854821,194,43mi8uliaor1b9mejf33if1sl,3976854809,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3976854807,30,"4lp29rlldfr9f8jx6e6qqfgt1, dl2j6mynj9b09ehi3ebi2fc2d, 1hoyso1oinr2bza4lxgkzdiax, bxgp3jpqcyk794ty0zk0o9jv9, 43mi8uliaor1b9mejf33if1sl, 3ka60g1o4fct4t2dc7394sr8p, 2n1na0cyvk19401cuwsokmaga, a0d1koufzrtx0jcsw09ibtbyt, 6aonl21cpvfg8ma7i00q9ho0l, 1q9c3t3umg0yh0qop886eghxx, djjolbwunzmlob0chwp8x21g5, cxxhe0dwp3wi35c28spse4l7u, djn7515ev4uzfcvizndtrvzkl, 9ciad1fw48orv5aph9o83f6ne, cgonvdrm0gwjzrsz5fho4cwr9, d2dqd11a9koizwjaq93n4npt6, 7q6h161f7gcqnpy07x80hbpck, 3jxifism5urj3049zcojb8us5, 1xcvcrq88be0efbkwgi7pirjd, atzpueujhh1u79b8ijhufob9w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497181843,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-01-14T14:15:19.109Z,2023-01-14T15:04:56Z,3976867511,59,"1, 22, 24, 27, 15, 4, 12, 16, 9, 7, 17, 6, 13, 18, 20, 21, 26, 29, 38, 34",3976867513,130,8,3976867519,197,1981,3976867517,194,4gxuw581mvfnr6qr3aobbjyt,3976867521,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976867507,30,"4gxuw581mvfnr6qr3aobbjyt, a7p8w57m9ehh3wryxgd1oldzo, egfrwjjbl6fom2rwi5jpzzfmx, 5z0g3l4s56p11t3wgrpjhko9h, 201zg5m6q6zjj43w8jlf5cgrt, 8qv2da4sxpuw4h44jm4dz2j85, eeh8lecxw27imfsy3954q04tm, blmo7wrka5yrcckuu9owlwx5h, aiacgvdwjvt1te2ndnbk95lg5, 6axbj3uylrbf0l29vj3vdmd3p, 4vnpdi15nazck2sywdgkve2cq, 1vgtiwnof0l89l62t6e1thgx5, 6yr5rwfdnz02psz22acr43z6d, kmyde3h3kx3tyx5b4m2oglt6, bmyfnz8nkem6q0oa2q0h3ioa2, 6fu85g3j2uvd7hxdoxk0p7ys5, 3sk52j2sm7jvmytofzefc5boq, dkk86y8pa3svtz43c0m55qn6x, 9785y6kolfs8e6yxbl7o4xzis, 6h5u727te4pztk9scyybe7fv8",3976867515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976867509,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211957,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-14T15:00:33.612Z,2023-01-14T15:00:35Z,3977031127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211945,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-01-14T15:00:33.612Z,2023-01-14T18:28:05Z,3977031063,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211979,3,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,49.5,50.1,2023-01-14T15:00:33.627Z,2023-01-15T08:27:29Z,3979084687,178,,3977031235,140,35.1,3977031243,279,S,3977031239,212,15.4,3977031237,141,46.0,3977031233,56,Back,3977031241,213,3.3,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212025,4,1,1,0,2,759fhii7hsnldanli06j5jmf6,0,36,49.3,2023-01-14T15:00:35.990Z,2023-01-15T08:27:33Z,3977031465,1,,3977031455,56,Right,3977031459,141,12.8,3977031457,140,68.5,3977031461,212,42.2,3977031463,213,5.7,3979084713,178,,3977031453,155,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212043,3,44,1,0,5,87coxipr6ls77tnlba3eselx0,1,31.9,89.4,2023-01-14T15:00:38.804Z,2023-01-15T11:32:08Z,3977031541,56,Back,3977031545,233,5,3977031543,285,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212031,5,44,1,0,5,759fhii7hsnldanli06j5jmf6,0,68.1,10.6,2023-01-14T15:00:38.805Z,2023-01-15T08:27:40Z,3977031497,56,Right,3977031499,286,,3977031563,233,3,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212111,4,1,1,0,5,87coxipr6ls77tnlba3eselx0,0,32.3,91.7,2023-01-14T15:00:38.840Z,2023-01-15T11:32:08Z,3977031863,213,0.1,3977031853,3,,3977031861,212,14.4,3977031859,141,93.9,3977031857,140,45.9,3979084785,388,,3977031855,56,Back,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212099,6,61,1,0,8,759fhii7hsnldanli06j5jmf6,0,44.1,5.5,2023-01-14T15:00:42.493Z,2023-01-15T08:28:14Z,3979085019,178,,3977031817,56,Back,,,,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
