id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/16/value,assist
2451440205,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-08-27T12:58:34.224Z,2022-08-27T14:09:39Z,3734627659,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734627655,59,"1, 2, 11, 24, 5, 6, 33, 18, 19, 22, 8, 3, 10, 12, 14, 20, 25, 29, 31, 32",3734627657,130,9,3734627665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734627651,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, db1hineo65ck1zyg8kjtl5iad, ddnwckj55fg870otjg9w9xyad, dm0ktjgadvf89t9zsqybufnxl, 9ykuo0c905u48vd44wxgb6jth, 73grc910ff9auyze63pgtoet, cwdqe0rv5dcshhfhke86j9z2t, 48hhfwdy6qw1cjd1el8n9t591, 91z7xt6xuwgzt0jyg5owh6yfp, 960mhrs3usnisl5jv0xzok3x1, 7hzc2m8h1ufacyazzxp1ove1h, e3wuwgyb0acsca2fw0l7fq7rp, f104wb7oezb00w1lmyebcow6h, 479uurcrsfgf497b1ir46is45, 30rdwhst7nkhr03fixpqyibit, 8d9kq8ab5olsc1w1swicqemay, 1swg0twoet2to70z38wo78b1l, 6xxz0du2vvp6farrdvs02e8k5, ejo44v1xeqrf9wsc1q3td4ul1",3734627653,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734627661,194,z1apq9hkjp8l8jhpegacpwid,3734627663,197,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451440227,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-08-27T12:58:39.067Z,2022-08-27T14:11:35Z,3734627809,130,8,3734627813,194,53y4n4h9zi3d1l1f9jb9ytxhx,3734627803,30,"26hokry025pgjx5bn7ljlkatx, 16x7shxmsfll6pytg8b8v0dbe, su2h9bv6nhltjjkbz5s7lrdh, 6o62deaqwdcrllc91hz09cct1, 53y4n4h9zi3d1l1f9jb9ytxhx, 8byxqwq7ktyxn5rfbj4p0m0o9, 5frjqqf0jvbqw8ag00pktw8yy, c4kxfrbrfedilykhbyak3e579, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, 1doiom8yk2hn6sn6orlcfypjp, 6xvw6n5wq8bcgg01i87rbfsgl, 4e49434kkv98sjq1byj8rnkh6, 1naidcngjv592t1hgd78yy8oa, bkehljspqbj6tz0peqjivkvai, 7ie1bwuj4e18xy9bl6mszwt1, 34f03siv3fwkjgxy0d036ncru, 9imvdvv7wnaknh1bc4ocun78q, eh244gs179rv5hxz3oisx8d90, el8iinhsb8c12kgvng4idutat",3734627805,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734627807,59,"24, 25, 22, 2, 5, 4, 10, 16, 9, 20, 17, 1, 3, 7, 11, 15, 21, 23, 28, 33",3734627811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734627817,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734627815,197,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476199,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-08-27T14:02:26.229Z,2022-08-27T14:02:27Z,3734806771,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476181,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-08-27T14:02:26.229Z,2022-08-27T19:59:43Z,3734806697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476239,3,1,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,50,50,2022-08-27T14:02:26.715Z,2022-08-27T20:22:30Z,3734806933,141,56.3,3734806939,213,2.4,3737306289,178,,3734806929,56,Back,3734806931,140,45.4,3734806941,279,S,3734806937,212,6.5,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476277,4,1,1,0,1,841zp0njrq63yv4fvw6lgf60q,1,45.4,56.3,2022-08-27T14:02:28.186Z,2022-08-27T20:23:01Z,3734807127,212,9.6,3734807125,141,50.9,3737308721,178,,3734807131,213,3.5,3734807121,56,Back,3734807123,140,37.0,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476373,5,1,1,0,2,841zp0njrq63yv4fvw6lgf60q,1,35.4,54.5,2022-08-27T14:02:28.965Z,2022-08-27T20:23:13Z,3734807605,56,Back,3734807617,212,20.8,3734807613,141,84.8,3737309829,178,,3734807609,140,37.8,3734807619,213,1.4,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476453,6,1,1,0,6,841zp0njrq63yv4fvw6lgf60q,1,36.3,85.1,2022-08-27T14:02:32.515Z,2022-08-27T20:24:25Z,3734807951,56,Back,3737316317,178,,3734807963,213,3.7,3734807959,141,78.5,3734807953,140,28.7,3734807961,212,9.2,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476633,7,1,1,0,8,841zp0njrq63yv4fvw6lgf60q,1,28.7,75.4,2022-08-27T14:02:34.955Z,2022-08-27T20:24:33Z,3734808721,213,3.8,3734808717,212,25.0,3737317075,178,,3734808711,141,54.2,3734808707,140,9.3,3734808705,56,Back,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476859,8,1,1,0,12,841zp0njrq63yv4fvw6lgf60q,1,9,53.9,2022-08-27T14:02:38.747Z,2022-08-27T20:24:42Z,3737318033,178,,3734809801,212,16.8,3734809799,141,53.3,3734809795,56,Back,3734809803,213,6.3,3734809797,140,25.0,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
