id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2498493767,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-01-18T19:06:45.384Z,2023-01-18T19:59:47Z,3983824693,130,8,3983824689,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3983824687,30,"60ahvhvx30iw7abq1hxrzd0wl, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, 90qai3k7otbuwrry224ki1f4l, dy1z4i2jsbeswei0ha2n39c5x, 8iwme9n9fhlu50yqm3pvtrd91, 5p8y1fedi7alsnrdwg7lmw99l, 90ibgoec1k1npb1odsqwpfx1, 4lb16ginbppvud84mgwirvfth, 4f2bppk56sa7dqgw652x0fzdh, 95pgrmkq8cn94eo5y26hp4s7p, 54u4k9lzcugph99091xt282j9, 8vom1gwu040ty00c6ps3r2sph, 7ush9a10cc79gudlog12crt9l, 9weodc9tdqcm2dg6cg6wyx785, 1pvtzz67xdo2wonyds33h9iei, alzo6b4olqf8djtphk32e0f3e, 4bu8zoar377u6mvwfqf46rt62, a8orjr2go2szwgi7ej0sfbvca, 25vb30mtetefhp3ix26nlhx0q",3983824699,197,5118,3983824701,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3983824697,194,4kpf2eyjqmax3f676dmhh9e51,3983824695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3983824691,59,"33, 2, 31, 4, 6, 26, 30, 18, 20, 37, 14, 1, 8, 19, 23, 29, 38, 44, 51, 71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498494515,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-01-18T19:08:21.581Z,2023-01-18T20:21:04Z,3983828373,194,2spu2yn887lywqw2vrg3evhlh,3983828363,30,"91m838lynz6db94q8ufcqk91x, 2ytdtlvxm0ba22gsmk6vu4vhm, 1pt1yc4fl9oxxsaoeq1cm3xzp, ek2ub5dvlisn73a45n3gwj2s5, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, 9z0xcc7yot7royqle0nn6fdn9, 2spu2yn887lywqw2vrg3evhlh, 71xg650qcs8yibhrumgvdejth, dzs6o86mv89839vlz2qswhuj9, 8q0nnrx7ru205zepoqv7lm579, 1fkrvnzbrb9s0qojjhc8edpm1, dggymph6p6xe8s3h2hae5p5g5, br8drjrzg7caqavtr5l7twpka, 6uvj9qt3kex5sx729zbe1rlyh, 9hnkwvq81pd0bkovc17lqhf4l, atf7aycphllb4i8h9jnld4bmd, 2kxzjuns50x1fb85ndoad0set, 3svpmpx5tb4ekuewkh79l2up5, bl8p4bg9mwh2ugsxgg4x0pzo5",3983828377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3983828371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3983828375,197,1978,3983828369,130,2,3983828365,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3983828367,59,"20, 25, 6, 31, 5, 19, 11, 4, 26, 23, 7, 1, 8, 14, 15, 16, 17, 18, 21, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511027,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-01-18T20:00:50.586Z,2023-01-19T01:28:02Z,3983910999,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511025,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-01-18T20:00:50.586Z,2023-01-18T20:00:50Z,3983910993,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511039,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,49.9,50.1,2023-01-18T20:00:50.632Z,2023-01-19T01:37:45Z,3984236887,178,,3983911063,56,Back,3983911073,279,S,3983911065,140,38.5,3983911067,141,49.6,3983911069,212,12.0,3983911071,213,3.2,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511059,4,1,1,0,1,cnnku8uihko7u4th0fms4pvg6,1,38.5,49.6,2023-01-18T20:00:52.447Z,2023-01-19T01:37:48Z,3983911183,141,5.6,3983911187,212,30.0,3983911179,140,36.4,3983911189,213,4.6,3983911175,56,Back,3984236903,178,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511071,5,1,1,0,6,cnnku8uihko7u4th0fms4pvg6,1,36.8,5.5,2023-01-18T20:00:56.718Z,2023-01-19T01:37:51Z,3983911237,56,Back,3983911239,140,23.6,3983911243,212,19.1,3984236915,178,,3983911245,213,2.4,3983911241,141,24.9,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511107,6,1,1,0,8,cnnku8uihko7u4th0fms4pvg6,1,22.4,28,2023-01-18T20:00:58.701Z,2023-01-19T01:37:54Z,3983911455,213,1.6,3983911451,141,63.4,3984236927,178,,3983911449,140,22.7,3983911447,56,Back,3983911453,212,24.1,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511137,7,1,1,0,12,cnnku8uihko7u4th0fms4pvg6,1,28.7,70.5,2023-01-18T20:01:02.933Z,2023-01-19T01:37:56Z,3983911637,155,,3983911639,56,Left,3983911643,141,90.3,3983911647,213,0.3,3983911645,212,48.0,3983911641,140,72.6,3983911649,1,,3984236961,178,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498511149,8,1,1,0,16,cnnku8uihko7u4th0fms4pvg6,1,68.1,92.9,2023-01-18T20:01:07.451Z,2023-01-19T01:38:00Z,3983911733,56,Left,3983911741,213,4.2,3983911739,212,10.5,3983911737,141,79.3,3984236985,178,,3983911735,140,63.4,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
