id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/value
2502888231,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-02-01T18:54:16.003Z,2023-02-01T19:51:33Z,4006846339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006846337,130,2,4006846343,197,1978,4006846345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006846331,30,"91m838lynz6db94q8ufcqk91x, 9coe01drgpmlz3ee9qfond815, bt4n55baiq4m30oyc0v833omi, 5h9myriisqh4v99oka6gwey8l, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, 9z0xcc7yot7royqle0nn6fdn9, ek2ub5dvlisn73a45n3gwj2s5, dzs6o86mv89839vlz2qswhuj9, 71xg650qcs8yibhrumgvdejth, 8q0nnrx7ru205zepoqv7lm579, 1fkrvnzbrb9s0qojjhc8edpm1, 2spu2yn887lywqw2vrg3evhlh, dggymph6p6xe8s3h2hae5p5g5, br8drjrzg7caqavtr5l7twpka, 9hnkwvq81pd0bkovc17lqhf4l, 2kxzjuns50x1fb85ndoad0set, 3svpmpx5tb4ekuewkh79l2up5, 2ytdtlvxm0ba22gsmk6vu4vhm, 8p1pe1wpwy9o3p2n9imr2k5ck",4006846333,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006846341,194,2c89yb9spduwcxl7lrhckru1h,4006846335,59,"20, 2, 24, 22, 5, 19, 11, 31, 23, 26, 7, 1, 4, 8, 14, 16, 18, 21, 25, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889277,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-02-01T18:58:13.240Z,2023-02-01T21:41:11Z,4006851773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006851765,130,17,4006851763,59,"1, 2, 3, 6, 4, 12, 10, 19, 9, 18, 15, 27, 7, 8, 14, 20, 22, 28, 31, 44",4006851761,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006851771,197,9196,4006851767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006851759,30,"btdn91fhcdkiq2u93gqw32n6d, a5fpw5f7bvu01i8drfir8ugut, 629dgygro5n41ce8ulov5wwl, 6n8gmwjc9frk90mzpnf9xlkyy, 2cic9rl1m8i7ut6ed7p0h1905, 9o2dyl3cbm2ni3874doydh49h, epwyjoowg7wfojxxldoum9yhh, 2t4k430xmiekwb5khdwtg14h5, 4sskvw16m8gh8al8vy0ephuc5, 1cfh2cg8i2f4cqd7fraos96fp, en7kanawhbmhl0736htwdnt9l, 3wgjzispcz53as7jxh8lh0y96, 7qd78ivuyspmb0fno5vdetat, 8vjnf1tezikfb9dfnv4waxuxh, aqgrddi0lgqphjeksr0rkd0ph, c99yg0ykkr6o17ykicw27e68k, 1q4eo8ovtzffi9nz1kms98161, 74w7u994c832ya17u9g7nkh04, 4sjmv52glqhssplqouu2z8gkp, aapofyop1alkvydfgckce9vkk",4006851769,194,9o2dyl3cbm2ni3874doydh49h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909439,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-02-01T19:46:41.124Z,2023-02-02T04:15:08Z,4006966643,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909433,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-02-01T19:46:41.124Z,2023-02-01T19:46:41Z,4006966605,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909499,3,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,49.2,49.9,2023-02-01T19:46:41.127Z,2023-02-02T06:16:11Z,4006967015,279,S,4006967013,213,4.0,4006967005,56,Back,4007594663,178,,4006967011,212,10.5,4006967007,140,42.5,4006967009,141,38.5,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909525,4,1,1,0,1,enzoyc121va61wtmjf4cm7p3d,1,42.5,38.5,2023-02-01T19:46:42.936Z,2023-02-02T06:16:17Z,4006967131,140,41.3,4006967133,141,14.4,4006967135,212,16.4,4006967137,213,4.6,4007594847,178,,4006967129,56,Back,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909543,5,1,1,0,3,enzoyc121va61wtmjf4cm7p3d,1,41.3,14.4,2023-02-01T19:46:44.376Z,2023-02-02T06:16:21Z,4006967229,140,32.9,4006967231,141,23.7,4007594885,178,,4006967235,213,2.5,4006967233,212,10.9,4006967227,56,Back,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909565,6,1,1,0,5,enzoyc121va61wtmjf4cm7p3d,1,32.9,23.7,2023-02-01T19:46:46.809Z,2023-02-02T06:16:24Z,4007594917,178,,4006967339,212,41.1,4006967343,1,,4006967331,155,,4006967335,140,72.0,4006967341,213,0.0,4006967333,56,Center,4006967337,141,26.5,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503032165,818,67,1,0,8,enzoyc121va61wtmjf4cm7p3d,1,71.6,26.3,2023-02-01T19:46:50.088Z,2023-02-02T08:47:38Z,4007609551,233,875,,,,,,,,,,,,,,,,,,,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503032163,875,67,1,0,8,4qdzzur2cuuridyb0jso8mksi,0,28.4,73.7,2023-02-01T19:46:50.089Z,2023-02-02T06:38:33Z,4007609557,233,818,,,,,,,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
