id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2475361513,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-10-22T13:13:11.312Z,2022-10-22T14:34:49Z,3861858113,194,9o2dyl3cbm2ni3874doydh49h,3861858117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861858103,30,"day3njm5hkudffvdvccpopbyt, 7qd78ivuyspmb0fno5vdetat, 319dgvwkm8di2r8oovefbxck5, 629dgygro5n41ce8ulov5wwl, 9o2dyl3cbm2ni3874doydh49h, a5fpw5f7bvu01i8drfir8ugut, epwyjoowg7wfojxxldoum9yhh, aqgrddi0lgqphjeksr0rkd0ph, 1cfh2cg8i2f4cqd7fraos96fp, en7kanawhbmhl0736htwdnt9l, 7yq6f41dcfzqz40hblj3j9905, btdn91fhcdkiq2u93gqw32n6d, 6n8gmwjc9frk90mzpnf9xlkyy, 8vjnf1tezikfb9dfnv4waxuxh, 4sskvw16m8gh8al8vy0ephuc5, eqx6gmp1f5ocxeosc97rcqqui, c99yg0ykkr6o17ykicw27e68k, 1q4eo8ovtzffi9nz1kms98161, 7v2udgcj3xk2douxfmge6lp7t, en1fxquyiysad7et2aeu0fpck",3861858109,130,18,3861858107,59,"13, 7, 16, 3, 12, 2, 10, 14, 18, 15, 32, 1, 6, 8, 9, 17, 20, 22, 23, 39",3861858105,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861858111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861858115,197,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475367877,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-22T13:20:44.631Z,2022-10-22T13:20:44Z,3861894131,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861894141,197,2005,3861894137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861894139,194,3g3cjokfq1lnmycnv4t2gjaol,3861894135,130,10,3861894143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861894129,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 55p0px4ulmisr3btbblrexbyt, ewlrnu90xe2127a1erxlz29qt, 9d2p89e7bftxqhk80hy9ldeqd, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, cz9jf3ozld7o0hns2xmn54b56, 29zpgzbse1373d9bhj3l2ee39, 3n02ng7medocg9rmg70pw2j1l, 3g3cjokfq1lnmycnv4t2gjaol, 6nm4j9c81rfkxyl9vfxvbscno, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, 2r9hayi0ybenx2bj3hrhzbb9x, ctqn305re0qsih8mh5nufg89h, eabkzadgzvnw3xb7k1hjppsoa, 4g4zufvyime7qp4ks4badls0k, dtxvjsp1yrr3njbg7b3l5fo4p, 6550eub0qoudw8d846theawpg",3861894133,59,"1, 23, 2, 18, 13, 22, 17, 16, 10, 7, 6, 30, 4, 8, 9, 11, 12, 21, 27, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404661,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-22T13:59:24.261Z,2022-10-22T19:53:07Z,3862079855,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404655,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-10-22T13:59:24.261Z,2022-10-22T13:59:24Z,3862079851,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404679,3,1,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,50,50,2022-10-22T13:59:24.283Z,2022-10-22T20:09:04Z,3862079965,212,23.5,3862079959,56,Back,3864439195,178,,3862079963,141,54.3,3862079961,140,27.8,3862079969,279,S,3862079967,213,3.0,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404697,4,1,1,0,2,4qdzzur2cuuridyb0jso8mksi,1,32.2,57.3,2022-10-22T13:59:27.260Z,2022-10-22T20:09:24Z,3862080085,141,83.3,3864440627,178,,3862080083,140,38.0,3862080081,56,Back,3862080089,213,1.2,3862080087,212,18.7,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404737,5,1,1,0,5,4qdzzur2cuuridyb0jso8mksi,1,38.1,79.3,2022-10-22T13:59:29.871Z,2022-10-22T20:09:29Z,3862080245,212,10.1,3862080243,141,65.7,3862080241,140,34.3,3862080239,56,Back,3864441173,178,,3862080247,213,4.3,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404777,6,1,1,0,9,4qdzzur2cuuridyb0jso8mksi,1,32.9,55.7,2022-10-22T13:59:33.779Z,2022-10-22T20:09:34Z,3862080411,212,16.8,3864441515,178,,3862080407,140,36.1,3862080409,141,31.5,3862080405,56,Back,3862080413,213,4.9,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404795,7,1,1,0,12,4qdzzur2cuuridyb0jso8mksi,1,36.4,25.2,2022-10-22T13:59:36.968Z,2022-10-22T20:09:39Z,3864441949,178,,3862080481,56,Back,3862080489,141,4.7,3862080493,213,5.2,3862080485,140,44.0,3862080491,212,16.1,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404811,8,1,1,0,14,4qdzzur2cuuridyb0jso8mksi,1,41.4,7.6,2022-10-22T13:59:39.246Z,2022-10-22T20:09:43Z,3862080541,56,Back,3862080547,212,12.7,3862080549,213,2.6,3862080545,141,17.6,3864442261,178,,3862080543,140,31.2,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404863,9,1,1,0,17,4qdzzur2cuuridyb0jso8mksi,1,30,22.1,2022-10-22T13:59:41.814Z,2022-10-22T20:09:49Z,3862080775,212,25.6,3862080769,56,Back,3862080773,141,34.6,3864442827,178,,3862080771,140,7.0,3862080777,213,2.8,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404919,10,1,1,0,20,4qdzzur2cuuridyb0jso8mksi,0,8.7,32.8,2022-10-22T13:59:44.288Z,2022-10-22T20:09:54Z,3864443217,178,,3862081009,213,0.0,3862081007,212,57.9,3862081011,1,,3862081001,56,Center,3862081003,140,63.8,3862081005,141,33.1,3862080999,157,,day3njm5hkudffvdvccpopbyt,C. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404939,3,1,1,0,23,muo4d1nfi1vgyvz5n07tjmoo,1,38.6,65.2,2022-10-22T13:59:48.031Z,2022-10-22T20:09:59Z,3862081079,212,20.4,3862081077,141,71.5,3862081081,213,0.2,3862081071,3,,3864443583,178,,3862081073,56,Center,3862081075,140,57.6,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475404947,4,49,1,0,25,muo4d1nfi1vgyvz5n07tjmoo,1,58,71.2,2022-10-22T13:59:49.957Z,2022-10-22T20:10:02Z,,,,,,,,,,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
