id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2493042331,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-12-24T11:23:16.855Z,2022-12-24T12:30:02Z,3955043399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955043393,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955043391,130,10,3955043385,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, ewlrnu90xe2127a1erxlz29qt, 9n6jx9s4eip7mgken67i9oyc5, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, cz9jf3ozld7o0hns2xmn54b56, 29zpgzbse1373d9bhj3l2ee39, 3n02ng7medocg9rmg70pw2j1l, 3g3cjokfq1lnmycnv4t2gjaol, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, 2r9hayi0ybenx2bj3hrhzbb9x, ctqn305re0qsih8mh5nufg89h, eabkzadgzvnw3xb7k1hjppsoa, 9d2p89e7bftxqhk80hy9ldeqd, buzr2irzyzx8zdt1rasijxrtg, eosd8dmfqtaol3dnkypyswn3d, dtxvjsp1yrr3njbg7b3l5fo4p",3955043387,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3955043397,197,16369,3955043395,194,3g3cjokfq1lnmycnv4t2gjaol,3955043389,59,"1, 23, 3, 18, 31, 22, 17, 16, 10, 7, 6, 4, 8, 9, 11, 12, 13, 15, 20, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493042487,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-24T11:25:23.832Z,2022-12-24T12:29:54Z,3955044235,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955044221,30,"26hokry025pgjx5bn7ljlkatx, el8iinhsb8c12kgvng4idutat, su2h9bv6nhltjjkbz5s7lrdh, 8byxqwq7ktyxn5rfbj4p0m0o9, 53y4n4h9zi3d1l1f9jb9ytxhx, 6o62deaqwdcrllc91hz09cct1, cxykkqaoe67ndqpwoq1t15ca2, 6ne71gfjoez9m0tk8qozd8e3u, bkehljspqbj6tz0peqjivkvai, 8cpd4je0ku8wjumqeh3ruv10p, c4kxfrbrfedilykhbyak3e579, 6xvw6n5wq8bcgg01i87rbfsgl, 4e49434kkv98sjq1byj8rnkh6, 1naidcngjv592t1hgd78yy8oa, 7ie1bwuj4e18xy9bl6mszwt1, 34f03siv3fwkjgxy0d036ncru, 9imvdvv7wnaknh1bc4ocun78q, 16x7shxmsfll6pytg8b8v0dbe, eh244gs179rv5hxz3oisx8d90, dnv51o5kbp3627cjdl5yxks7p",3955044223,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3955044229,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955044231,194,53y4n4h9zi3d1l1f9jb9ytxhx,3955044233,197,16761,3955044225,59,"24, 33, 22, 4, 5, 2, 8, 20, 11, 9, 16, 1, 3, 7, 15, 21, 23, 25, 28, 99",3955044227,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048247,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-24T12:31:48.415Z,2022-12-24T12:31:50Z,3955075671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048245,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-12-24T12:31:48.415Z,2022-12-24T17:19:53Z,3955075669,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048257,3,1,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,50,50,2022-12-24T12:31:48.470Z,2022-12-24T17:34:48Z,3955075725,212,18.9,3955075727,213,3.3,3955075729,279,S,3955075721,140,32.4,3955075723,141,44.3,3955075719,56,Back,3955392467,178,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048277,4,1,1,0,2,841zp0njrq63yv4fvw6lgf60q,1,34.1,47.9,2022-12-24T12:31:50.544Z,2022-12-24T17:34:54Z,3955075809,56,Back,3955392621,178,,3955075811,140,38.2,3955075815,212,21.2,3955075817,213,1.4,3955075813,141,78.5,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048279,5,1,1,0,6,841zp0njrq63yv4fvw6lgf60q,0,40.5,89.3,2022-12-24T12:31:54.423Z,2022-12-24T17:34:58Z,3955075821,56,Back,3955075823,140,44.6,3955075829,213,6.3,3955075837,233,3,3955075827,212,4.3,3955075841,286,,3955075835,236,,3955392673,178,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,3955075825,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048275,3,74,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,1,55.5,6.5,2022-12-24T12:31:54.487Z,2022-12-24T17:35:07Z,3955075805,56,Right,3955075807,285,,3955392849,178,,3955075845,233,5,,,,,,,,,,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048303,6,1,1,0,10,841zp0njrq63yv4fvw6lgf60q,1,20.3,90.8,2022-12-24T12:31:58.755Z,2022-12-24T17:35:12Z,3955075979,213,4.1,3955075973,140,6.1,3955392955,178,,3955075971,56,Back,3955075977,212,24.8,3955075975,141,61.7,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048311,7,1,1,0,12,841zp0njrq63yv4fvw6lgf60q,0,6.1,61.7,2022-12-24T12:32:00.500Z,2022-12-24T17:35:16Z,3955393019,178,,3955076039,140,40.6,3955076051,1,,3955076041,141,55.1,3955076043,212,36.5,3955076035,157,,3955076037,56,Back,3955076047,213,6.2,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
