id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/12/value,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/17/value,qualifier/18/value
2511978713,4,49,1,0,9,4qdzzur2cuuridyb0jso8mksi,1,29.5,94.1,2023-02-25T15:01:35.983Z,2023-02-26T02:26:23Z,,,,,,,,,,,,,,,,,,,,,,,,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978829,5,1,1,0,10,4qdzzur2cuuridyb0jso8mksi,1,30.8,94.2,2023-02-25T15:01:37.273Z,2023-02-26T02:26:33Z,4057745003,178,,4054681229,212,10.8,4054681233,213,3.1,4054681225,141,94.4,4054681217,56,Back,4054681221,140,20.5,,,,,,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978983,6,1,1,0,12,4qdzzur2cuuridyb0jso8mksi,0,23.2,95.4,2023-02-25T15:01:39.663Z,2023-02-26T02:26:39Z,4054681881,141,72.6,4057745265,178,,4054681885,213,5.9,4054681877,56,Center,4054681887,1,,4054681875,155,,4054681879,140,65.3,4054681883,212,46.8,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979005,7,49,1,0,16,87coxipr6ls77tnlba3eselx0,1,27.7,23.6,2023-02-25T15:01:43.453Z,2023-02-26T02:26:45Z,,,,,,,,,,,,,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979093,8,1,1,0,16,87coxipr6ls77tnlba3eselx0,1,27.7,23.6,2023-02-25T15:01:43.564Z,2023-02-26T02:26:51Z,4054682375,213,6.0,4054682371,141,9.4,4054682363,157,,4054682365,56,Right,4054682379,1,,4057745777,178,,4054682367,140,56.9,4054682373,212,32.1,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979107,9,44,1,0,19,87coxipr6ls77tnlba3eselx0,1,61.3,15.6,2023-02-25T15:01:46.219Z,2023-02-26T08:54:24Z,4054682459,56,Right,4054687363,233,7,4054682469,286,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979165,7,44,1,0,19,4qdzzur2cuuridyb0jso8mksi,0,38.7,84.4,2023-02-25T15:01:46.220Z,2023-02-26T02:27:06Z,4054682727,56,Back,4054687447,233,9,4054682729,285,,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979313,10,1,1,0,19,87coxipr6ls77tnlba3eselx0,0,56.9,9.4,2023-02-25T15:01:46.229Z,2023-02-26T08:54:25Z,4054683367,213,0.5,4054683359,56,Right,4057746311,388,,4054683365,212,12.8,4054683361,140,67.7,4054683363,141,18.0,4054683357,3,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979177,8,43,1,0,22,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-02-25T15:01:48.914Z,2023-02-25T15:02:32Z,4054682757,141,78.2,4054682755,140,34.2,4054690009,144,1,4054682751,168,0,4054682749,3,0,4054682753,56,Back,4054682761,213,0,4054682759,212,0,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979301,9,61,1,0,24,4qdzzur2cuuridyb0jso8mksi,1,25.6,75.4,2023-02-25T15:01:50.791Z,2023-02-26T07:56:42Z,4057747211,178,,4054683301,56,Back,,,,,,,,,,,,,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979345,10,49,1,0,24,4qdzzur2cuuridyb0jso8mksi,1,32,70.6,2023-02-25T15:01:51.482Z,2023-02-26T02:27:50Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979393,11,1,1,0,24,4qdzzur2cuuridyb0jso8mksi,1,32,70.6,2023-02-25T15:01:51.506Z,2023-02-26T02:27:56Z,4054683699,140,19.5,4057748675,178,,4054683705,213,3.5,4054683701,141,63.9,4054683703,212,13.9,4054683697,56,Back,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979493,12,1,1,0,27,4qdzzur2cuuridyb0jso8mksi,1,19.5,63.9,2023-02-25T15:01:53.722Z,2023-02-26T02:28:08Z,4054684159,140,20.6,4054684173,212,34.7,4054684167,141,12.9,4054684183,1,,4054684153,56,Back,4054684177,213,4.7,4057749213,178,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979621,13,1,1,0,30,4qdzzur2cuuridyb0jso8mksi,0,22.2,10.6,2023-02-25T15:01:57.496Z,2023-02-26T02:28:18Z,4054684859,212,50.7,4054684861,213,6.1,4054684853,141,0.0,4054684847,155,,4054684851,140,69.8,4054684849,56,Right,4057749737,178,,4054684863,1,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980207,11,5,1,0,33,87coxipr6ls77tnlba3eselx0,1,27.6,101.8,2023-02-25T15:02:00.634Z,2023-02-26T02:28:30Z,4054687647,56,Back,4054687649,347,,4054687749,233,15,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979651,15,5,1,0,33,4qdzzur2cuuridyb0jso8mksi,0,72.4,-1.8,2023-02-25T15:02:00.634Z,2023-02-26T02:28:30Z,4054684965,347,,4054687811,233,11,4054684963,56,Right,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979625,14,43,1,0,35,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-02-25T15:02:02.193Z,2023-02-25T20:13:18Z,4056770339,144,61,4054684867,56,Right,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980311,12,1,1,0,52,87coxipr6ls77tnlba3eselx0,0,28.9,100,2023-02-25T15:02:19.119Z,2023-02-26T02:28:36Z,4054688225,107,,4054688241,213,6.2,4054688229,56,Left,4054688237,212,35.8,4054688243,1,,4054688231,140,62.8,4054688235,141,95.7,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980551,18,44,1,0,53,4qdzzur2cuuridyb0jso8mksi,1,39,4.3,2023-02-25T15:02:20.687Z,2023-02-26T08:54:25Z,4054689387,233,13,4054689331,56,Back,4054689337,285,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980319,13,44,1,0,53,87coxipr6ls77tnlba3eselx0,0,61,95.7,2023-02-25T15:02:20.688Z,2023-02-26T02:28:47Z,4054688275,56,Left,4054689447,233,18,4054688277,286,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980423,16,1,1,0,54,4qdzzur2cuuridyb0jso8mksi,0,39,2.9,2023-02-25T15:02:20.703Z,2023-02-26T08:54:25Z,4054688719,141,0.0,4057751073,388,,4054688723,213,6.2,4054688711,3,,4054688715,56,Right,4054688721,212,32.4,4054688725,1,,4054688717,140,69.7,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980913,14,5,1,0,57,87coxipr6ls77tnlba3eselx0,1,31.2,101.6,2023-02-25T15:02:24.643Z,2023-02-26T02:29:00Z,4054691045,56,Back,4054691111,233,17,4054691047,347,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980435,17,5,1,0,57,4qdzzur2cuuridyb0jso8mksi,0,68.8,-1.6,2023-02-25T15:02:24.643Z,2023-02-26T02:29:01Z,4054688771,56,Right,4054688775,347,,4054691179,233,14,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981005,15,1,1,1,11,87coxipr6ls77tnlba3eselx0,0,34.2,100,2023-02-25T15:02:38.029Z,2023-02-26T02:29:05Z,4054691463,107,,4054691485,213,6.2,4054691481,212,33.2,4054691475,141,96.5,4054691471,140,65.7,4054691465,56,Left,4054691491,1,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981093,19,1,1,1,13,4qdzzur2cuuridyb0jso8mksi,1,34.2,4.1,2023-02-25T15:02:39.854Z,2023-02-26T02:29:14Z,4054691891,141,23.3,4057751925,388,,4054691889,140,41.1,4054691907,213,1.1,4054691899,212,14.9,4054691881,56,Back,4054691877,3,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981129,20,1,1,1,15,4qdzzur2cuuridyb0jso8mksi,0,41.1,23.3,2023-02-25T15:02:41.858Z,2023-02-26T02:29:21Z,4054692053,141,13.2,4054692047,3,,4057752477,388,,4054692057,213,5.2,4054692051,140,44.4,4054692049,56,Back,4054692055,212,7.7,,,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981277,16,1,1,1,16,87coxipr6ls77tnlba3eselx0,1,48.2,85.9,2023-02-25T15:02:42.884Z,2023-02-26T02:29:31Z,4054692677,213,0.3,4054692669,56,Left,4054692671,140,68.0,4054692675,212,21.9,4054692673,141,96.2,4054692667,157,,4054692679,1,,4057752843,178,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512631057,845,67,1,1,18,87coxipr6ls77tnlba3eselx0,1,68.3,96,2023-02-25T15:02:44.784Z,2023-02-26T08:54:26Z,4058180961,233,918,,,,,,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512631051,918,67,1,1,18,4qdzzur2cuuridyb0jso8mksi,0,31.7,4,2023-02-25T15:02:44.785Z,2023-02-26T07:58:19Z,4058180965,233,845,,,,,,,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981291,17,61,1,1,18,87coxipr6ls77tnlba3eselx0,0,68.1,96.2,2023-02-25T15:02:44.792Z,2023-02-26T08:54:26Z,4054692719,56,Left,4057753403,178,,,,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981331,21,49,1,1,19,4qdzzur2cuuridyb0jso8mksi,1,39.4,2.8,2023-02-25T15:02:46.195Z,2023-02-26T02:29:57Z,,,,,,,,,,,,,,,,,,,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981373,22,1,1,1,20,4qdzzur2cuuridyb0jso8mksi,1,39.4,2.8,2023-02-25T15:02:46.764Z,2023-02-26T02:30:16Z,4057755349,178,,4054693117,141,4.7,4054693121,213,3.0,4054693119,212,8.5,4054693109,56,Back,4054693113,140,31.4,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981473,23,1,1,1,21,4qdzzur2cuuridyb0jso8mksi,1,31.7,6.2,2023-02-25T15:02:48.474Z,2023-02-26T02:30:23Z,4054693673,141,4.6,4054693675,212,9.7,4054693671,140,22.5,4054693669,56,Back,4054693677,213,3.3,4057755803,178,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981743,24,1,1,1,24,4qdzzur2cuuridyb0jso8mksi,1,24.2,3.4,2023-02-25T15:02:51.344Z,2023-02-26T02:30:28Z,4054695037,140,68.2,4054695043,213,0.1,4054695035,56,Right,4054695045,1,,4054695033,155,,4054695041,212,46.5,4057756139,178,,4054695039,141,11.1,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981781,25,3,1,1,28,4qdzzur2cuuridyb0jso8mksi,0,78.8,5.5,2023-02-25T15:02:55.643Z,2023-02-26T07:59:23Z,4057756461,178,,4054695211,56,Right,4054695269,211,,4054695213,286,,4056776557,464,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981801,18,49,1,1,30,87coxipr6ls77tnlba3eselx0,1,8.4,95.7,2023-02-25T15:02:57.106Z,2023-02-26T07:59:38Z,,,,,,,,,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981883,19,1,1,1,33,87coxipr6ls77tnlba3eselx0,0,8.4,95.7,2023-02-25T15:03:00.084Z,2023-02-26T02:31:13Z,4054695699,212,19.5,4054695693,56,Back,4054695701,213,0,4054695695,140,27.0,4054695703,1,,4054695691,157,,4054695697,141,95.7,4057758137,178,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981895,26,8,1,1,35,4qdzzur2cuuridyb0jso8mksi,1,70.6,4.4,2023-02-25T15:03:02.126Z,2023-02-26T02:31:21Z,4054695763,56,Right,4056777349,384,,4057758437,388,,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981983,27,49,1,1,36,4qdzzur2cuuridyb0jso8mksi,1,75.1,6.5,2023-02-25T15:03:03.226Z,2023-02-26T02:31:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982035,28,1,1,1,37,4qdzzur2cuuridyb0jso8mksi,1,75.1,6.5,2023-02-25T15:03:03.944Z,2023-02-26T02:31:34Z,4054696363,212,7.6,4057758935,178,,4054696357,56,Right,4054696359,140,68.0,4054696361,141,4.4,4054696365,213,3.3,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982139,29,1,1,1,38,4qdzzur2cuuridyb0jso8mksi,1,68,4.4,2023-02-25T15:03:05.545Z,2023-02-26T02:31:40Z,4057759331,178,,4054696843,212,6.5,4054696837,56,Right,4054696839,140,64.4,4054696845,213,2.2,4054696841,141,12.2,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982183,30,1,1,1,39,4qdzzur2cuuridyb0jso8mksi,1,64.4,12.2,2023-02-25T15:03:06.085Z,2023-02-26T02:31:47Z,4057759721,178,,4054697063,56,Right,4054697079,212,12.9,4054697083,213,5.8,4054697073,141,3.7,4054697067,140,75.4,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982235,31,1,1,1,41,4qdzzur2cuuridyb0jso8mksi,0,75.4,3.7,2023-02-25T15:03:07.915Z,2023-02-26T02:31:54Z,4054697321,212,5.0,4054697317,141,10.6,4057760133,178,,4054697313,140,73.7,4054697309,56,Right,4054697323,213,1.9,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512639715,909,67,1,1,41,87coxipr6ls77tnlba3eselx0,1,21.8,88.2,2023-02-25T15:03:08.597Z,2023-02-26T08:54:26Z,4058213345,233,1033,,,,,,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
