id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value,qualifier/14/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2503725007,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-04T14:14:53.169Z,2023-02-04T14:19:55Z,4011235475,194,4gxuw581mvfnr6qr3aobbjyt,4011235465,30,"4gxuw581mvfnr6qr3aobbjyt, a7p8w57m9ehh3wryxgd1oldzo, e7dz8u1uz579dl68v1p40fq7e, blmo7wrka5yrcckuu9owlwx5h, 8qv2da4sxpuw4h44jm4dz2j85, 5j7ekg9k304y36twun3me2w2d, kmyde3h3kx3tyx5b4m2oglt6, 5z0g3l4s56p11t3wgrpjhko9h, 878xi84rsiw5uj1doiy894lwp, 3b3odntkdxlv2x7n9le3qbxlh, 6axbj3uylrbf0l29vj3vdmd3p, cl8lua6yep85vpl25pdi0wfzd, aiacgvdwjvt1te2ndnbk95lg5, eeh8lecxw27imfsy3954q04tm, 6yr5rwfdnz02psz22acr43z6d, czbwauhn3z2a0t8t6qreuq1yi, 4vnpdi15nazck2sywdgkve2cq, 3sk52j2sm7jvmytofzefc5boq, 6h5u727te4pztk9scyybe7fv8, d2b02lofzdrlxuxfi66cn9h5g",4011235471,130,12,4011235467,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011235477,197,1982,4011235479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011235473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011235469,59,"1, 22, 24, 16, 4, 2, 18, 27, 15, 99, 7, 8, 9, 12, 13, 14, 17, 26, 34, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503727627,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-04T14:16:52.859Z,2023-02-04T15:04:34Z,4011249083,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011249089,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011249093,197,7011,4011249085,59,"19, 33, 17, 4, 27, 18, 16, 6, 11, 9, 20, 10, 1, 3, 15, 22, 23, 25, 36, 37",4011249091,194,e8wxyqahq47qd1sfh2qniqac5,4011249081,30,"ddfwtazsntda1pah2l454py3t, el8iinhsb8c12kgvng4idutat, 1doiom8yk2hn6sn6orlcfypjp, 8byxqwq7ktyxn5rfbj4p0m0o9, b9bkrtx5x0g403la5n3h17mxh, bos0z54lr710ov1ppq0rahje2, c4kxfrbrfedilykhbyak3e579, e8wxyqahq47qd1sfh2qniqac5, bkehljspqbj6tz0peqjivkvai, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, 2ws74z0vjuq4vdt4575cgjbsa, 6xvw6n5wq8bcgg01i87rbfsgl, 4e49434kkv98sjq1byj8rnkh6, 7ie1bwuj4e18xy9bl6mszwt1, su2h9bv6nhltjjkbz5s7lrdh, 9imvdvv7wnaknh1bc4ocun78q, 16x7shxmsfll6pytg8b8v0dbe, cgcc0n4i0k8jc9tk8vwzgltsk, 1crz8xx50md5dang7twpdk0kp",4011249087,130,12,4011249095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777663,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-04T15:00:56.150Z,2023-02-04T15:00:56Z,4011495465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777681,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-04T15:00:56.150Z,2023-02-05T01:27:14Z,4011495533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777779,3,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,50.1,49.6,2023-02-04T15:00:56.271Z,2023-02-05T05:30:24Z,4011495949,56,Back,4011495951,140,29.9,4011495957,213,3.3,4011495955,212,21.5,4014018499,178,,4011495959,279,S,4011495953,141,44.2,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777931,4,1,1,0,3,759fhii7hsnldanli06j5jmf6,1,30.6,43.7,2023-02-04T15:00:59.499Z,2023-02-05T05:30:30Z,4011496585,1,,4011496573,56,Left,4011496579,212,51.3,4011496581,213,0.5,4011496575,140,73.0,4012801225,155,,4014018655,178,,4011496577,141,81.1,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778011,6,44,1,0,6,759fhii7hsnldanli06j5jmf6,1,70.4,86,2023-02-04T15:01:02.950Z,2023-02-05T10:35:00Z,4011496889,56,Left,4011497157,233,3,4011496891,286,,,,,,,,,,,,,,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777917,3,44,1,0,6,841zp0njrq63yv4fvw6lgf60q,0,29.6,14,2023-02-04T15:01:02.951Z,2023-02-05T05:30:35Z,4011496505,56,Back,4011497047,233,6,4011496507,285,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777991,5,1,1,0,6,759fhii7hsnldanli06j5jmf6,0,72.2,81.1,2023-02-04T15:01:03.009Z,2023-02-05T10:35:00Z,4011496831,213,1.9,4011496817,56,Left,4011496815,3,,4014018933,388,,4011496827,212,7.8,4011496821,141,92.0,4011496819,140,69.9,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778003,4,43,1,0,8,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-04T15:01:04.356Z,2023-02-04T15:01:41Z,4011501517,144,1,4011496859,213,5.7,4011496853,140,31.2,4011496855,141,17.9,4011496857,212,2.6,4011496849,3,0,4011496851,56,Back,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778023,5,1,1,0,9,841zp0njrq63yv4fvw6lgf60q,1,31,11.3,2023-02-04T15:01:05.996Z,2023-02-05T05:30:44Z,4011496961,56,Back,4011496971,212,2.6,4011496965,140,32.5,4011496975,213,0.9,4011496959,3,,4011496969,141,14.3,4014019087,388,,,,,el8iinhsb8c12kgvng4idutat,M. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778049,6,1,1,0,10,841zp0njrq63yv4fvw6lgf60q,0,32.6,13.8,2023-02-04T15:01:07.009Z,2023-02-05T05:30:50Z,4011497083,212,3.9,4011497077,56,Back,4014019231,388,,4011497085,213,5.7,4011497079,140,35.6,4011497073,3,,4011497081,141,10.4,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778179,7,1,1,0,12,759fhii7hsnldanli06j5jmf6,1,66.3,80.2,2023-02-04T15:01:08.630Z,2023-02-05T05:30:57Z,4014019393,178,,4011497749,141,71.7,4011497751,212,8.9,4011497747,140,72.7,4011497753,213,5.6,4011497745,56,Center,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503883019,375,3,1,0,15,759fhii7hsnldanli06j5jmf6,1,71.2,69.6,2023-02-04T15:01:12.139Z,2023-02-05T05:31:17Z,4012049599,233,466,4012049575,286,,4012802935,464,,4014019927,178,,4012049573,56,Center,,,,,,,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503882911,466,45,1,0,15,841zp0njrq63yv4fvw6lgf60q,0,28.8,30.4,2023-02-04T15:01:12.139Z,2023-02-05T05:31:18Z,4012048999,285,,4012049605,233,375,4012048997,56,Back,,,,,,,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
