id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2484556137,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-11-12T14:13:11.105Z,2022-11-12T15:06:04Z,3910229499,130,13,3910229497,59,"20, 11, 7, 3, 19, 2, 22, 4, 27, 31, 15, 1, 5, 6, 8, 9, 10, 17, 21, 29",3910229503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910229493,30,"91m838lynz6db94q8ufcqk91x, 9z0xcc7yot7royqle0nn6fdn9, 8q0nnrx7ru205zepoqv7lm579, aqt5c6bvjkbaw56lq7t69kjjd, 4rsnyz3019rgfjdil1zs024t1, 9coe01drgpmlz3ee9qfond815, 5h9myriisqh4v99oka6gwey8l, 2spu2yn887lywqw2vrg3evhlh, b3s3d69kycsfhgk4fslp7s1d5, ek2ub5dvlisn73a45n3gwj2s5, 6uvj9qt3kex5sx729zbe1rlyh, 1fkrvnzbrb9s0qojjhc8edpm1, 2c89yb9spduwcxl7lrhckru1h, 1pt1yc4fl9oxxsaoeq1cm3xzp, dggymph6p6xe8s3h2hae5p5g5, n4ml5xifvll22bpq68ld4auh, 6ta1shg2pfj5cchdod1xdtvbp, atf7aycphllb4i8h9jnld4bmd, 3svpmpx5tb4ekuewkh79l2up5, 8p1pe1wpwy9o3p2n9imr2k5ck",3910229507,194,2spu2yn887lywqw2vrg3evhlh,3910229495,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3910229519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910229513,197,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484557087,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-11-12T14:14:11.752Z,2022-11-12T15:06:43Z,3910234785,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3910234783,130,2,3910234791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910234787,194,bu7u0edo60hpre8wkhgw79gwl,3910234779,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3910234781,59,"1, 12, 3, 11, 5, 4, 32, 6, 99, 20, 16, 10, 18, 19, 21, 22, 23, 25, 33",3910234789,197,15960,3910234777,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, 5f1erzxtvzncvf1wtqnv3fgmh, afowz5wysshf6f5mj5iz1t5h, 87dk4hxfl302jn9iu3vr9pckp, e98evrjmtbjwjrmvlhu1hn36d, cugnsf9b6g823srxuux5jnofe, cxxhe0dwp3wi35c28spse4l7u, 3je3s65vdag4qctd9q0ku8z8q, 7io59zk29vhvyueadmkotzeqy, atx6lc3lltktph9wnqv5oihg5, 9eglkkpww5oem5vdrmf8q2bu2, fx0i4f70a096eya9f6irwdt5, dj5ho4am5u4ew23hchm4g549h, cd8joybckap9rrjor75n64dt5, 3jppvkr0tv7r8lwraqvc7wtlh, dnnv0ts8b4ov8id729wyoeuax, 82m1eir9istcl9x5srqdrtca2, cx021j1n37kzienjdgd9qndka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597189,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-11-12T15:01:19.600Z,2022-11-12T17:40:03Z,3910441551,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597211,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-11-12T15:01:19.600Z,2022-11-12T15:03:02Z,3910441667,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597265,3,1,1,0,0,c9ky1957qli8v2lylfga7io8b,1,50,50,2022-11-12T15:01:19.620Z,2022-11-12T19:23:19Z,3910441883,212,13.1,3910441887,279,S,3910441871,56,Back,3910441881,141,46.4,3910441875,140,37.7,3912250335,178,,3910441885,213,3.3,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597333,4,1,1,0,1,c9ky1957qli8v2lylfga7io8b,0,38.5,43.6,2022-11-12T15:01:21.562Z,2022-11-12T19:23:27Z,3910442119,212,44.5,3910442111,155,,3910442117,141,77.0,3912250949,178,,3910442113,56,Center,3910442121,213,0.5,3910442115,140,74.9,3910442123,1,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597409,3,1,1,0,4,enzoyc121va61wtmjf4cm7p3d,0,28.4,27.1,2022-11-12T15:01:24.106Z,2022-11-12T19:23:46Z,3910442535,212,44.3,3910442527,3,,3910442529,56,Right,3910442539,1,,3910442531,140,66.4,3912252227,178,,3910442533,141,0.0,3910442537,213,5.8,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597419,4,5,1,0,9,enzoyc121va61wtmjf4cm7p3d,0,63.2,-1.4,2022-11-12T15:01:29.231Z,2022-11-12T19:23:54Z,3910443343,233,5,3910442585,347,,3910442583,56,Right,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597581,5,5,1,0,9,c9ky1957qli8v2lylfga7io8b,1,36.8,101.4,2022-11-12T15:01:29.231Z,2022-11-12T19:23:53Z,3910443295,56,Back,3910443337,233,4,3910443297,347,,,,,,,,,,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597607,6,1,1,0,17,c9ky1957qli8v2lylfga7io8b,1,42.1,100,2022-11-12T15:01:36.665Z,2022-11-12T19:23:59Z,3910443449,1,,3910443441,140,57.8,3910443439,56,Center,3910443443,141,76.7,3910443437,107,,3910443447,213,5.5,3910443445,212,23.4,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
