id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2467659027,419,44,1,0,12,ez46dadmx0virt38cgeq2n6pf,1,61.7,42.2,2022-10-05T18:45:34.311Z,2022-10-06T08:42:25Z,3820959483,286,,3820959503,233,5,3820959479,56,Center,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638919,5,44,1,0,12,enzoyc121va61wtmjf4cm7p3d,0,38.3,57.8,2022-10-05T18:45:34.312Z,2022-10-06T05:35:07Z,3820959511,233,419,3820842161,56,Back,3820842163,285,,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467659053,420,1,1,0,12,ez46dadmx0virt38cgeq2n6pf,0,63.5,40.3,2022-10-05T18:45:34.351Z,2022-10-06T08:42:25Z,3820959621,140,70.7,3820959623,141,47.0,3820959627,213,0.5,3820959625,212,8.8,3820959617,3,,3820959619,56,Center,3821804189,388,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467659303,362,1,1,0,13,enzoyc121va61wtmjf4cm7p3d,0,36.2,55.5,2022-10-05T18:45:34.937Z,2022-10-06T05:35:17Z,3820961005,213,0.4,3821804389,178,,3820960997,56,Back,3820961001,141,59.7,3820961003,212,7.9,3820960999,140,43.2,,,,,,,dggymph6p6xe8s3h2hae5p5g5,B. Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467659187,421,61,1,0,13,ez46dadmx0virt38cgeq2n6pf,1,64,43.1,2022-10-05T18:45:35.288Z,2022-10-06T05:35:21Z,3820960341,56,Center,3821804467,178,,,,,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467659393,422,1,1,0,14,ez46dadmx0virt38cgeq2n6pf,0,61.9,44.2,2022-10-05T18:45:35.995Z,2022-10-06T05:35:28Z,3820961529,56,Center,3820961535,212,12.3,3820961537,213,4.5,3821804539,178,,3820961533,141,26.5,3820961531,140,59.3,,,,,,,c4g43ghalkakgcgv1jzaum11x,A. Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467659553,363,49,1,0,14,enzoyc121va61wtmjf4cm7p3d,1,42.2,76,2022-10-05T18:45:36.664Z,2022-10-06T05:35:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467659691,364,1,1,0,14,enzoyc121va61wtmjf4cm7p3d,0,43.4,76.1,2022-10-05T18:45:36.694Z,2022-10-06T05:35:41Z,3821160781,1,,3820963125,56,Center,3820963127,140,66.0,3820963129,141,63.3,3821804859,178,,3820963131,212,25.3,3820963133,213,5.9,3821160779,157,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638937,4,49,1,0,17,ez46dadmx0virt38cgeq2n6pf,1,37.4,37.1,2022-10-05T18:45:39.501Z,2022-10-06T05:37:05Z,,,,,,,,,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638941,5,1,1,0,17,ez46dadmx0virt38cgeq2n6pf,0,37.4,37.1,2022-10-05T18:45:39.546Z,2022-10-06T05:37:11Z,3820842239,140,55.1,3821807017,178,,3820842245,213,5.3,3820842247,1,,3820842235,157,,3820842243,212,32.4,3820842241,141,0.0,3820842237,56,Right,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638935,6,43,1,0,17,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-10-05T18:45:39.741Z,2022-10-05T21:14:28Z,3820842219,141,59.7,3821160741,144,1,3820842213,157,0,3820842221,212,42.3,3820842223,213,5.7,3820842225,1,0,3820842217,140,75.4,3820842215,56,Center,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638943,6,43,1,0,19,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-10-05T18:45:41.650Z,2022-10-05T19:16:49Z,3820911629,144,5,3820842249,56,Right,3820842251,347,0,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638979,7,4,1,0,22,enzoyc121va61wtmjf4cm7p3d,1,36.7,95,2022-10-05T18:45:44.309Z,2022-10-06T05:37:28Z,3820902305,233,7,3820842407,152,,3820842405,56,Back,3820842403,13,,3820842411,286,,3820842409,265,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638995,7,4,1,0,22,ez46dadmx0virt38cgeq2n6pf,0,63.3,5,2022-10-05T18:45:44.310Z,2022-10-06T05:37:28Z,3820842469,56,Right,3820842473,265,,3821807439,178,,3820842471,152,,3820842475,285,,3820902325,233,7,3820842467,13,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467638997,8,1,1,0,34,enzoyc121va61wtmjf4cm7p3d,0,42.1,89.3,2022-10-05T18:45:56.043Z,2022-10-06T05:37:36Z,3820842477,5,,3820842493,1,,3820842483,56,Center,3820842491,213,6.1,3820842481,152,,3820842485,140,76.4,3820842487,141,77.6,3820842489,212,36.9,1pt1yc4fl9oxxsaoeq1cm3xzp,C. Stokes,3820842479,155,3821807649,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639003,8,1,1,0,36,ez46dadmx0virt38cgeq2n6pf,0,22.2,27,2022-10-05T18:45:58.451Z,2022-10-06T05:37:43Z,3820842505,56,Back,3820842507,140,35.3,3820842503,3,,3820842513,213,6.1,3820842511,212,14.0,3821807783,388,,3820842509,141,22.9,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467660099,423,1,1,0,39,ez46dadmx0virt38cgeq2n6pf,0,42.9,26.5,2022-10-05T18:46:01.572Z,2022-10-06T05:37:50Z,3820965339,3,,3820965349,213,4.6,3821807927,178,,3820965345,141,0.0,3820965347,212,19.5,3820965343,140,40.7,3820965341,56,Back,,,,c4g43ghalkakgcgv1jzaum11x,A. Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639057,9,5,1,0,42,enzoyc121va61wtmjf4cm7p3d,1,59.8,101.8,2022-10-05T18:46:03.999Z,2022-10-06T05:37:55Z,3820842767,56,Left,3820842997,233,9,3820842769,347,,,,,,,,,,,,,,,,,1pt1yc4fl9oxxsaoeq1cm3xzp,C. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639051,9,5,1,0,42,ez46dadmx0virt38cgeq2n6pf,0,40.2,-1.8,2022-10-05T18:46:03.999Z,2022-10-06T05:37:55Z,3820842739,347,,3820843003,233,9,3820842737,56,Back,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639073,10,1,1,0,56,enzoyc121va61wtmjf4cm7p3d,1,63.8,100,2022-10-05T18:46:18.732Z,2022-10-06T05:38:00Z,3820842847,212,15.1,3820842845,141,92.4,3820842843,140,76.8,3820842841,56,Left,3820842839,107,,3820842849,213,5.8,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639081,11,1,1,0,59,enzoyc121va61wtmjf4cm7p3d,0,75.9,93.6,2022-10-05T18:46:21.037Z,2022-10-06T05:38:12Z,3821808373,178,,3820842879,56,Left,3820842885,212,8.7,3820842887,213,2.4,3820842881,140,69.5,3820842883,141,100.0,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639119,10,5,1,1,0,ez46dadmx0virt38cgeq2n6pf,1,33,-1.8,2022-10-05T18:46:22.402Z,2022-10-06T05:38:18Z,3820843053,233,12,3820843039,56,Back,3820843041,347,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639083,12,5,1,1,0,enzoyc121va61wtmjf4cm7p3d,0,67,101.8,2022-10-05T18:46:22.402Z,2022-10-06T05:38:19Z,3820843077,233,10,3820842891,56,Left,3820842893,347,,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639125,11,1,1,1,21,ez46dadmx0virt38cgeq2n6pf,0,35,0,2022-10-05T18:46:43.074Z,2022-10-06T05:38:30Z,3820967601,189,,3820843089,141,5.8,3820843087,140,60.5,3820843095,1,,3820843085,56,Right,3820843081,107,,3820843093,213,0.2,3820843083,155,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,3820843091,212,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639139,13,1,1,1,22,enzoyc121va61wtmjf4cm7p3d,1,40.9,90.6,2022-10-05T18:46:44.150Z,2022-10-06T05:38:37Z,3820843135,56,Back,3820843137,140,36.9,3820843143,213,4.5,3820843141,212,22.5,3820843133,3,,3820843139,141,58.1,3821808737,388,,,,,1pt1yc4fl9oxxsaoeq1cm3xzp,C. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639141,14,49,1,1,24,enzoyc121va61wtmjf4cm7p3d,1,37.2,60.6,2022-10-05T18:46:46.450Z,2022-10-06T05:38:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639153,15,1,1,1,24,enzoyc121va61wtmjf4cm7p3d,0,37.2,60.6,2022-10-05T18:46:46.480Z,2022-10-06T05:38:50Z,3820843189,141,91.1,3820843187,140,84.5,3821808981,178,,3820843195,1,,3820843185,56,Left,3820843183,157,,3820843193,213,0.4,3820843191,212,53.8,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639159,12,49,1,1,29,ez46dadmx0virt38cgeq2n6pf,1,15.1,4,2022-10-05T18:46:51.362Z,2022-10-06T05:39:27Z,,,,,,,,,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639169,13,61,1,1,30,ez46dadmx0virt38cgeq2n6pf,0,15.1,1.9,2022-10-05T18:46:52.553Z,2022-10-06T05:39:35Z,3821809711,178,,3820843255,56,Back,,,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639173,14,5,1,1,33,ez46dadmx0virt38cgeq2n6pf,0,16.4,-1.6,2022-10-05T18:46:55.074Z,2022-10-06T05:39:47Z,3820843267,56,Back,3820843535,233,16,3820843269,347,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639225,16,5,1,1,33,enzoyc121va61wtmjf4cm7p3d,1,83.6,101.6,2022-10-05T18:46:55.074Z,2022-10-06T05:39:47Z,3820843529,347,,3820843531,233,14,3820843527,56,Left,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639235,17,1,1,1,48,enzoyc121va61wtmjf4cm7p3d,1,83.7,100,2022-10-05T18:47:10.460Z,2022-10-06T05:39:52Z,3820843561,56,Left,3820843563,140,94.3,3820843559,107,,3820843567,212,13.3,3820843565,141,91.4,3820843569,213,5.7,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639239,18,1,1,1,51,enzoyc121va61wtmjf4cm7p3d,0,98.2,93,2022-10-05T18:47:12.944Z,2022-10-06T05:39:58Z,3820843587,212,2.0,3820843597,286,,3820843585,141,90.2,3821810181,178,,3820843577,2,,3820843579,155,,3820843589,213,4.3,3821163513,72,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,3821163511,224,3820843591,236,,3820843593,233,15,3820843583,140,97.5,3820843581,56,Left,,,,,,,,,,,,,,,,,,,,,,,
2467639237,15,12,1,1,51,ez46dadmx0virt38cgeq2n6pf,1,4.2,6.7,2022-10-05T18:47:13.001Z,2022-10-06T05:40:07Z,3820843601,233,18,3821810343,178,,3820843573,185,,3820843575,56,Back,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639243,16,6,1,1,52,ez46dadmx0virt38cgeq2n6pf,0,1.4,6.8,2022-10-05T18:47:14.139Z,2022-10-06T05:40:11Z,3820843647,233,19,3820843611,56,Back,3820843613,73,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639251,19,6,1,1,52,enzoyc121va61wtmjf4cm7p3d,1,98.6,93.2,2022-10-05T18:47:14.139Z,2022-10-06T05:40:11Z,3820843641,73,,3820843643,233,16,3820843639,56,Left,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639341,20,1,1,2,15,enzoyc121va61wtmjf4cm7p3d,1,99.5,99.5,2022-10-05T18:47:37.759Z,2022-10-06T05:40:38Z,3820844147,56,Center,3821164405,196,,3820844153,212,47.9,3820844151,141,36.4,3820844155,213,4.3,3820844141,6,,3820844143,155,,3820844157,1,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,3820844149,140,3821811095,178,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639347,21,1,1,2,21,enzoyc121va61wtmjf4cm7p3d,0,92.9,22.7,2022-10-05T18:47:43.579Z,2022-10-06T05:40:43Z,3821811259,178,,3820844179,141,29.4,3821164879,20,,3820844457,233,17,3820844455,236,,3820844175,56,Center,3820844177,140,95.3,3821164877,224,,dggymph6p6xe8s3h2hae5p5g5,B. Alston,3820844171,2,3820844173,155,,3820844461,286,,3820844181,212,5.2,3820844183,213,1.1,,,,,,,,,,,,,,,,,,,,,,,
2467639349,17,12,1,2,21,ez46dadmx0virt38cgeq2n6pf,1,9.4,75,2022-10-05T18:47:43.676Z,2022-10-06T05:40:47Z,3820844463,233,21,3820844185,56,Back,3820844437,185,,3821811359,178,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639369,18,6,1,2,23,ez46dadmx0virt38cgeq2n6pf,0,4.2,75.7,2022-10-05T18:47:45.577Z,2022-10-06T05:40:52Z,3820844319,73,,3820844379,233,22,3820844317,56,Back,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639373,22,6,1,2,23,enzoyc121va61wtmjf4cm7p3d,1,95.8,24.3,2022-10-05T18:47:45.577Z,2022-10-06T05:40:51Z,3820844361,233,18,3820844331,56,Center,3820844335,75,,,,,,,,,,,,,,,,,dggymph6p6xe8s3h2hae5p5g5,B. Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639449,23,1,1,2,43,enzoyc121va61wtmjf4cm7p3d,0,99.5,0.5,2022-10-05T18:48:05.678Z,2022-10-06T05:40:58Z,3820844695,223,,3820844697,56,Center,3821165005,72,,3820844691,6,,3820844693,155,,3821811645,178,,3820844705,213,1.7,3820844699,140,96.9,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,3820844703,212,3820844701,141,28.0,3820844689,2,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,
2467639455,19,12,1,2,45,ez46dadmx0virt38cgeq2n6pf,1,8,59.9,2022-10-05T18:48:07.124Z,2022-10-06T05:41:05Z,3820844727,140,0.0,3821811861,388,,3820844725,56,Back,3820844739,167,,3820844733,213,2.4,3820844773,15,,3820844731,212,12.7,3820844729,141,72.9,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639457,20,6,1,2,46,ez46dadmx0virt38cgeq2n6pf,0,0,74.8,2022-10-05T18:48:08.149Z,2022-10-06T05:41:12Z,3820844735,56,Back,3820844783,233,24,3820844737,73,,,,,,,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467639467,24,6,1,2,46,enzoyc121va61wtmjf4cm7p3d,1,100,25.2,2022-10-05T18:48:08.149Z,2022-10-06T05:41:12Z,3820844779,233,20,3820844775,56,Center,3820844777,75,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
