id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/11/value,assist,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2440138717,10,1,1,0,20,cnnku8uihko7u4th0fms4pvg6,1,43.4,57.2,2022-07-30T11:00:52.135Z,2022-07-30T17:56:42Z,3674497543,213,4.4,3674497537,140,38.5,3674497539,141,33.9,3676190801,178,,3674497535,56,Back,3674497541,212,16.7,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138731,11,1,1,0,23,cnnku8uihko7u4th0fms4pvg6,1,40.4,27.4,2022-07-30T11:00:54.774Z,2022-07-30T17:56:46Z,3674497631,213,5.3,3674497625,140,48.9,3676190895,178,,3674497623,56,Back,3674497629,212,15.6,3674497627,141,8.5,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138743,12,1,1,0,25,cnnku8uihko7u4th0fms4pvg6,1,50.8,7.4,2022-07-30T11:00:56.757Z,2022-07-30T17:56:49Z,3674497681,141,17.6,3674497685,213,0.2,3674497679,140,80.9,3674497677,56,Right,3674497683,212,32.4,3674497687,1,,3674497675,155,,3676190991,178,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138753,13,1,1,0,26,cnnku8uihko7u4th0fms4pvg6,1,80.9,17.6,2022-07-30T11:00:58.515Z,2022-07-30T17:56:57Z,3674497737,212,4.0,3674497739,213,5.7,3674497733,140,84.0,3674497731,56,Right,3674497735,141,14.3,3676191269,21,,3676191267,388,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138757,14,1,1,0,27,cnnku8uihko7u4th0fms4pvg6,0,79.6,13.2,2022-07-30T11:00:59.386Z,2022-07-30T17:57:01Z,3674512505,141,15.3,3674512507,212,2.0,3674512501,3,,3674512509,213,0.8,3676191425,388,,3674512503,140,80.9,3674497753,56,Right,,,,9weodc9tdqcm2dg6cg6wyx785,S. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138769,4,1,1,0,28,besu5lkqmra07drq1czpr0tk4,0,23.1,92.5,2022-07-30T11:01:00.428Z,2022-07-30T17:57:13Z,3674511239,157,,3676191877,178,,3674511249,212,1.6,3674511247,141,91.7,3674497795,56,Back,3674511253,1,,3674511243,140,24.5,3674511251,213,5.9,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440463061,1111,67,1,0,29,cnnku8uihko7u4th0fms4pvg6,1,79.3,12,2022-07-30T11:01:01.101Z,2022-07-30T19:06:15Z,3676283377,233,514,,,,,,,,,,,,,,,,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440463053,514,67,1,0,29,besu5lkqmra07drq1czpr0tk4,0,20.7,88,2022-07-30T11:01:01.102Z,2022-07-30T18:25:48Z,3676283419,233,1111,,,,,,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138775,16,1,1,0,30,cnnku8uihko7u4th0fms4pvg6,1,84.2,12.2,2022-07-30T11:01:02.643Z,2022-07-30T17:57:18Z,3674497827,141,7.7,3674497829,212,4.8,3674497823,56,Right,3674497825,140,87.7,3676192087,178,,3674497831,213,5.6,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138765,15,43,1,0,31,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-07-30T11:01:02.662Z,2022-07-30T11:07:34Z,3674497803,233,4,3674497779,286,0,3674513037,144,50,3674497777,56,Right,,,,,,,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440463235,1116,43,1,0,31,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-07-30T11:01:03.413Z,2022-07-30T18:26:15Z,3676284395,178,0,3676284627,144,82,,,,,,,,,,,,,,,,,,,9weodc9tdqcm2dg6cg6wyx785,S. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138789,17,1,1,0,33,cnnku8uihko7u4th0fms4pvg6,1,88.2,7.7,2022-07-30T11:01:04.704Z,2022-07-30T17:57:22Z,3674497883,141,26.4,3676192247,178,,3674497887,213,1.2,3674497879,56,Center,3674497885,212,13.8,3674497881,140,93.4,,,,,,,9weodc9tdqcm2dg6cg6wyx785,S. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138795,18,1,1,0,35,cnnku8uihko7u4th0fms4pvg6,0,98,29.9,2022-07-30T11:01:06.799Z,2022-07-30T17:57:29Z,3674497929,212,12.8,3676192425,178,,3674497923,140,98.6,3674497933,213,1.5,3674497925,141,48.7,3674497921,56,Center,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138813,5,12,1,0,35,besu5lkqmra07drq1czpr0tk4,1,3,56.4,2022-07-30T11:01:07.278Z,2022-07-30T17:57:36Z,3674497993,212,41.1,3676192645,21,,3674497989,140,13.9,3674497987,56,Back,3674497995,213,5.0,3674497991,141,0.0,3676192643,178,,3674498005,167,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138815,6,5,1,0,40,besu5lkqmra07drq1czpr0tk4,0,14.5,-1.8,2022-07-30T11:01:12.323Z,2022-07-30T17:57:40Z,3674497997,56,Back,3674497999,347,,3674498017,233,19,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138817,19,5,1,0,40,cnnku8uihko7u4th0fms4pvg6,1,85.5,101.8,2022-07-30T11:01:12.323Z,2022-07-30T17:57:40Z,3674498001,56,Left,3674498003,347,,3674498013,233,6,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138843,20,1,1,0,46,cnnku8uihko7u4th0fms4pvg6,1,84.5,100,2022-07-30T11:01:17.662Z,2022-07-30T17:57:43Z,3674498183,213,3.7,3674498175,56,Left,3674498173,107,,3674498181,212,20.2,3674498179,141,85.0,3674498177,140,68.6,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138855,21,1,1,0,48,cnnku8uihko7u4th0fms4pvg6,1,65.8,82.6,2022-07-30T11:01:20.342Z,2022-07-30T17:57:47Z,3674498223,141,96.0,3676192991,178,,3674498227,213,1.0,3674498221,140,71.7,3674498225,212,11.0,3674498219,56,Left,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138861,22,1,1,0,51,cnnku8uihko7u4th0fms4pvg6,0,72,95.3,2022-07-30T11:01:23.247Z,2022-07-30T17:57:54Z,3675832951,224,,3674498239,2,,3674498249,212,20.8,3676193181,178,,3674498247,141,75.1,3674498243,56,Center,3674498251,213,5.6,3674498245,140,86.9,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,3675832953,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138869,7,61,1,0,52,besu5lkqmra07drq1czpr0tk4,1,12.4,34.9,2022-07-30T11:01:23.790Z,2022-07-30T17:58:00Z,3676193335,178,,3674498291,56,Back,,,,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138885,8,49,1,0,53,besu5lkqmra07drq1czpr0tk4,1,29.8,12,2022-07-30T11:01:25.408Z,2022-07-30T17:58:14Z,,,,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138891,9,1,1,0,53,besu5lkqmra07drq1czpr0tk4,1,29.8,12,2022-07-30T11:01:25.424Z,2022-07-30T17:58:11Z,3676193693,388,,3674498383,140,26.3,3674498389,213,1.8,3674498387,212,14.2,3674640573,3,,3674498385,141,32.2,3674498381,56,Back,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138899,10,1,1,0,54,besu5lkqmra07drq1czpr0tk4,1,28.5,31.2,2022-07-30T11:01:26.294Z,2022-07-30T17:58:20Z,3674498417,141,19.5,3674498419,212,8.5,3674498421,213,5.1,3676193855,178,,3674498413,56,Back,3674498415,140,31.3,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138901,11,50,1,0,56,besu5lkqmra07drq1czpr0tk4,1,32.4,20.5,2022-07-30T11:01:28.110Z,2022-07-30T17:58:28Z,3674498427,56,Back,3674639173,285,,3674641193,233,549,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440165417,549,7,1,0,57,cnnku8uihko7u4th0fms4pvg6,1,67.6,79.5,2022-07-30T11:01:28.674Z,2022-07-30T17:58:33Z,3675834433,383,,3674641179,286,,3674641167,56,Left,3676194237,178,,3674641175,233,11,,,,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138909,23,49,1,0,58,cnnku8uihko7u4th0fms4pvg6,1,59.3,79.6,2022-07-30T11:01:30.051Z,2022-07-30T17:58:42Z,,,,,,,,,,,,,,,,,,,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138921,24,1,1,0,58,cnnku8uihko7u4th0fms4pvg6,1,58.2,76.3,2022-07-30T11:01:30.090Z,2022-07-30T17:58:45Z,3674498495,56,Back,3674498501,212,20.3,3676194567,178,,3674498503,213,4.0,3674498499,141,54.0,3674498497,140,45.3,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138931,25,1,1,1,2,cnnku8uihko7u4th0fms4pvg6,1,45.5,57.6,2022-07-30T11:01:33.705Z,2022-07-30T17:58:50Z,3674498535,56,Back,3674498541,212,14.4,3676194649,178,,3674498543,213,1.5,3674498539,141,78.7,3674498537,140,46.4,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138933,26,1,1,1,4,cnnku8uihko7u4th0fms4pvg6,1,46.4,78.7,2022-07-30T11:01:35.786Z,2022-07-30T17:58:57Z,3674498549,140,57.1,3674498547,56,Center,3674498553,212,11.6,3676194765,178,,3674498555,213,6.0,3674498551,141,74.7,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138953,27,1,1,1,4,cnnku8uihko7u4th0fms4pvg6,1,56.8,74.8,2022-07-30T11:01:36.630Z,2022-07-30T17:59:02Z,3674498637,56,Back,3674498657,212,12.2,3676194859,178,,3674498651,141,79.6,3674498645,140,45.6,3674498663,213,2.9,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138971,28,1,1,1,7,cnnku8uihko7u4th0fms4pvg6,1,44.7,73.6,2022-07-30T11:01:39.212Z,2022-07-30T17:59:10Z,3674498737,56,Back,3674498739,140,44.6,3674498743,212,22.2,3676195015,178,,3674498745,213,4.7,3674498741,141,40.9,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138979,29,1,1,1,10,cnnku8uihko7u4th0fms4pvg6,1,43.4,37.3,2022-07-30T11:01:42.471Z,2022-07-30T17:59:15Z,3674498787,140,62.2,3674498789,141,7.6,3674498793,213,5.5,3674498785,56,Right,3674498791,212,28.2,3676195133,178,,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440138995,30,1,1,1,13,cnnku8uihko7u4th0fms4pvg6,1,61.5,10.6,2022-07-30T11:01:45.049Z,2022-07-30T17:59:19Z,3674498875,141,42.7,3674498877,212,21.8,3674498871,56,Center,3674498879,213,1.6,3674498873,140,61.8,3676195299,178,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139009,31,1,1,1,15,cnnku8uihko7u4th0fms4pvg6,1,54.5,47.8,2022-07-30T11:01:47.293Z,2022-07-30T17:59:22Z,3674498947,140,45.4,3674498949,141,70.0,3676195357,178,,3674498953,213,2.1,3674498945,56,Back,3674498951,212,17.9,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139027,32,1,1,1,18,cnnku8uihko7u4th0fms4pvg6,1,52.1,73,2022-07-30T11:01:50.239Z,2022-07-30T17:59:27Z,3674499025,56,Left,3674499031,212,15.5,3676195493,178,,3674499029,141,94.8,3674499027,140,56.3,3674499033,213,1.3,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139049,33,1,1,1,21,cnnku8uihko7u4th0fms4pvg6,1,54.7,94.5,2022-07-30T11:01:53.083Z,2022-07-30T17:59:32Z,3674499173,213,4.0,3674499165,56,Back,3674499171,212,24.2,3674499169,141,67.8,3674499167,140,39.5,3676195581,178,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139059,34,1,1,1,24,cnnku8uihko7u4th0fms4pvg6,1,39.5,61.2,2022-07-30T11:01:56.508Z,2022-07-30T17:59:44Z,3674499225,140,39.8,3674499231,213,4.7,3674499227,141,44.8,3674499229,212,11.2,3674499223,56,Back,3676195945,178,,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139099,35,1,1,1,27,cnnku8uihko7u4th0fms4pvg6,1,43.2,46.9,2022-07-30T11:01:59.302Z,2022-07-30T18:00:08Z,3674499413,212,45.1,3674499417,1,,3674499415,213,0.3,3676196145,178,,3674499935,210,13,3674499405,155,,3674499409,140,84.7,3674499937,154,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,3674499407,56,1,Center,3674499411,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139107,36,13,1,1,30,cnnku8uihko7u4th0fms4pvg6,1,82.6,61.6,2022-07-30T11:02:01.781Z,2022-07-30T18:00:09Z,3674499945,55,35,3674499965,231,52.9,3674499447,56,Center,3674499955,391,,3674499939,75,,3674499957,153,,3674499951,103,20.8,3674499963,230,98.8,90ibgoec1k1npb1odsqwpfx1,G. Kamara,3674499949,102,,37.6,3674499443,22,,3674499943,154,3674499941,29,3674499783,20,3674500931,108,3674499959,146,87.1,3674499961,147,56.0,3676196593,178,3674499953,328,3675836785,18,,,,,,,,,,,
2440139091,12,1,1,1,30,besu5lkqmra07drq1czpr0tk4,1,10.9,42.8,2022-07-30T11:02:02.637Z,2022-07-30T18:00:30Z,3674499379,3,,3674499385,141,46.0,3674499381,56,Back,3674499389,213,2.9,3674499387,212,8.5,3676197291,178,,3674499383,140,3.1,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139095,13,52,1,1,32,besu5lkqmra07drq1czpr0tk4,1,3.1,46.1,2022-07-30T11:02:03.902Z,2022-07-30T18:00:34Z,3675837121,189,,3675837355,377,,3676197471,178,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139309,14,68,1,1,58,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-07-30T11:02:30.232Z,2022-07-30T18:01:03Z,3674512141,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139121,37,68,1,2,1,cnnku8uihko7u4th0fms4pvg6,0,0,0,2022-07-30T11:02:33.264Z,2022-07-30T18:01:07Z,3674512217,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139327,15,52,1,2,2,besu5lkqmra07drq1czpr0tk4,1,15.6,41,2022-07-30T11:02:33.886Z,2022-07-30T18:01:12Z,3675837809,376,,3676198543,178,,3674501039,189,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440139335,16,1,1,2,9,besu5lkqmra07drq1czpr0tk4,1,15.6,41,2022-07-30T11:02:41.374Z,2022-07-30T18:01:23Z,3674500501,213,6.2,3674500979,189,,3674500495,140,65.0,3674500491,199,,3674500493,56,Center,3674500503,1,,3674500499,212,52.2,3674500497,141,32.1,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
