id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2465860417,645,61,1,39,49,muo4d1nfi1vgyvz5n07tjmoo,1,40.6,30,2022-10-01T14:40:52.119Z,2022-10-01T20:02:10Z,3811300889,56,Back,3812040973,178,,,,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466283289,1215,43,1,39,49,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T14:40:52.358Z,2022-10-02T08:21:44Z,3813578641,144,82,3813578615,178,0,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466248537,1111,67,1,39,50,besu5lkqmra07drq1czpr0tk4,1,52.2,61.2,2022-10-01T14:40:53.357Z,2022-10-02T08:20:39Z,3813424269,233,824,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466248533,824,67,1,39,50,muo4d1nfi1vgyvz5n07tjmoo,0,47.8,38.8,2022-10-01T14:40:53.358Z,2022-10-02T05:43:24Z,3813424273,233,1111,,,,,,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465628885,308,61,1,39,50,besu5lkqmra07drq1czpr0tk4,1,52.7,61.2,2022-10-01T14:40:53.373Z,2022-10-02T08:20:39Z,3812042921,178,,3810069579,56,Center,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465628953,277,1,1,39,52,muo4d1nfi1vgyvz5n07tjmoo,1,40.7,20,2022-10-01T14:40:55.438Z,2022-10-01T20:02:54Z,3810069887,56,Back,3810069891,141,8.9,3810069895,213,3.9,3810069889,140,33.7,3810069893,212,10.5,3812043849,178,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465629057,278,1,1,39,54,muo4d1nfi1vgyvz5n07tjmoo,1,33.7,8.9,2022-10-01T14:40:57.183Z,2022-10-01T20:03:05Z,3812044557,178,,3810070433,212,20.5,3810070435,213,6.2,3810070429,140,53.2,3810070431,141,6.4,3810070427,56,Right,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465629067,279,4,1,39,58,muo4d1nfi1vgyvz5n07tjmoo,1,55.4,7.4,2022-10-01T14:41:00.615Z,2022-10-01T20:03:17Z,3810070877,233,309,3810070499,56,Right,3810070503,265,,3810070497,13,,3810070501,152,,3810070505,286,,,,,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465629121,309,4,1,39,58,besu5lkqmra07drq1czpr0tk4,0,44.6,92.6,2022-10-01T14:41:00.616Z,2022-10-01T20:03:17Z,3810070971,233,279,3810070809,285,,3810070801,13,,3810070805,152,,3812045377,178,,3810070803,56,Back,3810070807,265,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630563,280,1,1,40,31,muo4d1nfi1vgyvz5n07tjmoo,1,54.6,7.3,2022-10-01T14:41:34.544Z,2022-10-01T20:03:21Z,3810078669,140,81.3,3810078667,56,Center,3810078673,212,45.9,3810078671,141,60.8,3810078665,152,,3810078663,155,,3812045693,178,,3810078677,1,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,3810078675,213,0.9,3810078661,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630591,281,1,1,40,35,muo4d1nfi1vgyvz5n07tjmoo,0,81.3,60.8,2022-10-01T14:41:37.834Z,2022-10-01T20:04:25Z,3810078803,141,53.4,3810078807,213,3.7,3810078797,3,,3810078801,140,73.9,3810078805,212,9.3,3810078799,56,Center,3810079073,156,,3812046965,388,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630583,310,49,1,40,36,besu5lkqmra07drq1czpr0tk4,1,23.7,37.6,2022-10-01T14:41:38.990Z,2022-10-01T20:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630703,311,1,1,40,36,besu5lkqmra07drq1czpr0tk4,0,23.7,37.6,2022-10-01T14:41:39.039Z,2022-10-01T20:04:52Z,3810079329,56,Center,3810079331,140,57.0,3810079335,212,35.1,3810079337,213,6.2,3810079333,141,33.4,3810079327,157,,3810079339,1,,3812051113,178,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630761,282,49,1,40,39,muo4d1nfi1vgyvz5n07tjmoo,1,49.8,59.9,2022-10-01T14:41:42.270Z,2022-10-01T20:05:16Z,,,,,,,,,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630835,283,1,1,40,39,muo4d1nfi1vgyvz5n07tjmoo,1,49.8,59.9,2022-10-01T14:41:42.317Z,2022-10-01T20:05:32Z,3810080069,212,32.1,3812053459,178,,3810080061,140,19.3,3810080065,141,63.4,3810080057,56,Back,3810080077,1,,3810080073,213,3.1,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465630985,284,1,1,40,43,muo4d1nfi1vgyvz5n07tjmoo,1,19.3,63.4,2022-10-01T14:41:45.588Z,2022-10-01T20:05:43Z,3812053985,178,,3810080945,56,Back,3810080947,140,33.3,3810080953,213,0.9,3810080951,212,23.9,3810080949,141,91.2,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465631175,285,1,1,40,46,muo4d1nfi1vgyvz5n07tjmoo,0,29.8,90.3,2022-10-01T14:41:48.869Z,2022-10-01T20:06:07Z,3810082043,56,Center,3810082047,141,67.0,3810082045,140,88.6,3810082041,155,,3810082049,212,63.7,3812055729,178,,3810082051,213,6.0,3810082053,1,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465631181,312,52,1,40,50,besu5lkqmra07drq1czpr0tk4,1,9.3,27.7,2022-10-01T14:41:53.068Z,2022-10-01T20:06:25Z,3812055035,178,,3811304869,377,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465631841,313,80,1,41,7,besu5lkqmra07drq1czpr0tk4,0,14.9,30.4,2022-10-01T14:42:09.789Z,2022-10-01T20:06:41Z,3812058371,178,,,,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632161,314,1,1,41,10,besu5lkqmra07drq1czpr0tk4,1,20.9,28.2,2022-10-01T14:42:13.262Z,2022-10-01T20:06:55Z,3812059339,178,,3810087139,140,69.1,3810087149,1,,3810087145,213,6.2,3810087137,56,Center,3810087141,141,23.4,3811305993,155,,3810087143,212,50.7,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632173,315,44,1,41,13,besu5lkqmra07drq1czpr0tk4,1,67.6,22.5,2022-10-01T14:42:16.534Z,2022-10-02T05:10:59Z,3810087299,233,286,3810087213,56,Center,3810087215,286,,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632149,286,44,1,41,13,muo4d1nfi1vgyvz5n07tjmoo,0,32.4,77.5,2022-10-01T14:42:16.535Z,2022-10-01T20:07:06Z,3810087079,56,Back,3810087343,233,315,3810087083,285,,,,,,,,,,,,,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632201,316,1,1,41,13,besu5lkqmra07drq1czpr0tk4,0,69.2,23.6,2022-10-01T14:42:16.558Z,2022-10-02T05:10:59Z,3810087393,141,19.4,3810087391,140,83.1,3810087389,56,Right,3810087405,213,6.1,3810087395,212,14.9,3810087387,168,,3810087385,3,,3812060587,388,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632277,287,12,1,41,16,muo4d1nfi1vgyvz5n07tjmoo,1,19.8,84.1,2022-10-01T14:42:18.700Z,2022-10-01T20:07:49Z,3810087775,56,Back,3810087777,140,20.6,3810087951,233,317,3810087783,213,0.2,3810087949,397,,3812062633,178,,3810087779,141,84.4,3810087781,212,0.9,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466249033,1130,43,1,41,16,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T14:42:18.775Z,2022-10-02T08:42:06Z,3813599109,144,67,3813426799,233,838,,,,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466249031,838,43,1,41,16,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T14:42:18.776Z,2022-10-02T08:42:06Z,3813426817,233,1130,3813599125,144,67,,,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632259,317,74,1,41,16,besu5lkqmra07drq1czpr0tk4,1,83.4,16.5,2022-10-01T14:42:18.813Z,2022-10-02T08:20:40Z,3810088043,233,287,3810087745,397,,3810087709,56,Right,3810087711,285,,3812063957,178,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632279,288,49,1,41,16,muo4d1nfi1vgyvz5n07tjmoo,1,22.9,88.9,2022-10-01T14:42:18.969Z,2022-10-01T20:08:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632541,289,1,1,41,20,muo4d1nfi1vgyvz5n07tjmoo,1,24.8,92.9,2022-10-01T14:42:22.944Z,2022-10-01T20:09:06Z,3812067281,178,,3810089289,213,5.9,3810089271,155,,3810089275,56,Center,3810089277,140,51.4,3810089285,212,30.1,3810089281,141,76.4,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632581,290,61,1,41,22,muo4d1nfi1vgyvz5n07tjmoo,1,51.4,76.4,2022-10-01T14:42:24.579Z,2022-10-01T20:09:15Z,3812068271,21,,3812068273,178,,3810089497,56,Center,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632725,291,1,1,41,23,muo4d1nfi1vgyvz5n07tjmoo,0,51.8,67.6,2022-10-01T14:42:26.230Z,2022-10-01T20:09:44Z,3810090143,141,23.3,3810090147,213,5.2,3810090137,155,,3810090141,140,66.5,3810090145,212,33.8,3810090151,1,,3812069817,178,,3810090139,56,Center,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632817,318,12,1,41,26,besu5lkqmra07drq1czpr0tk4,1,35.8,86.6,2022-10-01T14:42:28.888Z,2022-10-01T20:09:57Z,3810090773,167,,3812070569,178,,3810090637,213,0.9,3810090633,141,100.0,3810090635,212,13.5,3810090631,140,43.9,3810090629,56,Back,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633311,292,5,1,41,28,muo4d1nfi1vgyvz5n07tjmoo,1,57.5,-1.7,2022-10-01T14:42:31.088Z,2022-10-01T20:10:08Z,3810093389,233,319,3810093319,56,Right,3810093321,347,,,,,,,,,,,,,,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465632829,319,5,1,41,28,besu5lkqmra07drq1czpr0tk4,0,42.5,101.7,2022-10-01T14:42:31.088Z,2022-10-01T20:10:09Z,3810090703,56,Back,3810090705,347,,3810093439,233,292,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633359,293,1,1,41,39,muo4d1nfi1vgyvz5n07tjmoo,1,59,0,2022-10-01T14:42:41.870Z,2022-10-01T20:10:56Z,3810093621,56,Right,3810093625,141,7.9,3810093627,212,9.6,3810093623,140,65.9,3810093619,107,,3810093631,213,0.7,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633397,294,1,1,41,40,muo4d1nfi1vgyvz5n07tjmoo,1,65.9,7.9,2022-10-01T14:42:43.019Z,2022-10-01T20:11:06Z,3810093863,56,Right,3810093867,141,2.5,3810093875,213,4.6,3810093865,140,65.5,3810093871,212,3.7,3812075037,178,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633437,295,1,1,41,41,muo4d1nfi1vgyvz5n07tjmoo,1,65.5,2.5,2022-10-01T14:42:43.643Z,2022-10-01T20:11:22Z,3810094059,213,0.8,3812076019,178,,3810094053,141,8.9,3810094049,56,Right,3810094055,212,6.0,3810094051,140,69.5,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633481,296,1,1,41,42,muo4d1nfi1vgyvz5n07tjmoo,1,69.5,8.9,2022-10-01T14:42:45.183Z,2022-10-01T20:11:27Z,3812076335,178,,3810094255,141,3.1,3810094251,56,Right,3810094253,140,73.1,3810094257,212,5.5,3810094259,213,5.5,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633721,297,1,1,41,43,muo4d1nfi1vgyvz5n07tjmoo,1,73.1,3.1,2022-10-01T14:42:45.753Z,2022-10-01T20:11:36Z,3810095589,213,1.0,3812076917,178,,3810095587,212,11.6,3810095583,140,78.9,3810095581,56,Right,3810095585,141,17.6,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633741,298,1,1,41,49,muo4d1nfi1vgyvz5n07tjmoo,0,96.3,17.1,2022-10-01T14:42:51.859Z,2022-10-01T20:11:42Z,3810095711,213,3.8,3810095705,141,11.1,3810095701,56,Right,3810095703,140,91.2,3810095707,212,6.7,3812077335,178,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633773,320,8,1,41,50,besu5lkqmra07drq1czpr0tk4,1,12.1,88.7,2022-10-01T14:42:52.811Z,2022-10-01T20:11:58Z,3812078313,178,,3810095907,56,Back,3811309583,383,,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633821,321,4,1,41,50,besu5lkqmra07drq1czpr0tk4,1,10.2,89.6,2022-10-01T14:42:53.400Z,2022-10-01T20:12:08Z,3810096187,152,,3810096199,285,,3810096181,56,Back,3810096193,265,,3810096177,13,,3810096421,233,299,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465633793,299,4,1,41,50,muo4d1nfi1vgyvz5n07tjmoo,0,89.8,10.4,2022-10-01T14:42:53.401Z,2022-10-01T20:12:08Z,3810096041,13,,3810096533,233,321,3810096045,152,,3810096047,265,,3810096043,56,Right,3812079039,178,,3810096049,286,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465635215,322,1,1,42,20,besu5lkqmra07drq1czpr0tk4,0,13,93.6,2022-10-01T14:43:23.300Z,2022-10-01T20:12:15Z,3810104111,56,Center,3810104125,1,,3810104121,213,5.9,3810104101,5,,3810104115,141,61.7,3810104117,212,55.2,3810104113,140,61.3,3812079553,178,,cgu73urupkapqq9bnl17s8tt5,S. George,3810104103,157,,3810104107,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465635367,300,1,1,42,24,muo4d1nfi1vgyvz5n07tjmoo,1,34.7,45.5,2022-10-01T14:43:26.943Z,2022-10-01T20:12:24Z,3810104973,56,Center,3810104977,141,33.4,3810104971,3,,3810104975,140,56.4,3810104981,213,5.9,3810104979,212,24.2,3812080149,388,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465635393,301,1,1,42,26,muo4d1nfi1vgyvz5n07tjmoo,0,56.4,33.4,2022-10-01T14:43:28.779Z,2022-10-01T20:12:35Z,3812080927,178,,3810105129,212,13.3,3810105131,213,0.4,3810105121,56,Center,3810105123,140,67.9,3810105127,141,41.5,3810105117,3,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465635521,323,1,1,42,28,besu5lkqmra07drq1czpr0tk4,1,31.4,57,2022-10-01T14:43:30.960Z,2022-10-01T20:13:00Z,3810105839,140,12.9,3810105843,212,19.4,3810105845,213,3.1,3812083007,178,,3810105837,56,Back,3810105841,141,58.1,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636043,324,1,1,42,31,besu5lkqmra07drq1czpr0tk4,1,12.9,58.1,2022-10-01T14:43:33.981Z,2022-10-01T20:13:52Z,3810108391,140,81.9,3810108395,212,76.7,3810108397,213,0.3,3810108393,141,95.0,3810108389,56,Left,3812083703,178,,3810108387,157,,3810108399,1,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636343,327,61,1,42,38,besu5lkqmra07drq1czpr0tk4,0,81.2,95.4,2022-10-01T14:43:40.612Z,2022-10-01T20:14:11Z,3810109907,56,Left,3812087611,178,,,,,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636223,303,5,1,42,38,muo4d1nfi1vgyvz5n07tjmoo,1,18.1,-2,2022-10-01T14:43:41.141Z,2022-10-01T20:14:21Z,3810109289,347,,3810111273,233,326,3810109287,56,Back,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636325,326,5,1,42,38,besu5lkqmra07drq1czpr0tk4,0,81.9,102,2022-10-01T14:43:41.141Z,2022-10-01T20:14:21Z,3810109819,347,,3810109817,56,Left,3810111307,233,303,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636071,325,43,1,42,40,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T14:43:43.223Z,2022-10-01T14:44:23Z,3810108525,56,Left,3810116827,144,3,3810108527,286,0,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636083,302,43,1,42,40,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T14:43:43.224Z,2022-10-01T14:44:22Z,3810108597,167,0,3810108655,233,325,3810116705,144,7,3810108601,285,0,3810108599,56,Back,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636693,304,1,1,42,55,muo4d1nfi1vgyvz5n07tjmoo,0,21.8,0,2022-10-01T14:43:57.601Z,2022-10-01T20:14:37Z,3810111741,213,0.5,3810111733,56,Back,3810111737,141,8.8,3810111735,140,35.0,3810111731,107,,3810111739,212,15.6,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636725,328,44,1,42,56,besu5lkqmra07drq1czpr0tk4,1,58.1,92.6,2022-10-01T14:43:59.040Z,2022-10-02T05:11:00Z,3810111895,233,305,3810111893,56,Left,3810111901,286,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636707,305,44,1,42,56,muo4d1nfi1vgyvz5n07tjmoo,0,41.9,7.4,2022-10-01T14:43:59.041Z,2022-10-01T20:14:51Z,3810111813,285,,3810112167,233,328,3810111811,56,Back,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636763,329,1,1,42,56,besu5lkqmra07drq1czpr0tk4,0,51.2,93.9,2022-10-01T14:43:59.072Z,2022-10-02T05:11:00Z,3812091387,388,,3810112087,56,Left,3810112085,3,,3810112089,140,63.8,3810112093,212,14.2,3810112091,141,100.0,3810112095,213,0.4,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637191,306,5,1,42,57,muo4d1nfi1vgyvz5n07tjmoo,1,33.2,-1.7,2022-10-01T14:44:00.541Z,2022-10-01T20:15:07Z,3810114305,233,330,3810114239,56,Back,3810114241,347,,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465636805,330,5,1,42,57,besu5lkqmra07drq1czpr0tk4,0,66.8,101.7,2022-10-01T14:44:00.541Z,2022-10-01T20:15:07Z,3810112305,56,Left,3810114353,233,306,3810112309,347,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637243,307,1,1,43,8,muo4d1nfi1vgyvz5n07tjmoo,0,30.2,0,2022-10-01T14:44:10.814Z,2022-10-01T20:15:18Z,3810114563,213,0.2,3810114557,140,56.1,3810114553,107,,3810114565,1,,3810114555,56,Right,3810114561,212,27.8,3810114559,141,6.8,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637279,331,1,1,43,9,besu5lkqmra07drq1czpr0tk4,0,41.9,91.5,2022-10-01T14:44:12.351Z,2022-10-01T20:15:23Z,3810114767,140,37.0,3810114763,3,,3810114773,213,4.2,3812093159,388,,3810114771,212,10.9,3810114765,56,Back,3810114769,141,77.3,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637357,308,1,1,43,11,muo4d1nfi1vgyvz5n07tjmoo,0,56.3,20.1,2022-10-01T14:44:13.953Z,2022-10-01T20:15:44Z,3810115215,212,9.1,3810115211,140,64.2,3810115207,3,,3810115213,141,14.6,3810115217,213,5.9,3812094453,388,,3810115209,56,Right,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637405,332,49,1,43,12,besu5lkqmra07drq1czpr0tk4,1,31.8,86.2,2022-10-01T14:44:14.906Z,2022-10-01T20:15:58Z,,,,,,,,,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637441,333,4,1,43,12,besu5lkqmra07drq1czpr0tk4,1,33.8,85.8,2022-10-01T14:44:15.573Z,2022-10-01T20:16:19Z,3810120955,233,309,3810115719,265,,3810115701,13,,3810115705,56,Back,3810115713,152,,3810120959,286,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465637433,309,4,1,43,12,muo4d1nfi1vgyvz5n07tjmoo,0,66.2,14.2,2022-10-01T14:44:15.574Z,2022-10-01T20:16:18Z,3810115673,56,Right,3810115677,265,,3810115675,152,,3810115671,13,,3812096637,178,,3810120733,285,,3810120977,233,333,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465638897,334,1,1,43,52,besu5lkqmra07drq1czpr0tk4,0,31.5,85.4,2022-10-01T14:44:54.837Z,2022-10-01T20:16:30Z,3810123809,212,59.5,3812097461,178,,3810123813,1,,3810123807,141,41.0,3810123811,213,5.8,3810123805,140,80.3,3810123799,157,,3810123797,5,,cgu73urupkapqq9bnl17s8tt5,S. George,3810123803,56,Center,3810123801,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465638993,310,1,1,43,55,muo4d1nfi1vgyvz5n07tjmoo,0,21.5,61.7,2022-10-01T14:44:58.364Z,2022-10-01T20:16:45Z,3810124345,3,,3812098405,178,,3810124353,141,76.9,3810124357,213,0.6,3810124355,212,19.7,3810124349,56,Back,3810124351,140,37.5,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
