id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2496928909,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-01-13T18:51:16.930Z,2023-01-13T18:51:17Z,3975552747,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3975552751,130,17,3975552759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975552753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975552745,30,"2dnrfdd702umzunv6rukg0jx1, ey5m0gz111sobrykgcrpt45at, 9fk3a8f7bhmecbubtfuqs9jvt, 699t2ytlqawiya0n1ytwk0f6x, emglo360rdevds650u33d2odl, 9ea8t509bssf2bhp1n5xxvrl6, bbgkxdtxxoinxftd09k5lth3p, 5jnu1yubvgdh6k9v9x277kjx1, 4ixfdbtira0k9hyhaj4fov651, 53ipmesg7cuaty2uzqm1a2xn9, en7rrg1epwhzy47dd1zcp9wb9, 111qxn4nmcj81nfg5grdp165m, 1v62lh9e2cpqsaww3ggw5togk, 6a7br2t45mam4765clafr0lp1, dldx0lpfwxc7eb0bc092m48a1, 9voc3iwmlxkuuln6h03j0fqzu, 7kyujdy1mcqzlevv3f0l0oul1, 894vnlr3zfyyadmhx9n3y6fl6, ucsmsk8k5wn69tdpz70ytyad, 578r1t1b7ork624lq5q4k55ux",3975552757,197,9221,3975552755,194,53ipmesg7cuaty2uzqm1a2xn9,3975552749,59,"28, 2, 19, 15, 21, 72, 16, 77, 30, 9, 18, 88, 61, 7, 8, 12, 13, 14, 17, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496929039,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-01-13T18:51:53.629Z,2023-01-13T19:44:09Z,3975553435,59,"1, 8, 3, 5, 4, 31, 17, 6, 10, 21, 13, 34, 7, 9, 11, 15, 20, 27, 30, 32",3975553443,197,2005,3975553437,130,12,3975553441,194,dgrjf6wf81uuk32qxqunfoded,3975553439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975553445,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975553433,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3975553431,30,"b3rry494s23b8elnqn3b5s5x, 9stfaq0p7jw8269ms8ijc4a8l, 8fsd4fp4wx5o8oqmwdf9ppl91, tj1jt0o03ionrc0h7279x2zu, dgrjf6wf81uuk32qxqunfoded, 9n6jx9s4eip7mgken67i9oyc5, 6lwrvaxo8k9t72aibrsf6cdex, 3g3cjokfq1lnmycnv4t2gjaol, 29zpgzbse1373d9bhj3l2ee39, 4g4zufvyime7qp4ks4badls0k, 9d2p89e7bftxqhk80hy9ldeqd, 53zbvc98xhv7gqweozv6hyhhw, 3n02ng7medocg9rmg70pw2j1l, 2r9hayi0ybenx2bj3hrhzbb9x, ctqn305re0qsih8mh5nufg89h, buzr2irzyzx8zdt1rasijxrtg, eosd8dmfqtaol3dnkypyswn3d, dtxvjsp1yrr3njbg7b3l5fo4p, 6nm4j9c81rfkxyl9vfxvbscno, 6550eub0qoudw8d846theawpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946253,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-01-13T19:47:02.669Z,2023-01-13T19:47:02Z,3975640501,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946257,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-01-13T19:47:02.669Z,2023-01-14T00:51:18Z,3975640523,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946295,3,1,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,50.3,50.3,2023-01-13T19:47:02.684Z,2023-01-14T01:04:01Z,3975640703,279,S,3976030817,178,,3975640697,141,49.9,3975640695,140,27.6,3975640701,213,3.2,3975640693,56,Back,3975640699,212,23.8,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946321,4,1,1,0,3,muo4d1nfi1vgyvz5n07tjmoo,0,26.4,50.1,2023-01-13T19:47:05.862Z,2023-01-14T01:04:05Z,3975640807,140,58.1,3975640811,212,48.4,3975640813,213,0.8,3975640805,56,Left,3975640815,1,,3976030825,178,,3975640809,141,100.0,3975640803,155,,dgrjf6wf81uuk32qxqunfoded,J. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946385,3,5,1,0,5,1hcbcuu846pa3iw6qskiws1cu,1,39.8,-1.8,2023-01-13T19:47:08.471Z,2023-01-14T01:04:07Z,3975641153,347,,3975641151,56,Back,3975641189,233,5,,,,,,,,,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946325,5,5,1,0,5,muo4d1nfi1vgyvz5n07tjmoo,0,60.2,101.8,2023-01-13T19:47:08.471Z,2023-01-14T01:04:07Z,3975640831,56,Left,3975641223,233,3,3975640833,347,,,,,,,,,,,,,,,,,dgrjf6wf81uuk32qxqunfoded,J. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946409,4,1,1,0,11,1hcbcuu846pa3iw6qskiws1cu,1,38.5,0,2023-01-13T19:47:14.449Z,2023-01-14T01:04:09Z,3975641311,213,2.7,3975641335,189,,3975641307,141,10.3,3975641305,140,23.0,3975641301,107,,3975641309,212,18.3,3975641303,56,Back,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496946523,5,1,1,0,23,1hcbcuu846pa3iw6qskiws1cu,1,26.2,23.3,2023-01-13T19:47:26.114Z,2023-01-14T01:04:11Z,3975642001,140,35.9,3975641999,56,Back,3975642009,1,,3975642003,141,86.8,3975644373,189,,3975642007,213,1.3,3975641997,196,,3975642005,212,44.4,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,3976030875,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
