id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2533461041,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-15T10:32:19.216Z,2023-04-15T11:03:24Z,4189421765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189421777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189421769,130,8,4189421773,194,53ipmesg7cuaty2uzqm1a2xn9,4189421771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189421775,197,9221,4189421763,30,"2dnrfdd702umzunv6rukg0jx1, ey5m0gz111sobrykgcrpt45at, a6gle2qqy7154nh3pqso7upqt, 894vnlr3zfyyadmhx9n3y6fl6, emglo360rdevds650u33d2odl, 699t2ytlqawiya0n1ytwk0f6x, ucsmsk8k5wn69tdpz70ytyad, bbgkxdtxxoinxftd09k5lth3p, 53ipmesg7cuaty2uzqm1a2xn9, 6a7br2t45mam4765clafr0lp1, en7rrg1epwhzy47dd1zcp9wb9, awaksdyk1jcvvmlq85x7gcout, dldx0lpfwxc7eb0bc092m48a1, 9voc3iwmlxkuuln6h03j0fqzu, 7kyujdy1mcqzlevv3f0l0oul1, 9fk3a8f7bhmecbubtfuqs9jvt, 578r1t1b7ork624lq5q4k55ux, 1v62lh9e2cpqsaww3ggw5togk, 9ea8t509bssf2bhp1n5xxvrl6, 111qxn4nmcj81nfg5grdp165m",4189421767,59,"28, 2, 3, 14, 21, 15, 17, 16, 9, 7, 18, 5, 8, 12, 13, 19, 29, 61, 72, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533462159,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-04-15T10:34:39.065Z,2023-04-15T11:43:27Z,4189427039,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189427051,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189427049,197,1993,4189427041,59,"1, 26, 16, 14, 25, 4, 12, 8, 15, 11, 23, 2, 3, 13, 17, 18, 22, 31, 32, 99",4189427045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189427043,130,7,4189427047,194,bu7u0edo60hpre8wkhgw79gwl,4189427037,30,"bu7u0edo60hpre8wkhgw79gwl, 1xofhzib5lyqx285j8x36xg8a, atx6lc3lltktph9wnqv5oihg5, 87aix2c3m5x08nsurhjql51p1, 82m1eir9istcl9x5srqdrtca2, e98evrjmtbjwjrmvlhu1hn36d, cs5ejx87ge8am8ir8w0lj4wk5, 6qp481f9ke8vcrvu9gnsbq4lx, 4w3ipvncxgip8rxi2sf0l971l, afowz5wysshf6f5mj5iz1t5h, dnnv0ts8b4ov8id729wyoeuax, 2i835ww5po0e5y9txkdajsnsa, 5f1erzxtvzncvf1wtqnv3fgmh, 9ki0zmbky1zluxnz63008ozmy, 1ol8b62vocx8kr8p4egifu3md, fx0i4f70a096eya9f6irwdt5, 3jppvkr0tv7r8lwraqvc7wtlh, ba98uem1wm5f638awk1k5caok, cugnsf9b6g823srxuux5jnofe, 3je3s65vdag4qctd9q0ku8z8q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492959,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-04-15T11:32:03.482Z,2023-04-16T05:28:09Z,4189572229,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492969,3,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-15T11:32:03.482Z,2023-04-15T11:32:05Z,4189572271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533493027,3,1,1,0,0,c9ky1957qli8v2lylfga7io8b,1,49.9,49.9,2023-04-15T11:32:03.555Z,2023-04-16T05:36:31Z,4189572555,56,Back,4189572559,141,55.2,4194000135,178,,4189572563,213,2.9,4189572565,279,S,4189572561,212,12.8,4189572557,140,38.2,,,,6qp481f9ke8vcrvu9gnsbq4lx,J. Doyle-Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533493053,4,1,1,0,1,c9ky1957qli8v2lylfga7io8b,0,38.2,55.5,2023-04-15T11:32:04.983Z,2023-04-16T05:36:35Z,4189572753,1,,4189572747,141,93.8,4189572745,140,77.0,4189572731,157,,4194000221,178,,4189572751,213,0.6,4189572749,212,48.4,4189572739,56,Left,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533493081,4,1,1,0,4,1hcbcuu846pa3iw6qskiws1cu,1,25,5.9,2023-04-15T11:32:08.218Z,2023-04-16T05:36:40Z,4189572865,140,33.5,4189572861,3,,4189572869,212,14.9,4194000317,388,,4189572871,213,0.9,4189572863,56,Back,4189572867,141,23.4,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533493089,5,1,1,0,6,1hcbcuu846pa3iw6qskiws1cu,0,33.5,23.4,2023-04-15T11:32:09.901Z,2023-04-16T05:36:43Z,4189572923,213,5.4,4189572919,141,10.7,4194000375,388,,4189572915,56,Back,4189572917,140,40.4,4189572913,3,,4189572921,212,11.3,,,,bbgkxdtxxoinxftd09k5lth3p,A. Halliday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533493133,5,1,1,0,8,c9ky1957qli8v2lylfga7io8b,0,58,95,2023-04-15T11:32:11.894Z,2023-04-16T05:36:48Z,4189573153,3,,4189573157,140,78.1,4189573161,212,21.2,4189573159,141,97.5,4189573163,213,0.1,4189573155,56,Left,4194000425,178,,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533493143,6,61,1,0,10,1hcbcuu846pa3iw6qskiws1cu,0,26.6,4,2023-04-15T11:32:13.698Z,2023-04-16T05:36:53Z,4189573205,56,Back,4194000489,15,,4194000491,178,,,,,,,,,,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
